seqname	gene_id	transcript_id	region	length	selection_reason	short_utrs
ENSMUSG00000033813_ENSMUST00000081551.14_CDS	ENSMUSG00000033813	ENSMUST00000081551.14	CDS	906	appris_principal_1	false
ENSMUSG00000033813_ENSMUST00000081551.14_5UTR	ENSMUSG00000033813	ENSMUST00000081551.14	5UTR	100	appris_principal_1	false
ENSMUSG00000033813_ENSMUST00000081551.14_3UTR	ENSMUSG00000033813	ENSMUST00000081551.14	3UTR	1541	appris_principal_1	false
ENSMUSG00000033813_ENSMUST00000081551.14_start_codon_region	ENSMUSG00000033813	ENSMUST00000081551.14	start_codon_region	63	appris_principal_1	false
ENSMUSG00000033813_ENSMUST00000081551.14_stop_codon_region	ENSMUSG00000033813	ENSMUST00000081551.14	stop_codon_region	63	appris_principal_1	false
ENSMUSG00000033813_ENSMUST00000081551.14_tail_region	ENSMUSG00000033813	ENSMUST00000081551.14	tail_region	100	appris_principal_1	false
ENSMUSG00000033813_ENSMUST00000081551.14_UTR_pair	ENSMUSG00000033813	ENSMUST00000081551.14	UTR_pair	1648	appris_principal_1	false
ENSMUSG00000002459_ENSMUST00000118000.8_mRNA	ENSMUSG00000002459	ENSMUST00000118000.8	mRNA	2125	Ensembl_canonical	false
ENSMUSG00000002459_ENSMUST00000118000.8_CDS	ENSMUSG00000002459	ENSMUST00000118000.8	CDS	1119	Ensembl_canonical	false
ENSMUSG00000002459_ENSMUST00000118000.8_5UTR	ENSMUSG00000002459	ENSMUST00000118000.8	5UTR	108	Ensembl_canonical	false
ENSMUSG00000002459_ENSMUST00000118000.8_3UTR	ENSMUSG00000002459	ENSMUST00000118000.8	3UTR	898	Ensembl_canonical	false
ENSMUSG00000002459_ENSMUST00000118000.8_start_codon_region	ENSMUSG00000002459	ENSMUST00000118000.8	start_codon_region	63	Ensembl_canonical	false
ENSMUSG00000002459_ENSMUST00000118000.8_stop_codon_region	ENSMUSG00000002459	ENSMUST00000118000.8	stop_codon_region	63	Ensembl_canonical	false
ENSMUSG00000002459_ENSMUST00000118000.8_tail_region	ENSMUSG00000002459	ENSMUST00000118000.8	tail_region	100	Ensembl_canonical	false
ENSMUSG00000002459_ENSMUST00000118000.8_UTR_pair	ENSMUSG00000002459	ENSMUST00000118000.8	UTR_pair	1013	Ensembl_canonical	false
ENSMUSG00000033793_ENSMUST00000192698.3_mRNA	ENSMUSG00000033793	ENSMUST00000192698.3	mRNA	1811	appris_principal_1	false
ENSMUSG00000033793_ENSMUST00000192698.3_CDS	ENSMUSG00000033793	ENSMUST00000192698.3	CDS	1398	appris_principal_1	false
ENSMUSG00000033793_ENSMUST00000192698.3_5UTR	ENSMUSG00000033793	ENSMUST00000192698.3	5UTR	159	appris_principal_1	false
ENSMUSG00000033793_ENSMUST00000192698.3_3UTR	ENSMUSG00000033793	ENSMUST00000192698.3	3UTR	254	appris_principal_1	false
ENSMUSG00000033793_ENSMUST00000192698.3_start_codon_region	ENSMUSG00000033793	ENSMUST00000192698.3	start_codon_region	63	appris_principal_1	false
ENSMUSG00000033793_ENSMUST00000192698.3_stop_codon_region	ENSMUSG00000033793	ENSMUST00000192698.3	stop_codon_region	63	appris_principal_1	false
ENSMUSG00000033793_ENSMUST00000192698.3_tail_region	ENSMUSG00000033793	ENSMUST00000192698.3	tail_region	100	appris_principal_1	false
ENSMUSG00000033793_ENSMUST00000192698.3_UTR_pair	ENSMUSG00000033793	ENSMUST00000192698.3	UTR_pair	420	appris_principal_1	false
ENSMUSG00000025907_ENSMUST00000027040.13_mRNA	ENSMUSG00000025907	ENSMUST00000027040.13	mRNA	7607	appris_principal_1	false
ENSMUSG00000025907_ENSMUST00000027040.13_CDS	ENSMUSG00000025907	ENSMUST00000027040.13	CDS	4767	appris_principal_1	false
ENSMUSG00000025907_ENSMUST00000027040.13_5UTR	ENSMUSG00000025907	ENSMUST00000027040.13	5UTR	467	appris_principal_1	false
ENSMUSG00000025907_ENSMUST00000027040.13_3UTR	ENSMUSG00000025907	ENSMUST00000027040.13	3UTR	2373	appris_principal_1	false
ENSMUSG00000025907_ENSMUST00000027040.13_start_codon_region	ENSMUSG00000025907	ENSMUST00000027040.13	start_codon_region	63	appris_principal_1	false
ENSMUSG00000025907_ENSMUST00000027040.13_stop_codon_region	ENSMUSG00000025907	ENSMUST00000027040.13	stop_codon_region	63	appris_principal_1	false
ENSMUSG00000025907_ENSMUST00000027040.13_tail_region	ENSMUSG00000025907	ENSMUST00000027040.13	tail_region	100	appris_principal_1	false
ENSMUSG00000025907_ENSMUST00000027040.13_UTR_pair	ENSMUSG00000025907	ENSMUST00000027040.13	UTR_pair	2847	appris_principal_1	false
ENSMUSG00000051285_ENSMUST00000061280.17_mRNA	ENSMUSG00000051285	ENSMUST00000061280.17	mRNA	5232	appris_principal_1	false
ENSMUSG00000051285_ENSMUST00000061280.17_CDS	ENSMUSG00000051285	ENSMUST00000061280.17	CDS	1074	appris_principal_1	false
ENSMUSG00000051285_ENSMUST00000061280.17_5UTR	ENSMUSG00000051285	ENSMUST00000061280.17	5UTR	412	appris_principal_1	false
ENSMUSG00000051285_ENSMUST00000061280.17_3UTR	ENSMUSG00000051285	ENSMUST00000061280.17	3UTR	3746	appris_principal_1	false
ENSMUSG00000051285_ENSMUST00000061280.17_start_codon_region	ENSMUSG00000051285	ENSMUST00000061280.17	start_codon_region	63	appris_principal_1	false
ENSMUSG00000051285_ENSMUST00000061280.17_stop_codon_region	ENSMUSG00000051285	ENSMUST00000061280.17	stop_codon_region	63	appris_principal_1	false
ENSMUSG00000051285_ENSMUST00000061280.17_tail_region	ENSMUSG00000051285	ENSMUST00000061280.17	tail_region	100	appris_principal_1	false
ENSMUSG00000051285_ENSMUST00000061280.17_UTR_pair	ENSMUSG00000051285	ENSMUST00000061280.17	UTR_pair	4165	appris_principal_1	false
ENSMUSG00000025912_ENSMUST00000088658.11_mRNA	ENSMUSG00000025912	ENSMUST00000088658.11	mRNA	4980	Ensembl_canonical	false
ENSMUSG00000025912_ENSMUST00000088658.11_CDS	ENSMUSG00000025912	ENSMUST00000088658.11	CDS	2256	Ensembl_canonical	false
ENSMUSG00000025912_ENSMUST00000088658.11_5UTR	ENSMUSG00000025912	ENSMUST00000088658.11	5UTR	255	Ensembl_canonical	false
ENSMUSG00000025912_ENSMUST00000088658.11_3UTR	ENSMUSG00000025912	ENSMUST00000088658.11	3UTR	2469	Ensembl_canonical	false
ENSMUSG00000025912_ENSMUST00000088658.11_start_codon_region	ENSMUSG00000025912	ENSMUST00000088658.11	start_codon_region	63	Ensembl_canonical	false
ENSMUSG00000025912_ENSMUST00000088658.11_stop_codon_region	ENSMUSG00000025912	ENSMUST00000088658.11	stop_codon_region	63	Ensembl_canonical	false
ENSMUSG00000025912_ENSMUST00000088658.11_tail_region	ENSMUSG00000025912	ENSMUST00000088658.11	tail_region	100	Ensembl_canonical	false
ENSMUSG00000025912_ENSMUST00000088658.11_UTR_pair	ENSMUSG00000025912	ENSMUST00000088658.11	UTR_pair	2731	Ensembl_canonical	false
ENSMUSG00000045210_ENSMUST00000057438.7_mRNA	ENSMUSG00000045210	ENSMUST00000057438.7	mRNA	9749	appris_principal_1	false
ENSMUSG00000045210_ENSMUST00000057438.7_CDS	ENSMUSG00000045210	ENSMUST00000057438.7	CDS	3663	appris_principal_1	false
ENSMUSG00000045210_ENSMUST00000057438.7_5UTR	ENSMUSG00000045210	ENSMUST00000057438.7	5UTR	226	appris_principal_1	false
ENSMUSG00000045210_ENSMUST00000057438.7_3UTR	ENSMUSG00000045210	ENSMUST00000057438.7	3UTR	5860	appris_principal_1	false
ENSMUSG00000045210_ENSMUST00000057438.7_start_codon_region	ENSMUSG00000045210	ENSMUST00000057438.7	start_codon_region	63	appris_principal_1	false
ENSMUSG00000045210_ENSMUST00000057438.7_stop_codon_region	ENSMUSG00000045210	ENSMUST00000057438.7	stop_codon_region	63	appris_principal_1	false
ENSMUSG00000045210_ENSMUST00000057438.7_tail_region	ENSMUSG00000045210	ENSMUST00000057438.7	tail_region	100	appris_principal_1	false
ENSMUSG00000045210_ENSMUST00000057438.7_UTR_pair	ENSMUSG00000045210	ENSMUST00000057438.7	UTR_pair	6093	appris_principal_1	false
ENSMUSG00000056763_ENSMUST00000071087.12_mRNA	ENSMUSG00000056763	ENSMUST00000071087.12	mRNA	4355	appris_principal_3	false
ENSMUSG00000056763_ENSMUST00000071087.12_CDS	ENSMUSG00000056763	ENSMUST00000071087.12	CDS	3594	appris_principal_3	false
ENSMUSG00000056763_ENSMUST00000071087.12_5UTR	ENSMUSG00000056763	ENSMUST00000071087.12	5UTR	138	appris_principal_3	false
ENSMUSG00000056763_ENSMUST00000071087.12_3UTR	ENSMUSG00000056763	ENSMUST00000071087.12	3UTR	623	appris_principal_3	false
ENSMUSG00000056763_ENSMUST00000071087.12_start_codon_region	ENSMUSG00000056763	ENSMUST00000071087.12	start_codon_region	63	appris_principal_3	false
ENSMUSG00000056763_ENSMUST00000071087.12_stop_codon_region	ENSMUSG00000056763	ENSMUST00000071087.12	stop_codon_region	63	appris_principal_3	false
ENSMUSG00000056763_ENSMUST00000071087.12_tail_region	ENSMUSG00000056763	ENSMUST00000071087.12	tail_region	100	appris_principal_3	false
ENSMUSG00000056763_ENSMUST00000071087.12_UTR_pair	ENSMUSG00000056763	ENSMUST00000071087.12	UTR_pair	768	appris_principal_3	false
ENSMUSG00000067851_ENSMUST00000088615.11_mRNA	ENSMUSG00000067851	ENSMUST00000088615.11	mRNA	6978	appris_principal_1	false
ENSMUSG00000067851_ENSMUST00000088615.11_CDS	ENSMUSG00000067851	ENSMUST00000088615.11	CDS	5541	appris_principal_1	false
ENSMUSG00000067851_ENSMUST00000088615.11_5UTR	ENSMUSG00000067851	ENSMUST00000088615.11	5UTR	176	appris_principal_1	false
ENSMUSG00000067851_ENSMUST00000088615.11_3UTR	ENSMUSG00000067851	ENSMUST00000088615.11	3UTR	1261	appris_principal_1	false
ENSMUSG00000067851_ENSMUST00000088615.11_start_codon_region	ENSMUSG00000067851	ENSMUST00000088615.11	start_codon_region	63	appris_principal_1	false
ENSMUSG00000067851_ENSMUST00000088615.11_stop_codon_region	ENSMUSG00000067851	ENSMUST00000088615.11	stop_codon_region	63	appris_principal_1	false
ENSMUSG00000067851_ENSMUST00000088615.11_tail_region	ENSMUSG00000067851	ENSMUST00000088615.11	tail_region	100	appris_principal_1	false
ENSMUSG00000067851_ENSMUST00000088615.11_UTR_pair	ENSMUSG00000067851	ENSMUST00000088615.11	UTR_pair	1444	appris_principal_1	false
ENSMUSG00000016918_ENSMUST00000177608.8_mRNA	ENSMUSG00000016918	ENSMUST00000177608.8	mRNA	5598	appris_principal_1	false
ENSMUSG00000016918_ENSMUST00000177608.8_CDS	ENSMUSG00000016918	ENSMUST00000177608.8	CDS	2613	appris_principal_1	false
ENSMUSG00000016918_ENSMUST00000177608.8_5UTR	ENSMUSG00000016918	ENSMUST00000177608.8	5UTR	635	appris_principal_1	false
ENSMUSG00000016918_ENSMUST00000177608.8_3UTR	ENSMUSG00000016918	ENSMUST00000177608.8	3UTR	2350	appris_principal_1	false
ENSMUSG00000016918_ENSMUST00000177608.8_start_codon_region	ENSMUSG00000016918	ENSMUST00000177608.8	start_codon_region	63	appris_principal_1	false
ENSMUSG00000016918_ENSMUST00000177608.8_stop_codon_region	ENSMUSG00000016918	ENSMUST00000177608.8	stop_codon_region	63	appris_principal_1	false
ENSMUSG00000016918_ENSMUST00000177608.8_tail_region	ENSMUSG00000016918	ENSMUST00000177608.8	tail_region	100	appris_principal_1	false
ENSMUSG00000016918_ENSMUST00000177608.8_UTR_pair	ENSMUSG00000016918	ENSMUST00000177608.8	UTR_pair	2992	appris_principal_1	false
ENSMUSG00000005886_ENSMUST00000006037.13_mRNA	ENSMUSG00000005886	ENSMUST00000006037.13	mRNA	4897	Ensembl_canonical	false
ENSMUSG00000005886_ENSMUST00000006037.13_CDS	ENSMUSG00000005886	ENSMUST00000006037.13	CDS	4389	Ensembl_canonical	false
ENSMUSG00000005886_ENSMUST00000006037.13_5UTR	ENSMUSG00000005886	ENSMUST00000006037.13	5UTR	222	Ensembl_canonical	false
ENSMUSG00000005886_ENSMUST00000006037.13_3UTR	ENSMUSG00000005886	ENSMUST00000006037.13	3UTR	286	Ensembl_canonical	false
ENSMUSG00000005886_ENSMUST00000006037.13_start_codon_region	ENSMUSG00000005886	ENSMUST00000006037.13	start_codon_region	63	Ensembl_canonical	false
ENSMUSG00000005886_ENSMUST00000006037.13_stop_codon_region	ENSMUSG00000005886	ENSMUST00000006037.13	stop_codon_region	63	Ensembl_canonical	false
ENSMUSG00000005886_ENSMUST00000006037.13_tail_region	ENSMUSG00000005886	ENSMUST00000006037.13	tail_region	100	Ensembl_canonical	false
ENSMUSG00000005886_ENSMUST00000006037.13_UTR_pair	ENSMUSG00000005886	ENSMUST00000006037.13	UTR_pair	515	Ensembl_canonical	false
ENSMUSG00000025935_ENSMUST00000027068.11_mRNA	ENSMUSG00000025935	ENSMUST00000027068.11	mRNA	2938	appris_principal_1	false
ENSMUSG00000025935_ENSMUST00000027068.11_CDS	ENSMUSG00000025935	ENSMUST00000027068.11	CDS	1125	appris_principal_1	false
ENSMUSG00000025935_ENSMUST00000027068.11_5UTR	ENSMUSG00000025935	ENSMUST00000027068.11	5UTR	188	appris_principal_1	false
ENSMUSG00000025935_ENSMUST00000027068.11_3UTR	ENSMUSG00000025935	ENSMUST00000027068.11	3UTR	1625	appris_principal_1	false
ENSMUSG00000025935_ENSMUST00000027068.11_start_codon_region	ENSMUSG00000025935	ENSMUST00000027068.11	start_codon_region	63	appris_principal_1	false
ENSMUSG00000025935_ENSMUST00000027068.11_stop_codon_region	ENSMUSG00000025935	ENSMUST00000027068.11	stop_codon_region	63	appris_principal_1	false
ENSMUSG00000025935_ENSMUST00000027068.11_tail_region	ENSMUSG00000025935	ENSMUST00000027068.11	tail_region	100	appris_principal_1	false
ENSMUSG00000025935_ENSMUST00000027068.11_UTR_pair	ENSMUSG00000025935	ENSMUST00000027068.11	UTR_pair	1820	appris_principal_1	false
ENSMUSG00000025937_ENSMUST00000027071.7_mRNA	ENSMUSG00000025937	ENSMUST00000027071.7	mRNA	4494	appris_principal_1	false
ENSMUSG00000025937_ENSMUST00000027071.7_CDS	ENSMUSG00000025937	ENSMUST00000027071.7	CDS	867	appris_principal_1	false
ENSMUSG00000025937_ENSMUST00000027071.7_5UTR	ENSMUSG00000025937	ENSMUST00000027071.7	5UTR	96	appris_principal_1	false
ENSMUSG00000025937_ENSMUST00000027071.7_3UTR	ENSMUSG00000025937	ENSMUST00000027071.7	3UTR	3531	appris_principal_1	false
ENSMUSG00000025937_ENSMUST00000027071.7_start_codon_region	ENSMUSG00000025937	ENSMUST00000027071.7	start_codon_region	63	appris_principal_1	false
ENSMUSG00000025937_ENSMUST00000027071.7_stop_codon_region	ENSMUSG00000025937	ENSMUST00000027071.7	stop_codon_region	63	appris_principal_1	false
ENSMUSG00000025937_ENSMUST00000027071.7_tail_region	ENSMUSG00000025937	ENSMUST00000027071.7	tail_region	100	appris_principal_1	false
ENSMUSG00000025937_ENSMUST00000027071.7_UTR_pair	ENSMUSG00000025937	ENSMUST00000027071.7	UTR_pair	3634	appris_principal_1	false
ENSMUSG00000025932_ENSMUST00000027066.13_mRNA	ENSMUSG00000025932	ENSMUST00000027066.13	mRNA	4347	Ensembl_canonical	false
ENSMUSG00000025932_ENSMUST00000027066.13_CDS	ENSMUSG00000025932	ENSMUST00000027066.13	CDS	1776	Ensembl_canonical	false
ENSMUSG00000025932_ENSMUST00000027066.13_5UTR	ENSMUSG00000025932	ENSMUST00000027066.13	5UTR	609	Ensembl_canonical	false
ENSMUSG00000025932_ENSMUST00000027066.13_3UTR	ENSMUSG00000025932	ENSMUST00000027066.13	3UTR	1962	Ensembl_canonical	false
ENSMUSG00000025932_ENSMUST00000027066.13_start_codon_region	ENSMUSG00000025932	ENSMUST00000027066.13	start_codon_region	63	Ensembl_canonical	false
ENSMUSG00000025932_ENSMUST00000027066.13_stop_codon_region	ENSMUSG00000025932	ENSMUST00000027066.13	stop_codon_region	63	Ensembl_canonical	false
ENSMUSG00000025932_ENSMUST00000027066.13_tail_region	ENSMUSG00000025932	ENSMUST00000027066.13	tail_region	100	Ensembl_canonical	false
ENSMUSG00000025932_ENSMUST00000027066.13_UTR_pair	ENSMUSG00000025932	ENSMUST00000027066.13	UTR_pair	2578	Ensembl_canonical	false
ENSMUSG00000025921_ENSMUST00000027053.8_mRNA	ENSMUSG00000025921	ENSMUST00000027053.8	mRNA	3587	appris_principal_1	false
ENSMUSG00000025921_ENSMUST00000027053.8_CDS	ENSMUSG00000025921	ENSMUST00000027053.8	CDS	1026	appris_principal_1	false
ENSMUSG00000025921_ENSMUST00000027053.8_5UTR	ENSMUSG00000025921	ENSMUST00000027053.8	5UTR	244	appris_principal_1	false
ENSMUSG00000025921_ENSMUST00000027053.8_3UTR	ENSMUSG00000025921	ENSMUST00000027053.8	3UTR	2317	appris_principal_1	false
ENSMUSG00000025921_ENSMUST00000027053.8_start_codon_region	ENSMUSG00000025921	ENSMUST00000027053.8	start_codon_region	63	appris_principal_1	false
ENSMUSG00000025921_ENSMUST00000027053.8_stop_codon_region	ENSMUSG00000025921	ENSMUST00000027053.8	stop_codon_region	63	appris_principal_1	false
ENSMUSG00000025921_ENSMUST00000027053.8_tail_region	ENSMUSG00000025921	ENSMUST00000027053.8	tail_region	100	appris_principal_1	false
ENSMUSG00000025921_ENSMUST00000027053.8_UTR_pair	ENSMUSG00000025921	ENSMUST00000027053.8	UTR_pair	2568	appris_principal_1	false
ENSMUSG00000025920_ENSMUST00000162751.8_mRNA	ENSMUSG00000025920	ENSMUST00000162751.8	mRNA	3030	appris_principal_1	false
ENSMUSG00000025920_ENSMUST00000162751.8_CDS	ENSMUSG00000025920	ENSMUST00000162751.8	CDS	1713	appris_principal_1	false
ENSMUSG00000025920_ENSMUST00000162751.8_5UTR	ENSMUSG00000025920	ENSMUST00000162751.8	5UTR	218	appris_principal_1	false
ENSMUSG00000025920_ENSMUST00000162751.8_3UTR	ENSMUSG00000025920	ENSMUST00000162751.8	3UTR	1099	appris_principal_1	false
ENSMUSG00000025920_ENSMUST00000162751.8_start_codon_region	ENSMUSG00000025920	ENSMUST00000162751.8	start_codon_region	63	appris_principal_1	false
ENSMUSG00000025920_ENSMUST00000162751.8_stop_codon_region	ENSMUSG00000025920	ENSMUST00000162751.8	stop_codon_region	63	appris_principal_1	false
ENSMUSG00000025920_ENSMUST00000162751.8_tail_region	ENSMUSG00000025920	ENSMUST00000162751.8	tail_region	100	appris_principal_1	false
ENSMUSG00000025920_ENSMUST00000162751.8_UTR_pair	ENSMUSG00000025920	ENSMUST00000162751.8	UTR_pair	1324	appris_principal_1	false
ENSMUSG00000079658_ENSMUST00000188641.7_mRNA	ENSMUSG00000079658	ENSMUST00000188641.7	mRNA	2014	appris_principal_1	false
ENSMUSG00000079658_ENSMUST00000188641.7_CDS	ENSMUSG00000079658	ENSMUST00000188641.7	CDS	339	appris_principal_1	false
ENSMUSG00000079658_ENSMUST00000188641.7_5UTR	ENSMUSG00000079658	ENSMUST00000188641.7	5UTR	112	appris_principal_1	false
ENSMUSG00000079658_ENSMUST00000188641.7_3UTR	ENSMUSG00000079658	ENSMUST00000188641.7	3UTR	1563	appris_principal_1	false
ENSMUSG00000079658_ENSMUST00000188641.7_start_codon_region	ENSMUSG00000079658	ENSMUST00000188641.7	start_codon_region	63	appris_principal_1	false
ENSMUSG00000079658_ENSMUST00000188641.7_stop_codon_region	ENSMUSG00000079658	ENSMUST00000188641.7	stop_codon_region	63	appris_principal_1	false
ENSMUSG00000079658_ENSMUST00000188641.7_tail_region	ENSMUSG00000079658	ENSMUST00000188641.7	tail_region	100	appris_principal_1	false
ENSMUSG00000079658_ENSMUST00000188641.7_UTR_pair	ENSMUSG00000079658	ENSMUST00000188641.7	UTR_pair	1682	appris_principal_1	false
ENSMUSG00000041859_ENSMUST00000053266.11_mRNA	ENSMUSG00000041859	ENSMUST00000053266.11	mRNA	3031	appris_principal_1	false
ENSMUSG00000041859_ENSMUST00000053266.11_CDS	ENSMUSG00000041859	ENSMUST00000053266.11	CDS	2439	appris_principal_1	false
ENSMUSG00000041859_ENSMUST00000053266.11_5UTR	ENSMUSG00000041859	ENSMUST00000053266.11	5UTR	104	appris_principal_1	false
ENSMUSG00000041859_ENSMUST00000053266.11_3UTR	ENSMUSG00000041859	ENSMUST00000053266.11	3UTR	488	appris_principal_1	false
ENSMUSG00000041859_ENSMUST00000053266.11_start_codon_region	ENSMUSG00000041859	ENSMUST00000053266.11	start_codon_region	63	appris_principal_1	false
ENSMUSG00000041859_ENSMUST00000053266.11_stop_codon_region	ENSMUSG00000041859	ENSMUST00000053266.11	stop_codon_region	63	appris_principal_1	false
ENSMUSG00000041859_ENSMUST00000053266.11_tail_region	ENSMUSG00000041859	ENSMUST00000053266.11	tail_region	100	appris_principal_1	false
ENSMUSG00000041859_ENSMUST00000053266.11_UTR_pair	ENSMUSG00000041859	ENSMUST00000053266.11	UTR_pair	599	appris_principal_1	false
ENSMUSG00000025931_ENSMUST00000189400.7_mRNA	ENSMUSG00000025931	ENSMUST00000189400.7	mRNA	5330	appris_principal_1	false
ENSMUSG00000025931_ENSMUST00000189400.7_CDS	ENSMUSG00000025931	ENSMUST00000189400.7	CDS	1065	appris_principal_1	false
ENSMUSG00000025931_ENSMUST00000189400.7_5UTR	ENSMUSG00000025931	ENSMUST00000189400.7	5UTR	303	appris_principal_1	false
ENSMUSG00000025931_ENSMUST00000189400.7_3UTR	ENSMUSG00000025931	ENSMUST00000189400.7	3UTR	3962	appris_principal_1	false
ENSMUSG00000025931_ENSMUST00000189400.7_start_codon_region	ENSMUSG00000025931	ENSMUST00000189400.7	start_codon_region	63	appris_principal_1	false
ENSMUSG00000025931_ENSMUST00000189400.7_stop_codon_region	ENSMUSG00000025931	ENSMUST00000189400.7	stop_codon_region	63	appris_principal_1	false
ENSMUSG00000025931_ENSMUST00000189400.7_tail_region	ENSMUSG00000025931	ENSMUST00000189400.7	tail_region	100	appris_principal_1	false
ENSMUSG00000025931_ENSMUST00000189400.7_UTR_pair	ENSMUSG00000025931	ENSMUST00000189400.7	UTR_pair	4272	appris_principal_1	false
ENSMUSG00000041779_ENSMUST00000037998.6_mRNA	ENSMUSG00000041779	ENSMUST00000037998.6	mRNA	6492	appris_principal_1	false
ENSMUSG00000041779_ENSMUST00000037998.6_CDS	ENSMUSG00000041779	ENSMUST00000037998.6	CDS	1113	appris_principal_1	false
ENSMUSG00000041779_ENSMUST00000037998.6_5UTR	ENSMUSG00000041779	ENSMUST00000037998.6	5UTR	116	appris_principal_1	false
ENSMUSG00000041779_ENSMUST00000037998.6_3UTR	ENSMUSG00000041779	ENSMUST00000037998.6	3UTR	5263	appris_principal_1	false
ENSMUSG00000041779_ENSMUST00000037998.6_start_codon_region	ENSMUSG00000041779	ENSMUST00000037998.6	start_codon_region	63	appris_principal_1	false
ENSMUSG00000041779_ENSMUST00000037998.6_stop_codon_region	ENSMUSG00000041779	ENSMUST00000037998.6	stop_codon_region	63	appris_principal_1	false
ENSMUSG00000041779_ENSMUST00000037998.6_tail_region	ENSMUSG00000041779	ENSMUST00000037998.6	tail_region	100	appris_principal_1	false
ENSMUSG00000041779_ENSMUST00000037998.6_UTR_pair	ENSMUSG00000041779	ENSMUST00000037998.6	UTR_pair	5386	appris_principal_1	false
ENSMUSG00000025933_ENSMUST00000027065.12_mRNA	ENSMUSG00000025933	ENSMUST00000027065.12	mRNA	1168	appris_principal_1	false
ENSMUSG00000025933_ENSMUST00000027065.12_CDS	ENSMUSG00000025933	ENSMUST00000027065.12	CDS	300	appris_principal_1	false
ENSMUSG00000025933_ENSMUST00000027065.12_5UTR	ENSMUSG00000025933	ENSMUST00000027065.12	5UTR	331	appris_principal_1	false
ENSMUSG00000025933_ENSMUST00000027065.12_3UTR	ENSMUSG00000025933	ENSMUST00000027065.12	3UTR	537	appris_principal_1	false
ENSMUSG00000025933_ENSMUST00000027065.12_start_codon_region	ENSMUSG00000025933	ENSMUST00000027065.12	start_codon_region	63	appris_principal_1	false
ENSMUSG00000025933_ENSMUST00000027065.12_stop_codon_region	ENSMUSG00000025933	ENSMUST00000027065.12	stop_codon_region	63	appris_principal_1	false
ENSMUSG00000025933_ENSMUST00000027065.12_tail_region	ENSMUSG00000025933	ENSMUST00000027065.12	tail_region	100	appris_principal_1	false
ENSMUSG00000025933_ENSMUST00000027065.12_UTR_pair	ENSMUSG00000025933	ENSMUST00000027065.12	UTR_pair	875	appris_principal_1	false
ENSMUSG00000026158_ENSMUST00000027343.6_mRNA	ENSMUSG00000026158	ENSMUST00000027343.6	mRNA	4844	appris_principal_1	false
ENSMUSG00000026158_ENSMUST00000027343.6_CDS	ENSMUSG00000026158	ENSMUST00000027343.6	CDS	1395	appris_principal_1	false
ENSMUSG00000026158_ENSMUST00000027343.6_5UTR	ENSMUSG00000026158	ENSMUST00000027343.6	5UTR	124	appris_principal_1	false
