seqname	gene_id	transcript_id	region	length	selection_reason	short_utrs
ENSBTAG00000009187_ENSBTAT00000133069_mRNA	ENSBTAG00000009187	ENSBTAT00000133069	mRNA	4277	Ensembl_canonical	false
ENSBTAG00000009187_ENSBTAT00000133069_CDS	ENSBTAG00000009187	ENSBTAT00000133069	CDS	1143	Ensembl_canonical	false
ENSBTAG00000009187_ENSBTAT00000133069_5UTR	ENSBTAG00000009187	ENSBTAT00000133069	5UTR	669	Ensembl_canonical	false
ENSBTAG00000009187_ENSBTAT00000133069_3UTR	ENSBTAG00000009187	ENSBTAT00000133069	3UTR	2465	Ensembl_canonical	false
ENSBTAG00000009187_ENSBTAT00000133069_start_codon_region	ENSBTAG00000009187	ENSBTAT00000133069	start_codon_region	63	Ensembl_canonical	false
ENSBTAG00000009187_ENSBTAT00000133069_stop_codon_region	ENSBTAG00000009187	ENSBTAT00000133069	stop_codon_region	63	Ensembl_canonical	false
ENSBTAG00000009187_ENSBTAT00000133069_tail_region	ENSBTAG00000009187	ENSBTAT00000133069	tail_region	100	Ensembl_canonical	false
ENSBTAG00000009187_ENSBTAT00000133069_UTR_pair	ENSBTAG00000009187	ENSBTAT00000133069	UTR_pair	3141	Ensembl_canonical	false
ENSBTAG00000001258_ENSBTAT00000001660_mRNA	ENSBTAG00000001258	ENSBTAT00000001660	mRNA	3622	Ensembl_canonical	false
ENSBTAG00000001258_ENSBTAT00000001660_CDS	ENSBTAG00000001258	ENSBTAT00000001660	CDS	477	Ensembl_canonical	false
ENSBTAG00000001258_ENSBTAT00000001660_5UTR	ENSBTAG00000001258	ENSBTAT00000001660	5UTR	1716	Ensembl_canonical	false
ENSBTAG00000001258_ENSBTAT00000001660_3UTR	ENSBTAG00000001258	ENSBTAT00000001660	3UTR	1429	Ensembl_canonical	false
ENSBTAG00000001258_ENSBTAT00000001660_start_codon_region	ENSBTAG00000001258	ENSBTAT00000001660	start_codon_region	63	Ensembl_canonical	false
ENSBTAG00000001258_ENSBTAT00000001660_stop_codon_region	ENSBTAG00000001258	ENSBTAT00000001660	stop_codon_region	63	Ensembl_canonical	false
ENSBTAG00000001258_ENSBTAT00000001660_tail_region	ENSBTAG00000001258	ENSBTAT00000001660	tail_region	100	Ensembl_canonical	false
ENSBTAG00000001258_ENSBTAT00000001660_UTR_pair	ENSBTAG00000001258	ENSBTAT00000001660	UTR_pair	3152	Ensembl_canonical	false
ENSBTAG00000012899_ENSBTAT00000080092_mRNA	ENSBTAG00000012899	ENSBTAT00000080092	mRNA	2147	Ensembl_canonical	false
ENSBTAG00000012899_ENSBTAT00000080092_CDS	ENSBTAG00000012899	ENSBTAT00000080092	CDS	1206	Ensembl_canonical	false
ENSBTAG00000012899_ENSBTAT00000080092_5UTR	ENSBTAG00000012899	ENSBTAT00000080092	5UTR	149	Ensembl_canonical	false
ENSBTAG00000012899_ENSBTAT00000080092_3UTR	ENSBTAG00000012899	ENSBTAT00000080092	3UTR	792	Ensembl_canonical	false
ENSBTAG00000012899_ENSBTAT00000080092_start_codon_region	ENSBTAG00000012899	ENSBTAT00000080092	start_codon_region	63	Ensembl_canonical	false
ENSBTAG00000012899_ENSBTAT00000080092_stop_codon_region	ENSBTAG00000012899	ENSBTAT00000080092	stop_codon_region	63	Ensembl_canonical	false
ENSBTAG00000012899_ENSBTAT00000080092_tail_region	ENSBTAG00000012899	ENSBTAT00000080092	tail_region	100	Ensembl_canonical	false
ENSBTAG00000012899_ENSBTAT00000080092_UTR_pair	ENSBTAG00000012899	ENSBTAT00000080092	UTR_pair	948	Ensembl_canonical	false
ENSBTAG00000021819_ENSBTAT00000029080_mRNA	ENSBTAG00000021819	ENSBTAT00000029080	mRNA	3293	Ensembl_canonical	false
ENSBTAG00000021819_ENSBTAT00000029080_CDS	ENSBTAG00000021819	ENSBTAT00000029080	CDS	1686	Ensembl_canonical	false
ENSBTAG00000021819_ENSBTAT00000029080_5UTR	ENSBTAG00000021819	ENSBTAT00000029080	5UTR	185	Ensembl_canonical	false
ENSBTAG00000021819_ENSBTAT00000029080_3UTR	ENSBTAG00000021819	ENSBTAT00000029080	3UTR	1422	Ensembl_canonical	false
ENSBTAG00000021819_ENSBTAT00000029080_start_codon_region	ENSBTAG00000021819	ENSBTAT00000029080	start_codon_region	63	Ensembl_canonical	false
ENSBTAG00000021819_ENSBTAT00000029080_stop_codon_region	ENSBTAG00000021819	ENSBTAT00000029080	stop_codon_region	63	Ensembl_canonical	false
ENSBTAG00000021819_ENSBTAT00000029080_tail_region	ENSBTAG00000021819	ENSBTAT00000029080	tail_region	100	Ensembl_canonical	false
ENSBTAG00000021819_ENSBTAT00000029080_UTR_pair	ENSBTAG00000021819	ENSBTAT00000029080	UTR_pair	1614	Ensembl_canonical	false
ENSBTAG00000003064_ENSBTAT00000003986_mRNA	ENSBTAG00000003064	ENSBTAT00000003986	mRNA	4825	Ensembl_canonical	false
ENSBTAG00000003064_ENSBTAT00000003986_CDS	ENSBTAG00000003064	ENSBTAT00000003986	CDS	2769	Ensembl_canonical	false
ENSBTAG00000003064_ENSBTAT00000003986_5UTR	ENSBTAG00000003064	ENSBTAT00000003986	5UTR	199	Ensembl_canonical	false
ENSBTAG00000003064_ENSBTAT00000003986_3UTR	ENSBTAG00000003064	ENSBTAT00000003986	3UTR	1857	Ensembl_canonical	false
ENSBTAG00000003064_ENSBTAT00000003986_start_codon_region	ENSBTAG00000003064	ENSBTAT00000003986	start_codon_region	63	Ensembl_canonical	false
ENSBTAG00000003064_ENSBTAT00000003986_stop_codon_region	ENSBTAG00000003064	ENSBTAT00000003986	stop_codon_region	63	Ensembl_canonical	false
ENSBTAG00000003064_ENSBTAT00000003986_tail_region	ENSBTAG00000003064	ENSBTAT00000003986	tail_region	100	Ensembl_canonical	false
ENSBTAG00000003064_ENSBTAT00000003986_UTR_pair	ENSBTAG00000003064	ENSBTAT00000003986	UTR_pair	2063	Ensembl_canonical	false
ENSBTAG00000020762_ENSBTAT00000027668_mRNA	ENSBTAG00000020762	ENSBTAT00000027668	mRNA	3339	Ensembl_canonical	false
ENSBTAG00000020762_ENSBTAT00000027668_CDS	ENSBTAG00000020762	ENSBTAT00000027668	CDS	2139	Ensembl_canonical	false
ENSBTAG00000020762_ENSBTAT00000027668_5UTR	ENSBTAG00000020762	ENSBTAT00000027668	5UTR	199	Ensembl_canonical	false
ENSBTAG00000020762_ENSBTAT00000027668_3UTR	ENSBTAG00000020762	ENSBTAT00000027668	3UTR	1001	Ensembl_canonical	false
ENSBTAG00000020762_ENSBTAT00000027668_start_codon_region	ENSBTAG00000020762	ENSBTAT00000027668	start_codon_region	63	Ensembl_canonical	false
ENSBTAG00000020762_ENSBTAT00000027668_stop_codon_region	ENSBTAG00000020762	ENSBTAT00000027668	stop_codon_region	63	Ensembl_canonical	false
ENSBTAG00000020762_ENSBTAT00000027668_tail_region	ENSBTAG00000020762	ENSBTAT00000027668	tail_region	100	Ensembl_canonical	false
ENSBTAG00000020762_ENSBTAT00000027668_UTR_pair	ENSBTAG00000020762	ENSBTAT00000027668	UTR_pair	1207	Ensembl_canonical	false
ENSBTAG00000018855_ENSBTAT00000083963_mRNA	ENSBTAG00000018855	ENSBTAT00000083963	mRNA	4208	Ensembl_canonical	false
ENSBTAG00000018855_ENSBTAT00000083963_CDS	ENSBTAG00000018855	ENSBTAT00000083963	CDS	3432	Ensembl_canonical	false
ENSBTAG00000018855_ENSBTAT00000083963_5UTR	ENSBTAG00000018855	ENSBTAT00000083963	5UTR	413	Ensembl_canonical	false
ENSBTAG00000018855_ENSBTAT00000083963_3UTR	ENSBTAG00000018855	ENSBTAT00000083963	3UTR	363	Ensembl_canonical	false
ENSBTAG00000018855_ENSBTAT00000083963_start_codon_region	ENSBTAG00000018855	ENSBTAT00000083963	start_codon_region	63	Ensembl_canonical	false
ENSBTAG00000018855_ENSBTAT00000083963_stop_codon_region	ENSBTAG00000018855	ENSBTAT00000083963	stop_codon_region	63	Ensembl_canonical	false
ENSBTAG00000018855_ENSBTAT00000083963_tail_region	ENSBTAG00000018855	ENSBTAT00000083963	tail_region	100	Ensembl_canonical	false
ENSBTAG00000018855_ENSBTAT00000083963_UTR_pair	ENSBTAG00000018855	ENSBTAT00000083963	UTR_pair	783	Ensembl_canonical	false
ENSBTAG00000018854_ENSBTAT00000032452_mRNA	ENSBTAG00000018854	ENSBTAT00000032452	mRNA	1334	Ensembl_canonical	true
ENSBTAG00000018854_ENSBTAT00000032452_CDS	ENSBTAG00000018854	ENSBTAT00000032452	CDS	993	Ensembl_canonical	true
ENSBTAG00000018854_ENSBTAT00000032452_5UTR	ENSBTAG00000018854	ENSBTAT00000032452	5UTR	23	Ensembl_canonical	true
ENSBTAG00000018854_ENSBTAT00000032452_3UTR	ENSBTAG00000018854	ENSBTAT00000032452	3UTR	318	Ensembl_canonical	true
ENSBTAG00000018854_ENSBTAT00000032452_start_codon_region	ENSBTAG00000018854	ENSBTAT00000032452	start_codon_region	56	Ensembl_canonical	true
ENSBTAG00000018854_ENSBTAT00000032452_stop_codon_region	ENSBTAG00000018854	ENSBTAT00000032452	stop_codon_region	63	Ensembl_canonical	true
ENSBTAG00000018854_ENSBTAT00000032452_tail_region	ENSBTAG00000018854	ENSBTAT00000032452	tail_region	100	Ensembl_canonical	true
ENSBTAG00000018854_ENSBTAT00000032452_UTR_pair	ENSBTAG00000018854	ENSBTAT00000032452	UTR_pair	348	Ensembl_canonical	true
ENSBTAG00000048631_ENSBTAT00000023716_mRNA	ENSBTAG00000048631	ENSBTAT00000023716	mRNA	2538	Ensembl_canonical	false
ENSBTAG00000048631_ENSBTAT00000023716_CDS	ENSBTAG00000048631	ENSBTAT00000023716	CDS	1875	Ensembl_canonical	false
ENSBTAG00000048631_ENSBTAT00000023716_5UTR	ENSBTAG00000048631	ENSBTAT00000023716	5UTR	353	Ensembl_canonical	false
ENSBTAG00000048631_ENSBTAT00000023716_3UTR	ENSBTAG00000048631	ENSBTAT00000023716	3UTR	310	Ensembl_canonical	false
ENSBTAG00000048631_ENSBTAT00000023716_start_codon_region	ENSBTAG00000048631	ENSBTAT00000023716	start_codon_region	63	Ensembl_canonical	false
ENSBTAG00000048631_ENSBTAT00000023716_stop_codon_region	ENSBTAG00000048631	ENSBTAT00000023716	stop_codon_region	63	Ensembl_canonical	false
ENSBTAG00000048631_ENSBTAT00000023716_tail_region	ENSBTAG00000048631	ENSBTAT00000023716	tail_region	100	Ensembl_canonical	false
ENSBTAG00000048631_ENSBTAT00000023716_UTR_pair	ENSBTAG00000048631	ENSBTAT00000023716	UTR_pair	670	Ensembl_canonical	false
ENSBTAG00000004139_ENSBTAT00000005416_mRNA	ENSBTAG00000004139	ENSBTAT00000005416	mRNA	3465	Ensembl_canonical	false
ENSBTAG00000004139_ENSBTAT00000005416_CDS	ENSBTAG00000004139	ENSBTAT00000005416	CDS	2226	Ensembl_canonical	false
ENSBTAG00000004139_ENSBTAT00000005416_5UTR	ENSBTAG00000004139	ENSBTAT00000005416	5UTR	238	Ensembl_canonical	false
ENSBTAG00000004139_ENSBTAT00000005416_3UTR	ENSBTAG00000004139	ENSBTAT00000005416	3UTR	1001	Ensembl_canonical	false
ENSBTAG00000004139_ENSBTAT00000005416_start_codon_region	ENSBTAG00000004139	ENSBTAT00000005416	start_codon_region	63	Ensembl_canonical	false
ENSBTAG00000004139_ENSBTAT00000005416_stop_codon_region	ENSBTAG00000004139	ENSBTAT00000005416	stop_codon_region	63	Ensembl_canonical	false
ENSBTAG00000004139_ENSBTAT00000005416_tail_region	ENSBTAG00000004139	ENSBTAT00000005416	tail_region	100	Ensembl_canonical	false
ENSBTAG00000004139_ENSBTAT00000005416_UTR_pair	ENSBTAG00000004139	ENSBTAT00000005416	UTR_pair	1246	Ensembl_canonical	false
ENSBTAG00000014233_ENSBTAT00000096559_mRNA	ENSBTAG00000014233	ENSBTAT00000096559	mRNA	1958	Ensembl_canonical	false
ENSBTAG00000014233_ENSBTAT00000096559_CDS	ENSBTAG00000014233	ENSBTAT00000096559	CDS	1662	Ensembl_canonical	false
ENSBTAG00000014233_ENSBTAT00000096559_5UTR	ENSBTAG00000014233	ENSBTAT00000096559	5UTR	59	Ensembl_canonical	false
ENSBTAG00000014233_ENSBTAT00000096559_3UTR	ENSBTAG00000014233	ENSBTAT00000096559	3UTR	237	Ensembl_canonical	false
ENSBTAG00000014233_ENSBTAT00000096559_start_codon_region	ENSBTAG00000014233	ENSBTAT00000096559	start_codon_region	63	Ensembl_canonical	false
ENSBTAG00000014233_ENSBTAT00000096559_stop_codon_region	ENSBTAG00000014233	ENSBTAT00000096559	stop_codon_region	63	Ensembl_canonical	false
ENSBTAG00000014233_ENSBTAT00000096559_tail_region	ENSBTAG00000014233	ENSBTAT00000096559	tail_region	100	Ensembl_canonical	false
ENSBTAG00000014233_ENSBTAT00000096559_UTR_pair	ENSBTAG00000014233	ENSBTAT00000096559	UTR_pair	303	Ensembl_canonical	false
ENSBTAG00000020122_ENSBTAT00000026801_mRNA	ENSBTAG00000020122	ENSBTAT00000026801	mRNA	2876	Ensembl_canonical	false
ENSBTAG00000020122_ENSBTAT00000026801_CDS	ENSBTAG00000020122	ENSBTAT00000026801	CDS	2484	Ensembl_canonical	false
ENSBTAG00000020122_ENSBTAT00000026801_5UTR	ENSBTAG00000020122	ENSBTAT00000026801	5UTR	104	Ensembl_canonical	false
ENSBTAG00000020122_ENSBTAT00000026801_3UTR	ENSBTAG00000020122	ENSBTAT00000026801	3UTR	288	Ensembl_canonical	false
ENSBTAG00000020122_ENSBTAT00000026801_start_codon_region	ENSBTAG00000020122	ENSBTAT00000026801	start_codon_region	63	Ensembl_canonical	false
ENSBTAG00000020122_ENSBTAT00000026801_stop_codon_region	ENSBTAG00000020122	ENSBTAT00000026801	stop_codon_region	63	Ensembl_canonical	false
ENSBTAG00000020122_ENSBTAT00000026801_tail_region	ENSBTAG00000020122	ENSBTAT00000026801	tail_region	100	Ensembl_canonical	false
ENSBTAG00000020122_ENSBTAT00000026801_UTR_pair	ENSBTAG00000020122	ENSBTAT00000026801	UTR_pair	399	Ensembl_canonical	false
ENSBTAG00000020121_ENSBTAT00000026800_mRNA	ENSBTAG00000020121	ENSBTAT00000026800	mRNA	2239	Ensembl_canonical	false
ENSBTAG00000020121_ENSBTAT00000026800_CDS	ENSBTAG00000020121	ENSBTAT00000026800	CDS	873	Ensembl_canonical	false
ENSBTAG00000020121_ENSBTAT00000026800_5UTR	ENSBTAG00000020121	ENSBTAT00000026800	5UTR	351	Ensembl_canonical	false
ENSBTAG00000020121_ENSBTAT00000026800_3UTR	ENSBTAG00000020121	ENSBTAT00000026800	3UTR	1015	Ensembl_canonical	false
ENSBTAG00000020121_ENSBTAT00000026800_start_codon_region	ENSBTAG00000020121	ENSBTAT00000026800	start_codon_region	63	Ensembl_canonical	false
ENSBTAG00000020121_ENSBTAT00000026800_stop_codon_region	ENSBTAG00000020121	ENSBTAT00000026800	stop_codon_region	63	Ensembl_canonical	false
ENSBTAG00000020121_ENSBTAT00000026800_tail_region	ENSBTAG00000020121	ENSBTAT00000026800	tail_region	100	Ensembl_canonical	false
ENSBTAG00000020121_ENSBTAT00000026800_UTR_pair	ENSBTAG00000020121	ENSBTAT00000026800	UTR_pair	1373	Ensembl_canonical	false
ENSBTAG00000001412_ENSBTAT00000074692_mRNA	ENSBTAG00000001412	ENSBTAT00000074692	mRNA	988	Ensembl_canonical	true
ENSBTAG00000001412_ENSBTAT00000074692_CDS	ENSBTAG00000001412	ENSBTAT00000074692	CDS	783	Ensembl_canonical	true
ENSBTAG00000001412_ENSBTAT00000074692_5UTR	ENSBTAG00000001412	ENSBTAT00000074692	5UTR	6	Ensembl_canonical	true
ENSBTAG00000001412_ENSBTAT00000074692_3UTR	ENSBTAG00000001412	ENSBTAT00000074692	3UTR	199	Ensembl_canonical	true
ENSBTAG00000001412_ENSBTAT00000074692_start_codon_region	ENSBTAG00000001412	ENSBTAT00000074692	start_codon_region	39	Ensembl_canonical	true
ENSBTAG00000001412_ENSBTAT00000074692_stop_codon_region	ENSBTAG00000001412	ENSBTAT00000074692	stop_codon_region	63	Ensembl_canonical	true
ENSBTAG00000001412_ENSBTAT00000074692_tail_region	ENSBTAG00000001412	ENSBTAT00000074692	tail_region	100	Ensembl_canonical	true
ENSBTAG00000001412_ENSBTAT00000074692_UTR_pair	ENSBTAG00000001412	ENSBTAT00000074692	UTR_pair	212	Ensembl_canonical	true
ENSBTAG00000000706_ENSBTAT00000000944_mRNA	ENSBTAG00000000706	ENSBTAT00000000944	mRNA	4678	Ensembl_canonical	false
ENSBTAG00000000706_ENSBTAT00000000944_CDS	ENSBTAG00000000706	ENSBTAT00000000944	CDS	2913	Ensembl_canonical	false
ENSBTAG00000000706_ENSBTAT00000000944_5UTR	ENSBTAG00000000706	ENSBTAT00000000944	5UTR	441	Ensembl_canonical	false
ENSBTAG00000000706_ENSBTAT00000000944_3UTR	ENSBTAG00000000706	ENSBTAT00000000944	3UTR	1324	Ensembl_canonical	false
ENSBTAG00000000706_ENSBTAT00000000944_start_codon_region	ENSBTAG00000000706	ENSBTAT00000000944	start_codon_region	63	Ensembl_canonical	false
ENSBTAG00000000706_ENSBTAT00000000944_stop_codon_region	ENSBTAG00000000706	ENSBTAT00000000944	stop_codon_region	63	Ensembl_canonical	false
ENSBTAG00000000706_ENSBTAT00000000944_tail_region	ENSBTAG00000000706	ENSBTAT00000000944	tail_region	100	Ensembl_canonical	false
ENSBTAG00000000706_ENSBTAT00000000944_UTR_pair	ENSBTAG00000000706	ENSBTAT00000000944	UTR_pair	1772	Ensembl_canonical	false
ENSBTAG00000017753_ENSBTAT00000085054_mRNA	ENSBTAG00000017753	ENSBTAT00000085054	mRNA	3583	Ensembl_canonical	false
ENSBTAG00000017753_ENSBTAT00000085054_CDS	ENSBTAG00000017753	ENSBTAT00000085054	CDS	2313	Ensembl_canonical	false
ENSBTAG00000017753_ENSBTAT00000085054_5UTR	ENSBTAG00000017753	ENSBTAT00000085054	5UTR	150	Ensembl_canonical	false
ENSBTAG00000017753_ENSBTAT00000085054_3UTR	ENSBTAG00000017753	ENSBTAT00000085054	3UTR	1120	Ensembl_canonical	false
ENSBTAG00000017753_ENSBTAT00000085054_start_codon_region	ENSBTAG00000017753	ENSBTAT00000085054	start_codon_region	63	Ensembl_canonical	false
ENSBTAG00000017753_ENSBTAT00000085054_stop_codon_region	ENSBTAG00000017753	ENSBTAT00000085054	stop_codon_region	63	Ensembl_canonical	false
ENSBTAG00000017753_ENSBTAT00000085054_tail_region	ENSBTAG00000017753	ENSBTAT00000085054	tail_region	100	Ensembl_canonical	false
ENSBTAG00000017753_ENSBTAT00000085054_UTR_pair	ENSBTAG00000017753	ENSBTAT00000085054	UTR_pair	1277	Ensembl_canonical	false
ENSBTAG00000019043_ENSBTAT00000025345_mRNA	ENSBTAG00000019043	ENSBTAT00000025345	mRNA	1628	Ensembl_canonical	false
ENSBTAG00000019043_ENSBTAT00000025345_CDS	ENSBTAG00000019043	ENSBTAT00000025345	CDS	1365	Ensembl_canonical	false
ENSBTAG00000019043_ENSBTAT00000025345_5UTR	ENSBTAG00000019043	ENSBTAT00000025345	5UTR	114	Ensembl_canonical	false
ENSBTAG00000019043_ENSBTAT00000025345_3UTR	ENSBTAG00000019043	ENSBTAT00000025345	3UTR	149	Ensembl_canonical	false
ENSBTAG00000019043_ENSBTAT00000025345_start_codon_region	ENSBTAG00000019043	ENSBTAT00000025345	start_codon_region	63	Ensembl_canonical	false
ENSBTAG00000019043_ENSBTAT00000025345_stop_codon_region	ENSBTAG00000019043	ENSBTAT00000025345	stop_codon_region	63	Ensembl_canonical	false
ENSBTAG00000019043_ENSBTAT00000025345_tail_region	ENSBTAG00000019043	ENSBTAT00000025345	tail_region	100	Ensembl_canonical	false
ENSBTAG00000019043_ENSBTAT00000025345_UTR_pair	ENSBTAG00000019043	ENSBTAT00000025345	UTR_pair	270	Ensembl_canonical	false
ENSBTAG00000001395_ENSBTAT00000001832_mRNA	ENSBTAG00000001395	ENSBTAT00000001832	mRNA	5749	Ensembl_canonical	false
ENSBTAG00000001395_ENSBTAT00000001832_CDS	ENSBTAG00000001395	ENSBTAT00000001832	CDS	906	Ensembl_canonical	false
ENSBTAG00000001395_ENSBTAT00000001832_5UTR	ENSBTAG00000001395	ENSBTAT00000001832	5UTR	199	Ensembl_canonical	false
ENSBTAG00000001395_ENSBTAT00000001832_3UTR	ENSBTAG00000001395	ENSBTAT00000001832	3UTR	4644	Ensembl_canonical	false
ENSBTAG00000001395_ENSBTAT00000001832_start_codon_region	ENSBTAG00000001395	ENSBTAT00000001832	start_codon_region	63	Ensembl_canonical	false
ENSBTAG00000001395_ENSBTAT00000001832_stop_codon_region	ENSBTAG00000001395	ENSBTAT00000001832	stop_codon_region	63	Ensembl_canonical	false
ENSBTAG00000001395_ENSBTAT00000001832_tail_region	ENSBTAG00000001395	ENSBTAT00000001832	tail_region	100	Ensembl_canonical	false
ENSBTAG00000001395_ENSBTAT00000001832_UTR_pair	ENSBTAG00000001395	ENSBTAT00000001832	UTR_pair	4850	Ensembl_canonical	false
ENSBTAG00000018704_ENSBTAT00000024895_mRNA	ENSBTAG00000018704	ENSBTAT00000024895	mRNA	1360	Ensembl_canonical	false
ENSBTAG00000018704_ENSBTAT00000024895_CDS	ENSBTAG00000018704	ENSBTAT00000024895	CDS	759	Ensembl_canonical	false
ENSBTAG00000018704_ENSBTAT00000024895_5UTR	ENSBTAG00000018704	ENSBTAT00000024895	5UTR	181	Ensembl_canonical	false
ENSBTAG00000018704_ENSBTAT00000024895_3UTR	ENSBTAG00000018704	ENSBTAT00000024895	3UTR	420	Ensembl_canonical	false
