seqname	len_5utr	linker_len	len_3utr
ENSMUSG00000026103_ENSMUST00000114513.9_UTR_pair	231	7	2710
ENSMUSG00000002881_ENSMUST00000069792.14_UTR_pair	489	7	1924
ENSMUSG00000043015_ENSMUST00000165859.8_UTR_pair	55	7	2075
ENSMUSG00000041439_ENSMUST00000156876.8_UTR_pair	491	7	2056
ENSMUSG00000026102_ENSMUST00000027271.9_UTR_pair	335	7	4241
ENSMUSG00000026097_ENSMUST00000027266.4_UTR_pair	101	7	1347
ENSMUSG00000026094_ENSMUST00000027263.14_UTR_pair	192	7	1982
ENSMUSG00000042807_ENSMUST00000120904.8_UTR_pair	180	7	6346
ENSMUSG00000041303_ENSMUST00000041638.8_UTR_pair	57	7	1876
ENSMUSG00000073678_ENSMUST00000097739.5_UTR_pair	102	7	7712
ENSMUSG00000052331_ENSMUST00000179030.8_UTR_pair	221	7	2937
ENSMUSG00000025982_ENSMUST00000027127.14_UTR_pair	115	7	2165
ENSMUSG00000025981_ENSMUST00000027125.7_UTR_pair	105	7	899
ENSMUSG00000025980_ENSMUST00000027123.15_UTR_pair	248	7	453
ENSMUSG00000073676_ENSMUST00000075242.7_UTR_pair	278	7	187
ENSMUSG00000025979_ENSMUST00000162364.8_UTR_pair	69	7	2093
ENSMUSG00000046994_ENSMUST00000061334.10_UTR_pair	63	7	9470
ENSMUSG00000038331_ENSMUST00000114415.10_UTR_pair	806	7	2797
ENSMUSG00000048495_ENSMUST00000162686.8_UTR_pair	640	7	259
ENSMUSG00000025971_ENSMUST00000027114.6_UTR_pair	445	7	2219
ENSMUSG00000038305_ENSMUST00000170139.8_UTR_pair	139	7	502
ENSMUSG00000054770_ENSMUST00000114410.10_UTR_pair	142	7	1080
ENSMUSG00000051223_ENSMUST00000050552.15_UTR_pair	329	7	2287
ENSMUSG00000026034_ENSMUST00000034868.14_UTR_pair	147	7	197
ENSMUSG00000026035_ENSMUST00000117069.8_UTR_pair	667	7	210
ENSMUSG00000026037_ENSMUST00000027198.12_UTR_pair	397	7	1433
ENSMUSG00000038174_ENSMUST00000097724.10_UTR_pair	183	7	2637
ENSMUSG00000026028_ENSMUST00000027186.12_UTR_pair	392	7	3055
ENSMUSG00000026027_ENSMUST00000027185.11_UTR_pair	424	7	1279
ENSMUSG00000026024_ENSMUST00000027178.13_UTR_pair	135	7	1251
ENSMUSG00000041075_ENSMUST00000114246.4_UTR_pair	536	7	2277
ENSMUSG00000026021_ENSMUST00000091374.9_UTR_pair	143	7	766
ENSMUSG00000026020_ENSMUST00000191142.7_UTR_pair	173	7	7723
ENSMUSG00000041040_ENSMUST00000036540.12_UTR_pair	158	7	3619
ENSMUSG00000049439_ENSMUST00000060608.13_UTR_pair	63	7	771
ENSMUSG00000052062_ENSMUST00000075374.10_UTR_pair	419	7	4361
ENSMUSG00000025969_ENSMUST00000114157.3_UTR_pair	503	7	3058
ENSMUSG00000025964_ENSMUST00000087374.10_UTR_pair	316	7	3620
ENSMUSG00000025962_ENSMUST00000027103.7_UTR_pair	165	7	2251
ENSMUSG00000025959_ENSMUST00000114086.8_UTR_pair	490	7	6266
ENSMUSG00000025958_ENSMUST00000185594.7_UTR_pair	268	7	317
ENSMUSG00000025956_ENSMUST00000114079.9_UTR_pair	106	7	1267
ENSMUSG00000070871_ENSMUST00000187170.7_UTR_pair	323	7	307
ENSMUSG00000045005_ENSMUST00000063982.7_UTR_pair	872	7	4285
ENSMUSG00000051344_ENSMUST00000097713.2_UTR_pair	360	7	5916
ENSMUSG00000025950_ENSMUST00000097709.11_UTR_pair	208	7	849
ENSMUSG00000025949_ENSMUST00000081154.14_UTR_pair	141	7	4937
ENSMUSG00000015222_ENSMUST00000114017.8_UTR_pair	463	7	3021
ENSMUSG00000026005_ENSMUST00000027157.10_UTR_pair	76	7	1929
ENSMUSG00000026004_ENSMUST00000068168.10_UTR_pair	202	7	1413
ENSMUSG00000026000_ENSMUST00000027149.12_UTR_pair	106	7	2964
ENSMUSG00000025997_ENSMUST00000190771.7_UTR_pair	153	7	731
ENSMUSG00000026196_ENSMUST00000027393.8_UTR_pair	339	7	3022
ENSMUSG00000026192_ENSMUST00000027384.6_UTR_pair	106	7	960
ENSMUSG00000026193_ENSMUST00000055226.13_UTR_pair	193	7	688
ENSMUSG00000026189_ENSMUST00000027381.13_UTR_pair	98	7	176
ENSMUSG00000026187_ENSMUST00000027379.10_UTR_pair	120	7	230
ENSMUSG00000039354_ENSMUST00000047615.15_UTR_pair	246	7	80
ENSMUSG00000046330_ENSMUST00000059980.11_UTR_pair	31	7	248
ENSMUSG00000026185_ENSMUST00000027377.9_UTR_pair	745	7	4445
ENSMUSG00000006304_ENSMUST00000113820.9_UTR_pair	122	7	414
ENSMUSG00000006299_ENSMUST00000178235.8_UTR_pair	57	7	388
ENSMUSG00000026179_ENSMUST00000087226.11_UTR_pair	16	7	1763
ENSMUSG00000006301_ENSMUST00000016309.16_UTR_pair	323	7	1125
ENSMUSG00000026176_ENSMUST00000027367.14_UTR_pair	389	7	1701
ENSMUSG00000033364_ENSMUST00000189257.7_UTR_pair	373	7	1661
ENSMUSG00000026174_ENSMUST00000087215.7_UTR_pair	380	7	1988
ENSMUSG00000026135_ENSMUST00000027315.14_UTR_pair	496	7	452
ENSMUSG00000026172_ENSMUST00000113733.10_UTR_pair	178	7	53
ENSMUSG00000026171_ENSMUST00000113721.8_UTR_pair	12	7	71
ENSMUSG00000033257_ENSMUST00000042125.15_UTR_pair	406	7	6031
ENSMUSG00000033159_ENSMUST00000168720.8_UTR_pair	600	7	1845
ENSMUSG00000049339_ENSMUST00000097694.11_UTR_pair	77	7	858
ENSMUSG00000026197_ENSMUST00000160439.8_UTR_pair	83	7	349
ENSMUSG00000026198_ENSMUST00000027396.15_UTR_pair	274	7	163
ENSMUSG00000033124_ENSMUST00000189702.7_UTR_pair	524	7	1066
ENSMUSG00000026199_ENSMUST00000152233.9_UTR_pair	292	7	200
ENSMUSG00000026200_ENSMUST00000113623.8_UTR_pair	251	7	147
ENSMUSG00000026201_ENSMUST00000027401.11_UTR_pair	304	7	1654
ENSMUSG00000026202_ENSMUST00000186213.7_UTR_pair	99	7	1394
ENSMUSG00000026209_ENSMUST00000066668.14_UTR_pair	303	7	763
ENSMUSG00000033021_ENSMUST00000037796.14_UTR_pair	103	7	173
ENSMUSG00000032997_ENSMUST00000079205.14_UTR_pair	166	7	401
ENSMUSG00000026213_ENSMUST00000027414.16_UTR_pair	139	7	1100
ENSMUSG00000006576_ENSMUST00000124341.8_UTR_pair	216	7	3282
ENSMUSG00000026235_ENSMUST00000027451.13_UTR_pair	57	7	3310
ENSMUSG00000032883_ENSMUST00000035779.15_UTR_pair	459	7	1328
ENSMUSG00000026249_ENSMUST00000027467.11_UTR_pair	208	7	808
ENSMUSG00000004364_ENSMUST00000163119.8_UTR_pair	169	7	2233
ENSMUSG00000055980_ENSMUST00000069799.3_UTR_pair	923	7	4525
ENSMUSG00000026142_ENSMUST00000027322.14_UTR_pair	276	7	2412
ENSMUSG00000026150_ENSMUST00000162003.8_UTR_pair	380	7	678
ENSMUSG00000026159_ENSMUST00000186302.7_UTR_pair	49	7	617
ENSMUSG00000026219_ENSMUST00000027421.13_UTR_pair	125	7	3429
ENSMUSG00000070034_ENSMUST00000093508.7_UTR_pair	190	7	393
ENSMUSG00000036707_ENSMUST00000113360.8_UTR_pair	424	7	2355
ENSMUSG00000026223_ENSMUST00000027425.16_UTR_pair	383	7	1037
ENSMUSG00000026229_ENSMUST00000027432.9_UTR_pair	171	7	79
ENSMUSG00000026234_ENSMUST00000027438.8_UTR_pair	177	7	5901
ENSMUSG00000026238_ENSMUST00000045897.15_UTR_pair	180	7	700
ENSMUSG00000026240_ENSMUST00000121534.8_UTR_pair	429	7	4159
ENSMUSG00000053333_ENSMUST00000065694.8_UTR_pair	125	7	347
ENSMUSG00000026254_ENSMUST00000113235.8_UTR_pair	86	7	2676
ENSMUSG00000026255_ENSMUST00000027472.7_UTR_pair	87	7	1044
ENSMUSG00000048000_ENSMUST00000027475.15_UTR_pair	197	7	1651
ENSMUSG00000026259_ENSMUST00000027477.15_UTR_pair	163	7	720
ENSMUSG00000026289_ENSMUST00000027512.13_UTR_pair	187	7	1119
ENSMUSG00000044783_ENSMUST00000065420.12_UTR_pair	88	7	353
ENSMUSG00000049866_ENSMUST00000187810.2_UTR_pair	212	7	1949
ENSMUSG00000036206_ENSMUST00000066279.11_UTR_pair	389	7	1717
ENSMUSG00000055013_ENSMUST00000190096.7_UTR_pair	556	7	1107
ENSMUSG00000034432_ENSMUST00000036153.12_UTR_pair	569	7	1088
ENSMUSG00000034343_ENSMUST00000059743.12_UTR_pair	211	7	385
ENSMUSG00000055866_ENSMUST00000069620.10_UTR_pair	170	7	1889
ENSMUSG00000034292_ENSMUST00000047242.9_UTR_pair	72	7	1524
ENSMUSG00000026311_ENSMUST00000086843.11_UTR_pair	269	7	1210
ENSMUSG00000026313_ENSMUST00000097644.9_UTR_pair	301	7	4568
ENSMUSG00000034220_ENSMUST00000045970.8_UTR_pair	287	7	2215
ENSMUSG00000026269_ENSMUST00000027487.15_UTR_pair	188	7	986
ENSMUSG00000026270_ENSMUST00000027488.11_UTR_pair	498	7	403
ENSMUSG00000014602_ENSMUST00000190723.7_UTR_pair	248	7	517
ENSMUSG00000026273_ENSMUST00000027492.14_UTR_pair	70	7	255
ENSMUSG00000026275_ENSMUST00000027494.11_UTR_pair	806	7	8423
ENSMUSG00000034088_ENSMUST00000170883.8_UTR_pair	191	7	2233
ENSMUSG00000026277_ENSMUST00000027498.14_UTR_pair	232	7	2736
ENSMUSG00000026278_ENSMUST00000027499.13_UTR_pair	224	7	602
ENSMUSG00000026280_ENSMUST00000027502.16_UTR_pair	140	7	2851
ENSMUSG00000026283_ENSMUST00000027505.13_UTR_pair	38	7	3772
ENSMUSG00000051185_ENSMUST00000059975.8_UTR_pair	194	7	1345
ENSMUSG00000040710_ENSMUST00000043336.11_UTR_pair	310	7	4000
ENSMUSG00000026333_ENSMUST00000112844.10_UTR_pair	91	7	398
ENSMUSG00000026335_ENSMUST00000161567.8_UTR_pair	298	7	710
ENSMUSG00000047496_ENSMUST00000058688.7_UTR_pair	575	7	7305
ENSMUSG00000056536_ENSMUST00000070699.15_UTR_pair	150	7	3582
ENSMUSG00000026319_ENSMUST00000039173.13_UTR_pair	225	7	452
ENSMUSG00000038866_ENSMUST00000119166.8_UTR_pair	101	7	2799
ENSMUSG00000044340_ENSMUST00000061047.7_UTR_pair	252	7	910
ENSMUSG00000057329_ENSMUST00000112751.2_UTR_pair	1394	7	5086
ENSMUSG00000009905_ENSMUST00000010049.6_UTR_pair	76	7	4443
ENSMUSG00000009907_ENSMUST00000112736.8_UTR_pair	220	7	2984
ENSMUSG00000026315_ENSMUST00000000514.11_UTR_pair	292	7	1584
ENSMUSG00000038702_ENSMUST00000035462.7_UTR_pair	1661	7	474
ENSMUSG00000026374_ENSMUST00000027623.9_UTR_pair	350	7	6026
ENSMUSG00000026377_ENSMUST00000027626.13_UTR_pair	54	7	881
ENSMUSG00000064302_ENSMUST00000190571.7_UTR_pair	748	7	2503
ENSMUSG00000048402_ENSMUST00000062483.15_UTR_pair	349	7	1653
ENSMUSG00000004451_ENSMUST00000004565.15_UTR_pair	267	7	1401
ENSMUSG00000098923_ENSMUST00000183952.2_UTR_pair	351	7	1420
ENSMUSG00000026383_ENSMUST00000191046.7_UTR_pair	218	7	5137
ENSMUSG00000026384_ENSMUST00000064091.12_UTR_pair	729	7	7364
ENSMUSG00000050777_ENSMUST00000056089.8_UTR_pair	342	7	333
ENSMUSG00000026385_ENSMUST00000027634.13_UTR_pair	125	7	180
ENSMUSG00000026389_ENSMUST00000112641.8_UTR_pair	430	7	3261
ENSMUSG00000003721_ENSMUST00000003818.14_UTR_pair	466	7	1553
ENSMUSG00000026339_ENSMUST00000036025.16_UTR_pair	167	7	5217
ENSMUSG00000026341_ENSMUST00000027579.17_UTR_pair	207	7	1090
ENSMUSG00000026342_ENSMUST00000027580.11_UTR_pair	229	7	929
ENSMUSG00000036155_ENSMUST00000038361.11_UTR_pair	602	7	5611
ENSMUSG00000026349_ENSMUST00000112570.2_UTR_pair	64	7	2473
ENSMUSG00000036086_ENSMUST00000086614.12_UTR_pair	217	7	783
ENSMUSG00000056211_ENSMUST00000036288.11_UTR_pair	409	7	978
ENSMUSG00000026353_ENSMUST00000027592.6_UTR_pair	309	7	2283
ENSMUSG00000026355_ENSMUST00000027601.11_UTR_pair	99	7	345
ENSMUSG00000026356_ENSMUST00000027602.15_UTR_pair	142	7	527
ENSMUSG00000045382_ENSMUST00000052172.7_UTR_pair	81	7	644
ENSMUSG00000026399_ENSMUST00000027650.13_UTR_pair	75	7	1285
ENSMUSG00000026409_ENSMUST00000066863.13_UTR_pair	34	7	2834
ENSMUSG00000046404_ENSMUST00000049813.6_UTR_pair	157	7	4939
ENSMUSG00000016528_ENSMUST00000016672.11_UTR_pair	301	7	1392
ENSMUSG00000016526_ENSMUST00000016670.9_UTR_pair	184	7	1219
ENSMUSG00000026427_ENSMUST00000068805.14_UTR_pair	189	7	107
ENSMUSG00000026430_ENSMUST00000027688.15_UTR_pair	128	7	2115
ENSMUSG00000042349_ENSMUST00000062108.10_UTR_pair	389	7	708
ENSMUSG00000026425_ENSMUST00000097588.9_UTR_pair	704	7	4106
ENSMUSG00000013275_ENSMUST00000086559.7_UTR_pair	1028	7	2130
ENSMUSG00000026433_ENSMUST00000112386.8_UTR_pair	428	7	159
ENSMUSG00000026434_ENSMUST00000062264.8_UTR_pair	178	7	5115
ENSMUSG00000026435_ENSMUST00000177943.8_UTR_pair	309	7	1241
ENSMUSG00000026436_ENSMUST00000086556.12_UTR_pair	343	7	2797
ENSMUSG00000026437_ENSMUST00000027697.12_UTR_pair	300	7	2699
ENSMUSG00000009772_ENSMUST00000072177.14_UTR_pair	104	7	912
ENSMUSG00000042046_ENSMUST00000045110.14_UTR_pair	51	7	3447
ENSMUSG00000026439_ENSMUST00000190997.7_UTR_pair	142	7	1097
ENSMUSG00000054387_ENSMUST00000067398.13_UTR_pair	139	7	302
ENSMUSG00000026447_ENSMUST00000077730.7_UTR_pair	500	7	2529
ENSMUSG00000046062_ENSMUST00000052529.4_UTR_pair	604	7	2896
ENSMUSG00000041757_ENSMUST00000187285.7_UTR_pair	374	7	1519
ENSMUSG00000070644_ENSMUST00000135222.9_UTR_pair	192	7	947
ENSMUSG00000070643_ENSMUST00000153799.8_UTR_pair	503	7	1348
ENSMUSG00000026463_ENSMUST00000143567.8_UTR_pair	873	7	7234
ENSMUSG00000020423_ENSMUST00000020692.7_UTR_pair	67	7	2199
ENSMUSG00000042305_ENSMUST00000049470.11_UTR_pair	109	7	1912
ENSMUSG00000026456_ENSMUST00000027726.14_UTR_pair	258	7	661
ENSMUSG00000026457_ENSMUST00000027727.15_UTR_pair	302	7	1693
ENSMUSG00000026455_ENSMUST00000027725.11_UTR_pair	141	7	1560
ENSMUSG00000042229_ENSMUST00000047978.9_UTR_pair	36	7	2453
ENSMUSG00000042207_ENSMUST00000047714.14_UTR_pair	168	7	3911
ENSMUSG00000026429_ENSMUST00000027687.8_UTR_pair	285	7	216
ENSMUSG00000026426_ENSMUST00000027684.11_UTR_pair	154	7	998
ENSMUSG00000062580_ENSMUST00000081104.10_UTR_pair	59	7	6705
ENSMUSG00000041889_ENSMUST00000041240.4_UTR_pair	276	7	893
ENSMUSG00000041879_ENSMUST00000041023.14_UTR_pair	69	7	3055
ENSMUSG00000026421_ENSMUST00000097561.9_UTR_pair	134	7	1112
ENSMUSG00000041801_ENSMUST00000038945.6_UTR_pair	330	7	727
ENSMUSG00000026411_ENSMUST00000165125.8_UTR_pair	302	7	47
ENSMUSG00000041642_ENSMUST00000075164.11_UTR_pair	333	7	3907
ENSMUSG00000041570_ENSMUST00000048309.12_UTR_pair	667	7	2719
ENSMUSG00000041498_ENSMUST00000189413.7_UTR_pair	23	7	3895
ENSMUSG00000041483_ENSMUST00000047734.15_UTR_pair	165	7	2086
ENSMUSG00000026393_ENSMUST00000186017.7_UTR_pair	224	7	4125
ENSMUSG00000056268_ENSMUST00000168527.8_UTR_pair	160	7	5745
ENSMUSG00000033964_ENSMUST00000039867.10_UTR_pair	159	7	5475
ENSMUSG00000026361_ENSMUST00000018337.9_UTR_pair	269	7	9721
ENSMUSG00000018196_ENSMUST00000145969.8_UTR_pair	415	7	137
ENSMUSG00000018199_ENSMUST00000159879.2_UTR_pair	169	7	6952
ENSMUSG00000018189_ENSMUST00000189936.7_UTR_pair	129	7	577
ENSMUSG00000026360_ENSMUST00000127206.8_UTR_pair	43	7	2342
ENSMUSG00000056220_ENSMUST00000070200.15_UTR_pair	166	7	443
ENSMUSG00000032487_ENSMUST00000035065.9_UTR_pair	193	7	2445
ENSMUSG00000006010_ENSMUST00000111913.9_UTR_pair	413	7	1516
ENSMUSG00000006005_ENSMUST00000124973.9_UTR_pair	106	7	28
ENSMUSG00000023150_ENSMUST00000023918.13_UTR_pair	525	7	1057
ENSMUSG00000052748_ENSMUST00000064771.12_UTR_pair	204	7	760
ENSMUSG00000026484_ENSMUST00000187048.7_UTR_pair	279	7	1911
ENSMUSG00000026483_ENSMUST00000148810.8_UTR_pair	157	7	3593
ENSMUSG00000043019_ENSMUST00000059498.12_UTR_pair	193	7	3338
ENSMUSG00000014980_ENSMUST00000015124.15_UTR_pair	98	7	528
ENSMUSG00000026482_ENSMUST00000027760.14_UTR_pair	207	7	2058
ENSMUSG00000008475_ENSMUST00000077755.11_UTR_pair	183	7	1275
ENSMUSG00000026480_ENSMUST00000186568.7_UTR_pair	1095	7	877
ENSMUSG00000042772_ENSMUST00000073441.13_UTR_pair	85	7	2277
ENSMUSG00000042751_ENSMUST00000043313.15_UTR_pair	111	7	3591
ENSMUSG00000026479_ENSMUST00000185356.7_UTR_pair	60	7	1274
ENSMUSG00000026478_ENSMUST00000027752.15_UTR_pair	247	7	2551
ENSMUSG00000042684_ENSMUST00000041874.9_UTR_pair	414	7	358
ENSMUSG00000026475_ENSMUST00000027748.8_UTR_pair	120	7	1613
ENSMUSG00000066800_ENSMUST00000086209.10_UTR_pair	619	7	111
ENSMUSG00000056708_ENSMUST00000055322.6_UTR_pair	206	7	2143
ENSMUSG00000026471_ENSMUST00000027744.10_UTR_pair	97	7	1389
ENSMUSG00000026470_ENSMUST00000027743.13_UTR_pair	178	7	3643
ENSMUSG00000026469_ENSMUST00000027741.12_UTR_pair	95	7	5309
ENSMUSG00000033684_ENSMUST00000111764.8_UTR_pair	52	7	684
ENSMUSG00000026466_ENSMUST00000097527.10_UTR_pair	192	7	2311
ENSMUSG00000050565_ENSMUST00000111757.10_UTR_pair	1206	7	3403
ENSMUSG00000026600_ENSMUST00000189661.7_UTR_pair	214	7	6534
ENSMUSG00000060519_ENSMUST00000079625.11_UTR_pair	51	7	2076
ENSMUSG00000033557_ENSMUST00000122424.8_UTR_pair	423	7	2879
ENSMUSG00000026594_ENSMUST00000185198.7_UTR_pair	221	7	301
ENSMUSG00000070565_ENSMUST00000078308.13_UTR_pair	657	7	5529
ENSMUSG00000014226_ENSMUST00000014370.11_UTR_pair	208	7	1200
ENSMUSG00000026721_ENSMUST00000028049.13_UTR_pair	253	7	47
ENSMUSG00000040423_ENSMUST00000161609.8_UTR_pair	432	7	7181
ENSMUSG00000026709_ENSMUST00000035430.4_UTR_pair	542	7	1115
ENSMUSG00000026708_ENSMUST00000111618.8_UTR_pair	679	7	279
ENSMUSG00000026705_ENSMUST00000111611.8_UTR_pair	205	7	2052
ENSMUSG00000026701_ENSMUST00000071718.12_UTR_pair	103	7	1609
ENSMUSG00000040297_ENSMUST00000048377.11_UTR_pair	310	7	2252
ENSMUSG00000026698_ENSMUST00000111594.3_UTR_pair	305	7	2091
ENSMUSG00000040265_ENSMUST00000086074.12_UTR_pair	211	7	4720
ENSMUSG00000026696_ENSMUST00000135241.8_UTR_pair	244	7	791
ENSMUSG00000040225_ENSMUST00000182660.8_UTR_pair	286	7	2675
ENSMUSG00000026586_ENSMUST00000027878.14_UTR_pair	1075	7	3139
ENSMUSG00000040124_ENSMUST00000045138.6_UTR_pair	86	7	1345
ENSMUSG00000026585_ENSMUST00000027877.7_UTR_pair	288	7	1276
ENSMUSG00000026584_ENSMUST00000027876.11_UTR_pair	472	7	1688
ENSMUSG00000041406_ENSMUST00000045876.8_UTR_pair	76	7	391
ENSMUSG00000040918_ENSMUST00000044021.12_UTR_pair	207	7	1867
ENSMUSG00000026577_ENSMUST00000120447.8_UTR_pair	381	7	837
ENSMUSG00000026576_ENSMUST00000027863.13_UTR_pair	498	7	1167
ENSMUSG00000040848_ENSMUST00000043338.10_UTR_pair	136	7	4919
ENSMUSG00000040843_ENSMUST00000043235.8_UTR_pair	110	7	3454
ENSMUSG00000040836_ENSMUST00000111450.3_UTR_pair	231	7	5044
ENSMUSG00000026571_ENSMUST00000027856.13_UTR_pair	238	7	1241
ENSMUSG00000026566_ENSMUST00000111435.9_UTR_pair	136	7	1336
ENSMUSG00000040723_ENSMUST00000097474.9_UTR_pair	190	7	3662
ENSMUSG00000040713_ENSMUST00000111432.10_UTR_pair	39	7	1461
ENSMUSG00000026563_ENSMUST00000027846.8_UTR_pair	306	7	901
ENSMUSG00000040596_ENSMUST00000135673.9_UTR_pair	78	7	531
ENSMUSG00000026558_ENSMUST00000053686.9_UTR_pair	446	7	3499
ENSMUSG00000026687_ENSMUST00000028004.11_UTR_pair	245	7	1033
ENSMUSG00000026688_ENSMUST00000028005.3_UTR_pair	98	7	537
ENSMUSG00000052534_ENSMUST00000176540.8_UTR_pair	393	7	5190
ENSMUSG00000026678_ENSMUST00000027997.9_UTR_pair	77	7	3473
ENSMUSG00000026675_ENSMUST00000027989.13_UTR_pair	109	7	3498
ENSMUSG00000026674_ENSMUST00000194690.6_UTR_pair	477	7	5548
ENSMUSG00000026670_ENSMUST00000111351.10_UTR_pair	240	7	478
ENSMUSG00000026667_ENSMUST00000027979.14_UTR_pair	157	7	6447
ENSMUSG00000038473_ENSMUST00000160456.8_UTR_pair	497	7	1013
ENSMUSG00000038463_ENSMUST00000046792.9_UTR_pair	390	7	464
ENSMUSG00000026663_ENSMUST00000027974.7_UTR_pair	70	7	5205
