seqname	len_5utr	linker_len	len_3utr
ENSG00000157978_ENST00000374338.5_UTR_pair	93	7	1894
ENSG00000117643_ENST00000374332.9_UTR_pair	1007	7	661
ENSG00000162430_ENST00000374315.1_UTR_pair	38	7	2503
ENSG00000117640_ENST00000374303.7_UTR_pair	162	7	912
ENSG00000182749_ENST00000675840.1_UTR_pair	329	7	1315
ENSG00000117632_ENST00000455785.7_UTR_pair	93	7	900
ENSG00000158006_ENST00000374282.8_UTR_pair	86	7	2222
ENSG00000175087_ENST00000374269.2_UTR_pair	109	7	2978
ENSG00000142684_ENST00000374266.7_UTR_pair	76	7	157
ENSG00000130695_ENST00000451429.8_UTR_pair	133	7	1515
ENSG00000142669_ENST00000270792.10_UTR_pair	70	7	399
ENSG00000117682_ENST00000236342.12_UTR_pair	111	7	2175
ENSG00000117676_ENST00000374168.7_UTR_pair	160	7	824
ENSG00000060642_ENST00000674202.1_UTR_pair	376	7	2815
ENSG00000204160_ENST00000374142.9_UTR_pair	117	7	3761
ENSG00000175793_ENST00000339276.6_UTR_pair	64	7	497
ENSG00000142751_ENST00000374135.9_UTR_pair	187	7	3545
ENSG00000090273_ENST00000321265.10_UTR_pair	106	7	690
ENSG00000090020_ENST00000263980.8_UTR_pair	791	7	1498
ENSG00000142784_ENST00000319394.8_UTR_pair	419	7	2253
ENSG00000186501_ENST00000374076.9_UTR_pair	35	7	934
ENSG00000142733_ENST00000357582.3_UTR_pair	364	7	207
ENSG00000158195_ENST00000618852.5_UTR_pair	225	7	3959
ENSG00000126705_ENST00000673934.1_UTR_pair	901	7	715
ENSG00000126709_ENST00000361157.11_UTR_pair	102	7	317
ENSG00000009780_ENST00000373954.11_UTR_pair	120	7	2535
ENSG00000117758_ENST00000373943.9_UTR_pair	89	7	2114
ENSG00000117751_ENST00000311772.10_UTR_pair	54	7	1230
ENSG00000117748_ENST00000373912.8_UTR_pair	132	7	639
ENSG00000158156_ENST00000373884.6_UTR_pair	97	7	893
ENSG00000158161_ENST00000373871.8_UTR_pair	155	7	4122
ENSG00000130766_ENST00000253063.4_UTR_pair	330	7	1689
ENSG00000130772_ENST00000373842.9_UTR_pair	207	7	995
ENSG00000204138_ENST00000373839.8_UTR_pair	124	7	3815
ENSG00000180198_ENST00000683442.1_UTR_pair	303	7	982
ENSG00000120656_ENST00000373824.9_UTR_pair	160	7	689
ENSG00000162419_ENST00000373816.6_UTR_pair	86	7	4580
ENSG00000198492_ENST00000373812.8_UTR_pair	181	7	823
ENSG00000159023_ENST00000343067.9_UTR_pair	207	7	3229
ENSG00000116350_ENST00000373795.7_UTR_pair	148	7	667
ENSG00000116353_ENST00000263702.11_UTR_pair	28	7	1365
ENSG00000162512_ENST00000339394.7_UTR_pair	172	7	3745
ENSG00000134644_ENST00000426105.7_UTR_pair	113	7	1705
ENSG00000060688_ENST00000263694.9_UTR_pair	37	7	504
ENSG00000121766_ENST00000344147.10_UTR_pair	99	7	743
ENSG00000121769_ENST00000373713.7_UTR_pair	62	7	633
ENSG00000168528_ENST00000373709.8_UTR_pair	53	7	479
ENSG00000084636_ENST00000373672.8_UTR_pair	215	7	388
ENSG00000184007_ENST00000647444.2_UTR_pair	975	7	2431
ENSG00000121774_ENST00000327300.12_UTR_pair	128	7	1253
ENSG00000121775_ENST00000336294.10_UTR_pair	109	7	190
ENSG00000025800_ENST00000373625.8_UTR_pair	75	7	5669
ENSG00000084652_ENST00000373610.8_UTR_pair	134	7	3090
ENSG00000160050_ENST00000373602.10_UTR_pair	138	7	139
ENSG00000084623_ENST00000677711.2_UTR_pair	35	7	408
ENSG00000116478_ENST00000373548.8_UTR_pair	87	7	582
ENSG00000175130_ENST00000329421.8_UTR_pair	200	7	758
ENSG00000160058_ENST00000455895.7_UTR_pair	27	7	1989
ENSG00000162521_ENST00000373493.10_UTR_pair	99	7	6506
ENSG00000162522_ENST00000401073.7_UTR_pair	125	7	2083
ENSG00000134684_ENST00000373477.9_UTR_pair	114	7	742
ENSG00000116497_ENST00000373475.10_UTR_pair	156	7	2837
ENSG00000004455_ENST00000672715.1_UTR_pair	55	7	5195
ENSG00000142920_ENST00000294517.11_UTR_pair	547	7	3310
ENSG00000116525_ENST00000291416.10_UTR_pair	611	7	1778
ENSG00000160094_ENST00000539719.6_UTR_pair	251	7	1673
ENSG00000134686_ENST00000683057.1_UTR_pair	174	7	1239
ENSG00000121903_ENST00000684572.1_UTR_pair	157	7	6167
ENSG00000163866_ENST00000521580.3_UTR_pair	78	7	5337
ENSG00000163867_ENST00000357182.9_UTR_pair	205	7	939
ENSG00000197056_ENST00000359858.9_UTR_pair	132	7	600
ENSG00000116560_ENST00000357214.6_UTR_pair	96	7	1520
ENSG00000146463_ENST00000314607.11_UTR_pair	338	7	2381
ENSG00000142687_ENST00000325722.8_UTR_pair	225	7	1402
ENSG00000020129_ENST00000373243.7_UTR_pair	392	7	1116
ENSG00000126067_ENST00000373237.4_UTR_pair	94	7	3726
ENSG00000092853_ENST00000318121.8_UTR_pair	108	7	4384
ENSG00000054116_ENST00000373166.8_UTR_pair	108	7	631
ENSG00000116871_ENST00000474796.2_UTR_pair	258	7	591
ENSG00000054118_ENST00000354618.10_UTR_pair	197	7	1340
ENSG00000142694_ENST00000490466.2_UTR_pair	217	7	265
ENSG00000196182_ENST00000373132.4_UTR_pair	210	7	2127
ENSG00000181817_ENST00000315732.3_UTR_pair	166	7	322
ENSG00000116885_ENST00000235532.9_UTR_pair	82	7	233
ENSG00000163874_ENST00000373087.7_UTR_pair	88	7	766
ENSG00000163877_ENST00000296215.8_UTR_pair	64	7	3299
ENSG00000134697_ENST00000373062.8_UTR_pair	115	7	39
ENSG00000134690_ENST00000373055.6_UTR_pair	175	7	1353
ENSG00000196449_ENST00000373044.3_UTR_pair	28	7	980
ENSG00000188786_ENST00000373036.5_UTR_pair	113	7	5562
ENSG00000204084_ENST00000373024.8_UTR_pair	90	7	1618
ENSG00000183386_ENST00000373016.4_UTR_pair	178	7	635
ENSG00000183520_ENST00000373014.5_UTR_pair	69	7	1192
ENSG00000116954_ENST00000373001.4_UTR_pair	126	7	1355
ENSG00000174574_ENST00000432648.8_UTR_pair	105	7	2004
ENSG00000090621_ENST00000372858.8_UTR_pair	839	7	320
ENSG00000168389_ENST00000372811.10_UTR_pair	148	7	388
ENSG00000131236_ENST00000372805.8_UTR_pair	83	7	1115
ENSG00000084073_ENST00000372759.4_UTR_pair	36	7	1511
ENSG00000084070_ENST00000372718.8_UTR_pair	394	7	1221
ENSG00000164002_ENST00000415550.6_UTR_pair	405	7	372
ENSG00000117010_ENST00000372699.8_UTR_pair	175	7	707
ENSG00000066136_ENST00000447388.8_UTR_pair	172	7	775
ENSG00000179862_ENST00000372638.4_UTR_pair	236	7	519
ENSG00000171793_ENST00000650070.2_UTR_pair	147	7	917
ENSG00000010803_ENST00000695335.1_UTR_pair	365	7	992
ENSG00000198815_ENST00000361346.6_UTR_pair	194	7	3162
ENSG00000127125_ENST00000372561.4_UTR_pair	23	7	1310
ENSG00000171960_ENST00000304979.8_UTR_pair	24	7	196
ENSG00000065978_ENST00000321358.12_UTR_pair	148	7	1856
ENSG00000177868_ENST00000372521.9_UTR_pair	244	7	362
ENSG00000164011_ENST00000651192.1_UTR_pair	262	7	664
ENSG00000117394_ENST00000426263.10_UTR_pair	217	7	1688
ENSG00000117399_ENST00000310955.11_UTR_pair	75	7	74
ENSG00000066322_ENST00000372458.8_UTR_pair	111	7	515
ENSG00000142949_ENST00000359947.9_UTR_pair	333	7	1663
ENSG00000066135_ENST00000372396.4_UTR_pair	143	7	1148
ENSG00000117408_ENST00000372343.8_UTR_pair	651	7	340
ENSG00000132768_ENST00000255108.8_UTR_pair	166	7	830
ENSG00000117410_ENST00000472174.7_UTR_pair	81	7	288
ENSG00000117411_ENST00000372324.6_UTR_pair	354	7	720
ENSG00000196517_ENST00000372310.8_UTR_pair	242	7	1062
ENSG00000178028_ENST00000372289.7_UTR_pair	283	7	55
ENSG00000117419_ENST00000372257.7_UTR_pair	231	7	488
ENSG00000187147_ENST00000361799.7_UTR_pair	393	7	948
ENSG00000126106_ENST00000372237.8_UTR_pair	90	7	1312
ENSG00000142945_ENST00000372224.9_UTR_pair	96	7	588
ENSG00000173846_ENST00000372201.5_UTR_pair	87	7	312
ENSG00000070785_ENST00000360403.7_UTR_pair	112	7	429
ENSG00000126107_ENST00000372172.5_UTR_pair	67	7	944
ENSG00000162415_ENST00000359600.6_UTR_pair	255	7	2055
ENSG00000132773_ENST00000372090.6_UTR_pair	83	7	271
ENSG00000117450_ENST00000319248.13_UTR_pair	67	7	278
ENSG00000117448_ENST00000351829.9_UTR_pair	336	7	93
ENSG00000132780_ENST00000350030.8_UTR_pair	106	7	752
ENSG00000159592_ENST00000355105.8_UTR_pair	1264	7	952
ENSG00000159596_ENST00000372025.5_UTR_pair	190	7	531
ENSG00000197429_ENST00000396478.4_UTR_pair	107	7	1255
ENSG00000086015_ENST00000361297.7_UTR_pair	284	7	56
ENSG00000085998_ENST00000371984.8_UTR_pair	149	7	587
ENSG00000085999_ENST00000371975.9_UTR_pair	643	7	191
ENSG00000132128_ENST00000617190.5_UTR_pair	294	7	1403
ENSG00000117481_ENST00000474844.6_UTR_pair	20	7	3172
ENSG00000117480_ENST00000243167.9_UTR_pair	32	7	270
ENSG00000079277_ENST00000371945.10_UTR_pair	254	7	1168
ENSG00000142961_ENST00000319928.9_UTR_pair	151	7	1936
ENSG00000123472_ENST00000574428.6_UTR_pair	42	7	3039
ENSG00000159658_ENST00000371933.8_UTR_pair	1027	7	3302
ENSG00000123473_ENST00000371877.8_UTR_pair	155	7	997
ENSG00000162368_ENST00000371873.10_UTR_pair	156	7	2094
ENSG00000132122_ENST00000371847.8_UTR_pair	196	7	3340
ENSG00000185104_ENST00000396153.7_UTR_pair	456	7	4412
ENSG00000123080_ENST00000371761.4_UTR_pair	124	7	364
ENSG00000123091_ENST00000242719.4_UTR_pair	484	7	2125
ENSG00000085831_ENST00000680483.1_UTR_pair	85	7	899
ENSG00000085832_ENST00000371733.8_UTR_pair	35	7	2437
ENSG00000078618_ENST00000352171.12_UTR_pair	112	7	26
ENSG00000117862_ENST00000371626.9_UTR_pair	95	7	802
ENSG00000198841_ENST00000371614.2_UTR_pair	49	7	594
ENSG00000157077_ENST00000287727.8_UTR_pair	457	7	413
ENSG00000154222_ENST00000284376.8_UTR_pair	151	7	2628
ENSG00000085840_ENST00000371568.8_UTR_pair	183	7	352
ENSG00000134748_ENST00000257181.10_UTR_pair	148	7	4146
ENSG00000134744_ENST00000257177.9_UTR_pair	255	7	660
ENSG00000116157_ENST00000361314.5_UTR_pair	39	7	626
ENSG00000162377_ENST00000371538.5_UTR_pair	21	7	3271
ENSG00000162378_ENST00000294353.7_UTR_pair	201	7	5707
ENSG00000203995_ENST00000371528.2_UTR_pair	124	7	2041
ENSG00000121310_ENST00000371522.9_UTR_pair	67	7	610
ENSG00000116171_ENST00000371514.8_UTR_pair	121	7	994
ENSG00000157184_ENST00000371486.4_UTR_pair	120	7	602
ENSG00000162384_ENST00000294360.5_UTR_pair	59	7	560
ENSG00000162385_ENST00000371470.8_UTR_pair	70	7	145
ENSG00000058804_ENST00000371429.4_UTR_pair	35	7	2492
ENSG00000058799_ENST00000072644.7_UTR_pair	354	7	546
ENSG00000081870_ENST00000194214.10_UTR_pair	160	7	90
ENSG00000116212_ENST00000371370.8_UTR_pair	248	7	229
ENSG00000116205_ENST00000234827.6_UTR_pair	193	7	9609
ENSG00000157216_ENST00000610401.6_UTR_pair	386	7	1699
ENSG00000162390_ENST00000343744.7_UTR_pair	82	7	1217
ENSG00000243725_ENST00000371281.4_UTR_pair	48	7	1144
ENSG00000116133_ENST00000371269.9_UTR_pair	76	7	2606
ENSG00000162402_ENST00000294383.7_UTR_pair	251	7	2686
ENSG00000162407_ENST00000371250.4_UTR_pair	547	7	1790
ENSG00000162409_ENST00000371244.9_UTR_pair	74	7	7622
ENSG00000162600_ENST00000371226.8_UTR_pair	40	7	246
ENSG00000177606_ENST00000371222.4_UTR_pair	977	7	1284
ENSG00000134709_ENST00000371208.5_UTR_pair	169	7	3357
ENSG00000162599_ENST00000403491.8_UTR_pair	231	7	7468
ENSG00000162604_ENST00000606498.5_UTR_pair	21	7	324
ENSG00000132849_ENST00000642238.2_UTR_pair	111	7	2861
ENSG00000162607_ENST00000339950.5_UTR_pair	421	7	823
ENSG00000125703_ENST00000317868.9_UTR_pair	210	7	1357
ENSG00000088035_ENST00000263440.6_UTR_pair	268	7	1533
ENSG00000142856_ENST00000271002.15_UTR_pair	92	7	335
ENSG00000079739_ENST00000371084.8_UTR_pair	78	7	570
ENSG00000185483_ENST00000371079.6_UTR_pair	401	7	2643
ENSG00000158966_ENST00000651257.2_UTR_pair	616	7	1492
ENSG00000162437_ENST00000294428.8_UTR_pair	98	7	2247
ENSG00000162434_ENST00000342505.5_UTR_pair	294	7	1333
ENSG00000162433_ENST00000327299.8_UTR_pair	205	7	5968
ENSG00000116675_ENST00000371069.5_UTR_pair	203	7	2846
ENSG00000213625_ENST00000371065.9_UTR_pair	57	7	4088
ENSG00000198160_ENST00000401041.6_UTR_pair	39	7	3719
ENSG00000116704_ENST00000235345.6_UTR_pair	135	7	4990
ENSG00000116717_ENST00000370986.9_UTR_pair	294	7	560
ENSG00000172380_ENST00000370982.4_UTR_pair	200	7	3976
ENSG00000116729_ENST00000262348.9_UTR_pair	224	7	866
ENSG00000024526_ENST00000456315.7_UTR_pair	83	7	2780
ENSG00000066557_ENST00000370952.4_UTR_pair	39	7	995
ENSG00000116754_ENST00000370949.2_UTR_pair	257	7	2247
ENSG00000118454_ENST00000370944.9_UTR_pair	314	7	3718
ENSG00000116761_ENST00000370938.8_UTR_pair	148	7	724
ENSG00000254685_ENST00000370898.9_UTR_pair	37	7	2870
ENSG00000116791_ENST00000340866.10_UTR_pair	108	7	810
ENSG00000162623_ENST00000370867.8_UTR_pair	93	7	2564
ENSG00000117054_ENST00000370841.9_UTR_pair	79	7	916
ENSG00000184005_ENST00000328299.4_UTR_pair	121	7	5797
ENSG00000142892_ENST00000370812.8_UTR_pair	28	7	3385
ENSG00000154027_ENST00000354567.7_UTR_pair	295	7	1296
ENSG00000036549_ENST00000370801.8_UTR_pair	476	7	3224
ENSG00000077254_ENST00000370794.7_UTR_pair	261	7	1330
ENSG00000162614_ENST00000334785.12_UTR_pair	188	7	1066
ENSG00000162613_ENST00000370768.7_UTR_pair	68	7	4711
ENSG00000162616_ENST00000370763.6_UTR_pair	172	7	1717
ENSG00000137959_ENST00000370751.10_UTR_pair	134	7	4336
ENSG00000137965_ENST00000370747.9_UTR_pair	85	7	262
ENSG00000117114_ENST00000686636.1_UTR_pair	235	7	2787
ENSG00000137941_ENST00000260505.13_UTR_pair	378	7	4938
ENSG00000142875_ENST00000370685.7_UTR_pair	91	7	3193
ENSG00000174021_ENST00000370645.9_UTR_pair	356	7	243
ENSG00000117151_ENST00000370630.6_UTR_pair	25	7	5388
ENSG00000117155_ENST00000342203.8_UTR_pair	180	7	3727
ENSG00000097096_ENST00000341460.6_UTR_pair	20	7	1861
ENSG00000153904_ENST00000284031.13_UTR_pair	114	7	2967
ENSG00000117174_ENST00000370574.4_UTR_pair	149	7	4641
ENSG00000097033_ENST00000370558.8_UTR_pair	324	7	4949
ENSG00000153936_ENST00000370550.10_UTR_pair	402	7	5286
ENSG00000143013_ENST00000370544.10_UTR_pair	368	7	4127
ENSG00000065243_ENST00000370521.8_UTR_pair	308	7	2807
ENSG00000137947_ENST00000370500.10_UTR_pair	68	7	580
ENSG00000197147_ENST00000330947.7_UTR_pair	434	7	4818
ENSG00000171488_ENST00000370454.9_UTR_pair	207	7	4551
ENSG00000171492_ENST00000337338.9_UTR_pair	407	7	966
ENSG00000162664_ENST00000340281.9_UTR_pair	148	7	7832
ENSG00000122482_ENST00000337393.10_UTR_pair	63	7	1494
ENSG00000097046_ENST00000234626.11_UTR_pair	161	7	1329
ENSG00000069702_ENST00000212355.9_UTR_pair	387	7	3396
ENSG00000172031_ENST00000370383.5_UTR_pair	95	7	252
ENSG00000189195_ENST00000636805.2_UTR_pair	227	7	393
ENSG00000122406_ENST00000370321.8_UTR_pair	75	7	59
ENSG00000154511_ENST00000370310.5_UTR_pair	33	7	1216
ENSG00000143033_ENST00000370298.9_UTR_pair	244	7	2049
ENSG00000117500_ENST00000370282.8_UTR_pair	171	7	4928
ENSG00000117505_ENST00000370272.9_UTR_pair	739	7	8854
ENSG00000137936_ENST00000260502.11_UTR_pair	251	7	500
ENSG00000023909_ENST00000370238.8_UTR_pair	267	7	3791
ENSG00000137962_ENST00000260526.11_UTR_pair	202	7	4964
ENSG00000117528_ENST00000370214.9_UTR_pair	90	7	1534
ENSG00000117525_ENST00000334047.12_UTR_pair	123	7	1287
ENSG00000143036_ENST00000271227.11_UTR_pair	95	7	324
ENSG00000117519_ENST00000370206.9_UTR_pair	216	7	785
ENSG00000172339_ENST00000370205.6_UTR_pair	53	7	8671
ENSG00000117569_ENST00000674951.1_UTR_pair	81	7	1644
ENSG00000099260_ENST00000263174.9_UTR_pair	205	7	473
ENSG00000156869_ENST00000646001.2_UTR_pair	134	7	5058
ENSG00000162688_ENST00000361915.8_UTR_pair	123	7	2369
ENSG00000156876_ENST00000287482.6_UTR_pair	116	7	1758
ENSG00000137996_ENST00000370128.9_UTR_pair	160	7	1265
ENSG00000079335_ENST00000336454.5_UTR_pair	449	7	1997
ENSG00000162694_ENST00000370114.8_UTR_pair	281	7	1551
ENSG00000162695_ENST00000357650.9_UTR_pair	173	7	6900
ENSG00000170989_ENST00000305352.7_UTR_pair	244	7	1385
ENSG00000185946_ENST00000423855.7_UTR_pair	372	7	218
ENSG00000198890_ENST00000370078.2_UTR_pair	42	7	1451
ENSG00000134215_ENST00000370056.9_UTR_pair	311	7	2170
ENSG00000085491_ENST00000565488.6_UTR_pair	205	7	2610
ENSG00000162636_ENST00000370035.8_UTR_pair	329	7	4172
ENSG00000134186_ENST00000370025.9_UTR_pair	282	7	2908
ENSG00000116266_ENST00000370008.4_UTR_pair	64	7	646
ENSG00000121957_ENST00000264126.9_UTR_pair	492	7	4605
ENSG00000085433_ENST00000369962.8_UTR_pair	250	7	1216
ENSG00000197780_ENST00000338366.6_UTR_pair	56	7	383
ENSG00000215717_ENST00000338272.9_UTR_pair	109	7	2435
ENSG00000031698_ENST00000234677.7_UTR_pair	75	7	294
ENSG00000143126_ENST00000271332.4_UTR_pair	541	7	1702
ENSG00000134243_ENST00000256637.8_UTR_pair	26	7	4468
ENSG00000174151_ENST00000420578.7_UTR_pair	46	7	4176
ENSG00000181754_ENST00000369864.5_UTR_pair	395	7	3253
ENSG00000116337_ENST00000528667.7_UTR_pair	704	7	899
ENSG00000184371_ENST00000329608.11_UTR_pair	175	7	2154
ENSG00000168710_ENST00000369799.10_UTR_pair	288	7	2062
ENSG00000162775_ENST00000369784.9_UTR_pair	29	7	410
ENSG00000134248_ENST00000602318.6_UTR_pair	74	7	270
ENSG00000121931_ENST00000369763.5_UTR_pair	234	7	769
ENSG00000156171_ENST00000484310.6_UTR_pair	300	7	997
ENSG00000134255_ENST00000357172.9_UTR_pair	158	7	794
ENSG00000116455_ENST00000235090.10_UTR_pair	87	7	1340
ENSG00000116459_ENST00000369722.8_UTR_pair	78	7	1779
ENSG00000116473_ENST00000369709.4_UTR_pair	173	7	4290
ENSG00000064703_ENST00000369702.5_UTR_pair	24	7	1101
ENSG00000143079_ENST00000271277.11_UTR_pair	192	7	3752
ENSG00000007341_ENST00000358039.9_UTR_pair	28	7	2499
ENSG00000155363_ENST00000369645.6_UTR_pair	136	7	232
ENSG00000155366_ENST00000339083.12_UTR_pair	126	7	409
ENSG00000155367_ENST00000309276.11_UTR_pair	31	7	165
ENSG00000155380_ENST00000369626.8_UTR_pair	206	7	2044
ENSG00000198799_ENST00000361127.6_UTR_pair	209	7	8159
ENSG00000081026_ENST00000307546.14_UTR_pair	519	7	1909
