seqname	gene_id	transcript_id	region	length	selection_reason	short_utrs
ENSG00000188157_ENST00000379370.7_3UTR	ENSG00000188157	ENST00000379370.7	3UTR	1135	MANE_Select	false
ENSG00000188157_ENST00000379370.7_start_codon_region	ENSG00000188157	ENST00000379370.7	start_codon_region	63	MANE_Select	false
ENSG00000188157_ENST00000379370.7_stop_codon_region	ENSG00000188157	ENST00000379370.7	stop_codon_region	63	MANE_Select	false
ENSG00000188157_ENST00000379370.7_tail_region	ENSG00000188157	ENST00000379370.7	tail_region	100	MANE_Select	false
ENSG00000188157_ENST00000379370.7_UTR_pair	ENSG00000188157	ENST00000379370.7	UTR_pair	1195	MANE_Select	false
ENSG00000176022_ENST00000379198.5_mRNA	ENSG00000176022	ENST00000379198.5	mRNA	2805	MANE_Select	false
ENSG00000176022_ENST00000379198.5_CDS	ENSG00000176022	ENST00000379198.5	CDS	990	MANE_Select	false
ENSG00000176022_ENST00000379198.5_5UTR	ENSG00000176022	ENST00000379198.5	5UTR	42	MANE_Select	false
ENSG00000176022_ENST00000379198.5_3UTR	ENSG00000176022	ENST00000379198.5	3UTR	1773	MANE_Select	false
ENSG00000176022_ENST00000379198.5_start_codon_region	ENSG00000176022	ENST00000379198.5	start_codon_region	63	MANE_Select	false
ENSG00000176022_ENST00000379198.5_stop_codon_region	ENSG00000176022	ENST00000379198.5	stop_codon_region	63	MANE_Select	false
ENSG00000176022_ENST00000379198.5_tail_region	ENSG00000176022	ENST00000379198.5	tail_region	100	MANE_Select	false
ENSG00000176022_ENST00000379198.5_UTR_pair	ENSG00000176022	ENST00000379198.5	UTR_pair	1822	MANE_Select	false
ENSG00000160087_ENST00000349431.11_mRNA	ENSG00000160087	ENST00000349431.11	mRNA	2260	MANE_Select	false
ENSG00000160087_ENST00000349431.11_CDS	ENSG00000160087	ENST00000349431.11	CDS	780	MANE_Select	false
ENSG00000160087_ENST00000349431.11_5UTR	ENSG00000160087	ENST00000349431.11	5UTR	189	MANE_Select	false
ENSG00000160087_ENST00000349431.11_3UTR	ENSG00000160087	ENST00000349431.11	3UTR	1291	MANE_Select	false
ENSG00000160087_ENST00000349431.11_start_codon_region	ENSG00000160087	ENST00000349431.11	start_codon_region	63	MANE_Select	false
ENSG00000160087_ENST00000349431.11_stop_codon_region	ENSG00000160087	ENST00000349431.11	stop_codon_region	63	MANE_Select	false
ENSG00000160087_ENST00000349431.11_tail_region	ENSG00000160087	ENST00000349431.11	tail_region	100	MANE_Select	false
ENSG00000160087_ENST00000349431.11_UTR_pair	ENSG00000160087	ENST00000349431.11	UTR_pair	1487	MANE_Select	false
ENSG00000131584_ENST00000354700.10_mRNA	ENSG00000131584	ENST00000354700.10	mRNA	3793	MANE_Select	false
ENSG00000131584_ENST00000354700.10_CDS	ENSG00000131584	ENST00000354700.10	CDS	2505	MANE_Select	false
ENSG00000131584_ENST00000354700.10_5UTR	ENSG00000131584	ENST00000354700.10	5UTR	115	MANE_Select	false
ENSG00000131584_ENST00000354700.10_3UTR	ENSG00000131584	ENST00000354700.10	3UTR	1173	MANE_Select	false
ENSG00000131584_ENST00000354700.10_start_codon_region	ENSG00000131584	ENST00000354700.10	start_codon_region	63	MANE_Select	false
ENSG00000131584_ENST00000354700.10_stop_codon_region	ENSG00000131584	ENST00000354700.10	stop_codon_region	63	MANE_Select	false
ENSG00000131584_ENST00000354700.10_tail_region	ENSG00000131584	ENST00000354700.10	tail_region	100	MANE_Select	false
ENSG00000131584_ENST00000354700.10_UTR_pair	ENSG00000131584	ENST00000354700.10	UTR_pair	1295	MANE_Select	false
ENSG00000224051_ENST00000343938.9_mRNA	ENSG00000224051	ENST00000343938.9	mRNA	2154	MANE_Select	false
ENSG00000224051_ENST00000343938.9_CDS	ENSG00000224051	ENST00000343938.9	CDS	645	MANE_Select	false
ENSG00000224051_ENST00000343938.9_5UTR	ENSG00000224051	ENST00000343938.9	5UTR	376	MANE_Select	false
ENSG00000224051_ENST00000343938.9_3UTR	ENSG00000224051	ENST00000343938.9	3UTR	1133	MANE_Select	false
ENSG00000224051_ENST00000343938.9_start_codon_region	ENSG00000224051	ENST00000343938.9	start_codon_region	63	MANE_Select	false
ENSG00000224051_ENST00000343938.9_stop_codon_region	ENSG00000224051	ENST00000343938.9	stop_codon_region	63	MANE_Select	false
ENSG00000224051_ENST00000343938.9_tail_region	ENSG00000224051	ENST00000343938.9	tail_region	100	MANE_Select	false
ENSG00000224051_ENST00000343938.9_UTR_pair	ENSG00000224051	ENST00000343938.9	UTR_pair	1516	MANE_Select	false
ENSG00000107404_ENST00000378888.10_mRNA	ENSG00000107404	ENST00000378888.10	mRNA	3305	MANE_Select	false
ENSG00000107404_ENST00000378888.10_CDS	ENSG00000107404	ENST00000378888.10	CDS	2088	MANE_Select	false
ENSG00000107404_ENST00000378888.10_5UTR	ENSG00000107404	ENST00000378888.10	5UTR	353	MANE_Select	false
ENSG00000107404_ENST00000378888.10_3UTR	ENSG00000107404	ENST00000378888.10	3UTR	864	MANE_Select	false
ENSG00000107404_ENST00000378888.10_start_codon_region	ENSG00000107404	ENST00000378888.10	start_codon_region	63	MANE_Select	false
ENSG00000107404_ENST00000378888.10_stop_codon_region	ENSG00000107404	ENST00000378888.10	stop_codon_region	63	MANE_Select	false
ENSG00000107404_ENST00000378888.10_tail_region	ENSG00000107404	ENST00000378888.10	tail_region	100	MANE_Select	false
ENSG00000107404_ENST00000378888.10_UTR_pair	ENSG00000107404	ENST00000378888.10	UTR_pair	1224	MANE_Select	false
ENSG00000162576_ENST00000309212.11_mRNA	ENSG00000162576	ENST00000309212.11	mRNA	2293	MANE_Select	false
ENSG00000162576_ENST00000309212.11_CDS	ENSG00000162576	ENST00000309212.11	CDS	1329	MANE_Select	false
ENSG00000162576_ENST00000309212.11_5UTR	ENSG00000162576	ENST00000309212.11	5UTR	51	MANE_Select	false
ENSG00000162576_ENST00000309212.11_3UTR	ENSG00000162576	ENST00000309212.11	3UTR	913	MANE_Select	false
ENSG00000162576_ENST00000309212.11_start_codon_region	ENSG00000162576	ENST00000309212.11	start_codon_region	63	MANE_Select	false
ENSG00000162576_ENST00000309212.11_stop_codon_region	ENSG00000162576	ENST00000309212.11	stop_codon_region	63	MANE_Select	false
ENSG00000162576_ENST00000309212.11_tail_region	ENSG00000162576	ENST00000309212.11	tail_region	100	MANE_Select	false
ENSG00000162576_ENST00000309212.11_UTR_pair	ENSG00000162576	ENST00000309212.11	UTR_pair	971	MANE_Select	false
ENSG00000221978_ENST00000400809.8_mRNA	ENSG00000221978	ENST00000400809.8	mRNA	3112	MANE_Select	true
ENSG00000221978_ENST00000400809.8_CDS	ENSG00000221978	ENST00000400809.8	CDS	1563	MANE_Select	true
ENSG00000221978_ENST00000400809.8_5UTR	ENSG00000221978	ENST00000400809.8	5UTR	29	MANE_Select	true
ENSG00000221978_ENST00000400809.8_3UTR	ENSG00000221978	ENST00000400809.8	3UTR	1520	MANE_Select	true
ENSG00000221978_ENST00000400809.8_start_codon_region	ENSG00000221978	ENST00000400809.8	start_codon_region	62	MANE_Select	true
ENSG00000221978_ENST00000400809.8_stop_codon_region	ENSG00000221978	ENST00000400809.8	stop_codon_region	63	MANE_Select	true
ENSG00000221978_ENST00000400809.8_tail_region	ENSG00000221978	ENST00000400809.8	tail_region	100	MANE_Select	true
ENSG00000221978_ENST00000400809.8_UTR_pair	ENSG00000221978	ENST00000400809.8	UTR_pair	1556	MANE_Select	true
ENSG00000179403_ENST00000476993.2_mRNA	ENSG00000179403	ENST00000476993.2	mRNA	4492	MANE_Select	false
ENSG00000179403_ENST00000476993.2_CDS	ENSG00000179403	ENST00000476993.2	CDS	1338	MANE_Select	false
ENSG00000179403_ENST00000476993.2_5UTR	ENSG00000179403	ENST00000476993.2	5UTR	59	MANE_Select	false
ENSG00000179403_ENST00000476993.2_3UTR	ENSG00000179403	ENST00000476993.2	3UTR	3095	MANE_Select	false
ENSG00000179403_ENST00000476993.2_start_codon_region	ENSG00000179403	ENST00000476993.2	start_codon_region	63	MANE_Select	false
ENSG00000179403_ENST00000476993.2_stop_codon_region	ENSG00000179403	ENST00000476993.2	stop_codon_region	63	MANE_Select	false
ENSG00000179403_ENST00000476993.2_tail_region	ENSG00000179403	ENST00000476993.2	tail_region	100	MANE_Select	false
ENSG00000179403_ENST00000476993.2_UTR_pair	ENSG00000179403	ENST00000476993.2	UTR_pair	3161	MANE_Select	false
ENSG00000197785_ENST00000378756.8_mRNA	ENSG00000197785	ENST00000378756.8	mRNA	2481	MANE_Select	false
ENSG00000197785_ENST00000378756.8_CDS	ENSG00000197785	ENST00000378756.8	CDS	1761	MANE_Select	false
ENSG00000197785_ENST00000378756.8_5UTR	ENSG00000197785	ENST00000378756.8	5UTR	107	MANE_Select	false
ENSG00000197785_ENST00000378756.8_3UTR	ENSG00000197785	ENST00000378756.8	3UTR	613	MANE_Select	false
ENSG00000197785_ENST00000378756.8_start_codon_region	ENSG00000197785	ENST00000378756.8	start_codon_region	63	MANE_Select	false
ENSG00000197785_ENST00000378756.8_stop_codon_region	ENSG00000197785	ENST00000378756.8	stop_codon_region	63	MANE_Select	false
ENSG00000197785_ENST00000378756.8_tail_region	ENSG00000197785	ENST00000378756.8	tail_region	100	MANE_Select	false
ENSG00000197785_ENST00000378756.8_UTR_pair	ENSG00000197785	ENST00000378756.8	UTR_pair	727	MANE_Select	false
ENSG00000248333_ENST00000341832.11_mRNA	ENSG00000248333	ENST00000341832.11	mRNA	2992	MANE_Select	false
ENSG00000248333_ENST00000341832.11_CDS	ENSG00000248333	ENST00000341832.11	CDS	2349	MANE_Select	false
ENSG00000248333_ENST00000341832.11_5UTR	ENSG00000248333	ENST00000341832.11	5UTR	104	MANE_Select	false
ENSG00000248333_ENST00000341832.11_3UTR	ENSG00000248333	ENST00000341832.11	3UTR	539	MANE_Select	false
ENSG00000248333_ENST00000341832.11_start_codon_region	ENSG00000248333	ENST00000341832.11	start_codon_region	63	MANE_Select	false
ENSG00000248333_ENST00000341832.11_stop_codon_region	ENSG00000248333	ENST00000341832.11	stop_codon_region	63	MANE_Select	false
ENSG00000248333_ENST00000341832.11_tail_region	ENSG00000248333	ENST00000341832.11	tail_region	100	MANE_Select	false
ENSG00000248333_ENST00000341832.11_UTR_pair	ENSG00000248333	ENST00000341832.11	UTR_pair	650	MANE_Select	false
ENSG00000189339_ENST00000617444.5_mRNA	ENSG00000189339	ENST00000617444.5	mRNA	6434	MANE_Select	false
ENSG00000189339_ENST00000617444.5_CDS	ENSG00000189339	ENST00000617444.5	CDS	1218	MANE_Select	false
ENSG00000189339_ENST00000617444.5_5UTR	ENSG00000189339	ENST00000617444.5	5UTR	912	MANE_Select	false
ENSG00000189339_ENST00000617444.5_3UTR	ENSG00000189339	ENST00000617444.5	3UTR	4304	MANE_Select	false
ENSG00000189339_ENST00000617444.5_start_codon_region	ENSG00000189339	ENST00000617444.5	start_codon_region	63	MANE_Select	false
ENSG00000189339_ENST00000617444.5_stop_codon_region	ENSG00000189339	ENST00000617444.5	stop_codon_region	63	MANE_Select	false
ENSG00000189339_ENST00000617444.5_tail_region	ENSG00000189339	ENST00000617444.5	tail_region	100	MANE_Select	false
ENSG00000189339_ENST00000617444.5_UTR_pair	ENSG00000189339	ENST00000617444.5	UTR_pair	5223	MANE_Select	false
ENSG00000008130_ENST00000341426.9_mRNA	ENSG00000008130	ENST00000341426.9	mRNA	3235	MANE_Select	false
ENSG00000008130_ENST00000341426.9_CDS	ENSG00000008130	ENST00000341426.9	CDS	1341	MANE_Select	false
ENSG00000008130_ENST00000341426.9_5UTR	ENSG00000008130	ENST00000341426.9	5UTR	222	MANE_Select	false
ENSG00000008130_ENST00000341426.9_3UTR	ENSG00000008130	ENST00000341426.9	3UTR	1672	MANE_Select	false
ENSG00000008130_ENST00000341426.9_start_codon_region	ENSG00000008130	ENST00000341426.9	start_codon_region	63	MANE_Select	false
ENSG00000008130_ENST00000341426.9_stop_codon_region	ENSG00000008130	ENST00000341426.9	stop_codon_region	63	MANE_Select	false
ENSG00000008130_ENST00000341426.9_tail_region	ENSG00000008130	ENST00000341426.9	tail_region	100	MANE_Select	false
ENSG00000008130_ENST00000341426.9_UTR_pair	ENSG00000008130	ENST00000341426.9	UTR_pair	1901	MANE_Select	false
ENSG00000078369_ENST00000378609.9_mRNA	ENSG00000078369	ENST00000378609.9	mRNA	3163	MANE_Select	false
ENSG00000078369_ENST00000378609.9_CDS	ENSG00000078369	ENST00000378609.9	CDS	1023	MANE_Select	false
ENSG00000078369_ENST00000378609.9_5UTR	ENSG00000078369	ENST00000378609.9	5UTR	363	MANE_Select	false
ENSG00000078369_ENST00000378609.9_3UTR	ENSG00000078369	ENST00000378609.9	3UTR	1777	MANE_Select	false
ENSG00000078369_ENST00000378609.9_start_codon_region	ENSG00000078369	ENST00000378609.9	start_codon_region	63	MANE_Select	false
ENSG00000078369_ENST00000378609.9_stop_codon_region	ENSG00000078369	ENST00000378609.9	stop_codon_region	63	MANE_Select	false
ENSG00000078369_ENST00000378609.9_tail_region	ENSG00000078369	ENST00000378609.9	tail_region	100	MANE_Select	false
ENSG00000078369_ENST00000378609.9_UTR_pair	ENSG00000078369	ENST00000378609.9	UTR_pair	2147	MANE_Select	false
ENSG00000067606_ENST00000378567.8_mRNA	ENSG00000067606	ENST00000378567.8	mRNA	2385	MANE_Select	false
ENSG00000067606_ENST00000378567.8_CDS	ENSG00000067606	ENST00000378567.8	CDS	1779	MANE_Select	false
ENSG00000067606_ENST00000378567.8_5UTR	ENSG00000067606	ENST00000378567.8	5UTR	220	MANE_Select	false
ENSG00000067606_ENST00000378567.8_3UTR	ENSG00000067606	ENST00000378567.8	3UTR	386	MANE_Select	false
ENSG00000067606_ENST00000378567.8_start_codon_region	ENSG00000067606	ENST00000378567.8	start_codon_region	63	MANE_Select	false
ENSG00000067606_ENST00000378567.8_stop_codon_region	ENSG00000067606	ENST00000378567.8	stop_codon_region	63	MANE_Select	false
ENSG00000067606_ENST00000378567.8_tail_region	ENSG00000067606	ENST00000378567.8	tail_region	100	MANE_Select	false
ENSG00000067606_ENST00000378567.8_UTR_pair	ENSG00000067606	ENST00000378567.8	UTR_pair	613	MANE_Select	false
ENSG00000157933_ENST00000378536.5_mRNA	ENSG00000157933	ENST00000378536.5	mRNA	6083	MANE_Select	false
ENSG00000157933_ENST00000378536.5_CDS	ENSG00000157933	ENST00000378536.5	CDS	2187	MANE_Select	false
ENSG00000157933_ENST00000378536.5_5UTR	ENSG00000157933	ENST00000378536.5	5UTR	448	MANE_Select	false
ENSG00000157933_ENST00000378536.5_3UTR	ENSG00000157933	ENST00000378536.5	3UTR	3448	MANE_Select	false
ENSG00000157933_ENST00000378536.5_start_codon_region	ENSG00000157933	ENST00000378536.5	start_codon_region	63	MANE_Select	false
ENSG00000157933_ENST00000378536.5_stop_codon_region	ENSG00000157933	ENST00000378536.5	stop_codon_region	63	MANE_Select	false
ENSG00000157933_ENST00000378536.5_tail_region	ENSG00000157933	ENST00000378536.5	tail_region	100	MANE_Select	false
ENSG00000157933_ENST00000378536.5_UTR_pair	ENSG00000157933	ENST00000378536.5	UTR_pair	3903	MANE_Select	false
ENSG00000116151_ENST00000378531.8_mRNA	ENSG00000116151	ENST00000378531.8	mRNA	1645	MANE_Select	true
ENSG00000116151_ENST00000378531.8_CDS	ENSG00000116151	ENST00000378531.8	CDS	1494	MANE_Select	true
ENSG00000116151_ENST00000378531.8_5UTR	ENSG00000116151	ENST00000378531.8	5UTR	21	MANE_Select	true
ENSG00000116151_ENST00000378531.8_3UTR	ENSG00000116151	ENST00000378531.8	3UTR	130	MANE_Select	true
ENSG00000116151_ENST00000378531.8_start_codon_region	ENSG00000116151	ENST00000378531.8	start_codon_region	54	MANE_Select	true
ENSG00000116151_ENST00000378531.8_stop_codon_region	ENSG00000116151	ENST00000378531.8	stop_codon_region	63	MANE_Select	true
ENSG00000116151_ENST00000378531.8_tail_region	ENSG00000116151	ENST00000378531.8	tail_region	100	MANE_Select	true
ENSG00000116151_ENST00000378531.8_UTR_pair	ENSG00000116151	ENST00000378531.8	UTR_pair	158	MANE_Select	true
ENSG00000157916_ENST00000605895.6_mRNA	ENSG00000157916	ENST00000605895.6	mRNA	3028	MANE_Select	false
ENSG00000157916_ENST00000605895.6_CDS	ENSG00000157916	ENST00000605895.6	CDS	591	MANE_Select	false
ENSG00000157916_ENST00000605895.6_5UTR	ENSG00000157916	ENST00000605895.6	5UTR	125	MANE_Select	false
ENSG00000157916_ENST00000605895.6_3UTR	ENSG00000157916	ENST00000605895.6	3UTR	2312	MANE_Select	false
ENSG00000157916_ENST00000605895.6_start_codon_region	ENSG00000157916	ENST00000605895.6	start_codon_region	63	MANE_Select	false
ENSG00000157916_ENST00000605895.6_stop_codon_region	ENSG00000157916	ENST00000605895.6	stop_codon_region	63	MANE_Select	false
ENSG00000157916_ENST00000605895.6_tail_region	ENSG00000157916	ENST00000605895.6	tail_region	100	MANE_Select	false
ENSG00000157916_ENST00000605895.6_UTR_pair	ENSG00000157916	ENST00000605895.6	UTR_pair	2444	MANE_Select	false
ENSG00000157911_ENST00000447513.7_mRNA	ENSG00000157911	ENST00000447513.7	mRNA	2835	MANE_Select	false
ENSG00000157911_ENST00000447513.7_CDS	ENSG00000157911	ENST00000447513.7	CDS	981	MANE_Select	false
ENSG00000157911_ENST00000447513.7_5UTR	ENSG00000157911	ENST00000447513.7	5UTR	62	MANE_Select	false
ENSG00000157911_ENST00000447513.7_3UTR	ENSG00000157911	ENST00000447513.7	3UTR	1792	MANE_Select	false
ENSG00000157911_ENST00000447513.7_start_codon_region	ENSG00000157911	ENST00000447513.7	start_codon_region	63	MANE_Select	false
ENSG00000157911_ENST00000447513.7_stop_codon_region	ENSG00000157911	ENST00000447513.7	stop_codon_region	63	MANE_Select	false
ENSG00000157911_ENST00000447513.7_tail_region	ENSG00000157911	ENST00000447513.7	tail_region	100	MANE_Select	false
ENSG00000157911_ENST00000447513.7_UTR_pair	ENSG00000157911	ENST00000447513.7	UTR_pair	1861	MANE_Select	false
ENSG00000130762_ENST00000378378.9_mRNA	ENSG00000130762	ENST00000378378.9	mRNA	2822	MANE_Select	false
ENSG00000130762_ENST00000378378.9_CDS	ENSG00000130762	ENST00000378378.9	CDS	2130	MANE_Select	false
ENSG00000130762_ENST00000378378.9_5UTR	ENSG00000130762	ENST00000378378.9	5UTR	166	MANE_Select	false
ENSG00000130762_ENST00000378378.9_3UTR	ENSG00000130762	ENST00000378378.9	3UTR	526	MANE_Select	false
ENSG00000130762_ENST00000378378.9_start_codon_region	ENSG00000130762	ENST00000378378.9	start_codon_region	63	MANE_Select	false
ENSG00000130762_ENST00000378378.9_stop_codon_region	ENSG00000130762	ENST00000378378.9	stop_codon_region	63	MANE_Select	false
ENSG00000130762_ENST00000378378.9_tail_region	ENSG00000130762	ENST00000378378.9	tail_region	100	MANE_Select	false
ENSG00000130762_ENST00000378378.9_UTR_pair	ENSG00000130762	ENST00000378378.9	UTR_pair	699	MANE_Select	false
ENSG00000116213_ENST00000270708.12_mRNA	ENSG00000116213	ENST00000270708.12	mRNA	1692	MANE_Select	false
ENSG00000116213_ENST00000270708.12_CDS	ENSG00000116213	ENST00000270708.12	CDS	1383	MANE_Select	false
ENSG00000116213_ENST00000270708.12_5UTR	ENSG00000116213	ENST00000270708.12	5UTR	104	MANE_Select	false
ENSG00000116213_ENST00000270708.12_3UTR	ENSG00000116213	ENST00000270708.12	3UTR	205	MANE_Select	false
ENSG00000116213_ENST00000270708.12_start_codon_region	ENSG00000116213	ENST00000270708.12	start_codon_region	63	MANE_Select	false
ENSG00000116213_ENST00000270708.12_stop_codon_region	ENSG00000116213	ENST00000270708.12	stop_codon_region	63	MANE_Select	false
ENSG00000116213_ENST00000270708.12_tail_region	ENSG00000116213	ENST00000270708.12	tail_region	100	MANE_Select	false
ENSG00000116213_ENST00000270708.12_UTR_pair	ENSG00000116213	ENST00000270708.12	UTR_pair	316	MANE_Select	false
ENSG00000116198_ENST00000378230.8_mRNA	ENSG00000116198	ENST00000378230.8	mRNA	6431	MANE_Select	false
ENSG00000116198_ENST00000378230.8_CDS	ENSG00000116198	ENST00000378230.8	CDS	2778	MANE_Select	false
ENSG00000116198_ENST00000378230.8_5UTR	ENSG00000116198	ENST00000378230.8	5UTR	337	MANE_Select	false
ENSG00000116198_ENST00000378230.8_3UTR	ENSG00000116198	ENST00000378230.8	3UTR	3316	MANE_Select	false
ENSG00000116198_ENST00000378230.8_start_codon_region	ENSG00000116198	ENST00000378230.8	start_codon_region	63	MANE_Select	false
ENSG00000116198_ENST00000378230.8_stop_codon_region	ENSG00000116198	ENST00000378230.8	stop_codon_region	63	MANE_Select	false
ENSG00000116198_ENST00000378230.8_tail_region	ENSG00000116198	ENST00000378230.8	tail_region	100	MANE_Select	false
ENSG00000116198_ENST00000378230.8_UTR_pair	ENSG00000116198	ENST00000378230.8	UTR_pair	3660	MANE_Select	false
ENSG00000069424_ENST00000378083.8_mRNA	ENSG00000069424	ENST00000378083.8	mRNA	4176	MANE_Select	false
ENSG00000069424_ENST00000378083.8_CDS	ENSG00000069424	ENST00000378083.8	CDS	1248	MANE_Select	false
ENSG00000069424_ENST00000378083.8_5UTR	ENSG00000069424	ENST00000378083.8	5UTR	322	MANE_Select	false
ENSG00000069424_ENST00000378083.8_3UTR	ENSG00000069424	ENST00000378083.8	3UTR	2606	MANE_Select	false
ENSG00000069424_ENST00000378083.8_start_codon_region	ENSG00000069424	ENST00000378083.8	start_codon_region	63	MANE_Select	false
ENSG00000069424_ENST00000378083.8_stop_codon_region	ENSG00000069424	ENST00000378083.8	stop_codon_region	63	MANE_Select	false
ENSG00000069424_ENST00000378083.8_tail_region	ENSG00000069424	ENST00000378083.8	tail_region	100	MANE_Select	false
ENSG00000069424_ENST00000378083.8_UTR_pair	ENSG00000069424	ENST00000378083.8	UTR_pair	2935	MANE_Select	false
ENSG00000116237_ENST00000343813.10_mRNA	ENSG00000116237	ENST00000343813.10	mRNA	4795	MANE_Select	false
ENSG00000116237_ENST00000343813.10_CDS	ENSG00000116237	ENST00000343813.10	CDS	855	MANE_Select	false
ENSG00000116237_ENST00000343813.10_5UTR	ENSG00000116237	ENST00000343813.10	5UTR	53	MANE_Select	false
ENSG00000116237_ENST00000343813.10_3UTR	ENSG00000116237	ENST00000343813.10	3UTR	3887	MANE_Select	false
ENSG00000116237_ENST00000343813.10_start_codon_region	ENSG00000116237	ENST00000343813.10	start_codon_region	63	MANE_Select	false
ENSG00000116237_ENST00000343813.10_stop_codon_region	ENSG00000116237	ENST00000343813.10	stop_codon_region	63	MANE_Select	false
ENSG00000116237_ENST00000343813.10_tail_region	ENSG00000116237	ENST00000343813.10	tail_region	100	MANE_Select	false
ENSG00000116237_ENST00000343813.10_UTR_pair	ENSG00000116237	ENST00000343813.10	UTR_pair	3947	MANE_Select	false
ENSG00000097021_ENST00000361521.9_mRNA	ENSG00000097021	ENST00000361521.9	mRNA	1806	MANE_Select	false
ENSG00000097021_ENST00000361521.9_CDS	ENSG00000097021	ENST00000361521.9	CDS	1113	MANE_Select	false
ENSG00000097021_ENST00000361521.9_5UTR	ENSG00000097021	ENST00000361521.9	5UTR	368	MANE_Select	false
ENSG00000097021_ENST00000361521.9_3UTR	ENSG00000097021	ENST00000361521.9	3UTR	325	MANE_Select	false
ENSG00000097021_ENST00000361521.9_start_codon_region	ENSG00000097021	ENST00000361521.9	start_codon_region	63	MANE_Select	false
ENSG00000097021_ENST00000361521.9_stop_codon_region	ENSG00000097021	ENST00000361521.9	stop_codon_region	63	MANE_Select	false
ENSG00000097021_ENST00000361521.9_tail_region	ENSG00000097021	ENST00000361521.9	tail_region	100	MANE_Select	false
ENSG00000097021_ENST00000361521.9_UTR_pair	ENSG00000097021	ENST00000361521.9	UTR_pair	700	MANE_Select	false
ENSG00000171680_ENST00000377728.8_mRNA	ENSG00000171680	ENST00000377728.8	mRNA	3580	MANE_Select	false
ENSG00000171680_ENST00000377728.8_CDS	ENSG00000171680	ENST00000377728.8	CDS	3021	MANE_Select	false
ENSG00000171680_ENST00000377728.8_5UTR	ENSG00000171680	ENST00000377728.8	5UTR	118	MANE_Select	false
ENSG00000171680_ENST00000377728.8_3UTR	ENSG00000171680	ENST00000377728.8	3UTR	441	MANE_Select	false
ENSG00000171680_ENST00000377728.8_start_codon_region	ENSG00000171680	ENST00000377728.8	start_codon_region	63	MANE_Select	false
