Gene_ID,Transcript_ID,Selection_Reason,Total_Length,CDS_Length,5UTR_Length,3UTR_Length,UTR_pair_Length,Status
ENSG00000130762,ENST00000378378.9,MANE_Select,2822,2130,166,526,699,Success
ENSG00000116213,ENST00000270708.12,MANE_Select,1692,1383,104,205,316,Success
ENSG00000116198,ENST00000378230.8,MANE_Select,6431,2778,337,3316,3660,Success
ENSG00000069424,ENST00000378083.8,MANE_Select,4176,1248,322,2606,2935,Success
ENSG00000116237,ENST00000343813.10,MANE_Select,4795,855,53,3887,3947,Success
ENSG00000097021,ENST00000361521.9,MANE_Select,1806,1113,368,325,700,Success
ENSG00000171680,ENST00000377728.8,MANE_Select,3580,3021,118,441,566,Success
ENSG00000204859,ENST00000377674.9,MANE_Select,2347,2067,212,68,287,Success
ENSG00000162413,ENST00000377658.8,MANE_Select,4487,1794,52,2641,2700,Success
ENSG00000116273,ENST00000377648.5,MANE_Select,3632,903,336,2393,2736,Success
ENSG00000041988,ENST00000054650.9,MANE_Select,1361,720,156,485,648,Success
ENSG00000171735,ENST00000303635.12,MANE_Select,8314,5022,77,3215,3299,Success
ENSG00000049245,ENST00000054666.11,MANE_Select,2178,303,88,1787,1882,Success
ENSG00000116285,ENST00000377482.10,MANE_Select,3097,1389,225,1483,1715,Success
ENSG00000142599,ENST00000400908.7,MANE_Select,8009,4701,625,2683,3315,Success
ENSG00000074800,ENST00000234590.10,MANE_Select,1781,1305,116,360,483,Success
ENSG00000049239,ENST00000377403.7,MANE_Select,9147,2376,303,6468,6778,Success
ENSG00000171621,ENST00000328089.11,MANE_Select,3106,822,327,1957,2291,Success
ENSG00000171612,ENST00000302692.7,MANE_Select,3865,966,227,2672,2906,Success
ENSG00000188807,ENST00000340381.11,MANE_Select,3815,2001,20,1794,1821,Short_or_Missing_UTRs
ENSG00000171608,ENST00000377346.9,MANE_Select,5412,3135,209,2068,2284,Success
ENSG00000171603,ENST00000377298.9,MANE_Select,4760,2946,232,1582,1821,Success
ENSG00000178585,ENST00000377263.6,MANE_Select,3006,246,318,2442,2767,Success
ENSG00000162441,ENST00000377223.6,MANE_Select,4989,573,310,4106,4423,Success
ENSG00000173614,ENST00000377205.6,MANE_Select,3734,840,97,2797,2901,Success
ENSG00000130939,ENST00000343090.11,MANE_Select,5905,3909,713,1283,2003,Success
ENSG00000054523,ENST00000676179.1,MANE_Select,10855,5451,388,5016,5411,Success
ENSG00000160049,ENST00000377038.8,MANE_Select,6035,996,71,4968,5046,Success
ENSG00000130940,ENST00000377022.8,MANE_Select,7934,5280,316,2338,2661,Success
ENSG00000120948,ENST00000240185.8,MANE_Select,4185,1245,102,2838,2947,Success
ENSG00000116649,ENST00000376957.7,MANE_Select,1260,909,75,276,358,Success
ENSG00000198793,ENST00000361445.9,MANE_Select,8721,7650,121,950,1078,Success
ENSG00000120942,ENST00000376810.6,MANE_Select,3654,1017,334,2303,2644,Success
ENSG00000116661,ENST00000354287.5,MANE_Select,1287,891,89,307,403,Success
ENSG00000132879,ENST00000251547.10,MANE_Select,2928,768,106,2054,2167,Success
ENSG00000116663,ENST00000376753.9,MANE_Select,1444,882,59,503,569,Success
ENSG00000116670,ENST00000376692.9,MANE_Select,1053,636,122,295,424,Success
ENSG00000177674,ENST00000314340.10,MANE_Select,1130,480,73,577,657,Success
ENSG00000177000,ENST00000376590.9,MANE_Select,7018,1971,90,4957,5054,Success
ENSG00000011021,ENST00000346436.11,MANE_Select,5589,2610,72,2907,2986,Success
ENSG00000083444,ENST00000196061.5,MANE_Select,2976,2184,63,729,799,Success
ENSG00000116688,ENST00000235329.10,MANE_Select,4407,2274,190,1943,2140,Success
ENSG00000162496,ENST00000616661.5,MANE_Select,2201,909,862,430,1299,Success
ENSG00000162493,ENST00000621990.5,MANE_Select,2737,489,202,2046,2255,Success
ENSG00000116731,ENST00000311066.10,MANE_Select,7279,5157,178,1944,2129,Success
ENSG00000171729,ENST00000376008.3,MANE_Select,1971,762,474,735,1216,Success
ENSG00000142634,ENST00000375980.9,MANE_Select,2422,723,84,1615,1706,Success
ENSG00000116138,ENST00000375847.8,MANE_Select,6034,2349,129,3556,3692,Success
ENSG00000116786,ENST00000375799.8,MANE_Select,4134,3060,239,835,1081,Success
ENSG00000162458,ENST00000375766.8,MANE_Select,3314,1122,264,1928,2199,Success
ENSG00000116809,ENST00000375743.9,MANE_Select,2720,2412,208,100,315,Success
ENSG00000142627,ENST00000358432.8,MANE_Select,3946,2931,137,878,1022,Success
ENSG00000142632,ENST00000270747.8,MANE_Select,3322,2409,180,733,920,Success
ENSG00000037637,ENST00000375592.8,MANE_Select,6227,2154,243,3830,4080,Success
ENSG00000157191,ENST00000337132.10,MANE_Select,2018,792,38,1188,1233,Success
ENSG00000117122,ENST00000375535.4,MANE_Select,1045,552,75,418,500,Success
ENSG00000159363,ENST00000326735.13,MANE_Select,3996,3543,190,263,460,Success
ENSG00000117115,ENST00000375486.9,MANE_Select,4361,1998,80,2283,2370,Success
ENSG00000179051,ENST00000375436.9,MANE_Select,4040,1569,141,2330,2478,Success
ENSG00000074964,ENST00000361221.8,MANE_Select,4625,3840,296,489,792,Success
ENSG00000159423,ENST00000375341.8,MANE_Select,3139,1692,32,1415,1454,Success
ENSG00000053371,ENST00000235835.8,MANE_Select,1360,1080,20,260,287,Short_or_Missing_UTRs
ENSG00000040487,ENST00000375153.8,MANE_Select,2175,876,642,657,1306,Success
ENSG00000077549,ENST00000264202.8,MANE_Select,1675,819,101,755,863,Success
ENSG00000158747,ENST00000375136.8,MANE_Select,2024,546,155,1323,1485,Success
ENSG00000162542,ENST00000294543.11,MANE_Select,2946,1905,241,800,1048,Success
ENSG00000169914,ENST00000375120.4,MANE_Select,6515,1197,119,5199,5325,Success
ENSG00000162545,ENST00000375078.4,MANE_Select,2326,237,831,1258,2096,Success
ENSG00000090432,ENST00000264198.5,MANE_Select,2428,1059,127,1242,1376,Success
ENSG00000158825,ENST00000375071.4,MANE_Select,809,441,33,335,375,Success
ENSG00000158828,ENST00000321556.5,MANE_Select,2657,1746,91,820,918,Success
ENSG00000127483,ENST00000438032.6,MANE_Select,6406,1662,213,4531,4751,Success
ENSG00000117298,ENST00000374893.11,MANE_Select,5067,2313,49,2705,2761,Success
ENSG00000090686,ENST00000308271.14,MANE_Select,4419,3108,192,1119,1318,Success
ENSG00000070831,ENST00000656825.1,MANE_Select,10503,576,84,9843,9934,Success
ENSG00000184677,ENST00000375647.5,MANE_Select,8701,3720,223,4758,4988,Success
ENSG00000004487,ENST00000400181.9,MANE_Select,3085,2631,129,325,461,Success
ENSG00000169641,ENST00000302291.9,MANE_Select,8412,3231,316,4865,5188,Success
ENSG00000125945,ENST00000314011.9,MANE_Select,4465,1413,531,2521,3059,Success
ENSG00000088280,ENST00000336689.8,MANE_Select,4051,2712,46,1293,1346,Success
ENSG00000007968,ENST00000361729.3,MANE_Select,5196,1314,440,3442,3889,Success
ENSG00000117318,ENST00000374561.6,MANE_Select,950,360,75,515,597,Success
ENSG00000142676,ENST00000643754.2,MANE_Select,1017,537,18,462,487,Short_or_Missing_UTRs
ENSG00000011007,ENST00000613537.5,MANE_Select,4838,2319,33,2486,2526,Success
ENSG00000057757,ENST00000246151.9,MANE_Select,1590,636,98,856,961,Success
ENSG00000011009,ENST00000374514.8,MANE_Select,1635,696,132,807,946,Success
ENSG00000117308,ENST00000617979.5,MANE_Select,1516,1047,119,350,476,Success
ENSG00000189266,ENST00000334351.8,MANE_Select,2400,420,395,1585,1987,Success
ENSG00000188529,ENST00000492112.3,MANE_Select,7656,789,72,6795,6874,Success
ENSG00000001461,ENST00000374399.9,MANE_Select,5372,1221,360,3791,4158,Success
ENSG00000117602,ENST00000374395.9,MANE_Select,6863,726,374,5763,6144,Success
ENSG00000133226,ENST00000323848.14,MANE_Select,3735,2715,25,995,1027,Short_or_Missing_UTRs
ENSG00000169504,ENST00000374379.9,MANE_Select,4253,762,107,3384,3498,Success
ENSG00000117614,ENST00000236273.9,MANE_Select,1757,732,35,990,1032,Success
ENSG00000117616,ENST00000243189.12,MANE_Select,1425,873,212,340,559,Success
ENSG00000183726,ENST00000374358.5,MANE_Select,2266,474,136,1656,1799,Success
ENSG00000204178,ENST00000374343.5,MANE_Select,3940,1995,202,1743,1952,Success
ENSG00000157978,ENST00000374338.5,MANE_Select,2914,927,93,1894,1994,Success
ENSG00000117643,ENST00000374332.9,MANE_Select,3561,1893,1007,661,1675,Success
ENSG00000162430,ENST00000374315.1,MANE_Select,4212,1671,38,2503,2548,Success
ENSG00000117640,ENST00000374303.7,MANE_Select,1953,879,162,912,1081,Success
ENSG00000182749,ENST00000675840.1,MANE_Select,2685,1041,329,1315,1651,Success
ENSG00000117632,ENST00000455785.7,MANE_Select,1443,450,93,900,1000,Success
ENSG00000158006,ENST00000374282.8,MANE_Select,3487,1179,86,2222,2315,Success
ENSG00000175087,ENST00000374269.2,MANE_Select,4113,1026,109,2978,3094,Success
ENSG00000142684,ENST00000374266.7,MANE_Select,638,405,76,157,240,Success
ENSG00000130695,ENST00000451429.8,MANE_Select,3934,2286,133,1515,1655,Success
ENSG00000142669,ENST00000270792.10,MANE_Select,751,282,70,399,476,Success
ENSG00000117682,ENST00000236342.12,MANE_Select,3288,1002,111,2175,2293,Success
ENSG00000117676,ENST00000374168.7,MANE_Select,3192,2208,160,824,991,Success
ENSG00000060642,ENST00000674202.1,MANE_Select,4673,1482,376,2815,3198,Success
ENSG00000204160,ENST00000374142.9,MANE_Select,5045,1167,117,3761,3885,Success
ENSG00000175793,ENST00000339276.6,MANE_Select,1308,747,64,497,568,Success
ENSG00000142751,ENST00000374135.9,MANE_Select,4665,933,187,3545,3739,Success
ENSG00000090273,ENST00000321265.10,MANE_Select,1792,996,106,690,803,Success
ENSG00000090020,ENST00000263980.8,MANE_Select,4737,2448,791,1498,2296,Success
ENSG00000142784,ENST00000319394.8,MANE_Select,4706,2034,419,2253,2679,Success
ENSG00000186501,ENST00000374076.9,MANE_Select,1596,627,35,934,976,Success
ENSG00000142733,ENST00000357582.3,MANE_Select,4438,3867,364,207,578,Success
ENSG00000158195,ENST00000618852.5,MANE_Select,5681,1497,225,3959,4191,Success
ENSG00000126705,ENST00000673934.1,MANE_Select,6428,4812,901,715,1623,Success
ENSG00000126709,ENST00000361157.11,MANE_Select,812,393,102,317,426,Success
ENSG00000009780,ENST00000373954.11,MANE_Select,3579,924,120,2535,2662,Success
ENSG00000117758,ENST00000373943.9,MANE_Select,3034,831,89,2114,2210,Success
ENSG00000117751,ENST00000311772.10,MANE_Select,2340,1056,54,1230,1291,Success
ENSG00000117748,ENST00000373912.8,MANE_Select,1584,813,132,639,778,Success
ENSG00000158156,ENST00000373884.6,MANE_Select,2178,1188,97,893,997,Success
ENSG00000158161,ENST00000373871.8,MANE_Select,5999,1722,155,4122,4284,Success
ENSG00000130766,ENST00000253063.4,MANE_Select,3462,1443,330,1689,2026,Success
ENSG00000130772,ENST00000373842.9,MANE_Select,1829,627,207,995,1209,Success
ENSG00000204138,ENST00000373839.8,MANE_Select,6048,2109,124,3815,3946,Success
ENSG00000180198,ENST00000683442.1,MANE_Select,2551,1266,303,982,1292,Success
ENSG00000120656,ENST00000373824.9,MANE_Select,1335,486,160,689,856,Success
ENSG00000162419,ENST00000373816.6,MANE_Select,6358,1692,86,4580,4673,Success
ENSG00000198492,ENST00000373812.8,MANE_Select,2744,1740,181,823,1011,Success
ENSG00000159023,ENST00000343067.9,MANE_Select,6031,2595,207,3229,3443,Success
ENSG00000116350,ENST00000373795.7,MANE_Select,2300,1485,148,667,822,Success
ENSG00000116353,ENST00000263702.11,MANE_Select,2515,1122,28,1365,1400,Short_or_Missing_UTRs
ENSG00000162512,ENST00000339394.7,MANE_Select,5246,1329,172,3745,3924,Success
ENSG00000134644,ENST00000426105.7,MANE_Select,5385,3567,113,1705,1825,Success
ENSG00000060688,ENST00000263694.9,MANE_Select,1615,1074,37,504,548,Success
ENSG00000121766,ENST00000344147.10,MANE_Select,1568,726,99,743,849,Success
ENSG00000121769,ENST00000373713.7,MANE_Select,1097,402,62,633,702,Success
ENSG00000168528,ENST00000373709.8,MANE_Select,1900,1368,53,479,539,Success
ENSG00000084636,ENST00000373672.8,MANE_Select,5418,4815,215,388,610,Success
ENSG00000184007,ENST00000647444.2,MANE_Select,3910,504,975,2431,3413,Success
ENSG00000121774,ENST00000327300.12,MANE_Select,2713,1332,128,1253,1388,Success
ENSG00000121775,ENST00000336294.10,MANE_Select,1778,1479,109,190,306,Success
ENSG00000025800,ENST00000373625.8,MANE_Select,7355,1611,75,5669,5751,Success
ENSG00000084652,ENST00000373610.8,MANE_Select,4865,1641,134,3090,3231,Success
ENSG00000160050,ENST00000373602.10,MANE_Select,880,603,138,139,284,Success
ENSG00000084623,ENST00000677711.2,MANE_Select,1421,978,35,408,450,Success
ENSG00000116478,ENST00000373548.8,MANE_Select,2118,1449,87,582,676,Success
ENSG00000175130,ENST00000329421.8,MANE_Select,1546,588,200,758,965,Success
ENSG00000160058,ENST00000455895.7,MANE_Select,3309,1293,27,1989,2023,Short_or_Missing_UTRs
ENSG00000162521,ENST00000373493.10,MANE_Select,7883,1278,99,6506,6612,Success
ENSG00000162522,ENST00000401073.7,MANE_Select,5493,3285,125,2083,2215,Success
ENSG00000134684,ENST00000373477.9,MANE_Select,2443,1587,114,742,863,Success
ENSG00000116497,ENST00000373475.10,MANE_Select,4220,1227,156,2837,3000,Success
ENSG00000004455,ENST00000672715.1,MANE_Select,5970,720,55,5195,5257,Success
ENSG00000142920,ENST00000294517.11,MANE_Select,5240,1383,547,3310,3864,Success
ENSG00000116525,ENST00000291416.10,MANE_Select,3817,1428,611,1778,2396,Success
ENSG00000160094,ENST00000539719.6,MANE_Select,3187,1263,251,1673,1931,Success
ENSG00000134686,ENST00000683057.1,MANE_Select,3993,2580,174,1239,1420,Success
ENSG00000121903,ENST00000684572.1,MANE_Select,9456,3132,157,6167,6331,Success
ENSG00000163866,ENST00000521580.3,MANE_Select,5694,279,78,5337,5422,Success
ENSG00000163867,ENST00000357182.9,MANE_Select,5122,3978,205,939,1151,Success
ENSG00000197056,ENST00000359858.9,MANE_Select,4161,3429,132,600,739,Success
ENSG00000116560,ENST00000357214.6,MANE_Select,3740,2124,96,1520,1623,Success
ENSG00000146463,ENST00000314607.11,MANE_Select,7366,4647,338,2381,2726,Success
ENSG00000142687,ENST00000325722.8,MANE_Select,4777,3150,225,1402,1634,Success
ENSG00000020129,ENST00000373243.7,MANE_Select,3698,2190,392,1116,1515,Success
ENSG00000126067,ENST00000373237.4,MANE_Select,4426,606,94,3726,3827,Success
ENSG00000092853,ENST00000318121.8,MANE_Select,8512,4020,108,4384,4499,Success
ENSG00000054116,ENST00000373166.8,MANE_Select,1282,543,108,631,746,Success
ENSG00000116871,ENST00000474796.2,MANE_Select,3372,2523,258,591,856,Success
ENSG00000054118,ENST00000354618.10,MANE_Select,4405,2868,197,1340,1544,Success
ENSG00000142694,ENST00000490466.2,MANE_Select,980,498,217,265,489,Success
ENSG00000196182,ENST00000373132.4,MANE_Select,3645,1308,210,2127,2344,Success
ENSG00000181817,ENST00000315732.3,MANE_Select,860,372,166,322,495,Success
ENSG00000116885,ENST00000235532.9,MANE_Select,1455,1140,82,233,322,Success
ENSG00000163874,ENST00000373087.7,MANE_Select,2654,1800,88,766,861,Success
ENSG00000163877,ENST00000296215.8,MANE_Select,4554,1191,64,3299,3370,Success
ENSG00000134697,ENST00000373062.8,MANE_Select,2350,2196,115,39,161,Success
ENSG00000134690,ENST00000373055.6,MANE_Select,2371,843,175,1353,1535,Success
ENSG00000196449,ENST00000373044.3,MANE_Select,1848,840,28,980,1015,Short_or_Missing_UTRs
ENSG00000188786,ENST00000373036.5,MANE_Select,7937,2262,113,5562,5682,Success
ENSG00000204084,ENST00000373024.8,MANE_Select,4450,2742,90,1618,1715,Success
ENSG00000183386,ENST00000373016.4,MANE_Select,1656,843,178,635,820,Success
ENSG00000183520,ENST00000373014.5,MANE_Select,2023,762,69,1192,1268,Success
ENSG00000116954,ENST00000373001.4,MANE_Select,2681,1200,126,1355,1488,Success
ENSG00000174574,ENST00000432648.8,MANE_Select,2688,579,105,2004,2116,Success
ENSG00000090621,ENST00000372858.8,MANE_Select,3142,1983,839,320,1166,Success
ENSG00000168389,ENST00000372811.10,MANE_Select,2129,1593,148,388,543,Success
ENSG00000131236,ENST00000372805.8,MANE_Select,2626,1428,83,1115,1205,Success
ENSG00000084073,ENST00000372759.4,MANE_Select,2975,1428,36,1511,1554,Success
ENSG00000084070,ENST00000372718.8,MANE_Select,2905,1290,394,1221,1622,Success
ENSG00000164002,ENST00000415550.6,MANE_Select,1899,1122,405,372,784,Success
ENSG00000117010,ENST00000372699.8,MANE_Select,2019,1137,175,707,889,Success
ENSG00000066136,ENST00000447388.8,MANE_Select,1955,1008,172,775,954,Success
ENSG00000179862,ENST00000372638.4,MANE_Select,1310,555,236,519,762,Success
ENSG00000171793,ENST00000650070.2,MANE_Select,2840,1776,147,917,1071,Success
ENSG00000010803,ENST00000695335.1,MANE_Select,3370,2013,365,992,1364,Success
ENSG00000198815,ENST00000361346.6,MANE_Select,5225,1869,194,3162,3363,Success
ENSG00000127125,ENST00000372561.4,MANE_Select,2269,936,23,1310,1340,Short_or_Missing_UTRs
ENSG00000171960,ENST00000304979.8,MANE_Select,754,534,24,196,227,Short_or_Missing_UTRs
ENSG00000065978,ENST00000321358.12,MANE_Select,2979,975,148,1856,2011,Success
ENSG00000177868,ENST00000372521.9,MANE_Select,807,201,244,362,613,Success
ENSG00000164011,ENST00000651192.1,MANE_Select,1874,948,262,664,933,Success
ENSG00000117394,ENST00000426263.10,MANE_Select,3384,1479,217,1688,1912,Success
ENSG00000117399,ENST00000310955.11,MANE_Select,1649,1500,75,74,156,Success
ENSG00000066322,ENST00000372458.8,MANE_Select,1466,840,111,515,633,Success
ENSG00000142949,ENST00000359947.9,MANE_Select,7720,5724,333,1663,2003,Success
ENSG00000066135,ENST00000372396.4,MANE_Select,4486,3195,143,1148,1298,Success
ENSG00000117408,ENST00000372343.8,MANE_Select,3883,2892,651,340,998,Success
ENSG00000132768,ENST00000255108.8,MANE_Select,2466,1470,166,830,1003,Success
ENSG00000117410,ENST00000472174.7,MANE_Select,987,618,81,288,376,Success
ENSG00000117411,ENST00000372324.6,MANE_Select,2193,1119,354,720,1081,Success
ENSG00000196517,ENST00000372310.8,MANE_Select,3206,1902,242,1062,1311,Success
ENSG00000178028,ENST00000372289.7,MANE_Select,1742,1404,283,55,345,Success
ENSG00000117419,ENST00000372257.7,MANE_Select,1733,1014,231,488,726,Success
ENSG00000187147,ENST00000361799.7,MANE_Select,3042,1701,393,948,1348,Success
ENSG00000126106,ENST00000372237.8,MANE_Select,2236,834,90,1312,1409,Success
ENSG00000142945,ENST00000372224.9,MANE_Select,2862,2178,96,588,691,Success
ENSG00000173846,ENST00000372201.5,MANE_Select,2340,1941,87,312,406,Success
ENSG00000070785,ENST00000360403.7,MANE_Select,1900,1359,112,429,548,Success
ENSG00000126107,ENST00000372172.5,MANE_Select,3597,2586,67,944,1018,Success
ENSG00000162415,ENST00000359600.6,MANE_Select,5868,3558,255,2055,2317,Success
ENSG00000132773,ENST00000372090.6,MANE_Select,1887,1533,83,271,361,Success
ENSG00000117450,ENST00000319248.13,MANE_Select,945,600,67,278,352,Success
ENSG00000117448,ENST00000351829.9,MANE_Select,1407,978,336,93,436,Success
ENSG00000132780,ENST00000350030.8,MANE_Select,3225,2367,106,752,865,Success
ENSG00000159592,ENST00000355105.8,MANE_Select,3641,1425,1264,952,2223,Success
ENSG00000159596,ENST00000372025.5,MANE_Select,1465,744,190,531,728,Success
ENSG00000197429,ENST00000396478.4,MANE_Select,3117,1755,107,1255,1369,Success
ENSG00000086015,ENST00000361297.7,MANE_Select,5737,5397,284,56,347,Success
ENSG00000085998,ENST00000371984.8,MANE_Select,2719,1983,149,587,743,Success
ENSG00000085999,ENST00000371975.9,MANE_Select,3078,2244,643,191,841,Success
ENSG00000132128,ENST00000617190.5,MANE_Select,4136,2439,294,1403,1704,Success
ENSG00000117481,ENST00000474844.6,MANE_Select,4347,1155,20,3172,3199,Short_or_Missing_UTRs
ENSG00000117480,ENST00000243167.9,MANE_Select,2042,1740,32,270,309,Success
ENSG00000079277,ENST00000371945.10,MANE_Select,2661,1239,254,1168,1429,Success
ENSG00000142961,ENST00000319928.9,MANE_Select,2738,651,151,1936,2094,Success
ENSG00000123472,ENST00000574428.6,MANE_Select,4068,987,42,3039,3088,Success
ENSG00000159658,ENST00000371933.8,MANE_Select,5817,1488,1027,3302,4336,Success
ENSG00000123473,ENST00000371877.8,MANE_Select,5019,3867,155,997,1159,Success
ENSG00000162368,ENST00000371873.10,MANE_Select,2937,687,156,2094,2257,Success
ENSG00000132122,ENST00000371847.8,MANE_Select,5003,1467,196,3340,3543,Success
ENSG00000185104,ENST00000396153.7,MANE_Select,6821,1953,456,4412,4875,Success
ENSG00000123080,ENST00000371761.4,MANE_Select,995,507,124,364,495,Success
ENSG00000123091,ENST00000242719.4,MANE_Select,3074,465,484,2125,2616,Success
ENSG00000085831,ENST00000680483.1,MANE_Select,2718,1734,85,899,991,Success
ENSG00000085832,ENST00000371733.8,MANE_Select,5163,2691,35,2437,2479,Success
ENSG00000078618,ENST00000352171.12,MANE_Select,3594,3456,112,26,145,Short_or_Missing_UTRs
ENSG00000117862,ENST00000371626.9,MANE_Select,1416,519,95,802,904,Success
ENSG00000198841,ENST00000371614.2,MANE_Select,1708,1065,49,594,650,Success
ENSG00000157077,ENST00000287727.8,MANE_Select,5148,4278,457,413,877,Success
ENSG00000154222,ENST00000284376.8,MANE_Select,5338,2559,151,2628,2786,Success
ENSG00000085840,ENST00000371568.8,MANE_Select,3121,2586,183,352,542,Success
ENSG00000134748,ENST00000257181.10,MANE_Select,5233,939,148,4146,4301,Success
ENSG00000134744,ENST00000257177.9,MANE_Select,5853,4938,255,660,922,Success
ENSG00000116157,ENST00000361314.5,MANE_Select,1229,564,39,626,672,Success
ENSG00000162377,ENST00000371538.5,MANE_Select,3988,696,21,3271,3299,Short_or_Missing_UTRs
ENSG00000162378,ENST00000294353.7,MANE_Select,8143,2235,201,5707,5915,Success
ENSG00000203995,ENST00000371528.2,MANE_Select,4445,2280,124,2041,2172,Success
ENSG00000121310,ENST00000371522.9,MANE_Select,1556,879,67,610,684,Success
ENSG00000116171,ENST00000371514.8,MANE_Select,2759,1644,121,994,1122,Success
ENSG00000157184,ENST00000371486.4,MANE_Select,2699,1977,120,602,729,Success
ENSG00000162384,ENST00000294360.5,MANE_Select,1102,483,59,560,626,Success
ENSG00000162385,ENST00000371470.8,MANE_Select,656,441,70,145,222,Success
ENSG00000058804,ENST00000371429.4,MANE_Select,4552,2025,35,2492,2534,Success
ENSG00000058799,ENST00000072644.7,MANE_Select,1821,921,354,546,907,Success
ENSG00000081870,ENST00000194214.10,MANE_Select,685,435,160,90,257,Success
ENSG00000116212,ENST00000371370.8,MANE_Select,1764,1287,248,229,484,Success
ENSG00000116205,ENST00000234827.6,MANE_Select,10429,627,193,9609,9809,Success
ENSG00000157216,ENST00000610401.6,MANE_Select,3252,1167,386,1699,2092,Success
ENSG00000162390,ENST00000343744.7,MANE_Select,3084,1785,82,1217,1306,Success
ENSG00000243725,ENST00000371281.4,MANE_Select,2356,1164,48,1144,1199,Success
ENSG00000116133,ENST00000371269.9,MANE_Select,4233,1551,76,2606,2689,Success
ENSG00000162402,ENST00000294383.7,MANE_Select,10800,7863,251,2686,2944,Success
ENSG00000162407,ENST00000371250.4,MANE_Select,3273,936,547,1790,2344,Success
ENSG00000162409,ENST00000371244.9,MANE_Select,9355,1659,74,7622,7703,Success
ENSG00000162600,ENST00000371226.8,MANE_Select,1861,1575,40,246,293,Success
ENSG00000177606,ENST00000371222.4,MANE_Select,3257,996,977,1284,2268,Success
ENSG00000134709,ENST00000371208.5,MANE_Select,5713,2187,169,3357,3533,Success
ENSG00000162599,ENST00000403491.8,MANE_Select,9229,1530,231,7468,7706,Success
ENSG00000162604,ENST00000606498.5,MANE_Select,969,624,21,324,352,Short_or_Missing_UTRs
ENSG00000132849,ENST00000642238.2,MANE_Select,8621,5649,111,2861,2979,Success
ENSG00000162607,ENST00000339950.5,MANE_Select,3602,2358,421,823,1251,Success
ENSG00000125703,ENST00000317868.9,MANE_Select,2944,1377,210,1357,1574,Success
ENSG00000088035,ENST00000263440.6,MANE_Select,3325,1524,268,1533,1808,Success
ENSG00000142856,ENST00000271002.15,MANE_Select,961,534,92,335,434,Success
ENSG00000079739,ENST00000371084.8,MANE_Select,2337,1689,78,570,655,Success
ENSG00000185483,ENST00000371079.6,MANE_Select,5858,2814,401,2643,3051,Success
ENSG00000158966,ENST00000651257.2,MANE_Select,5933,3825,616,1492,2115,Success
ENSG00000162437,ENST00000294428.8,MANE_Select,4421,2076,98,2247,2352,Success
ENSG00000162434,ENST00000342505.5,MANE_Select,5092,3465,294,1333,1634,Success
ENSG00000162433,ENST00000327299.8,MANE_Select,6845,672,205,5968,6180,Success
ENSG00000116675,ENST00000371069.5,MANE_Select,5962,2913,203,2846,3056,Success
ENSG00000213625,ENST00000371065.9,MANE_Select,4541,396,57,4088,4152,Success
ENSG00000198160,ENST00000401041.6,MANE_Select,5456,1698,39,3719,3765,Success
ENSG00000116704,ENST00000235345.6,MANE_Select,6193,1068,135,4990,5132,Success
ENSG00000116717,ENST00000370986.9,MANE_Select,1352,498,294,560,861,Success
ENSG00000172380,ENST00000370982.4,MANE_Select,4395,219,200,3976,4183,Success
ENSG00000116729,ENST00000262348.9,MANE_Select,2716,1626,224,866,1097,Success
