Gene_ID,Transcript_ID,Selection_Reason,Total_Length,CDS_Length,5UTR_Length,3UTR_Length,UTR_pair_Length,Status
ENSBTAG00000000706,ENSBTAT00000000944,Ensembl_canonical,4678,2913,441,1324,1772,Success
ENSBTAG00000017753,ENSBTAT00000085054,Ensembl_canonical,3583,2313,150,1120,1277,Success
ENSBTAG00000019043,ENSBTAT00000025345,Ensembl_canonical,1628,1365,114,149,270,Success
ENSBTAG00000001395,ENSBTAT00000001832,Ensembl_canonical,5749,906,199,4644,4850,Success
ENSBTAG00000018704,ENSBTAT00000024895,Ensembl_canonical,1360,759,181,420,608,Success
ENSBTAG00000004869,ENSBTAT00000067490,Ensembl_canonical,1984,1113,0,871,0,Short_or_Missing_UTRs
ENSBTAG00000019314,ENSBTAT00000109948,Ensembl_canonical,4575,3375,199,1001,1207,Success
ENSBTAG00000047293,ENSBTAT00000114020,Ensembl_canonical,12191,3471,4507,4213,8727,Success
ENSBTAG00000073338,ENSBTAT00000139161,Ensembl_canonical,4916,1416,8,3492,3507,Short_or_Missing_UTRs
ENSBTAG00000009851,ENSBTAT00000101606,Ensembl_canonical,7076,4962,437,1677,2121,Success
ENSBTAG00000036262,ENSBTAT00000083071,Ensembl_canonical,3318,2118,199,1001,1207,Success
ENSBTAG00000073909,ENSBTAT00000154212,Ensembl_canonical,2233,645,0,1588,0,Short_or_Missing_UTRs
ENSBTAG00000046959,ENSBTAT00000109204,Ensembl_canonical,5679,504,1359,3816,5182,Success
ENSBTAG00000005155,ENSBTAT00000006796,Ensembl_canonical,1633,1332,300,1,308,Short_or_Missing_UTRs
ENSBTAG00000015728,ENSBTAT00000020876,Ensembl_canonical,2963,1017,124,1822,1953,Success
ENSBTAG00000010091,ENSBTAT00000013306,Ensembl_canonical,3702,582,470,2650,3127,Success
ENSBTAG00000073969,ENSBTAT00000151826,Ensembl_canonical,905,366,265,274,546,Success
ENSBTAG00000015546,ENSBTAT00000113470,Ensembl_canonical,2100,1608,199,293,499,Success
ENSBTAG00000020996,ENSBTAT00000080474,Ensembl_canonical,2318,1005,138,1175,1320,Success
ENSBTAG00000004124,ENSBTAT00000005398,Ensembl_canonical,2109,1350,124,635,766,Success
ENSBTAG00000004471,ENSBTAT00000005868,Ensembl_canonical,3072,996,531,1545,2083,Success
ENSBTAG00000014889,ENSBTAT00000134326,Ensembl_canonical,3647,2232,199,1216,1422,Success
ENSBTAG00000013664,ENSBTAT00000018161,Ensembl_canonical,3672,3552,0,120,0,Short_or_Missing_UTRs
ENSBTAG00000015010,ENSBTAT00000134465,Ensembl_canonical,3875,2298,15,1562,1584,Short_or_Missing_UTRs
ENSBTAG00000004833,ENSBTAT00000087123,Ensembl_canonical,1280,888,15,377,399,Short_or_Missing_UTRs
ENSBTAG00000014302,ENSBTAT00000019001,Ensembl_canonical,2170,1830,75,265,347,Success
ENSBTAG00000004459,ENSBTAT00000074340,Ensembl_canonical,1219,885,318,16,341,Short_or_Missing_UTRs
ENSBTAG00000016363,ENSBTAT00000068901,Ensembl_canonical,1879,1242,207,430,644,Success
ENSBTAG00000016932,ENSBTAT00000022522,Ensembl_canonical,4884,3144,59,1681,1747,Success
ENSBTAG00000015069,ENSBTAT00000143378,Ensembl_canonical,1712,600,199,913,1119,Success
ENSBTAG00000013460,ENSBTAT00000017903,Ensembl_canonical,3793,3159,596,38,641,Success
ENSBTAG00000013461,ENSBTAT00000130779,Ensembl_canonical,644,522,37,85,129,Success
ENSBTAG00000013464,ENSBTAT00000101506,Ensembl_canonical,3688,2610,77,1001,1085,Success
ENSBTAG00000013465,ENSBTAT00000150377,Ensembl_canonical,3093,1755,383,955,1345,Success
ENSBTAG00000010987,ENSBTAT00000014591,Ensembl_canonical,3682,2160,195,1327,1529,Success
ENSBTAG00000000088,ENSBTAT00000000097,Ensembl_canonical,4883,1752,676,2455,3138,Success
ENSBTAG00000013057,ENSBTAT00000062945,Ensembl_canonical,3401,3027,144,230,381,Success
ENSBTAG00000006893,ENSBTAT00000009058,Ensembl_canonical,3628,2829,298,501,806,Success
ENSBTAG00000003585,ENSBTAT00000131152,Ensembl_canonical,2121,1002,118,1001,1126,Success
ENSBTAG00000005787,ENSBTAT00000007606,Ensembl_canonical,1602,1290,106,206,319,Success
ENSBTAG00000006158,ENSBTAT00000129215,Ensembl_canonical,5504,3681,199,1624,1830,Success
ENSBTAG00000013769,ENSBTAT00000132201,Ensembl_canonical,5236,1650,216,3370,3593,Success
ENSBTAG00000001209,ENSBTAT00000068946,Ensembl_canonical,4820,3975,48,797,852,Success
ENSBTAG00000004601,ENSBTAT00000006038,Ensembl_canonical,1676,993,199,484,690,Success
ENSBTAG00000009084,ENSBTAT00000011976,Ensembl_canonical,1527,945,419,163,589,Success
ENSBTAG00000009085,ENSBTAT00000011977,Ensembl_canonical,3105,1467,30,1608,1645,Success
ENSBTAG00000005723,ENSBTAT00000118693,Ensembl_canonical,2916,1839,76,1001,1084,Success
ENSBTAG00000007784,ENSBTAT00000120788,Ensembl_canonical,2972,606,199,2167,2373,Success
ENSBTAG00000002703,ENSBTAT00000055158,Ensembl_canonical,4497,1857,392,2248,2647,Success
ENSBTAG00000004971,ENSBTAT00000065613,Ensembl_canonical,3401,1425,399,1577,1983,Success
ENSBTAG00000001390,ENSBTAT00000047259,Ensembl_canonical,2048,1035,236,777,1020,Success
ENSBTAG00000000210,ENSBTAT00000071475,Ensembl_canonical,6237,4356,632,1249,1888,Success
ENSBTAG00000000213,ENSBTAT00000083926,Ensembl_canonical,2030,1512,355,163,525,Success
ENSBTAG00000008562,ENSBTAT00000011287,Ensembl_canonical,4342,1179,54,3109,3170,Success
ENSBTAG00000048057,ENSBTAT00000084422,Ensembl_canonical,1885,1455,430,0,0,Short_or_Missing_UTRs
ENSBTAG00000033170,ENSBTAT00000047119,Ensembl_canonical,1755,1116,199,440,646,Success
ENSBTAG00000022155,ENSBTAT00000029891,Ensembl_canonical,3580,924,79,2577,2663,Success
ENSBTAG00000016848,ENSBTAT00000070754,Ensembl_canonical,1765,1320,239,206,452,Success
ENSBTAG00000013069,ENSBTAT00000017379,Ensembl_canonical,2332,1797,186,349,542,Success
ENSBTAG00000013070,ENSBTAT00000111961,Ensembl_canonical,863,789,74,0,0,Short_or_Missing_UTRs
ENSBTAG00000054326,ENSBTAT00000113503,Ensembl_canonical,3025,993,251,1781,2039,Success
ENSBTAG00000011143,ENSBTAT00000080763,Ensembl_canonical,2762,1656,259,847,1113,Success
ENSBTAG00000021791,ENSBTAT00000029045,Ensembl_canonical,3395,2565,376,454,837,Success
ENSBTAG00000009933,ENSBTAT00000013108,Ensembl_canonical,4379,2220,72,2087,2166,Success
ENSBTAG00000016656,ENSBTAT00000022152,Ensembl_canonical,5651,5400,48,203,258,Success
ENSBTAG00000005066,ENSBTAT00000095463,Ensembl_canonical,2105,1521,220,364,591,Success
ENSBTAG00000005071,ENSBTAT00000006685,Ensembl_canonical,2442,1434,99,909,1015,Success
ENSBTAG00000018877,ENSBTAT00000106951,Ensembl_canonical,1953,1764,39,150,196,Success
ENSBTAG00000014797,ENSBTAT00000019691,Ensembl_canonical,2150,978,171,1001,1179,Success
ENSBTAG00000023607,ENSBTAT00000032276,Ensembl_canonical,1317,975,199,143,349,Success
ENSBTAG00000014567,ENSBTAT00000090379,Ensembl_canonical,6747,6438,251,58,316,Success
ENSBTAG00000000566,ENSBTAT00000109092,Ensembl_canonical,4173,2853,147,1173,1327,Success
ENSBTAG00000013727,ENSBTAT00000125275,Ensembl_canonical,2665,1587,77,1001,1085,Success
ENSBTAG00000013755,ENSBTAT00000018278,Ensembl_canonical,2842,2403,45,394,446,Success
ENSBTAG00000021396,ENSBTAT00000146576,Ensembl_canonical,5616,4416,199,1001,1207,Success
ENSBTAG00000000496,ENSBTAT00000018208,Ensembl_canonical,3052,2322,428,302,737,Success
ENSBTAG00000050482,ENSBTAT00000070820,Ensembl_canonical,3588,2385,202,1001,1210,Success
ENSBTAG00000006471,ENSBTAT00000103845,Ensembl_canonical,3559,2475,161,923,1091,Success
ENSBTAG00000014208,ENSBTAT00000018888,Ensembl_canonical,417,333,34,50,91,Success
ENSBTAG00000018025,ENSBTAT00000023995,Ensembl_canonical,1861,1314,175,372,554,Success
ENSBTAG00000014874,ENSBTAT00000046614,Ensembl_canonical,1110,957,59,94,160,Success
ENSBTAG00000032839,ENSBTAT00000025116,Ensembl_canonical,2676,2391,199,86,292,Success
ENSBTAG00000001890,ENSBTAT00000002461,Ensembl_canonical,5779,2991,180,2608,2795,Success
ENSBTAG00000021364,ENSBTAT00000028482,Ensembl_canonical,4304,3261,297,746,1050,Success
ENSBTAG00000032719,ENSBTAT00000118037,Ensembl_canonical,2936,2421,308,207,522,Success
ENSBTAG00000016979,ENSBTAT00000022580,Ensembl_canonical,1622,1221,280,121,408,Success
ENSBTAG00000007577,ENSBTAT00000009970,Ensembl_canonical,1973,1323,182,468,657,Success
ENSBTAG00000013317,ENSBTAT00000017712,Ensembl_canonical,3803,1722,325,1756,2088,Success
ENSBTAG00000006388,ENSBTAT00000050590,Ensembl_canonical,1471,846,57,568,632,Success
ENSBTAG00000013192,ENSBTAT00000017558,Ensembl_canonical,1718,492,243,983,1233,Success
ENSBTAG00000048195,ENSBTAT00000108301,Ensembl_canonical,1921,831,233,857,1097,Success
ENSBTAG00000047856,ENSBTAT00000082239,Ensembl_canonical,3390,1575,155,1660,1822,Success
ENSBTAG00000032674,ENSBTAT00000080821,Ensembl_canonical,5732,2265,211,3256,3474,Success
ENSBTAG00000008873,ENSBTAT00000099835,Ensembl_canonical,1634,648,473,513,993,Success
ENSBTAG00000020378,ENSBTAT00000067511,Ensembl_canonical,3984,2784,199,1001,1207,Success
ENSBTAG00000000448,ENSBTAT00000082799,Ensembl_canonical,1803,1248,199,356,562,Success
ENSBTAG00000006724,ENSBTAT00000101017,Ensembl_canonical,1862,750,208,904,1119,Success
ENSBTAG00000054986,ENSBTAT00000098057,Ensembl_canonical,3315,2463,179,673,859,Success
ENSBTAG00000008462,ENSBTAT00000117439,Ensembl_canonical,3885,1272,998,1615,2620,Success
ENSBTAG00000008461,ENSBTAT00000072998,Ensembl_canonical,2317,1959,82,276,365,Success
ENSBTAG00000002394,ENSBTAT00000032260,Ensembl_canonical,2307,1350,144,813,964,Success
ENSBTAG00000013204,ENSBTAT00000017579,Ensembl_canonical,5000,3771,50,1179,1236,Success
ENSBTAG00000000569,ENSBTAT00000000742,Ensembl_canonical,2264,1041,222,1001,1230,Success
ENSBTAG00000019514,ENSBTAT00000082852,Ensembl_canonical,4263,3096,122,1045,1174,Success
ENSBTAG00000006945,ENSBTAT00000075658,Ensembl_canonical,2063,1446,215,402,624,Success
ENSBTAG00000013205,ENSBTAT00000070445,Ensembl_canonical,2826,1797,28,1001,1036,Short_or_Missing_UTRs
ENSBTAG00000001511,ENSBTAT00000071778,Ensembl_canonical,3279,2121,84,1074,1165,Success
ENSBTAG00000010357,ENSBTAT00000012565,Ensembl_canonical,1698,1218,172,308,487,Success
ENSBTAG00000014724,ENSBTAT00000019596,Ensembl_canonical,2222,1227,362,633,1002,Success
ENSBTAG00000003151,ENSBTAT00000004094,Ensembl_canonical,1694,1239,75,380,462,Success
ENSBTAG00000003143,ENSBTAT00000004087,Ensembl_canonical,2988,1743,315,930,1252,Success
ENSBTAG00000014915,ENSBTAT00000105660,Ensembl_canonical,4007,1617,139,2251,2397,Success
ENSBTAG00000001697,ENSBTAT00000149595,Ensembl_canonical,4812,867,149,3796,3952,Success
ENSBTAG00000007666,ENSBTAT00000123291,Ensembl_canonical,2149,1905,71,173,251,Success
ENSBTAG00000001749,ENSBTAT00000002296,Ensembl_canonical,2920,1992,199,729,935,Success
ENSBTAG00000017115,ENSBTAT00000148663,Ensembl_canonical,2721,900,199,1622,1828,Success
ENSBTAG00000019625,ENSBTAT00000089657,Ensembl_canonical,4196,2172,41,1983,2031,Success
ENSBTAG00000019014,ENSBTAT00000025309,Ensembl_canonical,2541,924,310,1307,1624,Success
ENSBTAG00000005313,ENSBTAT00000120222,Ensembl_canonical,4039,3075,199,765,971,Success
ENSBTAG00000012881,ENSBTAT00000032213,Ensembl_canonical,6188,4824,363,1001,1371,Success
ENSBTAG00000005660,ENSBTAT00000007436,Ensembl_canonical,2935,2727,51,157,215,Success
ENSBTAG00000006920,ENSBTAT00000009087,Ensembl_canonical,2429,2130,10,289,306,Short_or_Missing_UTRs
ENSBTAG00000020106,ENSBTAT00000016526,Ensembl_canonical,1787,1314,0,473,0,Short_or_Missing_UTRs
ENSBTAG00000019336,ENSBTAT00000112547,Ensembl_canonical,3381,2181,199,1001,1207,Success
ENSBTAG00000011414,ENSBTAT00000015168,Ensembl_canonical,3387,2187,199,1001,1207,Success
ENSBTAG00000017666,ENSBTAT00000023496,Ensembl_canonical,5816,4314,153,1349,1509,Success
ENSBTAG00000014451,ENSBTAT00000019219,Ensembl_canonical,6022,4239,161,1622,1790,Success
ENSBTAG00000017450,ENSBTAT00000023192,Ensembl_canonical,2302,1803,236,263,506,Success
ENSBTAG00000006548,ENSBTAT00000008604,Ensembl_canonical,2481,2250,0,231,0,Short_or_Missing_UTRs
ENSBTAG00000012797,ENSBTAT00000083735,Ensembl_canonical,3720,825,199,2696,2902,Success
ENSBTAG00000000290,ENSBTAT00000084243,Ensembl_canonical,4158,3534,308,316,631,Success
ENSBTAG00000023513,ENSBTAT00000032097,Ensembl_canonical,1155,351,122,682,811,Success
ENSBTAG00000001968,ENSBTAT00000002554,Ensembl_canonical,3032,2316,111,605,723,Success
ENSBTAG00000005946,ENSBTAT00000061390,Ensembl_canonical,2723,2592,79,52,138,Success
ENSBTAG00000002460,ENSBTAT00000105321,Ensembl_canonical,1834,1401,47,386,440,Success
ENSBTAG00000002767,ENSBTAT00000146290,Ensembl_canonical,2635,1023,206,1406,1619,Success
ENSBTAG00000010485,ENSBTAT00000013860,Ensembl_canonical,3216,2229,68,919,994,Success
ENSBTAG00000037393,ENSBTAT00000111881,Ensembl_canonical,2710,1458,251,1001,1259,Success
ENSBTAG00000009232,ENSBTAT00000072391,Ensembl_canonical,4766,3207,558,1001,1566,Success
ENSBTAG00000073599,ENSBTAT00000146066,Ensembl_canonical,8429,948,258,7223,7488,Success
ENSBTAG00000021910,ENSBTAT00000087441,Ensembl_canonical,6764,1524,245,4995,5247,Success
ENSBTAG00000023814,ENSBTAT00000032677,Ensembl_canonical,4292,2835,287,1170,1464,Success
ENSBTAG00000020073,ENSBTAT00000144004,Ensembl_canonical,4762,1227,206,3329,3542,Success
ENSBTAG00000057675,ENSBTAT00000152633,Ensembl_canonical,7527,1044,122,6361,6490,Success
ENSBTAG00000019376,ENSBTAT00000025816,Ensembl_canonical,7021,3624,199,3198,3404,Success
ENSBTAG00000017490,ENSBTAT00000076794,Ensembl_canonical,5395,3225,164,2006,2177,Success
ENSBTAG00000010550,ENSBTAT00000136631,Ensembl_canonical,5559,618,202,4739,4948,Success
ENSBTAG00000004154,ENSBTAT00000005438,Ensembl_canonical,3355,2109,256,990,1253,Success
ENSBTAG00000001403,ENSBTAT00000061563,Ensembl_canonical,2694,1791,134,769,910,Success
ENSBTAG00000013142,ENSBTAT00000092038,Ensembl_canonical,3684,1830,318,1536,1861,Success
ENSBTAG00000018727,ENSBTAT00000024928,Ensembl_canonical,4023,2088,364,1571,1942,Success
ENSBTAG00000012708,ENSBTAT00000016890,Ensembl_canonical,1584,1233,100,251,358,Success
ENSBTAG00000031709,ENSBTAT00000076471,Ensembl_canonical,1363,639,330,394,731,Success
ENSBTAG00000016228,ENSBTAT00000116795,Ensembl_canonical,3049,1581,199,1269,1475,Success
ENSBTAG00000001274,ENSBTAT00000092025,Ensembl_canonical,2283,1083,199,1001,1207,Success
ENSBTAG00000017416,ENSBTAT00000095452,Ensembl_canonical,3845,1602,304,1939,2250,Success
ENSBTAG00000058033,ENSBTAT00000132628,Ensembl_canonical,15647,1209,398,14040,14445,Success
ENSBTAG00000031572,ENSBTAT00000108062,Ensembl_canonical,3942,2346,199,1397,1603,Success
ENSBTAG00000027795,ENSBTAT00000135413,Ensembl_canonical,3603,2280,236,1087,1330,Success
ENSBTAG00000009336,ENSBTAT00000104232,Ensembl_canonical,1971,639,358,974,1339,Success
ENSBTAG00000004126,ENSBTAT00000074635,Ensembl_canonical,1012,855,142,15,164,Short_or_Missing_UTRs
ENSBTAG00000031561,ENSBTAT00000044707,Ensembl_canonical,1622,1020,131,471,609,Success
ENSBTAG00000005230,ENSBTAT00000044731,Ensembl_canonical,1507,1062,0,445,0,Short_or_Missing_UTRs
ENSBTAG00000003851,ENSBTAT00000005025,Ensembl_canonical,3427,1581,1261,585,1853,Success
ENSBTAG00000012120,ENSBTAT00000016071,Ensembl_canonical,3821,1971,229,1621,1857,Success
ENSBTAG00000076513,ENSBTAT00000140019,Ensembl_canonical,4029,597,96,3336,3439,Success
ENSBTAG00000013013,ENSBTAT00000084984,Ensembl_canonical,2362,2145,199,18,224,Short_or_Missing_UTRs
ENSBTAG00000002075,ENSBTAT00000002681,Ensembl_canonical,3722,2253,345,1124,1476,Success
ENSBTAG00000006142,ENSBTAT00000100836,Ensembl_canonical,6172,3033,63,3076,3146,Success
ENSBTAG00000001465,ENSBTAT00000100582,Ensembl_canonical,7269,1122,1139,5008,6154,Success
ENSBTAG00000004564,ENSBTAT00000069762,Ensembl_canonical,1733,1311,6,416,429,Short_or_Missing_UTRs
ENSBTAG00000023445,ENSBTAT00000044404,Ensembl_canonical,2513,999,506,1008,1521,Success
ENSBTAG00000031435,ENSBTAT00000148942,Ensembl_canonical,3277,588,114,2575,2696,Success
ENSBTAG00000009104,ENSBTAT00000105381,Ensembl_canonical,810,234,576,0,0,Short_or_Missing_UTRs
ENSBTAG00000018402,ENSBTAT00000024485,Ensembl_canonical,4423,2328,642,1453,2102,Success
ENSBTAG00000011150,ENSBTAT00000014805,Ensembl_canonical,1181,567,614,0,0,Short_or_Missing_UTRs
ENSBTAG00000011147,ENSBTAT00000014803,Ensembl_canonical,2252,1143,101,1008,1116,Success
ENSBTAG00000005068,ENSBTAT00000123126,Ensembl_canonical,723,621,61,41,109,Success
ENSBTAG00000007814,ENSBTAT00000010277,Ensembl_canonical,4564,1239,68,3257,3332,Success
ENSBTAG00000015163,ENSBTAT00000113254,Ensembl_canonical,1632,732,62,838,907,Success
ENSBTAG00000002395,ENSBTAT00000003112,Ensembl_canonical,3703,3012,21,670,698,Short_or_Missing_UTRs
ENSBTAG00000019704,ENSBTAT00000129406,Ensembl_canonical,5350,3033,208,2109,2324,Success
ENSBTAG00000001721,ENSBTAT00000075393,Ensembl_canonical,1971,1182,109,680,796,Success
ENSBTAG00000022227,ENSBTAT00000110973,Ensembl_canonical,1900,888,93,919,1019,Success
ENSBTAG00000011986,ENSBTAT00000083481,Ensembl_canonical,3193,996,137,2060,2204,Success
ENSBTAG00000007331,ENSBTAT00000031949,Ensembl_canonical,3903,2289,351,1263,1621,Success
ENSBTAG00000007933,ENSBTAT00000010430,Ensembl_canonical,4568,1293,688,2587,3282,Success
ENSBTAG00000031178,ENSBTAT00000072060,Ensembl_canonical,3524,1923,146,1455,1608,Success
ENSBTAG00000009154,ENSBTAT00000088655,Ensembl_canonical,4112,3090,21,1001,1029,Short_or_Missing_UTRs
ENSBTAG00000016026,ENSBTAT00000021330,Ensembl_canonical,1964,1206,221,537,765,Success
ENSBTAG00000002232,ENSBTAT00000002887,Ensembl_canonical,2912,2688,199,25,231,Short_or_Missing_UTRs
ENSBTAG00000011524,ENSBTAT00000093517,Ensembl_canonical,9773,5223,66,4484,4557,Success
ENSBTAG00000018138,ENSBTAT00000096969,Ensembl_canonical,8167,1767,42,6358,6407,Success
ENSBTAG00000006222,ENSBTAT00000008169,Ensembl_canonical,1415,1377,1,37,45,Short_or_Missing_UTRs
ENSBTAG00000014140,ENSBTAT00000018795,Ensembl_canonical,1506,840,164,502,673,Success
ENSBTAG00000015413,ENSBTAT00000044150,Ensembl_canonical,3104,2550,92,462,561,Success
ENSBTAG00000040061,ENSBTAT00000124188,Ensembl_canonical,15919,3615,8643,3661,12311,Success
ENSBTAG00000050763,ENSBTAT00000081879,Ensembl_canonical,2647,1443,203,1001,1211,Success
ENSBTAG00000015310,ENSBTAT00000020353,Ensembl_canonical,1150,936,191,23,221,Short_or_Missing_UTRs
ENSBTAG00000020028,ENSBTAT00000115958,Ensembl_canonical,1066,624,256,186,449,Success
ENSBTAG00000014843,ENSBTAT00000090923,Ensembl_canonical,3508,2721,100,687,794,Success
ENSBTAG00000006909,ENSBTAT00000009083,Ensembl_canonical,5022,3228,457,1337,1801,Success
ENSBTAG00000023426,ENSBTAT00000132762,Ensembl_canonical,1021,675,52,294,353,Success
ENSBTAG00000018538,ENSBTAT00000096413,Ensembl_canonical,3170,1932,163,1075,1245,Success
ENSBTAG00000001497,ENSBTAT00000052818,Ensembl_canonical,3959,627,87,3245,3339,Success
ENSBTAG00000019952,ENSBTAT00000070490,Ensembl_canonical,2734,2064,13,657,677,Short_or_Missing_UTRs
ENSBTAG00000019949,ENSBTAT00000026574,Ensembl_canonical,1974,1635,144,195,346,Success
ENSBTAG00000015198,ENSBTAT00000128659,Ensembl_canonical,3621,2421,199,1001,1207,Success
ENSBTAG00000018427,ENSBTAT00000024518,Ensembl_canonical,1764,1134,137,493,637,Success
ENSBTAG00000035437,ENSBTAT00000110879,Ensembl_canonical,6103,3777,363,1963,2333,Success
ENSBTAG00000015221,ENSBTAT00000074470,Ensembl_canonical,2631,1626,4,1001,1012,Short_or_Missing_UTRs
ENSBTAG00000000750,ENSBTAT00000000991,Ensembl_canonical,4704,1734,1196,1774,2977,Success
ENSBTAG00000023416,ENSBTAT00000069850,Ensembl_canonical,6079,3453,199,2427,2633,Success
ENSBTAG00000007014,ENSBTAT00000009235,Ensembl_canonical,3318,2118,199,1001,1207,Success
ENSBTAG00000000742,ENSBTAT00000077451,Ensembl_canonical,3839,2304,165,1370,1542,Success
ENSBTAG00000016999,ENSBTAT00000022607,Ensembl_canonical,2250,1767,199,284,490,Success
ENSBTAG00000001324,ENSBTAT00000001747,Ensembl_canonical,4590,1935,101,2554,2662,Success
ENSBTAG00000000905,ENSBTAT00000001199,Ensembl_canonical,4038,627,364,3047,3418,Success
ENSBTAG00000044075,ENSBTAT00000106872,Ensembl_canonical,2015,1017,24,974,1005,Short_or_Missing_UTRs
ENSBTAG00000000526,ENSBTAT00000084226,Ensembl_canonical,5503,4641,164,698,869,Success
ENSBTAG00000035556,ENSBTAT00000023484,Ensembl_canonical,3364,777,333,2254,2594,Success
ENSBTAG00000004495,ENSBTAT00000005894,Ensembl_canonical,3377,1233,193,1951,2151,Success
ENSBTAG00000002966,ENSBTAT00000133182,Ensembl_canonical,7939,6909,271,759,1037,Success
ENSBTAG00000030942,ENSBTAT00000067478,Ensembl_canonical,1299,1077,168,54,229,Success
ENSBTAG00000009258,ENSBTAT00000115351,Ensembl_canonical,2211,1941,261,9,277,Short_or_Missing_UTRs
ENSBTAG00000007462,ENSBTAT00000068941,Ensembl_canonical,4724,2040,557,2127,2691,Success
ENSBTAG00000011626,ENSBTAT00000114603,Ensembl_canonical,3203,2862,93,248,348,Success
ENSBTAG00000013602,ENSBTAT00000018087,Ensembl_canonical,9885,6972,123,2790,2920,Success
ENSBTAG00000018768,ENSBTAT00000136000,Ensembl_canonical,1150,354,0,796,0,Short_or_Missing_UTRs
ENSBTAG00000013629,ENSBTAT00000018116,Ensembl_canonical,2434,732,69,1633,1709,Success
ENSBTAG00000000394,ENSBTAT00000000507,Ensembl_canonical,2116,1890,0,226,0,Short_or_Missing_UTRs
ENSBTAG00000030913,ENSBTAT00000012035,Ensembl_canonical,3166,1956,284,926,1217,Success
ENSBTAG00000021253,ENSBTAT00000028324,Ensembl_canonical,4974,3774,199,1001,1207,Success
ENSBTAG00000021259,ENSBTAT00000093461,Ensembl_canonical,3335,2184,150,1001,1158,Success
ENSBTAG00000030836,ENSBTAT00000096215,Ensembl_canonical,4401,3201,199,1001,1207,Success
ENSBTAG00000066612,ENSBTAT00000028342,Ensembl_canonical,5454,2034,100,3320,3427,Success
ENSBTAG00000021286,ENSBTAT00000078051,Ensembl_canonical,2763,1602,268,893,1168,Success
ENSBTAG00000021899,ENSBTAT00000029195,Ensembl_canonical,2069,1848,12,209,228,Short_or_Missing_UTRs
ENSBTAG00000021491,ENSBTAT00000077373,Ensembl_canonical,2149,1539,189,421,617,Success
ENSBTAG00000014153,ENSBTAT00000018809,Ensembl_canonical,4439,1311,238,2890,3135,Success
ENSBTAG00000017418,ENSBTAT00000023157,Ensembl_canonical,4725,2214,70,2441,2518,Success
ENSBTAG00000074909,ENSBTAT00000149796,Ensembl_canonical,6421,846,140,5435,5582,Success
ENSBTAG00000003981,ENSBTAT00000070390,Ensembl_canonical,1706,1341,80,285,372,Success
ENSBTAG00000020456,ENSBTAT00000027260,Ensembl_canonical,3199,1131,30,2038,2075,Success
ENSBTAG00000007100,ENSBTAT00000087207,Ensembl_canonical,6875,3780,151,2944,3102,Success
ENSBTAG00000010658,ENSBTAT00000056305,Ensembl_canonical,2864,2343,93,428,528,Success
ENSBTAG00000060080,ENSBTAT00000118633,Ensembl_canonical,5244,783,398,4063,4468,Success
ENSBTAG00000048090,ENSBTAT00000063929,Ensembl_canonical,1740,687,52,1001,1060,Success
ENSBTAG00000017321,ENSBTAT00000114174,Ensembl_canonical,476,405,71,0,0,Short_or_Missing_UTRs
ENSBTAG00000021771,ENSBTAT00000029020,Ensembl_canonical,2262,528,66,1668,1741,Success
ENSBTAG00000017486,ENSBTAT00000102649,Ensembl_canonical,6799,2310,278,4211,4496,Success
