seqname	len_5utr	linker_len	len_3utr
ENSBTAG00000012881_ENSBTAT00000032213_UTR_pair	363	7	1001
ENSBTAG00000005660_ENSBTAT00000007436_UTR_pair	51	7	157
ENSBTAG00000006920_ENSBTAT00000009087_UTR_pair	10	7	289
ENSBTAG00000019336_ENSBTAT00000112547_UTR_pair	199	7	1001
ENSBTAG00000011414_ENSBTAT00000015168_UTR_pair	199	7	1001
ENSBTAG00000017666_ENSBTAT00000023496_UTR_pair	153	7	1349
ENSBTAG00000014451_ENSBTAT00000019219_UTR_pair	161	7	1622
ENSBTAG00000017450_ENSBTAT00000023192_UTR_pair	236	7	263
ENSBTAG00000012797_ENSBTAT00000083735_UTR_pair	199	7	2696
ENSBTAG00000000290_ENSBTAT00000084243_UTR_pair	308	7	316
ENSBTAG00000023513_ENSBTAT00000032097_UTR_pair	122	7	682
ENSBTAG00000001968_ENSBTAT00000002554_UTR_pair	111	7	605
ENSBTAG00000005946_ENSBTAT00000061390_UTR_pair	79	7	52
ENSBTAG00000002460_ENSBTAT00000105321_UTR_pair	47	7	386
ENSBTAG00000002767_ENSBTAT00000146290_UTR_pair	206	7	1406
ENSBTAG00000010485_ENSBTAT00000013860_UTR_pair	68	7	919
ENSBTAG00000037393_ENSBTAT00000111881_UTR_pair	251	7	1001
ENSBTAG00000009232_ENSBTAT00000072391_UTR_pair	558	7	1001
ENSBTAG00000073599_ENSBTAT00000146066_UTR_pair	258	7	7223
ENSBTAG00000021910_ENSBTAT00000087441_UTR_pair	245	7	4995
ENSBTAG00000023814_ENSBTAT00000032677_UTR_pair	287	7	1170
ENSBTAG00000020073_ENSBTAT00000144004_UTR_pair	206	7	3329
ENSBTAG00000057675_ENSBTAT00000152633_UTR_pair	122	7	6361
ENSBTAG00000019376_ENSBTAT00000025816_UTR_pair	199	7	3198
ENSBTAG00000017490_ENSBTAT00000076794_UTR_pair	164	7	2006
ENSBTAG00000010550_ENSBTAT00000136631_UTR_pair	202	7	4739
ENSBTAG00000004154_ENSBTAT00000005438_UTR_pair	256	7	990
ENSBTAG00000001403_ENSBTAT00000061563_UTR_pair	134	7	769
ENSBTAG00000013142_ENSBTAT00000092038_UTR_pair	318	7	1536
ENSBTAG00000018727_ENSBTAT00000024928_UTR_pair	364	7	1571
ENSBTAG00000012708_ENSBTAT00000016890_UTR_pair	100	7	251
ENSBTAG00000031709_ENSBTAT00000076471_UTR_pair	330	7	394
ENSBTAG00000016228_ENSBTAT00000116795_UTR_pair	199	7	1269
ENSBTAG00000001274_ENSBTAT00000092025_UTR_pair	199	7	1001
ENSBTAG00000017416_ENSBTAT00000095452_UTR_pair	304	7	1939
ENSBTAG00000058033_ENSBTAT00000132628_UTR_pair	398	7	14040
ENSBTAG00000031572_ENSBTAT00000108062_UTR_pair	199	7	1397
ENSBTAG00000027795_ENSBTAT00000135413_UTR_pair	236	7	1087
ENSBTAG00000009336_ENSBTAT00000104232_UTR_pair	358	7	974
ENSBTAG00000004126_ENSBTAT00000074635_UTR_pair	142	7	15
ENSBTAG00000031561_ENSBTAT00000044707_UTR_pair	131	7	471
ENSBTAG00000003851_ENSBTAT00000005025_UTR_pair	1261	7	585
ENSBTAG00000012120_ENSBTAT00000016071_UTR_pair	229	7	1621
ENSBTAG00000076513_ENSBTAT00000140019_UTR_pair	96	7	3336
ENSBTAG00000013013_ENSBTAT00000084984_UTR_pair	199	7	18
ENSBTAG00000002075_ENSBTAT00000002681_UTR_pair	345	7	1124
ENSBTAG00000006142_ENSBTAT00000100836_UTR_pair	63	7	3076
ENSBTAG00000001465_ENSBTAT00000100582_UTR_pair	1139	7	5008
ENSBTAG00000004564_ENSBTAT00000069762_UTR_pair	6	7	416
ENSBTAG00000023445_ENSBTAT00000044404_UTR_pair	506	7	1008
ENSBTAG00000031435_ENSBTAT00000148942_UTR_pair	114	7	2575
ENSBTAG00000018402_ENSBTAT00000024485_UTR_pair	642	7	1453
ENSBTAG00000011147_ENSBTAT00000014803_UTR_pair	101	7	1008
ENSBTAG00000005068_ENSBTAT00000123126_UTR_pair	61	7	41
ENSBTAG00000007814_ENSBTAT00000010277_UTR_pair	68	7	3257
ENSBTAG00000015163_ENSBTAT00000113254_UTR_pair	62	7	838
ENSBTAG00000002395_ENSBTAT00000003112_UTR_pair	21	7	670
ENSBTAG00000019704_ENSBTAT00000129406_UTR_pair	208	7	2109
ENSBTAG00000001721_ENSBTAT00000075393_UTR_pair	109	7	680
ENSBTAG00000022227_ENSBTAT00000110973_UTR_pair	93	7	919
ENSBTAG00000011986_ENSBTAT00000083481_UTR_pair	137	7	2060
ENSBTAG00000007331_ENSBTAT00000031949_UTR_pair	351	7	1263
ENSBTAG00000007933_ENSBTAT00000010430_UTR_pair	688	7	2587
ENSBTAG00000031178_ENSBTAT00000072060_UTR_pair	146	7	1455
ENSBTAG00000009154_ENSBTAT00000088655_UTR_pair	21	7	1001
ENSBTAG00000016026_ENSBTAT00000021330_UTR_pair	221	7	537
ENSBTAG00000002232_ENSBTAT00000002887_UTR_pair	199	7	25
ENSBTAG00000011524_ENSBTAT00000093517_UTR_pair	66	7	4484
ENSBTAG00000018138_ENSBTAT00000096969_UTR_pair	42	7	6358
ENSBTAG00000006222_ENSBTAT00000008169_UTR_pair	1	7	37
ENSBTAG00000014140_ENSBTAT00000018795_UTR_pair	164	7	502
ENSBTAG00000015413_ENSBTAT00000044150_UTR_pair	92	7	462
ENSBTAG00000040061_ENSBTAT00000124188_UTR_pair	8643	7	3661
ENSBTAG00000050763_ENSBTAT00000081879_UTR_pair	203	7	1001
ENSBTAG00000015310_ENSBTAT00000020353_UTR_pair	191	7	23
ENSBTAG00000020028_ENSBTAT00000115958_UTR_pair	256	7	186
ENSBTAG00000014843_ENSBTAT00000090923_UTR_pair	100	7	687
ENSBTAG00000006909_ENSBTAT00000009083_UTR_pair	457	7	1337
ENSBTAG00000023426_ENSBTAT00000132762_UTR_pair	52	7	294
ENSBTAG00000018538_ENSBTAT00000096413_UTR_pair	163	7	1075
ENSBTAG00000001497_ENSBTAT00000052818_UTR_pair	87	7	3245
ENSBTAG00000019952_ENSBTAT00000070490_UTR_pair	13	7	657
ENSBTAG00000019949_ENSBTAT00000026574_UTR_pair	144	7	195
ENSBTAG00000015198_ENSBTAT00000128659_UTR_pair	199	7	1001
ENSBTAG00000018427_ENSBTAT00000024518_UTR_pair	137	7	493
ENSBTAG00000035437_ENSBTAT00000110879_UTR_pair	363	7	1963
ENSBTAG00000015221_ENSBTAT00000074470_UTR_pair	4	7	1001
ENSBTAG00000000750_ENSBTAT00000000991_UTR_pair	1196	7	1774
ENSBTAG00000023416_ENSBTAT00000069850_UTR_pair	199	7	2427
ENSBTAG00000007014_ENSBTAT00000009235_UTR_pair	199	7	1001
ENSBTAG00000000742_ENSBTAT00000077451_UTR_pair	165	7	1370
ENSBTAG00000016999_ENSBTAT00000022607_UTR_pair	199	7	284
ENSBTAG00000001324_ENSBTAT00000001747_UTR_pair	101	7	2554
ENSBTAG00000000905_ENSBTAT00000001199_UTR_pair	364	7	3047
ENSBTAG00000044075_ENSBTAT00000106872_UTR_pair	24	7	974
ENSBTAG00000000526_ENSBTAT00000084226_UTR_pair	164	7	698
ENSBTAG00000035556_ENSBTAT00000023484_UTR_pair	333	7	2254
ENSBTAG00000004495_ENSBTAT00000005894_UTR_pair	193	7	1951
ENSBTAG00000002966_ENSBTAT00000133182_UTR_pair	271	7	759
ENSBTAG00000030942_ENSBTAT00000067478_UTR_pair	168	7	54
ENSBTAG00000009258_ENSBTAT00000115351_UTR_pair	261	7	9
ENSBTAG00000007462_ENSBTAT00000068941_UTR_pair	557	7	2127
ENSBTAG00000011626_ENSBTAT00000114603_UTR_pair	93	7	248
ENSBTAG00000013602_ENSBTAT00000018087_UTR_pair	123	7	2790
ENSBTAG00000013629_ENSBTAT00000018116_UTR_pair	69	7	1633
ENSBTAG00000030913_ENSBTAT00000012035_UTR_pair	284	7	926
ENSBTAG00000021253_ENSBTAT00000028324_UTR_pair	199	7	1001
ENSBTAG00000021259_ENSBTAT00000093461_UTR_pair	150	7	1001
ENSBTAG00000030836_ENSBTAT00000096215_UTR_pair	199	7	1001
ENSBTAG00000066612_ENSBTAT00000028342_UTR_pair	100	7	3320
ENSBTAG00000021286_ENSBTAT00000078051_UTR_pair	268	7	893
ENSBTAG00000021899_ENSBTAT00000029195_UTR_pair	12	7	209
ENSBTAG00000021491_ENSBTAT00000077373_UTR_pair	189	7	421
ENSBTAG00000014153_ENSBTAT00000018809_UTR_pair	238	7	2890
ENSBTAG00000017418_ENSBTAT00000023157_UTR_pair	70	7	2441
ENSBTAG00000074909_ENSBTAT00000149796_UTR_pair	140	7	5435
ENSBTAG00000003981_ENSBTAT00000070390_UTR_pair	80	7	285
ENSBTAG00000020456_ENSBTAT00000027260_UTR_pair	30	7	2038
ENSBTAG00000007100_ENSBTAT00000087207_UTR_pair	151	7	2944
ENSBTAG00000010658_ENSBTAT00000056305_UTR_pair	93	7	428
ENSBTAG00000060080_ENSBTAT00000118633_UTR_pair	398	7	4063
ENSBTAG00000048090_ENSBTAT00000063929_UTR_pair	52	7	1001
ENSBTAG00000021771_ENSBTAT00000029020_UTR_pair	66	7	1668
ENSBTAG00000017486_ENSBTAT00000102649_UTR_pair	278	7	4211
ENSBTAG00000024162_ENSBTAT00000043357_UTR_pair	209	7	608
ENSBTAG00000011802_ENSBTAT00000015668_UTR_pair	219	7	766
ENSBTAG00000019269_ENSBTAT00000111108_UTR_pair	141	7	506
ENSBTAG00000018936_ENSBTAT00000025201_UTR_pair	53	7	1977
ENSBTAG00000003148_ENSBTAT00000004097_UTR_pair	457	7	129
ENSBTAG00000003161_ENSBTAT00000004104_UTR_pair	199	7	1696
ENSBTAG00000030670_ENSBTAT00000029328_UTR_pair	127	7	338
ENSBTAG00000011495_ENSBTAT00000066782_UTR_pair	246	7	1713
ENSBTAG00000005503_ENSBTAT00000031549_UTR_pair	199	7	401
ENSBTAG00000007039_ENSBTAT00000009259_UTR_pair	131	7	802
ENSBTAG00000004742_ENSBTAT00000006224_UTR_pair	221	7	1001
ENSBTAG00000018688_ENSBTAT00000024873_UTR_pair	184	7	44
ENSBTAG00000011876_ENSBTAT00000154656_UTR_pair	41	7	3015
ENSBTAG00000011880_ENSBTAT00000015764_UTR_pair	167	7	220
ENSBTAG00000033679_ENSBTAT00000120155_UTR_pair	58	7	3185
ENSBTAG00000008167_ENSBTAT00000104757_UTR_pair	199	7	484
ENSBTAG00000004791_ENSBTAT00000119990_UTR_pair	36	7	2
ENSBTAG00000001771_ENSBTAT00000072702_UTR_pair	264	7	2725
ENSBTAG00000009214_ENSBTAT00000074510_UTR_pair	108	7	1999
ENSBTAG00000006479_ENSBTAT00000008495_UTR_pair	294	7	1065
ENSBTAG00000023377_ENSBTAT00000031822_UTR_pair	199	7	1239
ENSBTAG00000023375_ENSBTAT00000079401_UTR_pair	281	7	320
ENSBTAG00000019202_ENSBTAT00000118955_UTR_pair	12	7	3264
ENSBTAG00000024815_ENSBTAT00000130471_UTR_pair	199	7	2977
ENSBTAG00000004891_ENSBTAT00000097695_UTR_pair	477	7	397
ENSBTAG00000030593_ENSBTAT00000134763_UTR_pair	11	7	1001
ENSBTAG00000009942_ENSBTAT00000013117_UTR_pair	199	7	1822
ENSBTAG00000021158_ENSBTAT00000028199_UTR_pair	168	7	1392
ENSBTAG00000046385_ENSBTAT00000136322_UTR_pair	356	7	543
ENSBTAG00000000746_ENSBTAT00000075969_UTR_pair	199	7	1848
ENSBTAG00000012867_ENSBTAT00000017100_UTR_pair	199	7	1001
ENSBTAG00000002896_ENSBTAT00000003764_UTR_pair	14	7	536
ENSBTAG00000016954_ENSBTAT00000135036_UTR_pair	57	7	176
ENSBTAG00000012497_ENSBTAT00000016581_UTR_pair	157	7	572
ENSBTAG00000000767_ENSBTAT00000123914_UTR_pair	132	7	1001
ENSBTAG00000012803_ENSBTAT00000017007_UTR_pair	65	7	358
ENSBTAG00000014750_ENSBTAT00000071153_UTR_pair	882	7	532
ENSBTAG00000014099_ENSBTAT00000018745_UTR_pair	211	7	1782
ENSBTAG00000014027_ENSBTAT00000116005_UTR_pair	199	7	1723
ENSBTAG00000001895_ENSBTAT00000107053_UTR_pair	97	7	287
ENSBTAG00000001898_ENSBTAT00000002468_UTR_pair	170	7	573
ENSBTAG00000008699_ENSBTAT00000011464_UTR_pair	191	7	1700
ENSBTAG00000035030_ENSBTAT00000110586_UTR_pair	199	7	414
ENSBTAG00000017442_ENSBTAT00000023186_UTR_pair	211	7	694
ENSBTAG00000034998_ENSBTAT00000020753_UTR_pair	199	7	1001
ENSBTAG00000035174_ENSBTAT00000049661_UTR_pair	63	7	585
ENSBTAG00000014536_ENSBTAT00000131082_UTR_pair	271	7	1475
ENSBTAG00000007840_ENSBTAT00000010315_UTR_pair	193	7	1575
ENSBTAG00000000081_ENSBTAT00000116228_UTR_pair	111	7	47
ENSBTAG00000004028_ENSBTAT00000120925_UTR_pair	184	7	1517
ENSBTAG00000007114_ENSBTAT00000126283_UTR_pair	126	7	376
ENSBTAG00000000897_ENSBTAT00000094339_UTR_pair	205	7	836
ENSBTAG00000020199_ENSBTAT00000026902_UTR_pair	193	7	2084
ENSBTAG00000034848_ENSBTAT00000049319_UTR_pair	161	7	2848
ENSBTAG00000034823_ENSBTAT00000049280_UTR_pair	355	7	2469
ENSBTAG00000065804_ENSBTAT00000078442_UTR_pair	285	7	1001
ENSBTAG00000020212_ENSBTAT00000026917_UTR_pair	110	7	60
ENSBTAG00000003263_ENSBTAT00000095668_UTR_pair	199	7	972
ENSBTAG00000005016_ENSBTAT00000096427_UTR_pair	40	7	573
ENSBTAG00000007371_ENSBTAT00000009693_UTR_pair	67	7	158
ENSBTAG00000007374_ENSBTAT00000009698_UTR_pair	204	7	3874
ENSBTAG00000025856_ENSBTAT00000061226_UTR_pair	514	7	1186
ENSBTAG00000025853_ENSBTAT00000082088_UTR_pair	199	7	1617
ENSBTAG00000006751_ENSBTAT00000008885_UTR_pair	511	7	1349
ENSBTAG00000001619_ENSBTAT00000002123_UTR_pair	199	7	344
ENSBTAG00000075267_ENSBTAT00000153652_UTR_pair	152	7	2901
ENSBTAG00000015716_ENSBTAT00000079822_UTR_pair	199	7	3269
ENSBTAG00000010399_ENSBTAT00000069909_UTR_pair	258	7	1517
ENSBTAG00000011540_ENSBTAT00000102792_UTR_pair	132	7	559
ENSBTAG00000021630_ENSBTAT00000028820_UTR_pair	11	7	231
ENSBTAG00000039658_ENSBTAT00000054198_UTR_pair	152	7	1033
ENSBTAG00000008386_ENSBTAT00000011038_UTR_pair	199	7	29
ENSBTAG00000012352_ENSBTAT00000084343_UTR_pair	199	7	1272
ENSBTAG00000014807_ENSBTAT00000019706_UTR_pair	199	7	573
ENSBTAG00000015155_ENSBTAT00000125394_UTR_pair	138	7	1001
ENSBTAG00000015158_ENSBTAT00000020164_UTR_pair	353	7	574
ENSBTAG00000017095_ENSBTAT00000102724_UTR_pair	437	7	581
ENSBTAG00000077962_ENSBTAT00000025235_UTR_pair	44	7	1598
ENSBTAG00000000371_ENSBTAT00000000481_UTR_pair	119	7	286
ENSBTAG00000000372_ENSBTAT00000068089_UTR_pair	40	7	640
ENSBTAG00000000625_ENSBTAT00000077858_UTR_pair	764	7	255
ENSBTAG00000012599_ENSBTAT00000016728_UTR_pair	66	7	4256
ENSBTAG00000040368_ENSBTAT00000097764_UTR_pair	25	7	649
ENSBTAG00000000218_ENSBTAT00000000265_UTR_pair	682	7	340
ENSBTAG00000005565_ENSBTAT00000107273_UTR_pair	199	7	708
ENSBTAG00000071642_ENSBTAT00000152501_UTR_pair	671	7	4609
ENSBTAG00000012681_ENSBTAT00000080431_UTR_pair	160	7	1829
ENSBTAG00000012365_ENSBTAT00000123888_UTR_pair	138	7	1167
ENSBTAG00000001405_ENSBTAT00000001844_UTR_pair	215	7	3208
ENSBTAG00000009983_ENSBTAT00000069739_UTR_pair	199	7	591
ENSBTAG00000015580_ENSBTAT00000090679_UTR_pair	251	7	1914
ENSBTAG00000013982_ENSBTAT00000075718_UTR_pair	27	7	118
ENSBTAG00000001601_ENSBTAT00000108129_UTR_pair	256	7	623
ENSBTAG00000005753_ENSBTAT00000007566_UTR_pair	202	7	272
ENSBTAG00000012981_ENSBTAT00000017261_UTR_pair	35	7	181
ENSBTAG00000007614_ENSBTAT00000101286_UTR_pair	349	7	696
ENSBTAG00000001578_ENSBTAT00000002065_UTR_pair	64	7	1042
ENSBTAG00000004990_ENSBTAT00000006569_UTR_pair	193	7	741
ENSBTAG00000019734_ENSBTAT00000026300_UTR_pair	273	7	1399
ENSBTAG00000010666_ENSBTAT00000089432_UTR_pair	199	7	1191
ENSBTAG00000007149_ENSBTAT00000124336_UTR_pair	132	7	1840
ENSBTAG00000006366_ENSBTAT00000039158_UTR_pair	199	7	773
ENSBTAG00000010235_ENSBTAT00000047185_UTR_pair	94	7	116
ENSBTAG00000010234_ENSBTAT00000013522_UTR_pair	289	7	255
ENSBTAG00000002712_ENSBTAT00000055751_UTR_pair	114	7	342
ENSBTAG00000002707_ENSBTAT00000080214_UTR_pair	62	7	929
ENSBTAG00000005814_ENSBTAT00000077746_UTR_pair	1035	7	41
ENSBTAG00000025778_ENSBTAT00000036447_UTR_pair	206	7	959
ENSBTAG00000021395_ENSBTAT00000069799_UTR_pair	199	7	137
ENSBTAG00000021392_ENSBTAT00000028515_UTR_pair	393	7	712
ENSBTAG00000007099_ENSBTAT00000055864_UTR_pair	199	7	177
ENSBTAG00000016467_ENSBTAT00000036406_UTR_pair	151	7	639
ENSBTAG00000007415_ENSBTAT00000108232_UTR_pair	440	7	1957
ENSBTAG00000011571_ENSBTAT00000153623_UTR_pair	199	7	606
