seqname	gene_id	transcript_id	region	length	selection_reason	short_utrs
ENSG00000174842_ENST00000370360.8_UTR_pair	ENSG00000174842	ENST00000370360.8	UTR_pair	228	MANE_Select	false
ENSG00000118292_ENST00000369099.8_mRNA	ENSG00000118292	ENST00000369099.8	mRNA	509	MANE_Select	true
ENSG00000118292_ENST00000369099.8_CDS	ENSG00000118292	ENST00000369099.8	CDS	396	MANE_Select	true
ENSG00000118292_ENST00000369099.8_5UTR	ENSG00000118292	ENST00000369099.8	5UTR	28	MANE_Select	true
ENSG00000118292_ENST00000369099.8_3UTR	ENSG00000118292	ENST00000369099.8	3UTR	85	MANE_Select	true
ENSG00000118292_ENST00000369099.8_start_codon_region	ENSG00000118292	ENST00000369099.8	start_codon_region	61	MANE_Select	true
ENSG00000118292_ENST00000369099.8_stop_codon_region	ENSG00000118292	ENST00000369099.8	stop_codon_region	63	MANE_Select	true
ENSG00000118292_ENST00000369099.8_tail_region	ENSG00000118292	ENST00000369099.8	tail_region	100	MANE_Select	true
ENSG00000118292_ENST00000369099.8_UTR_pair	ENSG00000118292	ENST00000369099.8	UTR_pair	120	MANE_Select	true
ENSG00000143569_ENST00000428931.6_mRNA	ENSG00000143569	ENST00000428931.6	mRNA	3877	MANE_Select	false
ENSG00000143569_ENST00000428931.6_CDS	ENSG00000143569	ENST00000428931.6	CDS	3264	MANE_Select	false
ENSG00000143569_ENST00000428931.6_5UTR	ENSG00000143569	ENST00000428931.6	5UTR	61	MANE_Select	false
ENSG00000143569_ENST00000428931.6_3UTR	ENSG00000143569	ENST00000428931.6	3UTR	552	MANE_Select	false
ENSG00000143569_ENST00000428931.6_start_codon_region	ENSG00000143569	ENST00000428931.6	start_codon_region	63	MANE_Select	false
ENSG00000143569_ENST00000428931.6_stop_codon_region	ENSG00000143569	ENST00000428931.6	stop_codon_region	63	MANE_Select	false
ENSG00000143569_ENST00000428931.6_tail_region	ENSG00000143569	ENST00000428931.6	tail_region	100	MANE_Select	false
ENSG00000143569_ENST00000428931.6_UTR_pair	ENSG00000143569	ENST00000428931.6	UTR_pair	620	MANE_Select	false
ENSG00000000971_ENST00000367429.9_mRNA	ENSG00000000971	ENST00000367429.9	mRNA	3962	MANE_Select	false
ENSG00000000971_ENST00000367429.9_CDS	ENSG00000000971	ENST00000367429.9	CDS	3696	MANE_Select	false
ENSG00000000971_ENST00000367429.9_5UTR	ENSG00000000971	ENST00000367429.9	5UTR	75	MANE_Select	false
ENSG00000000971_ENST00000367429.9_3UTR	ENSG00000000971	ENST00000367429.9	3UTR	191	MANE_Select	false
ENSG00000000971_ENST00000367429.9_start_codon_region	ENSG00000000971	ENST00000367429.9	start_codon_region	63	MANE_Select	false
ENSG00000000971_ENST00000367429.9_stop_codon_region	ENSG00000000971	ENST00000367429.9	stop_codon_region	63	MANE_Select	false
ENSG00000000971_ENST00000367429.9_tail_region	ENSG00000000971	ENST00000367429.9	tail_region	100	MANE_Select	false
ENSG00000000971_ENST00000367429.9_UTR_pair	ENSG00000000971	ENST00000367429.9	UTR_pair	273	MANE_Select	false
ENSG00000173409_ENST00000310256.7_mRNA	ENSG00000173409	ENST00000310256.7	mRNA	1428	MANE_Select	true
ENSG00000173409_ENST00000310256.7_CDS	ENSG00000173409	ENST00000310256.7	CDS	816	MANE_Select	true
ENSG00000173409_ENST00000310256.7_5UTR	ENSG00000173409	ENST00000310256.7	5UTR	12	MANE_Select	true
ENSG00000173409_ENST00000310256.7_3UTR	ENSG00000173409	ENST00000310256.7	3UTR	600	MANE_Select	true
ENSG00000173409_ENST00000310256.7_start_codon_region	ENSG00000173409	ENST00000310256.7	start_codon_region	45	MANE_Select	true
ENSG00000173409_ENST00000310256.7_stop_codon_region	ENSG00000173409	ENST00000310256.7	stop_codon_region	63	MANE_Select	true
ENSG00000173409_ENST00000310256.7_tail_region	ENSG00000173409	ENST00000310256.7	tail_region	100	MANE_Select	true
ENSG00000173409_ENST00000310256.7_UTR_pair	ENSG00000173409	ENST00000310256.7	UTR_pair	619	MANE_Select	true
ENSG00000188739_ENST00000408888.8_mRNA	ENSG00000188739	ENST00000408888.8	mRNA	1847	MANE_Select	true
ENSG00000188739_ENST00000408888.8_CDS	ENSG00000188739	ENST00000408888.8	CDS	1293	MANE_Select	true
ENSG00000188739_ENST00000408888.8_5UTR	ENSG00000188739	ENST00000408888.8	5UTR	24	MANE_Select	true
ENSG00000188739_ENST00000408888.8_3UTR	ENSG00000188739	ENST00000408888.8	3UTR	530	MANE_Select	true
ENSG00000188739_ENST00000408888.8_start_codon_region	ENSG00000188739	ENST00000408888.8	start_codon_region	57	MANE_Select	true
ENSG00000188739_ENST00000408888.8_stop_codon_region	ENSG00000188739	ENST00000408888.8	stop_codon_region	63	MANE_Select	true
ENSG00000188739_ENST00000408888.8_tail_region	ENSG00000188739	ENST00000408888.8	tail_region	100	MANE_Select	true
ENSG00000188739_ENST00000408888.8_UTR_pair	ENSG00000188739	ENST00000408888.8	UTR_pair	561	MANE_Select	true
ENSG00000163001_ENST00000349456.9_mRNA	ENSG00000163001	ENST00000349456.9	mRNA	1184	MANE_Select	false
ENSG00000163001_ENST00000349456.9_CDS	ENSG00000163001	ENST00000349456.9	CDS	1029	MANE_Select	false
ENSG00000163001_ENST00000349456.9_5UTR	ENSG00000163001	ENST00000349456.9	5UTR	84	MANE_Select	false
ENSG00000163001_ENST00000349456.9_3UTR	ENSG00000163001	ENST00000349456.9	3UTR	71	MANE_Select	false
ENSG00000163001_ENST00000349456.9_start_codon_region	ENSG00000163001	ENST00000349456.9	start_codon_region	63	MANE_Select	false
ENSG00000163001_ENST00000349456.9_stop_codon_region	ENSG00000163001	ENST00000349456.9	stop_codon_region	63	MANE_Select	false
ENSG00000163001_ENST00000349456.9_tail_region	ENSG00000163001	ENST00000349456.9	tail_region	100	MANE_Select	false
ENSG00000163001_ENST00000349456.9_UTR_pair	ENSG00000163001	ENST00000349456.9	UTR_pair	162	MANE_Select	false
ENSG00000124370_ENST00000244217.6_mRNA	ENSG00000124370	ENST00000244217.6	mRNA	824	MANE_Select	true
ENSG00000124370_ENST00000244217.6_CDS	ENSG00000124370	ENST00000244217.6	CDS	531	MANE_Select	true
ENSG00000124370_ENST00000244217.6_5UTR	ENSG00000124370	ENST00000244217.6	5UTR	10	MANE_Select	true
ENSG00000124370_ENST00000244217.6_3UTR	ENSG00000124370	ENST00000244217.6	3UTR	283	MANE_Select	true
ENSG00000124370_ENST00000244217.6_start_codon_region	ENSG00000124370	ENST00000244217.6	start_codon_region	43	MANE_Select	true
ENSG00000124370_ENST00000244217.6_stop_codon_region	ENSG00000124370	ENST00000244217.6	stop_codon_region	63	MANE_Select	true
ENSG00000124370_ENST00000244217.6_tail_region	ENSG00000124370	ENST00000244217.6	tail_region	100	MANE_Select	true
ENSG00000124370_ENST00000244217.6_UTR_pair	ENSG00000124370	ENST00000244217.6	UTR_pair	300	MANE_Select	true
ENSG00000124383_ENST00000244230.7_mRNA	ENSG00000124383	ENST00000244230.7	mRNA	2164	MANE_Select	false
ENSG00000124383_ENST00000244230.7_CDS	ENSG00000124383	ENST00000244230.7	CDS	2046	MANE_Select	false
ENSG00000124383_ENST00000244230.7_5UTR	ENSG00000124383	ENST00000244230.7	5UTR	32	MANE_Select	false
ENSG00000124383_ENST00000244230.7_3UTR	ENSG00000124383	ENST00000244230.7	3UTR	86	MANE_Select	false
ENSG00000124383_ENST00000244230.7_start_codon_region	ENSG00000124383	ENST00000244230.7	start_codon_region	63	MANE_Select	false
ENSG00000124383_ENST00000244230.7_stop_codon_region	ENSG00000124383	ENST00000244230.7	stop_codon_region	63	MANE_Select	false
ENSG00000124383_ENST00000244230.7_tail_region	ENSG00000124383	ENST00000244230.7	tail_region	100	MANE_Select	false
ENSG00000124383_ENST00000244230.7_UTR_pair	ENSG00000124383	ENST00000244230.7	UTR_pair	125	MANE_Select	false
ENSG00000158411_ENST00000289359.6_mRNA	ENSG00000158411	ENST00000289359.6	mRNA	939	MANE_Select	false
ENSG00000158411_ENST00000289359.6_CDS	ENSG00000158411	ENST00000289359.6	CDS	750	MANE_Select	false
ENSG00000158411_ENST00000289359.6_5UTR	ENSG00000158411	ENST00000289359.6	5UTR	77	MANE_Select	false
ENSG00000158411_ENST00000289359.6_3UTR	ENSG00000158411	ENST00000289359.6	3UTR	112	MANE_Select	false
ENSG00000158411_ENST00000289359.6_start_codon_region	ENSG00000158411	ENST00000289359.6	start_codon_region	63	MANE_Select	false
ENSG00000158411_ENST00000289359.6_stop_codon_region	ENSG00000158411	ENST00000289359.6	stop_codon_region	63	MANE_Select	false
ENSG00000158411_ENST00000289359.6_tail_region	ENSG00000158411	ENST00000289359.6	tail_region	100	MANE_Select	false
ENSG00000158411_ENST00000289359.6_UTR_pair	ENSG00000158411	ENST00000289359.6	UTR_pair	196	MANE_Select	false
ENSG00000075884_ENST00000295095.11_mRNA	ENSG00000075884	ENST00000295095.11	mRNA	1670	MANE_Select	false
ENSG00000075884_ENST00000295095.11_CDS	ENSG00000075884	ENST00000295095.11	CDS	1428	MANE_Select	false
ENSG00000075884_ENST00000295095.11_5UTR	ENSG00000075884	ENST00000295095.11	5UTR	62	MANE_Select	false
ENSG00000075884_ENST00000295095.11_3UTR	ENSG00000075884	ENST00000295095.11	3UTR	180	MANE_Select	false
ENSG00000075884_ENST00000295095.11_start_codon_region	ENSG00000075884	ENST00000295095.11	start_codon_region	63	MANE_Select	false
ENSG00000075884_ENST00000295095.11_stop_codon_region	ENSG00000075884	ENST00000295095.11	stop_codon_region	63	MANE_Select	false
ENSG00000075884_ENST00000295095.11_tail_region	ENSG00000075884	ENST00000295095.11	tail_region	100	MANE_Select	false
ENSG00000075884_ENST00000295095.11_UTR_pair	ENSG00000075884	ENST00000295095.11	UTR_pair	249	MANE_Select	false
ENSG00000163072_ENST00000317647.12_mRNA	ENSG00000163072	ENST00000317647.12	mRNA	2075	MANE_Select	true
ENSG00000163072_ENST00000317647.12_CDS	ENSG00000163072	ENST00000317647.12	CDS	1521	MANE_Select	true
ENSG00000163072_ENST00000317647.12_5UTR	ENSG00000163072	ENST00000317647.12	5UTR	10	MANE_Select	true
ENSG00000163072_ENST00000317647.12_3UTR	ENSG00000163072	ENST00000317647.12	3UTR	544	MANE_Select	true
ENSG00000163072_ENST00000317647.12_start_codon_region	ENSG00000163072	ENST00000317647.12	start_codon_region	43	MANE_Select	true
ENSG00000163072_ENST00000317647.12_stop_codon_region	ENSG00000163072	ENST00000317647.12	stop_codon_region	63	MANE_Select	true
ENSG00000163072_ENST00000317647.12_tail_region	ENSG00000163072	ENST00000317647.12	tail_region	100	MANE_Select	true
ENSG00000163072_ENST00000317647.12_UTR_pair	ENSG00000163072	ENST00000317647.12	UTR_pair	561	MANE_Select	true
ENSG00000172053_ENST00000306125.12_mRNA	ENSG00000172053	ENST00000306125.12	mRNA	2449	MANE_Select	true
ENSG00000172053_ENST00000306125.12_CDS	ENSG00000172053	ENST00000306125.12	CDS	2328	MANE_Select	true
ENSG00000172053_ENST00000306125.12_5UTR	ENSG00000172053	ENST00000306125.12	5UTR	24	MANE_Select	true
ENSG00000172053_ENST00000306125.12_3UTR	ENSG00000172053	ENST00000306125.12	3UTR	97	MANE_Select	true
ENSG00000172053_ENST00000306125.12_start_codon_region	ENSG00000172053	ENST00000306125.12	start_codon_region	57	MANE_Select	true
ENSG00000172053_ENST00000306125.12_stop_codon_region	ENSG00000172053	ENST00000306125.12	stop_codon_region	63	MANE_Select	true
ENSG00000172053_ENST00000306125.12_tail_region	ENSG00000172053	ENST00000306125.12	tail_region	100	MANE_Select	true
ENSG00000172053_ENST00000306125.12_UTR_pair	ENSG00000172053	ENST00000306125.12	UTR_pair	128	MANE_Select	true
ENSG00000163634_ENST00000295899.10_mRNA	ENSG00000163634	ENST00000295899.10	mRNA	892	MANE_Select	true
ENSG00000163634_ENST00000295899.10_CDS	ENSG00000163634	ENST00000295899.10	CDS	615	MANE_Select	true
ENSG00000163634_ENST00000295899.10_5UTR	ENSG00000163634	ENST00000295899.10	5UTR	15	MANE_Select	true
ENSG00000163634_ENST00000295899.10_3UTR	ENSG00000163634	ENST00000295899.10	3UTR	262	MANE_Select	true
ENSG00000163634_ENST00000295899.10_start_codon_region	ENSG00000163634	ENST00000295899.10	start_codon_region	48	MANE_Select	true
ENSG00000163634_ENST00000295899.10_stop_codon_region	ENSG00000163634	ENST00000295899.10	stop_codon_region	63	MANE_Select	true
ENSG00000163634_ENST00000295899.10_tail_region	ENSG00000163634	ENST00000295899.10	tail_region	100	MANE_Select	true
ENSG00000163634_ENST00000295899.10_UTR_pair	ENSG00000163634	ENST00000295899.10	UTR_pair	284	MANE_Select	true
ENSG00000145088_ENST00000273668.7_mRNA	ENSG00000145088	ENST00000273668.7	mRNA	998	MANE_Select	false
ENSG00000145088_ENST00000273668.7_CDS	ENSG00000145088	ENST00000273668.7	CDS	783	MANE_Select	false
ENSG00000145088_ENST00000273668.7_5UTR	ENSG00000145088	ENST00000273668.7	5UTR	77	MANE_Select	false
ENSG00000145088_ENST00000273668.7_3UTR	ENSG00000145088	ENST00000273668.7	3UTR	138	MANE_Select	false
ENSG00000145088_ENST00000273668.7_start_codon_region	ENSG00000145088	ENST00000273668.7	start_codon_region	63	MANE_Select	false
ENSG00000145088_ENST00000273668.7_stop_codon_region	ENSG00000145088	ENST00000273668.7	stop_codon_region	63	MANE_Select	false
ENSG00000145088_ENST00000273668.7_tail_region	ENSG00000145088	ENST00000273668.7	tail_region	100	MANE_Select	false
ENSG00000145088_ENST00000273668.7_UTR_pair	ENSG00000145088	ENST00000273668.7	UTR_pair	222	MANE_Select	false
ENSG00000114631_ENST00000342480.7_mRNA	ENSG00000114631	ENST00000342480.7	mRNA	2175	MANE_Select	false
ENSG00000114631_ENST00000342480.7_CDS	ENSG00000114631	ENST00000342480.7	CDS	1818	MANE_Select	false
ENSG00000114631_ENST00000342480.7_5UTR	ENSG00000114631	ENST00000342480.7	5UTR	35	MANE_Select	false
ENSG00000114631_ENST00000342480.7_3UTR	ENSG00000114631	ENST00000342480.7	3UTR	322	MANE_Select	false
ENSG00000114631_ENST00000342480.7_start_codon_region	ENSG00000114631	ENST00000342480.7	start_codon_region	63	MANE_Select	false
ENSG00000114631_ENST00000342480.7_stop_codon_region	ENSG00000114631	ENST00000342480.7	stop_codon_region	63	MANE_Select	false
ENSG00000114631_ENST00000342480.7_tail_region	ENSG00000114631	ENST00000342480.7	tail_region	100	MANE_Select	false
ENSG00000114631_ENST00000342480.7_UTR_pair	ENSG00000114631	ENST00000342480.7	UTR_pair	364	MANE_Select	false
ENSG00000132394_ENST00000254730.11_mRNA	ENSG00000132394	ENST00000254730.11	mRNA	2205	MANE_Select	true
ENSG00000132394_ENST00000254730.11_CDS	ENSG00000132394	ENST00000254730.11	CDS	1791	MANE_Select	true
ENSG00000132394_ENST00000254730.11_5UTR	ENSG00000132394	ENST00000254730.11	5UTR	27	MANE_Select	true
ENSG00000132394_ENST00000254730.11_3UTR	ENSG00000132394	ENST00000254730.11	3UTR	387	MANE_Select	true
ENSG00000132394_ENST00000254730.11_start_codon_region	ENSG00000132394	ENST00000254730.11	start_codon_region	60	MANE_Select	true
ENSG00000132394_ENST00000254730.11_stop_codon_region	ENSG00000132394	ENST00000254730.11	stop_codon_region	63	MANE_Select	true
ENSG00000132394_ENST00000254730.11_tail_region	ENSG00000132394	ENST00000254730.11	tail_region	100	MANE_Select	true
ENSG00000132394_ENST00000254730.11_UTR_pair	ENSG00000132394	ENST00000254730.11	UTR_pair	421	MANE_Select	true
ENSG00000136522_ENST00000476781.6_mRNA	ENSG00000136522	ENST00000476781.6	mRNA	1354	MANE_Select	true
ENSG00000136522_ENST00000476781.6_CDS	ENSG00000136522	ENST00000476781.6	CDS	753	MANE_Select	true
ENSG00000136522_ENST00000476781.6_5UTR	ENSG00000136522	ENST00000476781.6	5UTR	14	MANE_Select	true
ENSG00000136522_ENST00000476781.6_3UTR	ENSG00000136522	ENST00000476781.6	3UTR	587	MANE_Select	true
ENSG00000136522_ENST00000476781.6_start_codon_region	ENSG00000136522	ENST00000476781.6	start_codon_region	47	MANE_Select	true
ENSG00000136522_ENST00000476781.6_stop_codon_region	ENSG00000136522	ENST00000476781.6	stop_codon_region	63	MANE_Select	true
ENSG00000136522_ENST00000476781.6_tail_region	ENSG00000136522	ENST00000476781.6	tail_region	100	MANE_Select	true
ENSG00000136522_ENST00000476781.6_UTR_pair	ENSG00000136522	ENST00000476781.6	UTR_pair	608	MANE_Select	true
ENSG00000213139_ENST00000307944.6_mRNA	ENSG00000213139	ENST00000307944.6	mRNA	844	MANE_Select	false
ENSG00000213139_ENST00000307944.6_CDS	ENSG00000213139	ENST00000307944.6	CDS	537	MANE_Select	false
ENSG00000213139_ENST00000307944.6_5UTR	ENSG00000213139	ENST00000307944.6	5UTR	54	MANE_Select	false
ENSG00000213139_ENST00000307944.6_3UTR	ENSG00000213139	ENST00000307944.6	3UTR	253	MANE_Select	false
ENSG00000213139_ENST00000307944.6_start_codon_region	ENSG00000213139	ENST00000307944.6	start_codon_region	63	MANE_Select	false
ENSG00000213139_ENST00000307944.6_stop_codon_region	ENSG00000213139	ENST00000307944.6	stop_codon_region	63	MANE_Select	false
ENSG00000213139_ENST00000307944.6_tail_region	ENSG00000213139	ENST00000307944.6	tail_region	100	MANE_Select	false
ENSG00000213139_ENST00000307944.6_UTR_pair	ENSG00000213139	ENST00000307944.6	UTR_pair	314	MANE_Select	false
ENSG00000164363_ENST00000324642.4_mRNA	ENSG00000164363	ENST00000324642.4	mRNA	2095	MANE_Select	false
ENSG00000164363_ENST00000324642.4_CDS	ENSG00000164363	ENST00000324642.4	CDS	1887	MANE_Select	false
ENSG00000164363_ENST00000324642.4_5UTR	ENSG00000164363	ENST00000324642.4	5UTR	97	MANE_Select	false
ENSG00000164363_ENST00000324642.4_3UTR	ENSG00000164363	ENST00000324642.4	3UTR	111	MANE_Select	false
ENSG00000164363_ENST00000324642.4_start_codon_region	ENSG00000164363	ENST00000324642.4	start_codon_region	63	MANE_Select	false
ENSG00000164363_ENST00000324642.4_stop_codon_region	ENSG00000164363	ENST00000324642.4	stop_codon_region	63	MANE_Select	false
ENSG00000164363_ENST00000324642.4_tail_region	ENSG00000164363	ENST00000324642.4	tail_region	100	MANE_Select	false
ENSG00000164363_ENST00000324642.4_UTR_pair	ENSG00000164363	ENST00000324642.4	UTR_pair	215	MANE_Select	false
ENSG00000152422_ENST00000396027.9_mRNA	ENSG00000152422	ENST00000396027.9	mRNA	1602	MANE_Select	false
ENSG00000152422_ENST00000396027.9_CDS	ENSG00000152422	ENST00000396027.9	CDS	1005	MANE_Select	false
ENSG00000152422_ENST00000396027.9_5UTR	ENSG00000152422	ENST00000396027.9	5UTR	79	MANE_Select	false
ENSG00000152422_ENST00000396027.9_3UTR	ENSG00000152422	ENST00000396027.9	3UTR	518	MANE_Select	false
ENSG00000152422_ENST00000396027.9_start_codon_region	ENSG00000152422	ENST00000396027.9	start_codon_region	63	MANE_Select	false
ENSG00000152422_ENST00000396027.9_stop_codon_region	ENSG00000152422	ENST00000396027.9	stop_codon_region	63	MANE_Select	false
ENSG00000152422_ENST00000396027.9_tail_region	ENSG00000152422	ENST00000396027.9	tail_region	100	MANE_Select	false
ENSG00000152422_ENST00000396027.9_UTR_pair	ENSG00000152422	ENST00000396027.9	UTR_pair	604	MANE_Select	false
ENSG00000152705_ENST00000282611.8_mRNA	ENSG00000152705	ENST00000282611.8	mRNA	1355	MANE_Select	false
ENSG00000152705_ENST00000282611.8_CDS	ENSG00000152705	ENST00000282611.8	CDS	1197	MANE_Select	false
ENSG00000152705_ENST00000282611.8_5UTR	ENSG00000152705	ENST00000282611.8	5UTR	85	MANE_Select	false
ENSG00000152705_ENST00000282611.8_3UTR	ENSG00000152705	ENST00000282611.8	3UTR	73	MANE_Select	false
ENSG00000152705_ENST00000282611.8_start_codon_region	ENSG00000152705	ENST00000282611.8	start_codon_region	63	MANE_Select	false
ENSG00000152705_ENST00000282611.8_stop_codon_region	ENSG00000152705	ENST00000282611.8	stop_codon_region	63	MANE_Select	false
ENSG00000152705_ENST00000282611.8_tail_region	ENSG00000152705	ENST00000282611.8	tail_region	100	MANE_Select	false
ENSG00000152705_ENST00000282611.8_UTR_pair	ENSG00000152705	ENST00000282611.8	UTR_pair	165	MANE_Select	false
ENSG00000171720_ENST00000305264.8_mRNA	ENSG00000171720	ENST00000305264.8	mRNA	1933	MANE_Select	false
ENSG00000171720_ENST00000305264.8_CDS	ENSG00000171720	ENST00000305264.8	CDS	1287	MANE_Select	false
ENSG00000171720_ENST00000305264.8_5UTR	ENSG00000171720	ENST00000305264.8	5UTR	59	MANE_Select	false
ENSG00000171720_ENST00000305264.8_3UTR	ENSG00000171720	ENST00000305264.8	3UTR	587	MANE_Select	false
ENSG00000171720_ENST00000305264.8_start_codon_region	ENSG00000171720	ENST00000305264.8	start_codon_region	63	MANE_Select	false
ENSG00000171720_ENST00000305264.8_stop_codon_region	ENSG00000171720	ENST00000305264.8	stop_codon_region	63	MANE_Select	false
ENSG00000171720_ENST00000305264.8_tail_region	ENSG00000171720	ENST00000305264.8	tail_region	100	MANE_Select	false
ENSG00000171720_ENST00000305264.8_UTR_pair	ENSG00000171720	ENST00000305264.8	UTR_pair	653	MANE_Select	false
ENSG00000241106_ENST00000438763.7_mRNA	ENSG00000241106	ENST00000438763.7	mRNA	1326	MANE_Select	false
ENSG00000241106_ENST00000438763.7_CDS	ENSG00000241106	ENST00000438763.7	CDS	822	MANE_Select	false
ENSG00000241106_ENST00000438763.7_5UTR	ENSG00000241106	ENST00000438763.7	5UTR	51	MANE_Select	false
ENSG00000241106_ENST00000438763.7_3UTR	ENSG00000241106	ENST00000438763.7	3UTR	453	MANE_Select	false
ENSG00000241106_ENST00000438763.7_start_codon_region	ENSG00000241106	ENST00000438763.7	start_codon_region	63	MANE_Select	false
ENSG00000241106_ENST00000438763.7_stop_codon_region	ENSG00000241106	ENST00000438763.7	stop_codon_region	63	MANE_Select	false
ENSG00000241106_ENST00000438763.7_tail_region	ENSG00000241106	ENST00000438763.7	tail_region	100	MANE_Select	false
ENSG00000241106_ENST00000438763.7_UTR_pair	ENSG00000241106	ENST00000438763.7	UTR_pair	511	MANE_Select	false
ENSG00000124659_ENST00000372876.2_mRNA	ENSG00000124659	ENST00000372876.2	mRNA	1606	MANE_Select	false
ENSG00000124659_ENST00000372876.2_CDS	ENSG00000124659	ENST00000372876.2	CDS	1041	MANE_Select	false
ENSG00000124659_ENST00000372876.2_5UTR	ENSG00000124659	ENST00000372876.2	5UTR	30	MANE_Select	false
ENSG00000124659_ENST00000372876.2_3UTR	ENSG00000124659	ENST00000372876.2	3UTR	535	MANE_Select	false
ENSG00000124659_ENST00000372876.2_start_codon_region	ENSG00000124659	ENST00000372876.2	start_codon_region	63	MANE_Select	false
