transcript_id	gene_id	utr5_length	n_uorfs	n_overlapping_uorfs	has_uorf	total_classical_uorf_codons	max_classical_uorf_codons	dist_cap_to_first_uatg	dist_last_uorf_stop_to_main_atg
ENSMUST00000139725.8	ENSMUSG00000026088	97	0	0	0	0	NA	NA	NA
ENSMUST00000027252.8	ENSMUSG00000026083	280	2	1	1	84	47	50	45
ENSMUST00000027251.12	ENSMUSG00000026082	211	0	1	1	0	NA	176	NA
ENSMUST00000238906.2	ENSMUSG00000037138	60	0	0	0	0	NA	NA	NA
ENSMUST00000027249.13	ENSMUSG00000026080	273	5	1	1	33	19	111	4
ENSMUST00000086535.12	ENSMUSG00000073702	93	0	0	0	0	NA	NA	NA
ENSMUST00000161515.8	ENSMUSG00000003135	341	0	0	0	0	NA	NA	NA
ENSMUST00000027241.11	ENSMUSG00000026072	224	1	2	1	13	13	86	96
ENSMUST00000039672.6	ENSMUSG00000041945	44	0	0	0	0	NA	NA	NA
ENSMUST00000095014.8	ENSMUSG00000070939	565	9	0	1	180	32	146	42
ENSMUST00000010434.8	ENSMUSG00000010290	54	0	0	0	0	NA	NA	NA
ENSMUST00000008280.14	ENSMUSG00000008136	283	0	0	0	0	NA	NA	NA
ENSMUST00000086421.9	ENSMUSG00000066877	456	0	1	1	0	NA	449	NA
ENSMUST00000126008.8	ENSMUSG00000057363	92	0	0	0	0	NA	NA	NA
ENSMUST00000188313.7	ENSMUSG00000041763	74	0	0	0	0	NA	NA	NA
ENSMUST00000027215.12	ENSMUSG00000026049	317	4	0	1	68	48	139	31
ENSMUST00000065767.9	ENSMUSG00000026047	309	2	0	1	8	6	13	170
ENSMUST00000074525.10	ENSMUSG00000056870	406	0	0	0	0	NA	NA	NA
ENSMUST00000087883.13	ENSMUSG00000026043	210	4	0	1	32	13	2	2
ENSMUST00000086430.5	ENSMUSG00000026042	368	4	0	1	84	39	125	2
ENSMUST00000027137.11	ENSMUSG00000025993	319	0	0	0	0	NA	NA	NA
ENSMUST00000027131.6	ENSMUSG00000025986	587	3	0	1	44	32	106	2
ENSMUST00000027279.12	ENSMUSG00000026107	484	0	0	0	0	NA	NA	NA
ENSMUST00000018561.14	ENSMUSG00000018417	177	0	0	0	0	NA	NA	NA
ENSMUST00000070968.14	ENSMUSG00000026104	333	0	1	1	0	NA	217	NA
ENSMUST00000114513.9	ENSMUSG00000026103	231	0	0	0	0	NA	NA	NA
ENSMUST00000069792.14	ENSMUSG00000002881	489	3	1	1	59	49	27	312
ENSMUST00000165859.8	ENSMUSG00000043015	55	0	0	0	0	NA	NA	NA
ENSMUST00000156876.8	ENSMUSG00000041439	491	2	1	1	76	46	5	61
ENSMUST00000027271.9	ENSMUSG00000026102	335	0	0	0	0	NA	NA	NA
ENSMUST00000027266.4	ENSMUSG00000026097	101	0	0	0	0	NA	NA	NA
ENSMUST00000027263.14	ENSMUSG00000026094	192	0	0	0	0	NA	NA	NA
ENSMUST00000120904.8	ENSMUSG00000042807	180	2	0	1	26	18	43	27
ENSMUST00000041638.8	ENSMUSG00000041303	57	0	0	0	0	NA	NA	NA
ENSMUST00000097739.5	ENSMUSG00000073678	102	0	0	0	0	NA	NA	NA
ENSMUST00000179030.8	ENSMUSG00000052331	221	0	1	1	0	NA	195	NA
ENSMUST00000027127.14	ENSMUSG00000025982	115	0	0	0	0	NA	NA	NA
ENSMUST00000027125.7	ENSMUSG00000025981	105	0	0	0	0	NA	NA	NA
ENSMUST00000027123.15	ENSMUSG00000025980	248	0	1	1	0	NA	64	NA
ENSMUST00000075242.7	ENSMUSG00000073676	278	0	0	0	0	NA	NA	NA
ENSMUST00000162364.8	ENSMUSG00000025979	69	0	0	0	0	NA	NA	NA
ENSMUST00000061334.10	ENSMUSG00000046994	63	0	0	0	0	NA	NA	NA
ENSMUST00000114415.10	ENSMUSG00000038331	806	2	0	1	18	13	95	62
ENSMUST00000162686.8	ENSMUSG00000048495	640	3	0	1	50	32	86	271
ENSMUST00000027114.6	ENSMUSG00000025971	445	6	0	1	165	50	68	12
ENSMUST00000170139.8	ENSMUSG00000038305	139	0	0	0	0	NA	NA	NA
ENSMUST00000114410.10	ENSMUSG00000054770	142	0	0	0	0	NA	NA	NA
ENSMUST00000050552.15	ENSMUSG00000051223	329	0	0	0	0	NA	NA	NA
ENSMUST00000034868.14	ENSMUSG00000026034	147	0	0	0	0	NA	NA	NA
ENSMUST00000117069.8	ENSMUSG00000026035	667	8	0	1	141	38	22	39
ENSMUST00000027198.12	ENSMUSG00000026037	397	2	1	1	62	55	59	21
ENSMUST00000097724.10	ENSMUSG00000038174	183	1	0	1	19	19	82	41
ENSMUST00000027186.12	ENSMUSG00000026028	392	6	3	1	34	13	39	66
ENSMUST00000027185.11	ENSMUSG00000026027	424	0	1	1	0	NA	384	NA
ENSMUST00000027178.13	ENSMUSG00000026024	135	2	1	1	8	5	98	3
ENSMUST00000114246.4	ENSMUSG00000041075	536	1	0	1	23	23	438	26
ENSMUST00000091374.9	ENSMUSG00000026021	143	0	0	0	0	NA	NA	NA
ENSMUST00000191142.7	ENSMUSG00000026020	173	0	0	0	0	NA	NA	NA
ENSMUST00000036540.12	ENSMUSG00000041040	158	0	0	0	0	NA	NA	NA
ENSMUST00000060608.13	ENSMUSG00000049439	63	0	0	0	0	NA	NA	NA
ENSMUST00000075374.10	ENSMUSG00000052062	419	0	0	0	0	NA	NA	NA
ENSMUST00000114157.3	ENSMUSG00000025969	503	3	0	1	33	28	103	291
ENSMUST00000087374.10	ENSMUSG00000025964	316	1	1	1	6	6	214	81
ENSMUST00000027103.7	ENSMUSG00000025962	165	3	0	1	61	22	38	8
ENSMUST00000114086.8	ENSMUSG00000025959	490	2	1	1	45	39	27	343
ENSMUST00000185594.7	ENSMUSG00000025958	268	0	0	0	0	NA	NA	NA
ENSMUST00000114079.9	ENSMUSG00000025956	106	0	0	0	0	NA	NA	NA
ENSMUST00000187170.7	ENSMUSG00000070871	323	0	0	0	0	NA	NA	NA
ENSMUST00000063982.7	ENSMUSG00000045005	872	4	0	1	58	25	220	341
ENSMUST00000097713.2	ENSMUSG00000051344	360	3	0	1	40	20	99	18
ENSMUST00000097709.11	ENSMUSG00000025950	208	2	0	1	47	44	5	63
ENSMUST00000081154.14	ENSMUSG00000025949	141	0	1	1	0	NA	136	NA
ENSMUST00000114017.8	ENSMUSG00000015222	463	1	0	1	10	10	229	201
ENSMUST00000027157.10	ENSMUSG00000026005	76	0	0	0	0	NA	NA	NA
ENSMUST00000068168.10	ENSMUSG00000026004	202	0	0	0	0	NA	NA	NA
ENSMUST00000027149.12	ENSMUSG00000026000	106	0	0	0	0	NA	NA	NA
ENSMUST00000190771.7	ENSMUSG00000025997	153	0	0	0	0	NA	NA	NA
ENSMUST00000027393.8	ENSMUSG00000026196	339	0	0	0	0	NA	NA	NA
ENSMUST00000027384.6	ENSMUSG00000026192	106	0	0	0	0	NA	NA	NA
ENSMUST00000055226.13	ENSMUSG00000026193	193	0	0	0	0	NA	NA	NA
ENSMUST00000027381.13	ENSMUSG00000026189	98	0	0	0	0	NA	NA	NA
ENSMUST00000027379.10	ENSMUSG00000026187	120	1	0	1	34	34	7	8
ENSMUST00000047615.15	ENSMUSG00000039354	246	4	0	1	44	16	28	2
ENSMUST00000059980.11	ENSMUSG00000046330	31	0	0	0	0	NA	NA	NA
ENSMUST00000027377.9	ENSMUSG00000026185	745	0	0	0	0	NA	NA	NA
ENSMUST00000113820.9	ENSMUSG00000006304	122	0	0	0	0	NA	NA	NA
ENSMUST00000178235.8	ENSMUSG00000006299	57	0	0	0	0	NA	NA	NA
ENSMUST00000087226.11	ENSMUSG00000026179	16	0	0	0	0	NA	NA	NA
ENSMUST00000016309.16	ENSMUSG00000006301	323	1	1	1	1	1	10	239
ENSMUST00000027367.14	ENSMUSG00000026176	389	3	0	1	35	20	81	186
ENSMUST00000189257.7	ENSMUSG00000033364	373	4	0	1	95	30	15	81
ENSMUST00000087215.7	ENSMUSG00000026174	380	2	0	1	19	11	97	59
ENSMUST00000027315.14	ENSMUSG00000026135	496	2	0	1	27	19	15	146
ENSMUST00000113733.10	ENSMUSG00000026172	178	1	0	1	29	29	44	44
ENSMUST00000113721.8	ENSMUSG00000026171	12	0	0	0	0	NA	NA	NA
ENSMUST00000042125.15	ENSMUSG00000033257	406	5	3	1	64	36	198	12
ENSMUST00000168720.8	ENSMUSG00000033159	600	2	0	1	49	39	264	76
ENSMUST00000097694.11	ENSMUSG00000049339	77	0	0	0	0	NA	NA	NA
ENSMUST00000160439.8	ENSMUSG00000026197	83	0	0	0	0	NA	NA	NA
ENSMUST00000027396.15	ENSMUSG00000026198	274	2	0	1	48	27	89	31
ENSMUST00000189702.7	ENSMUSG00000033124	524	4	1	1	46	19	85	50
ENSMUST00000152233.9	ENSMUSG00000026199	292	0	0	0	0	NA	NA	NA
ENSMUST00000113623.8	ENSMUSG00000026200	251	2	0	1	19	12	5	48
ENSMUST00000027401.11	ENSMUSG00000026201	304	2	1	1	38	22	151	19
ENSMUST00000186213.7	ENSMUSG00000026202	99	0	0	0	0	NA	NA	NA
ENSMUST00000082158.13	ENSMUSG00000026203	419	0	1	1	0	NA	12	NA
ENSMUST00000066668.14	ENSMUSG00000026209	303	0	1	1	0	NA	297	NA
ENSMUST00000037796.14	ENSMUSG00000033021	103	0	0	0	0	NA	NA	NA
ENSMUST00000079205.14	ENSMUSG00000032997	166	0	0	0	0	NA	NA	NA
ENSMUST00000027414.16	ENSMUSG00000026213	139	0	2	1	0	NA	78	NA
ENSMUST00000124341.8	ENSMUSG00000006576	216	0	1	1	0	NA	31	NA
ENSMUST00000027451.13	ENSMUSG00000026235	57	0	0	0	0	NA	NA	NA
ENSMUST00000035779.15	ENSMUSG00000032883	459	1	0	1	96	96	10	158
ENSMUST00000027467.11	ENSMUSG00000026249	208	0	0	0	0	NA	NA	NA
ENSMUST00000163119.8	ENSMUSG00000004364	169	1	0	1	1	1	91	72
ENSMUST00000069799.3	ENSMUSG00000055980	923	4	1	1	120	60	163	192
ENSMUST00000027322.14	ENSMUSG00000026142	276	1	0	1	42	42	44	103
ENSMUST00000162003.8	ENSMUSG00000026150	380	3	0	1	19	7	164	86
ENSMUST00000186302.7	ENSMUSG00000026159	49	0	0	0	0	NA	NA	NA
ENSMUST00000027421.13	ENSMUSG00000026219	125	0	2	1	0	NA	79	NA
ENSMUST00000093508.7	ENSMUSG00000070034	190	0	0	0	0	NA	NA	NA
ENSMUST00000113360.8	ENSMUSG00000036707	424	0	0	0	0	NA	NA	NA
ENSMUST00000027425.16	ENSMUSG00000026223	383	4	2	1	55	20	22	242
ENSMUST00000027432.9	ENSMUSG00000026229	171	0	0	0	0	NA	NA	NA
ENSMUST00000027438.8	ENSMUSG00000026234	177	0	0	0	0	NA	NA	NA
ENSMUST00000045897.15	ENSMUSG00000026238	180	0	0	0	0	NA	NA	NA
ENSMUST00000121534.8	ENSMUSG00000026240	429	2	3	1	30	27	0	82
ENSMUST00000065694.8	ENSMUSG00000053333	125	0	0	0	0	NA	NA	NA
ENSMUST00000113235.8	ENSMUSG00000026254	86	1	0	1	10	10	26	27
ENSMUST00000027472.7	ENSMUSG00000026255	87	0	0	0	0	NA	NA	NA
ENSMUST00000027475.15	ENSMUSG00000048000	197	0	0	0	0	NA	NA	NA
ENSMUST00000027477.15	ENSMUSG00000026259	163	0	0	0	0	NA	NA	NA
ENSMUST00000027512.13	ENSMUSG00000026289	187	0	0	0	0	NA	NA	NA
ENSMUST00000065420.12	ENSMUSG00000044783	88	0	0	0	0	NA	NA	NA
ENSMUST00000187810.2	ENSMUSG00000049866	212	0	0	0	0	NA	NA	NA
ENSMUST00000066279.11	ENSMUSG00000036206	389	4	0	1	48	20	172	26
ENSMUST00000190096.7	ENSMUSG00000055013	556	3	0	1	20	10	173	228
ENSMUST00000036153.12	ENSMUSG00000034432	569	2	1	1	2	1	161	300
ENSMUST00000059743.12	ENSMUSG00000034343	211	1	0	1	22	22	82	60
ENSMUST00000069620.10	ENSMUSG00000055866	170	1	0	1	1	1	18	146
ENSMUST00000047242.9	ENSMUSG00000034292	72	0	0	0	0	NA	NA	NA
ENSMUST00000086843.11	ENSMUSG00000026311	269	0	0	0	0	NA	NA	NA
ENSMUST00000097644.9	ENSMUSG00000026313	301	2	0	1	84	63	74	25
ENSMUST00000045970.8	ENSMUSG00000034220	287	0	0	0	0	NA	NA	NA
ENSMUST00000027487.15	ENSMUSG00000026269	188	1	0	1	4	4	162	11
ENSMUST00000027488.11	ENSMUSG00000026270	498	3	1	1	36	19	51	143
ENSMUST00000190723.7	ENSMUSG00000014602	248	1	0	1	6	6	158	69
ENSMUST00000027492.14	ENSMUSG00000026273	70	0	0	0	0	NA	NA	NA
ENSMUST00000027494.11	ENSMUSG00000026275	806	5	0	1	119	71	5	35
ENSMUST00000170883.8	ENSMUSG00000034088	191	2	0	1	20	13	13	116
ENSMUST00000027498.14	ENSMUSG00000026277	232	1	0	1	7	7	160	48
ENSMUST00000027499.13	ENSMUSG00000026278	224	1	1	1	14	14	106	73
ENSMUST00000027502.16	ENSMUSG00000026280	140	0	1	1	0	NA	24	NA
ENSMUST00000027505.13	ENSMUSG00000026283	38	0	0	0	0	NA	NA	NA
ENSMUST00000059975.8	ENSMUSG00000051185	194	1	1	1	16	16	6	18
ENSMUST00000043336.11	ENSMUSG00000040710	310	0	1	1	0	NA	25	NA
ENSMUST00000112844.10	ENSMUSG00000026333	91	0	0	0	0	NA	NA	NA
ENSMUST00000161567.8	ENSMUSG00000026335	298	3	0	1	39	19	3	66
ENSMUST00000058688.7	ENSMUSG00000047496	575	4	0	1	35	12	266	60
ENSMUST00000070699.15	ENSMUSG00000056536	150	2	0	1	37	27	18	12
ENSMUST00000039173.13	ENSMUSG00000026319	225	0	0	0	0	NA	NA	NA
ENSMUST00000119166.8	ENSMUSG00000038866	101	1	0	1	5	5	77	6
ENSMUST00000061047.7	ENSMUSG00000044340	252	2	0	1	20	14	67	140
ENSMUST00000112751.2	ENSMUSG00000057329	1394	11	0	1	181	34	483	93
ENSMUST00000010049.6	ENSMUSG00000009905	76	1	0	1	1	1	46	24
ENSMUST00000112736.8	ENSMUSG00000009907	220	0	0	0	0	NA	NA	NA
ENSMUST00000000514.11	ENSMUSG00000026315	292	1	0	1	2	2	7	276
ENSMUST00000035462.7	ENSMUSG00000038702	1661	21	2	1	312	37	608	77
ENSMUST00000027623.9	ENSMUSG00000026374	350	1	0	1	86	86	66	23
ENSMUST00000027626.13	ENSMUSG00000026377	54	0	0	0	0	NA	NA	NA
ENSMUST00000190571.7	ENSMUSG00000064302	748	6	0	1	117	37	156	41
ENSMUST00000062483.15	ENSMUSG00000048402	349	3	1	1	51	32	1	1
ENSMUST00000004565.15	ENSMUSG00000004451	267	1	0	1	19	19	102	105
ENSMUST00000183952.2	ENSMUSG00000098923	351	2	0	1	12	9	124	19
ENSMUST00000191046.7	ENSMUSG00000026383	218	1	0	1	3	3	14	192
ENSMUST00000064091.12	ENSMUSG00000026384	729	3	0	1	73	37	98	151
ENSMUST00000056089.8	ENSMUSG00000050777	342	0	0	0	0	NA	NA	NA
ENSMUST00000027634.13	ENSMUSG00000026385	125	0	0	0	0	NA	NA	NA
ENSMUST00000112641.8	ENSMUSG00000026389	430	5	0	1	59	48	122	56
ENSMUST00000003818.14	ENSMUSG00000003721	466	3	1	1	27	18	11	90
ENSMUST00000036025.16	ENSMUSG00000026339	167	1	0	1	33	33	26	39
ENSMUST00000027579.17	ENSMUSG00000026341	207	0	1	1	0	NA	128	NA
ENSMUST00000027580.11	ENSMUSG00000026342	229	1	0	1	8	8	163	39
ENSMUST00000038361.11	ENSMUSG00000036155	602	4	0	1	35	14	380	6
ENSMUST00000112570.2	ENSMUSG00000026349	64	0	0	0	0	NA	NA	NA
ENSMUST00000086614.12	ENSMUSG00000036086	217	3	0	1	31	21	41	41
ENSMUST00000036288.11	ENSMUSG00000056211	409	3	0	1	101	50	50	22
ENSMUST00000027592.6	ENSMUSG00000026353	309	0	0	0	0	NA	NA	NA
ENSMUST00000027601.11	ENSMUSG00000026355	99	0	0	0	0	NA	NA	NA
ENSMUST00000027602.15	ENSMUSG00000026356	142	0	0	0	0	NA	NA	NA
ENSMUST00000052172.7	ENSMUSG00000045382	81	0	0	0	0	NA	NA	NA
ENSMUST00000027650.13	ENSMUSG00000026399	75	0	0	0	0	NA	NA	NA
ENSMUST00000066863.13	ENSMUSG00000026409	34	0	0	0	0	NA	NA	NA
ENSMUST00000049813.6	ENSMUSG00000046404	157	0	0	0	0	NA	NA	NA
ENSMUST00000016672.11	ENSMUSG00000016528	301	0	0	0	0	NA	NA	NA
ENSMUST00000016670.9	ENSMUSG00000016526	184	0	0	0	0	NA	NA	NA
ENSMUST00000068805.14	ENSMUSG00000026427	189	1	0	1	17	17	83	52
ENSMUST00000027688.15	ENSMUSG00000026430	128	0	0	0	0	NA	NA	NA
ENSMUST00000062108.10	ENSMUSG00000042349	389	2	0	1	66	43	50	46
ENSMUST00000097588.9	ENSMUSG00000026425	704	4	0	1	40	15	345	166
ENSMUST00000086559.7	ENSMUSG00000013275	1028	4	0	1	241	144	5	74
ENSMUST00000112386.8	ENSMUSG00000026433	428	2	0	1	76	60	151	51
ENSMUST00000062264.8	ENSMUSG00000026434	178	0	0	0	0	NA	NA	NA
ENSMUST00000177943.8	ENSMUSG00000026435	309	5	0	1	57	29	101	33
ENSMUST00000086556.12	ENSMUSG00000026436	343	1	0	1	31	31	163	84
ENSMUST00000027697.12	ENSMUSG00000026437	300	0	0	0	0	NA	NA	NA
ENSMUST00000072177.14	ENSMUSG00000009772	104	0	0	0	0	NA	NA	NA
ENSMUST00000045110.14	ENSMUSG00000042046	51	0	0	0	0	NA	NA	NA
ENSMUST00000190997.7	ENSMUSG00000026439	142	0	0	0	0	NA	NA	NA
ENSMUST00000067398.13	ENSMUSG00000054387	139	2	0	1	9	5	29	31
ENSMUST00000077730.7	ENSMUSG00000026447	500	2	0	1	30	18	104	36
ENSMUST00000052529.4	ENSMUSG00000046062	604	3	0	1	61	51	102	74
ENSMUST00000187285.7	ENSMUSG00000041757	374	4	0	1	82	35	21	56
ENSMUST00000135222.9	ENSMUSG00000070644	192	2	0	1	42	21	80	39
ENSMUST00000153799.8	ENSMUSG00000070643	503	1	0	1	1	1	407	90
ENSMUST00000143567.8	ENSMUSG00000026463	873	5	0	1	157	64	55	180
ENSMUST00000020692.7	ENSMUSG00000020423	67	0	0	0	0	NA	NA	NA
ENSMUST00000049470.11	ENSMUSG00000042305	109	0	1	1	0	NA	47	NA
ENSMUST00000027726.14	ENSMUSG00000026456	258	0	0	0	0	NA	NA	NA
ENSMUST00000027727.15	ENSMUSG00000026457	302	2	0	1	9	8	14	136
ENSMUST00000027725.11	ENSMUSG00000026455	141	0	0	0	0	NA	NA	NA
ENSMUST00000047978.9	ENSMUSG00000042229	36	0	1	1	0	NA	17	NA
ENSMUST00000047714.14	ENSMUSG00000042207	168	0	0	0	0	NA	NA	NA
ENSMUST00000027687.8	ENSMUSG00000026429	285	0	0	0	0	NA	NA	NA
ENSMUST00000027684.11	ENSMUSG00000026426	154	0	0	0	0	NA	NA	NA
ENSMUST00000081104.10	ENSMUSG00000062580	59	0	0	0	0	NA	NA	NA
ENSMUST00000041240.4	ENSMUSG00000041889	276	0	0	0	0	NA	NA	NA
ENSMUST00000041023.14	ENSMUSG00000041879	69	0	0	0	0	NA	NA	NA
ENSMUST00000097561.9	ENSMUSG00000026421	134	2	0	1	55	33	12	20
ENSMUST00000038945.6	ENSMUSG00000041801	330	1	0	1	1	1	12	312
ENSMUST00000165125.8	ENSMUSG00000026411	302	5	0	1	74	32	22	28
ENSMUST00000075164.11	ENSMUSG00000041642	333	3	0	1	81	35	120	30
ENSMUST00000048309.12	ENSMUSG00000041570	667	3	0	1	44	35	323	39
ENSMUST00000189413.7	ENSMUSG00000041498	23	0	0	0	0	NA	NA	NA
ENSMUST00000047734.15	ENSMUSG00000041483	165	0	0	0	0	NA	NA	NA
ENSMUST00000186017.7	ENSMUSG00000026393	224	1	1	1	4	4	4	152
ENSMUST00000168527.8	ENSMUSG00000056268	160	1	0	1	1	1	152	2
ENSMUST00000039867.10	ENSMUSG00000033964	159	1	1	1	16	16	45	63
ENSMUST00000018337.9	ENSMUSG00000026361	269	0	0	0	0	NA	NA	NA
ENSMUST00000145969.8	ENSMUSG00000018196	415	6	0	1	73	21	19	47
ENSMUST00000159879.2	ENSMUSG00000018199	169	1	0	1	38	38	1	51
ENSMUST00000189936.7	ENSMUSG00000018189	129	0	0	0	0	NA	NA	NA
ENSMUST00000127206.8	ENSMUSG00000026360	43	0	0	0	0	NA	NA	NA
ENSMUST00000070200.15	ENSMUSG00000056220	166	0	0	0	0	NA	NA	NA
ENSMUST00000035065.9	ENSMUSG00000032487	193	0	0	0	0	NA	NA	NA
ENSMUST00000111913.9	ENSMUSG00000006010	413	5	0	1	121	48	82	42
ENSMUST00000124973.9	ENSMUSG00000006005	106	0	0	0	0	NA	NA	NA
ENSMUST00000023918.13	ENSMUSG00000023150	525	6	0	1	112	37	246	100
ENSMUST00000064771.12	ENSMUSG00000052748	204	0	1	1	0	NA	167	NA
ENSMUST00000187048.7	ENSMUSG00000026484	279	3	0	1	9	5	112	122
ENSMUST00000148810.8	ENSMUSG00000026483	157	0	0	0	0	NA	NA	NA
ENSMUST00000059498.12	ENSMUSG00000043019	193	1	0	1	7	7	140	29
ENSMUST00000015124.15	ENSMUSG00000014980	98	0	0	0	0	NA	NA	NA
ENSMUST00000027760.14	ENSMUSG00000026482	207	0	1	1	0	NA	173	NA
ENSMUST00000077755.11	ENSMUSG00000008475	183	1	0	1	11	11	9	138
ENSMUST00000186568.7	ENSMUSG00000026480	1095	16	0	1	288	73	55	76
ENSMUST00000073441.13	ENSMUSG00000042772	85	0	0	0	0	NA	NA	NA
ENSMUST00000043313.15	ENSMUSG00000042751	111	0	0	0	0	NA	NA	NA
ENSMUST00000185356.7	ENSMUSG00000026479	60	0	0	0	0	NA	NA	NA
ENSMUST00000027752.15	ENSMUSG00000026478	247	0	0	0	0	NA	NA	NA
ENSMUST00000041874.9	ENSMUSG00000042684	414	1	0	1	10	10	52	329
ENSMUST00000027748.8	ENSMUSG00000026475	120	0	0	0	0	NA	NA	NA
ENSMUST00000086209.10	ENSMUSG00000066800	619	7	0	1	139	34	180	5
ENSMUST00000381746.1	ENSMUSG00000026473	297	1	1	1	7	7	12	261
ENSMUST00000055322.6	ENSMUSG00000056708	206	0	0	0	0	NA	NA	NA
ENSMUST00000027744.10	ENSMUSG00000026471	97	0	0	0	0	NA	NA	NA
ENSMUST00000027743.13	ENSMUSG00000026470	178	0	0	0	0	NA	NA	NA
ENSMUST00000027741.12	ENSMUSG00000026469	95	0	1	1	0	NA	10	NA
ENSMUST00000111764.8	ENSMUSG00000033684	52	0	0	0	0	NA	NA	NA
ENSMUST00000097527.10	ENSMUSG00000026466	192	1	0	1	25	25	13	101
ENSMUST00000111757.10	ENSMUSG00000050565	1206	4	0	1	53	24	4	4
ENSMUST00000189661.7	ENSMUSG00000026600	214	0	0	0	0	NA	NA	NA
ENSMUST00000079625.11	ENSMUSG00000060519	51	0	1	1	0	NA	1	NA
ENSMUST00000122424.8	ENSMUSG00000033557	423	5	0	1	84	55	45	45
ENSMUST00000185198.7	ENSMUSG00000026594	221	4	1	1	55	38	55	49
ENSMUST00000078308.13	ENSMUSG00000070565	657	1	0	1	36	36	8	538
ENSMUST00000014370.11	ENSMUSG00000014226	208	0	0	0	0	NA	NA	NA
ENSMUST00000028049.13	ENSMUSG00000026721	253	0	1	1	0	NA	224	NA
ENSMUST00000161609.8	ENSMUSG00000040423	432	3	0	1	81	58	79	126
