transcript_id	codon_AAA	codon_AAC	codon_AAG	codon_AAT	codon_ACA	codon_ACC	codon_ACG	codon_ACT	codon_AGA	codon_AGC	codon_AGG	codon_AGT	codon_ATA	codon_ATC	codon_ATG	codon_ATT	codon_CAA	codon_CAC	codon_CAG	codon_CAT	codon_CCA	codon_CCC	codon_CCG	codon_CCT	codon_CGA	codon_CGC	codon_CGG	codon_CGT	codon_CTA	codon_CTC	codon_CTG	codon_CTT	codon_GAA	codon_GAC	codon_GAG	codon_GAT	codon_GCA	codon_GCC	codon_GCG	codon_GCT	codon_GGA	codon_GGC	codon_GGG	codon_GGT	codon_GTA	codon_GTC	codon_GTG	codon_GTT	codon_TAA	codon_TAC	codon_TAG	codon_TAT	codon_TCA	codon_TCC	codon_TCG	codon_TCT	codon_TGA	codon_TGC	codon_TGG	codon_TGT	codon_TTA	codon_TTC	codon_TTG	codon_TTT	codon_other	aa_A	aa_C	aa_D	aa_E	aa_F	aa_G	aa_H	aa_I	aa_K	aa_L	aa_M	aa_N	aa_P	aa_Q	aa_R	aa_S	aa_T	aa_V	aa_W	aa_Y	cds_length_codons	n_codons_scored	n_stops	aa_total
ENSMUST00000088615.11	67	34	47	41	55	16	6	36	33	22	19	31	36	30	44	54	51	16	61	26	31	11	6	21	10	6	9	6	23	16	41	37	99	37	40	63	52	25	5	40	40	16	16	13	25	12	34	39	0	17	0	26	36	16	4	39	1	14	20	24	39	39	28	46	0	122	38	100	139	85	85	42	120	114	184	44	75	69	112	83	148	113	110	20	43	1847	1847	1	1846
ENSMUST00000177608.8	25	33	40	21	17	13	5	11	12	18	19	2	6	22	20	15	8	22	37	11	12	15	3	12	7	7	10	6	7	14	28	9	23	29	33	13	7	16	2	12	18	14	11	12	2	12	17	6	0	22	1	16	6	11	4	12	0	10	13	13	8	19	7	15	0	37	23	42	56	34	55	33	43	65	73	20	54	42	45	61	53	46	37	13	38	871	871	1	870
ENSMUST00000006037.13	24	53	35	33	19	24	4	29	16	65	15	26	11	22	73	13	36	11	96	18	44	41	10	41	5	11	14	3	8	23	42	16	29	34	46	26	31	34	5	22	33	36	30	15	4	13	32	8	0	9	0	12	21	27	9	17	1	7	5	8	9	20	24	15	0	92	15	60	75	35	114	29	46	59	122	73	86	136	132	64	165	76	57	5	21	1463	1463	1	1462
ENSMUST00000027068.11	13	15	10	3	8	3	3	5	4	3	6	3	2	11	8	12	2	8	12	5	2	1	3	5	1	2	3	2	4	9	15	14	9	6	7	2	8	10	7	5	6	5	2	5	1	4	8	10	1	6	0	11	4	8	1	6	0	2	6	1	0	17	7	13	0	30	3	8	16	30	18	13	25	23	49	8	18	11	14	18	25	19	23	6	17	375	375	1	374
ENSMUST00000027071.7	11	10	6	9	6	7	3	5	5	2	2	1	5	10	6	12	3	3	6	8	5	2	1	2	2	2	2	1	4	5	7	4	13	7	11	7	2	5	0	6	7	6	4	2	2	3	6	5	0	5	1	6	3	2	0	4	0	3	2	2	5	2	5	6	0	13	5	14	24	8	19	11	27	17	30	6	19	10	9	14	12	21	16	2	11	289	289	1	288
ENSMUST00000027066.13	11	13	6	11	17	14	8	9	6	19	7	16	7	8	13	10	10	6	20	8	13	10	8	12	6	1	3	2	5	12	15	3	14	17	14	9	18	11	1	9	19	11	6	13	3	7	7	5	1	18	0	12	16	19	2	8	0	1	6	3	6	9	6	12	0	39	4	26	28	21	49	14	25	17	47	13	24	43	30	25	80	48	22	6	30	592	592	1	591
ENSMUST00000027053.8	7	6	11	7	4	5	5	6	5	7	2	1	0	10	12	6	3	6	5	3	1	8	1	4	2	6	4	0	3	7	16	4	8	7	17	4	3	9	8	12	8	10	1	3	2	10	14	8	1	7	0	2	0	1	1	2	0	6	4	6	1	9	2	9	0	32	12	11	25	18	22	9	16	18	33	12	13	14	8	19	12	20	34	4	9	342	342	1	341
ENSMUST00000162751.8	33	10	25	23	8	3	1	14	5	9	5	13	6	7	16	7	13	2	19	6	19	10	2	17	3	4	3	3	5	6	10	12	28	5	14	9	9	16	6	14	17	6	6	8	8	4	10	8	0	5	1	8	11	5	3	15	0	2	2	2	9	7	2	12	0	45	4	14	42	19	37	8	20	58	44	16	33	48	32	23	56	26	30	2	13	571	571	1	570
ENSMUST00000188641.7	3	3	3	2	2	3	0	2	2	1	0	1	2	1	5	4	0	0	1	3	2	1	0	3	0	1	0	0	3	0	3	0	8	0	5	4	4	0	0	4	2	3	0	3	1	2	3	0	1	1	0	4	3	1	0	2	0	1	0	2	1	2	1	4	0	8	3	4	13	6	8	3	7	6	8	5	5	6	1	3	8	7	6	0	5	113	113	1	112
ENSMUST00000053266.11	9	9	50	9	13	19	5	12	4	13	10	10	5	18	19	17	5	9	37	9	7	10	3	9	3	14	17	4	5	14	35	7	26	38	42	30	11	27	7	17	7	13	9	8	1	15	29	13	0	15	0	12	9	12	2	14	1	9	0	4	2	15	7	8	0	62	13	68	68	23	37	18	40	59	70	19	18	29	42	52	60	49	58	0	27	813	813	1	812
ENSMUST00000189400.7	2	2	9	0	0	9	4	2	1	9	3	2	0	9	4	5	2	15	14	2	4	9	3	2	2	7	1	2	3	16	20	4	3	7	11	1	5	16	5	8	3	5	5	3	2	12	8	2	0	15	0	6	2	10	2	2	1	8	8	6	1	19	5	7	0	34	14	8	14	26	16	17	14	11	49	4	2	18	16	16	27	15	24	8	21	355	355	1	354
ENSMUST00000037998.6	6	11	14	2	5	7	2	3	3	6	5	4	0	15	5	4	2	10	12	6	4	4	2	5	0	4	6	3	4	18	14	6	9	6	11	1	6	8	2	8	5	3	6	2	1	13	16	0	0	14	1	5	2	5	0	3	0	3	8	3	4	16	8	10	0	24	6	7	20	26	16	16	19	20	54	5	13	15	14	21	20	17	30	8	19	371	371	1	370
ENSMUST00000027065.12	2	0	3	1	2	1	0	0	4	1	1	1	1	1	5	3	0	0	0	0	1	0	0	1	1	0	1	1	1	1	8	4	0	2	0	1	2	3	0	4	4	2	2	5	1	2	4	4	0	2	1	2	1	2	0	2	0	0	0	0	1	2	3	3	0	9	0	3	0	5	13	0	5	5	18	5	1	2	0	8	7	3	11	0	4	100	100	1	99
ENSMUST00000027343.6	24	10	18	13	8	8	3	5	12	9	3	6	1	5	3	10	10	8	13	4	12	13	6	7	5	3	2	0	3	3	10	7	17	13	34	9	5	10	6	9	10	12	9	5	3	1	5	5	1	9	0	8	3	6	2	9	0	1	5	2	2	8	3	9	0	30	3	22	51	17	36	12	16	42	28	3	23	38	23	25	35	24	14	5	17	465	465	1	464
ENSMUST00000027339.14	16	10	18	14	12	5	3	9	7	6	1	5	5	5	20	6	12	2	22	2	15	8	3	13	2	1	1	0	4	4	13	8	11	7	14	9	17	8	2	13	15	6	6	9	3	4	7	4	1	2	0	4	5	8	1	5	0	4	6	2	2	3	1	10	0	40	6	16	25	13	36	4	16	34	32	20	24	39	34	12	30	29	18	6	6	441	441	1	440
ENSMUST00000187369.7	45	18	20	35	36	8	8	23	19	24	6	41	21	12	22	26	21	18	31	31	23	9	4	26	4	8	3	2	18	19	32	26	63	22	28	58	25	16	7	28	25	11	6	17	12	10	20	38	0	14	1	23	29	19	8	36	0	13	7	20	35	24	23	34	0	76	33	80	91	58	59	49	59	65	153	22	53	62	52	42	157	75	80	7	37	1311	1311	1	1310
ENSMUST00000095062.10	13	11	11	9	6	9	5	9	8	9	4	3	7	13	9	21	5	3	7	4	3	2	3	7	5	2	1	1	2	14	19	8	10	8	12	13	7	11	7	6	9	7	3	6	3	4	12	5	0	18	0	5	5	4	4	6	1	4	10	6	9	17	9	14	0	31	10	21	22	31	25	7	41	24	61	9	20	15	12	21	31	29	24	10	23	468	468	1	467
ENSMUST00000088287.10	11	7	9	5	3	6	2	1	5	4	5	6	2	6	5	5	6	3	6	0	2	1	0	2	2	1	1	0	3	2	5	3	10	5	9	10	4	4	4	2	4	4	2	3	5	3	9	4	1	4	0	2	3	3	2	2	0	2	2	2	1	3	4	6	0	14	4	15	19	9	13	3	13	20	18	5	12	5	12	14	20	12	21	2	6	238	238	1	237
ENSMUST00000044691.9	6	7	9	2	0	1	3	4	2	7	5	3	2	7	6	4	2	3	10	2	0	1	2	1	2	4	1	1	3	3	11	3	6	10	14	3	1	9	1	6	2	3	2	2	0	3	5	2	0	1	1	0	2	5	4	1	0	3	0	0	1	2	3	2	0	17	3	13	20	4	9	5	13	15	24	6	9	4	12	15	22	8	10	0	1	211	211	1	210
ENSMUST00000044455.8	21	7	10	11	7	9	3	6	12	9	9	15	9	4	18	7	7	7	18	12	16	8	4	15	3	2	3	3	3	5	5	7	23	17	20	25	10	8	0	12	10	4	8	4	3	7	5	15	1	8	0	11	8	12	2	29	0	5	6	5	6	4	7	10	0	30	10	42	43	14	26	19	20	31	33	18	18	43	25	32	75	25	30	6	19	560	560	1	559
ENSMUST00000027303.14	4	6	12	1	4	9	0	4	2	3	1	2	0	5	7	4	0	5	7	8	2	6	0	5	6	11	9	3	4	4	15	1	6	9	19	7	4	10	1	5	2	5	5	5	3	10	8	3	0	6	0	3	3	4	1	1	1	1	3	1	2	7	3	4	0	20	2	16	25	11	17	13	9	16	29	7	7	13	7	32	14	17	24	3	9	292	292	1	291
ENSMUST00000167518.8	2	1	0	5	6	6	4	5	2	4	1	2	0	1	8	3	3	5	6	1	10	9	1	19	1	0	0	0	0	0	4	0	1	0	1	0	8	7	1	6	5	8	3	2	1	6	8	4	0	13	0	7	1	4	0	5	1	0	1	1	1	1	1	1	0	22	1	0	2	2	18	6	4	2	6	8	6	39	9	4	16	21	19	1	20	207	207	1	206
ENSMUST00000027297.11	1	3	7	3	5	4	1	3	2	4	0	3	1	9	4	1	3	2	9	1	4	4	2	4	2	3	4	0	0	2	12	1	1	10	6	6	11	8	2	3	4	5	5	3	0	5	4	4	0	10	1	6	2	2	0	2	0	4	6	2	1	4	0	1	0	24	6	16	7	5	17	3	11	8	16	4	6	14	12	11	13	13	13	6	16	222	222	1	221
ENSMUST00000088174.4	1	10	17	2	2	12	7	2	2	7	2	2	0	9	11	1	1	6	16	3	6	13	7	0	3	25	10	4	4	11	25	1	6	21	24	3	1	8	6	2	0	19	4	4	2	1	16	1	0	15	1	4	0	4	4	2	0	9	7	3	0	18	3	2	0	17	12	24	30	20	27	9	10	18	44	11	12	26	17	46	19	23	20	7	19	412	412	1	411
ENSMUST00000046875.14	33	31	65	41	24	18	11	23	22	27	17	21	17	45	31	33	19	16	55	18	13	20	11	24	10	5	11	4	12	26	63	18	42	39	66	62	21	42	14	29	36	14	13	10	15	21	42	21	0	32	0	28	21	14	3	31	1	6	21	6	17	41	25	35	0	106	12	101	108	76	73	34	95	98	161	31	72	68	74	69	117	76	99	21	60	1552	1552	1	1551
ENSMUST00000115032.8	15	10	30	0	12	15	4	5	4	18	14	6	0	4	11	2	4	9	21	10	17	25	5	23	1	7	5	0	5	10	25	7	12	13	29	7	11	24	4	9	9	21	11	12	3	8	13	0	0	8	1	6	8	9	2	7	0	7	5	4	0	15	6	3	0	48	11	20	41	18	53	19	6	45	53	11	10	70	25	31	50	36	24	5	14	591	591	1	590
ENSMUST00000125304.8	7	8	11	4	6	3	2	4	1	3	4	3	2	6	12	9	4	6	8	5	7	8	2	2	3	4	13	1	2	10	15	3	4	10	11	9	1	6	5	3	5	9	11	4	4	7	14	0	0	8	0	5	1	7	5	3	1	2	10	1	0	10	7	7	0	15	3	19	15	17	29	11	17	18	37	12	12	19	12	26	22	15	25	10	13	348	348	1	347
ENSMUST00000153128.2	8	28	28	10	5	24	7	12	3	16	10	5	1	29	26	13	2	10	20	4	4	14	11	5	1	15	16	1	9	29	47	6	8	31	43	12	5	20	7	7	2	25	16	3	3	13	30	6	0	15	0	6	4	19	8	6	1	12	5	2	4	18	8	14	0	39	14	43	51	32	46	14	43	36	103	26	38	34	22	46	58	48	52	5	21	772	772	1	771
ENSMUST00000191677.6	8	20	30	8	16	19	6	5	3	8	4	8	1	13	10	5	7	17	29	4	11	18	4	21	8	8	14	7	6	13	52	11	17	25	33	9	11	25	8	16	13	22	19	15	7	15	38	6	0	17	0	14	7	13	7	17	1	11	19	9	3	23	10	11	0	60	20	34	50	34	69	21	19	38	95	10	28	54	36	44	60	46	66	19	31	835	835	1	834
ENSMUST00000043951.10	6	5	17	4	4	9	3	2	0	2	2	3	0	16	10	5	1	7	9	3	7	4	2	6	4	7	10	0	3	6	19	5	11	16	18	7	6	9	4	8	9	8	9	2	4	8	9	7	1	8	0	5	5	9	1	5	0	1	4	1	2	13	0	6	0	27	2	23	29	19	28	10	21	23	35	10	9	19	10	23	25	18	28	4	13	377	377	1	376
ENSMUST00000027290.12	49	51	60	37	56	32	12	20	27	70	22	36	28	32	24	31	22	37	41	19	52	37	18	40	11	4	14	5	17	34	38	26	57	45	47	31	34	56	12	28	34	30	27	23	23	27	32	25	1	21	0	15	36	48	16	39	0	7	18	6	27	39	23	49	0	130	13	76	104	88	114	56	91	109	165	24	88	147	63	83	245	120	107	18	36	1878	1878	1	1877
ENSMUST00000027287.11	18	15	29	18	14	24	3	17	5	24	13	14	3	33	25	8	10	13	43	9	11	10	4	15	9	11	20	4	6	16	54	9	12	32	53	17	18	30	5	12	16	16	6	10	1	21	25	9	0	16	0	5	5	18	6	11	1	13	9	12	7	14	14	19	0	65	25	49	65	33	48	22	44	47	106	25	33	40	53	62	78	58	56	9	21	940	940	1	939
ENSMUST00000027286.7	3	1	3	0	0	0	0	0	6	0	0	0	0	0	2	0	0	0	4	0	1	1	1	0	0	0	2	0	0	1	4	0	3	1	3	2	1	2	2	1	2	4	1	1	0	0	2	0	0	0	0	4	2	2	0	1	1	0	0	6	0	1	2	2	0	6	6	3	6	3	8	0	0	6	7	2	1	3	4	8	5	0	2	0	4	75	75	1	74
ENSMUST00000114925.10	3	5	7	4	6	5	2	1	4	1	5	4	3	6	7	4	1	4	6	3	3	0	1	3	1	2	2	0	1	11	16	1	0	6	3	5	7	4	0	3	8	4	2	1	1	3	11	6	0	9	0	9	1	5	2	2	1	0	8	3	6	9	4	15	0	14	3	11	3	24	15	7	13	10	39	7	9	7	7	14	15	14	21	8	18	260	260	1	259
ENSMUST00000042161.15	22	12	19	10	5	14	7	4	10	7	2	8	8	9	9	21	8	10	13	4	3	6	3	9	8	3	0	1	10	8	19	17	19	14	20	12	5	7	3	8	13	7	4	2	3	11	13	11	0	9	0	13	5	10	4	7	1	2	8	2	1	14	8	11	0	23	4	26	39	25	26	14	38	41	63	9	22	21	21	24	41	30	38	8	22	536	536	1	535
ENSMUST00000139725.8	13	5	9	3	5	3	2	3	7	2	2	5	9	1	5	7	4	6	9	3	1	0	2	1	1	0	3	1	2	6	7	4	13	5	8	8	4	0	3	2	6	5	4	2	3	0	5	4	0	7	0	7	2	6	0	4	1	0	2	5	2	4	3	4	0	9	5	13	21	8	17	9	17	22	24	5	8	4	13	14	19	13	12	2	14	250	250	1	249
ENSMUST00000027252.8	91	13	83	22	23	8	4	16	29	11	7	20	12	19	19	35	20	8	33	10	14	9	0	25	7	2	9	5	6	12	14	20	101	43	73	48	20	22	4	31	26	14	16	14	16	12	20	18	1	7	0	8	12	11	4	19	0	4	4	4	14	6	21	18	0	77	8	91	174	24	70	18	66	174	87	19	35	48	53	59	77	51	66	4	15	1217	1217	1	1216
ENSMUST00000027251.12	50	21	39	33	27	14	6	24	29	21	15	30	13	16	26	25	18	15	48	15	29	12	7	26	7	2	6	7	9	18	32	20	43	25	33	37	31	19	7	37	32	14	14	18	14	11	26	27	0	8	0	16	26	10	5	32	1	10	11	14	12	14	22	21	0	94	24	62	76	35	78	30	54	89	113	26	54	74	66	66	124	71	78	11	24	1250	1250	1	1249
ENSMUST00000238906.2	30	37	56	22	12	28	11	16	18	62	24	19	5	16	22	8	15	23	46	7	33	29	12	22	7	9	14	0	12	21	32	12	35	40	55	20	20	44	13	29	10	33	19	10	4	17	22	8	0	16	1	8	18	48	14	23	0	15	12	6	6	12	9	8	0	106	21	60	90	20	72	30	29	86	92	22	59	96	61	72	184	67	51	12	24	1255	1255	1	1254
ENSMUST00000027249.13	8	6	21	5	2	11	2	2	6	4	2	2	4	11	6	10	0	6	10	8	5	5	6	6	4	4	6	2	3	7	14	4	10	8	16	10	4	6	1	3	4	6	6	1	2	7	10	3	1	10	0	4	2	2	2	3	0	2	6	4	1	12	3	16	0	14	6	18	26	28	17	14	25	29	32	6	11	22	10	24	15	17	22	6	14	357	357	1	356
ENSMUST00000086535.12	4	6	12	3	2	4	2	1	1	0	2	0	1	4	3	3	0	1	1	1	3	1	0	2	2	4	2	3	1	3	1	0	3	1	5	4	2	4	0	2	2	3	1	1	2	2	6	2	1	3	0	1	0	2	0	1	0	0	1	0	0	2	1	1	0	8	0	5	8	3	7	2	8	16	6	3	9	6	1	14	3	9	12	1	4	126	126	1	125
ENSMUST00000161515.8	12	9	9	5	6	6	4	6	2	19	3	3	6	11	15	11	1	8	20	2	14	13	9	11	3	6	8	4	6	15	25	6	14	13	19	6	5	14	17	3	6	22	6	2	1	4	11	5	1	4	0	3	7	6	7	10	0	2	3	4	4	15	6	8	0	39	6	19	33	23	36	10	28	21	62	15	14	47	21	26	52	22	21	3	7	506	506	1	505
ENSMUST00000027241.11	22	8	18	18	11	9	4	7	8	7	8	2	11	15	9	20	8	6	16	4	11	3	3	13	1	3	6	1	4	9	16	11	17	21	18	14	3	6	2	6	15	7	6	1	10	9	15	9	0	13	1	18	14	4	2	6	0	8	10	8	8	12	7	15	0	17	16	35	35	27	29	10	46	40	55	9	26	30	24	27	35	31	43	10	31	577	577	1	576
ENSMUST00000039672.6	3	6	6	4	10	16	5	3	8	9	4	11	3	9	12	5	1	5	9	1	4	10	3	3	1	3	4	1	5	17	31	9	5	5	10	6	5	15	3	12	12	14	8	10	7	17	21	5	0	9	1	3	3	17	3	6	0	6	7	2	3	13	10	8	0	35	8	11	15	21	44	6	17	9	75	12	10	20	10	21	49	34	50	7	12	467	467	1	466
ENSMUST00000095014.8	20	16	25	12	15	19	3	7	11	13	13	8	5	20	18	15	8	20	40	8	10	12	1	12	2	8	8	3	4	23	56	11	20	31	39	11	14	34	3	15	7	19	13	5	4	16	31	11	0	22	0	9	5	11	2	9	1	15	7	5	2	21	19	14	0	66	20	42	59	35	44	28	40	45	115	18	28	35	48	45	48	44	62	7	31	861	861	1	860
ENSMUST00000010434.8	11	6	11	10	3	5	2	3	2	4	9	4	4	1	5	2	1	3	7	6	5	2	2	10	0	1	2	0	2	5	7	3	4	8	11	5	3	4	2	3	3	2	3	2	3	1	9	3	0	1	0	0	4	5	3	0	1	0	3	1	3	3	4	1	0	12	1	13	15	4	10	9	7	22	24	5	16	19	8	14	20	13	16	3	1	233	233	1	232
ENSMUST00000008280.14	3	5	23	4	6	10	0	2	1	4	0	1	1	5	3	4	2	7	11	2	3	6	0	3	1	5	4	0	2	3	9	0	10	9	13	4	1	5	0	3	6	6	2	4	0	0	6	1	0	9	0	4	0	5	2	4	1	25	4	10	0	8	2	6	0	9	35	13	23	14	18	9	10	26	16	3	9	12	13	11	16	18	7	4	13	280	280	1	279
ENSMUST00000086421.9	5	11	19	6	5	4	4	4	1	15	5	4	1	6	4	4	1	8	11	0	5	8	1	4	3	3	10	4	4	9	12	3	6	14	26	6	3	12	5	9	1	14	9	3	1	9	16	4	0	12	0	3	2	9	2	1	1	3	10	1	0	11	2	2	0	29	4	20	32	13	27	8	11	24	30	4	17	18	12	26	33	17	30	10	15	381	381	1	380
ENSMUST00000126008.8	14	16	15	9	7	4	1	4	6	6	6	6	3	12	13	8	3	6	12	6	9	6	3	5	1	4	6	2	4	6	13	3	19	7	14	8	9	11	1	2	9	12	6	4	5	8	15	7	0	11	0	5	2	4	0	7	1	2	4	0	5	8	9	7	0	23	2	15	33	15	31	12	23	29	40	13	25	23	15	25	25	16	35	4	16	421	421	1	420
ENSMUST00000188313.7	48	16	33	44	33	18	1	22	21	12	6	18	20	14	20	42	14	8	24	30	25	11	3	29	5	5	4	7	10	16	13	32	57	19	27	49	42	20	1	33	32	18	18	19	21	7	17	32	1	15	0	33	21	15	2	23	0	6	20	21	20	8	21	28	0	96	27	68	84	36	87	38	76	81	112	20	60	68	38	48	91	74	77	20	48	1250	1250	1	1249
ENSMUST00000027215.12	13	4	8	6	4	1	0	3	3	0	1	2	5	3	9	7	2	2	4	10	3	0	0	5	1	0	1	2	0	3	7	6	8	3	3	9	11	2	0	4	7	3	1	3	5	0	3	5	1	3	0	2	6	2	1	4	0	2	2	4	2	1	5	9	0	17	6	12	11	10	14	12	15	21	23	9	10	8	6	8	15	8	13	2	5	226	226	1	225
ENSMUST00000065767.9	17	6	21	10	6	5	2	6	10	10	9	5	7	8	11	11	7	8	13	9	9	7	1	9	6	2	2	0	8	4	16	6	16	12	19	18	14	7	3	4	5	7	7	7	3	5	13	13	0	11	0	10	4	10	3	5	1	3	8	6	4	16	5	13	0	28	9	30	35	29	26	17	26	38	43	11	16	26	20	29	37	19	34	8	21	503	503	1	502
ENSMUST00000074525.10	20	4	9	4	12	2	2	5	9	5	3	1	5	4	8	9	6	2	9	6	8	3	0	7	0	1	2	1	3	2	1	5	16	11	7	9	4	1	0	9	9	4	2	1	5	1	5	3	0	2	0	2	6	4	0	8	1	4	1	4	5	4	5	14	0	14	8	20	23	18	16	8	18	29	21	8	8	18	15	16	24	21	14	1	4	305	305	1	304
ENSMUST00000087883.13	20	17	41	28	12	4	0	17	20	9	4	21	14	11	20	14	21	8	21	11	83	37	8	157	14	4	7	9	6	5	6	22	55	15	20	39	26	12	1	56	146	77	26	165	5	9	5	11	1	4	0	10	12	10	1	30	0	11	7	11	2	14	2	11	0	95	22	54	75	25	414	19	39	61	43	20	45	285	42	58	83	33	30	7	14	1465	1465	1	1464
ENSMUST00000086430.5	36	14	24	25	22	10	1	24	31	7	6	9	10	11	27	19	22	8	37	9	93	25	3	143	12	3	8	15	3	7	7	28	55	24	22	41	24	14	2	42	148	67	50	137	10	4	17	23	1	7	0	6	12	6	3	23	0	6	6	12	12	8	6	11	0	82	18	65	77	19	402	17	40	60	63	27	39	264	59	75	60	57	54	6	13	1498	1498	1	1497
ENSMUST00000027137.11	10	11	8	13	10	12	2	16	6	4	4	4	4	21	24	15	5	3	15	7	7	6	1	7	3	1	2	3	6	10	24	13	16	8	12	9	14	12	1	12	18	11	3	9	6	16	21	11	1	10	0	5	7	16	0	11	0	3	10	10	3	11	13	15	0	39	13	17	28	26	41	10	40	18	69	24	24	21	20	19	42	40	54	10	15	571	571	1	570
