transcript_id	gene_id	strand	n_exons	n_internal_exons	first_exon_length	last_exon_length	internal_exon_mean	internal_exon_median	internal_exon_sd	intron_mean	intron_median	intron_sd
ENSMUST00000162751.8	ENSMUSG00000025920	-	14	12	134	1193	141.91666666666666	134.0	67.1963991639884	22123.30769230769	15009	30600.5711122756
ENSMUST00000188641.7	ENSMUSG00000079658	-	4	2	63	1754	98.5	98.5	64.34671708797582	4382.0	2207	3838.4435647798705
ENSMUST00000053266.11	ENSMUSG00000041859	-	17	15	182	687	144.13333333333333	132	46.50632317479092	894.625	593.5	670.7241733131934
ENSMUST00000189400.7	ENSMUSG00000025931	+	3	1	81	5069	180.0	180	NA	21857.5	21857.5	27599.08477649214
ENSMUST00000037998.6	ENSMUSG00000041779	-	11	9	236	5337	102.11111111111111	105	36.14015925685872	7643.9	970.0	13946.429008889694
ENSMUST00000027065.12	ENSMUSG00000025933	+	5	3	315	577	92.0	88	8.717797887081348	2606.25	1728.0	2952.6042036367376
ENSMUST00000027343.6	ENSMUSG00000026158	-	7	5	361	4025	91.6	79	31.23779761762983	1984.6666666666667	1321.5	2215.741471080655
ENSMUST00000027339.14	ENSMUSG00000026155	-	10	8	280	939	133.75	109.5	77.14689142890242	8267.111111111111	5472	9273.111350086934
ENSMUST00000187369.7	ENSMUSG00000026153	-	22	20	122	907	197.35	115.0	365.04437725901363	3981.714285714286	1734	4818.104649578059
ENSMUST00000095062.10	ENSMUSG00000073725	+	16	14	109	3679	102.85714285714286	95.0	36.06587379708487	5476.533333333334	3308	4985.506262681664
ENSMUST00000088287.10	ENSMUSG00000004768	+	8	6	279	3312	121.83333333333333	92.5	55.47401794233645	2621.1428571428573	1434	3146.9355691196597
ENSMUST00000044691.9	ENSMUSG00000042215	-	3	1	217	1533	110.0	110	NA	5226.0	5226.0	5693.623802114081
ENSMUST00000044455.8	ENSMUSG00000042197	-	4	2	233	11478	82.5	82.5	2.1213203435596424	3519.6666666666665	1725	4189.0000397867425
ENSMUST00000027303.14	ENSMUSG00000026127	+	9	7	77	4999	108.57142857142857	109	28.100160989201605	458.75	96.0	935.7239748680469
ENSMUST00000167518.8	ENSMUSG00000037503	-	8	6	223	4186	108.16666666666667	105.5	51.479769489253414	3539.1428571428573	4010	2928.0942282521937
ENSMUST00000027297.11	ENSMUSG00000026123	+	8	6	72	2670	89.5	96.5	42.23150482755735	3758.5714285714284	1628	4302.091075168867
ENSMUST00000088174.4	ENSMUSG00000045216	+	2	0	785	2934	NA	NA	NA	34328.0	34328	NA
ENSMUST00000046875.14	ENSMUSG00000037470	-	41	39	236	4225	117.23076923076923	113	38.055680493373984	2381.15	1685.0	1948.3959286735833
ENSMUST00000115032.8	ENSMUSG00000037447	+	7	5	83	4000	111.4	119	40.99146252575041	1766.3333333333333	379.5	3243.5938504483984
ENSMUST00000125304.8	ENSMUSG00000001143	-	8	6	222	2439	119.5	118.5	25.145576151681233	2832.714285714286	1440	3571.174069979681
ENSMUST00000153128.2	ENSMUSG00000037408	+	7	5	1466	2356	145.0	144	32.349652239243625	5433.0	755.0	9757.148989330848
ENSMUST00000191677.6	ENSMUSG00000026121	-	15	13	334	1730	131.92307692307693	145	44.334827428071975	423.7142857142857	133.5	598.9865066634098
ENSMUST00000043951.10	ENSMUSG00000037351	-	11	9	203	2065	108.88888888888889	93	57.7482563469332	864.7	231.0	1299.0665067227656
ENSMUST00000027290.12	ENSMUSG00000026116	-	41	39	363	1015	132.51282051282053	123	84.61612133159838	3519.775	1070.0	8334.2848200009
ENSMUST00000027287.11	ENSMUSG00000026113	+	26	24	228	2610	118.875	118.0	50.27257226101655	4206.2	1079	11235.147343641442
ENSMUST00000027286.7	ENSMUSG00000026112	-	3	1	235	3544	84.0	84	NA	4578.5	4578.5	4434.26662482084
ENSMUST00000114925.10	ENSMUSG00000026111	+	6	4	144	303	161.75	130.5	82.9633453198861	1550.4	1010	1700.2212503083238
ENSMUST00000042161.15	ENSMUSG00000026110	-	15	13	197	5346	114.38461538461539	114	40.964493693804435	6419.0	2058.0	10689.197141902732
ENSMUST00000139725.8	ENSMUSG00000026088	-	8	6	248	325	100.33333333333333	100.5	25.765610155140255	2061.714285714286	1312	1823.2755061779806
ENSMUST00000027252.8	ENSMUSG00000026083	+	24	22	315	3974	159.45454545454547	132.0	124.39251519081779	2164.0434782608695	802	4298.454589926487
ENSMUST00000027251.12	ENSMUSG00000026082	-	23	21	201	413	173.71428571428572	153	129.25638972876462	3300.681818181818	2021.0	4566.155738394467
ENSMUST00000238906.2	ENSMUSG00000037138	-	23	21	113	2245	170.95238095238096	94	231.24477857683104	20178.545454545456	3911.5	33742.722937132996
ENSMUST00000027249.13	ENSMUSG00000026080	-	7	5	121	2169	137.0	120	56.79788728465171	5194.833333333333	2813.5	4461.628062340771
ENSMUST00000086535.12	ENSMUSG00000073702	+	5	3	93	610	115.33333333333333	113	9.71253485622231	755.25	524.5	724.0098410933376
ENSMUST00000161515.8	ENSMUSG00000003135	+	8	6	56	1821	267.5	184.0	256.0388642374435	1202.2857142857142	1078	868.166787794011
ENSMUST00000027241.11	ENSMUSG00000026072	+	11	9	227	4283	145.44444444444446	152	56.30077954857977	8635.9	2351.0	17312.07988948757
ENSMUST00000039672.6	ENSMUSG00000041945	-	6	4	179	2509	118.0	109.0	70.67295569499458	3093.2	2786	2198.9185296413325
ENSMUST00000095014.8	ENSMUSG00000070939	-	13	11	353	2636	238.0	160	188.2795793494345	3818.0	2120.5	5523.798660013201
ENSMUST00000010434.8	ENSMUSG00000010290	+	4	2	153	2762	271.5	271.5	147.78531726798843	4593.333333333333	1852	4782.811446558742
ENSMUST00000008280.14	ENSMUSG00000008136	-	6	4	260	592	177.75	177.0	7.182153808805081	7865.0	9876	3681.8539487600538
ENSMUST00000086421.9	ENSMUSG00000066877	+	5	3	277	1368	375.6666666666667	242	302.5232773413202	30498.25	21917.5	22384.802692526315
ENSMUST00000126008.8	ENSMUSG00000057363	-	15	13	186	3397	79.76923076923077	61	43.424558808263185	5443.928571428572	3906.5	5109.50726909817
ENSMUST00000188313.7	ENSMUSG00000041763	+	29	27	239	897	129.44444444444446	125	39.15681818350937	2298.3928571428573	1347.5	2521.5688435059
ENSMUST00000027215.12	ENSMUSG00000026049	-	8	6	64	451	126.16666666666667	106.0	81.49703471088176	2072.4285714285716	779	2867.552025517169
ENSMUST00000065767.9	ENSMUSG00000026047	-	10	8	491	559	163.625	189.5	62.34452089569929	1100.4444444444443	1074	768.0340342574525
ENSMUST00000074525.10	ENSMUSG00000056870	+	11	9	362	1889	98.55555555555556	95	28.11187965572167	24219.0	8569.0	40903.549221172594
ENSMUST00000087883.13	ENSMUSG00000026043	+	51	49	295	1106	84.95918367346938	54	53.15071306501662	652.1	410.0	1341.8633746870546
ENSMUST00000086430.5	ENSMUSG00000026042	-	54	52	462	1910	81.78846153846153	54.0	54.0687059424637	2308.245283018868	943	8146.52250705232
ENSMUST00000027137.11	ENSMUSG00000025993	-	8	6	362	1652	226.0	143.5	210.80322578177024	2020.7142857142858	1172	1993.4918037023808
ENSMUST00000027131.6	ENSMUSG00000025986	-	10	8	576	2568	294.25	190.0	306.9875520975682	4556.111111111111	2363	5185.899137190301
ENSMUST00000027279.12	ENSMUSG00000026107	-	6	4	575	1924	84.75	74.0	37.659660115301094	1214.8	917	1031.1123605116952
ENSMUST00000018561.14	ENSMUSG00000018417	-	31	29	168	1303	113.65517241379311	105	43.69396481868354	5372.266666666666	2149.0	8056.229065389277
ENSMUST00000070968.14	ENSMUSG00000026104	+	25	23	169	2583	104.30434782608695	95	41.11340721667844	1552.5	1161.0	1313.509173103137
ENSMUST00000114513.9	ENSMUSG00000026103	-	18	16	632	2867	91.6875	78.5	41.948728625946856	3812.3529411764707	2021	5227.705925417674
ENSMUST00000069792.14	ENSMUSG00000002881	-	8	6	470	2013	231.83333333333334	125.5	297.91368996181876	5644.571428571428	2781	4411.4380821202685
ENSMUST00000165859.8	ENSMUSG00000043015	+	9	7	149	2214	147.57142857142858	116	64.0751047413818	2227.625	1549.5	2102.7451402868583
ENSMUST00000156876.8	ENSMUSG00000041439	-	7	5	440	2260	446.4	162	644.730408775637	11040.833333333334	7646.0	12180.303205038315
ENSMUST00000027271.9	ENSMUSG00000026102	-	6	4	287	4791	172.25	188.0	80.76870268447632	5299.0	2370	7037.417104307518
ENSMUST00000027266.4	ENSMUSG00000026097	+	4	2	94	1483	166.5	166.5	20.506096654409877	3768.3333333333335	3220	2308.8616964498615
ENSMUST00000027263.14	ENSMUSG00000026094	-	8	6	151	2265	146.16666666666666	154.0	56.044327693948354	3775.1428571428573	3211	2609.6491736484063
ENSMUST00000120904.8	ENSMUSG00000042807	-	29	27	145	6458	172.59259259259258	114	244.86169711135042	13425.357142857143	3727.0	32029.777377164017
ENSMUST00000041638.8	ENSMUSG00000041303	-	18	16	159	1999	151.5	150.5	44.14370472294625	2258.0	1344	2292.9258056029635
ENSMUST00000097739.5	ENSMUSG00000073678	-	27	25	249	7851	99.32	84	49.153433247332785	2850.230769230769	1874.0	2728.0078784005345
ENSMUST00000179030.8	ENSMUSG00000052331	-	28	26	248	2996	111.38461538461539	88.0	47.76281141061688	10181.777777777777	2562	20161.594700613216
ENSMUST00000027127.14	ENSMUSG00000025982	-	25	23	143	2324	162.08695652173913	147	56.90335750078074	1504.9166666666667	1000.0	1805.0949370833819
ENSMUST00000027125.7	ENSMUSG00000025981	+	5	3	221	1067	148.33333333333334	150	45.52288801617636	4550.0	3580.0	2546.9386852978355
ENSMUST00000027123.15	ENSMUSG00000025980	-	12	10	246	606	157.1	172.0	62.240483431427315	706.0909090909091	725	501.8145981426715
ENSMUST00000075242.7	ENSMUSG00000073676	+	4	2	281	238	127.5	127.5	53.033008588991066	800.6666666666666	638	630.9281522751488
ENSMUST00000162364.8	ENSMUSG00000025979	+	8	6	129	2225	81.0	83.5	25.163465580082566	2975.5714285714284	1592	2931.54708058975
ENSMUST00000061334.10	ENSMUSG00000046994	+	1	0	11294	11294	NA	NA	NA	NA	NA	NA
ENSMUST00000114415.10	ENSMUSG00000038331	-	11	9	747	3259	199.88888888888889	177	110.9419267504901	17206.8	16658.5	15412.749468468557
ENSMUST00000162686.8	ENSMUSG00000048495	-	8	6	718	516	102.16666666666667	102.5	41.94957290207692	2431.1428571428573	1889	1719.3356690469557
ENSMUST00000027114.6	ENSMUSG00000025971	+	5	3	895	2298	115.66666666666667	127	39.24708057083142	2021.5	2003.5	572.9796389634336
ENSMUST00000170139.8	ENSMUSG00000038305	+	13	11	67	895	123.0	109	71.81086268803627	14159.666666666666	8788.0	16039.932738089154
ENSMUST00000114410.10	ENSMUSG00000054770	-	7	5	108	1573	166.2	194	62.511598923719745	2061.5	2182.0	541.448704865013
ENSMUST00000050552.15	ENSMUSG00000051223	+	12	10	319	2319	123.8	129.5	37.7382800055564	961.8181818181819	680	892.2686611309194
ENSMUST00000034868.14	ENSMUSG00000026034	-	13	11	147	341	118.9090909090909	95	48.27722971640884	855.9166666666666	426.0	852.6969469473509
ENSMUST00000117069.8	ENSMUSG00000026035	-	7	5	619	337	81.4	75	26.06338427756457	2178.8333333333335	2210.0	1272.494780604882
ENSMUST00000027198.12	ENSMUSG00000026037	-	18	16	338	1520	106.4375	101.5	44.323009449569945	2281.0588235294117	1704	2034.4269915196096
ENSMUST00000097724.10	ENSMUSG00000038174	-	13	11	55	3239	117.0	102	35.888716889852724	4555.416666666667	3719.5	5398.214881006049
ENSMUST00000027186.12	ENSMUSG00000026028	-	16	14	194	3734	161.5	134.5	81.54257972183801	4452.866666666667	1722	6820.511856228415
ENSMUST00000027185.11	ENSMUSG00000026027	+	12	10	329	1423	120.8	108.0	54.4748667837849	1748.5454545454545	1067	1620.8794750774262
ENSMUST00000027178.13	ENSMUSG00000026024	-	34	32	77	1290	155.46875	130.5	152.00148224553178	2059.5151515151515	1402	2892.6961917172976
ENSMUST00000114246.4	ENSMUSG00000041075	+	1	0	4532	4532	NA	NA	NA	NA	NA	NA
ENSMUST00000091374.9	ENSMUSG00000026021	-	5	3	155	835	75.0	75	3.0	7546.5	6506.0	6541.270493311423
ENSMUST00000191142.7	ENSMUSG00000026020	+	15	13	218	7774	116.53846153846153	134	38.313651580551515	1752.0714285714287	1566.0	1356.5627074045929
ENSMUST00000036540.12	ENSMUSG00000041040	+	8	6	747	3938	141.16666666666666	132.5	47.08467549709424	9544.142857142857	5297	11700.445880799749
ENSMUST00000060608.13	ENSMUSG00000049439	+	13	11	135	922	106.0	112	42.06899095533431	3542.9166666666665	3238.5	2738.7292825931763
ENSMUST00000075374.10	ENSMUSG00000052062	+	23	21	539	4719	149.23809523809524	129	75.09654104012033	45230.40909090909	34512.0	55918.07950637985
ENSMUST00000114157.3	ENSMUSG00000025969	+	17	15	576	3363	161.2	156	78.62860257474466	6789.8125	2668.0	7637.169346634044
ENSMUST00000087374.10	ENSMUSG00000025964	+	26	24	518	3669	93.29166666666667	82.0	40.47702425764057	5758.24	1965	9139.90713519563
ENSMUST00000027103.7	ENSMUSG00000025962	+	12	10	78	2359	204.9	132.0	220.1415958473596	1777.8181818181818	1493	1692.0918898323353
ENSMUST00000114086.8	ENSMUSG00000025959	-	4	2	592	6318	376.0	376.0	356.38181771801993	28127.666666666668	36269	18874.348871771268
ENSMUST00000185594.7	ENSMUSG00000025958	+	8	6	260	462	141.16666666666666	145.0	27.802278084118694	9068.857142857143	7532	7415.24417284132
ENSMUST00000114079.9	ENSMUSG00000025956	-	4	2	81	1665	142.0	142.0	42.42640687119285	2913.3333333333335	1063	3508.783597392882
ENSMUST00000187170.7	ENSMUSG00000070871	+	11	9	145	424	104.11111111111111	101	58.84395560387754	3161.9	2336.0	2760.5019048474983
ENSMUST00000063982.7	ENSMUSG00000045005	-	2	0	619	6296	NA	NA	NA	279.0	279	NA
ENSMUST00000097713.2	ENSMUSG00000051344	-	8	6	130	6094	389.6666666666667	176.0	389.38652604663486	22734.571428571428	21878	10257.494607312627
ENSMUST00000097709.11	ENSMUSG00000025950	-	9	7	192	940	167.14285714285714	152	59.47668610872827	2283.0	2284.0	1252.7314157472063
ENSMUST00000081154.14	ENSMUSG00000025949	+	42	40	132	5053	151.3	124.0	169.54603035829655	1969.6829268292684	1173	2104.487341836776
ENSMUST00000114017.8	ENSMUSG00000015222	+	15	13	183	3237	120.07692307692308	82	88.02410800311236	18695.35714285714	11810.5	22389.320031613777
ENSMUST00000027157.10	ENSMUSG00000026005	+	6	4	198	2052	110.5	111.0	31.374086972106987	3256.6	1708	3343.459032200036
ENSMUST00000068168.10	ENSMUSG00000026004	-	14	12	173	1644	220.16666666666666	133.5	286.37128897903705	7209.615384615385	2306	8521.16075366165
ENSMUST00000027149.12	ENSMUSG00000026000	-	10	8	90	3041	142.375	141.5	45.80061602829626	3786.5555555555557	1901	4820.03882533925
ENSMUST00000190771.7	ENSMUSG00000025997	-	8	6	156	1456	145.16666666666666	141.0	72.49666659003479	20766.714285714286	6228	37889.34284955901
ENSMUST00000027393.8	ENSMUSG00000026196	-	11	9	479	3355	202.77777777777777	109	277.890615970465	6999.0	6597.0	5821.186152514127
ENSMUST00000027384.6	ENSMUSG00000026192	+	16	14	125	1080	117.14285714285714	117.0	35.36373010010973	1309.1333333333334	986	954.0478324836059
ENSMUST00000055226.13	ENSMUSG00000026193	-	46	44	344	760	163.88636363636363	154.5	70.3348191614178	1318.6	1047	949.6418320034712
ENSMUST00000027381.13	ENSMUSG00000026189	-	8	6	222	262	117.0	111.5	29.58377933936095	3422.4285714285716	2759	2149.8019177855167
ENSMUST00000027379.10	ENSMUSG00000026187	+	21	19	141	245	113.84210526315789	113	43.097129522735216	4248.85	2898.0	5417.568509512654
ENSMUST00000047615.15	ENSMUSG00000039354	+	17	15	188	314	170.46666666666667	141	174.37024101715565	2926.5625	2319.0	2406.697293491643
ENSMUST00000059980.11	ENSMUSG00000046330	+	4	2	34	312	106.0	106.0	32.526911934581186	655.3333333333334	348	538.3905026403543
ENSMUST00000027377.9	ENSMUSG00000026185	-	4	2	1079	4577	175.0	175.0	77.78174593052023	3649.0	634	5262.020619495898
ENSMUST00000113820.9	ENSMUSG00000006304	+	11	9	114	439	98.44444444444444	101	44.64893926822649	3027.4	2513.0	2843.550448920426
ENSMUST00000178235.8	ENSMUSG00000006299	-	11	9	178	464	123.77777777777777	120	27.503535126315025	307.9	223.0	209.32667186853078
ENSMUST00000087226.11	ENSMUSG00000026179	+	11	9	83	1937	114.88888888888889	116	34.87636894963567	6558.6	721.5	18842.230401119952
ENSMUST00000016309.16	ENSMUSG00000006301	-	12	10	283	1272	82.3	59.5	60.10925238448922	1252.8181818181818	352	2488.0635368969906
ENSMUST00000027367.14	ENSMUSG00000026176	+	7	5	456	1830	118.0	105	50.24937810560445	483.5	401.5	444.59543407462024
ENSMUST00000189257.7	ENSMUSG00000033364	-	26	24	110	1749	129.79166666666666	128.0	53.215704748542585	4063.24	2553	6203.794391875562
ENSMUST00000087215.7	ENSMUSG00000026174	+	8	6	404	2157	117.83333333333333	110.0	31.663333157876266	3073.8571428571427	1651	3507.9801134257414
ENSMUST00000027315.14	ENSMUSG00000026135	-	9	7	462	922	728.0	314	995.1643080416419	1890.0	1360.5	1498.2118865977727
ENSMUST00000113733.10	ENSMUSG00000026172	+	8	6	105	303	180.0	155.0	113.66089916941533	335.42857142857144	211	355.36734850145194
ENSMUST00000113721.8	ENSMUSG00000026171	-	10	8	53	650	93.5	82.5	28.69544513382867	686.0	273	929.5095480951231
ENSMUST00000042125.15	ENSMUSG00000033257	+	20	18	145	6290	199.11111111111111	117.0	343.60303513158027	1682.4736842105262	416	2864.122405213643
ENSMUST00000168720.8	ENSMUSG00000033159	-	9	7	581	2379	101.28571428571429	109	24.452091156070107	552.0	401.0	484.83134033540836
ENSMUST00000097694.11	ENSMUSG00000049339	+	9	7	343	1484	104.85714285714286	107	39.62923403847456	320.875	289.5	151.49392962850266
ENSMUST00000160439.8	ENSMUSG00000026197	+	10	8	62	394	93.75	84.5	32.380549717384355	197.55555555555554	187	115.99473168113187
ENSMUST00000027396.15	ENSMUSG00000026198	-	19	17	823	272	110.05882352941177	105	40.58243244963776	317.22222222222223	186.0	284.7067749675415
ENSMUST00000189702.7	ENSMUSG00000033124	-	16	14	440	1072	185.57142857142858	150.0	172.54462713063063	463.8	364	438.50903232267797
ENSMUST00000152233.9	ENSMUSG00000026199	+	13	11	518	324	172.45454545454547	148	111.14077886749187	374.0833333333333	169.0	438.40360365417814
ENSMUST00000113623.8	ENSMUSG00000026200	-	17	15	188	411	116.0	119	48.075832954673956	568.3125	173.0	1305.6142216724409
ENSMUST00000027401.11	ENSMUSG00000026201	+	8	6	215	1793	144.66666666666666	128.0	45.05848051883981	270.42857142857144	187	164.8320935000798
ENSMUST00000186213.7	ENSMUSG00000026202	-	4	2	102	2366	186.0	186.0	52.32590180780452	742.3333333333334	236	879.5944141098972
ENSMUST00000082158.13	ENSMUSG00000026203	+	9	7	484	11	108.28571428571429	103	48.269087021661825	885.875	819.0	735.4484419143777
ENSMUST00000066668.14	ENSMUSG00000026209	-	15	13	303	814	105.46153846153847	102	35.27420063969176	518.1428571428571	316.0	590.8572464769182
ENSMUST00000037796.14	ENSMUSG00000033021	+	13	11	82	274	107.54545454545455	98	44.60126374075882	475.5	302.0	399.3709826942636
ENSMUST00000079205.14	ENSMUSG00000032997	-	4	2	480	1658	377.0	377.0	278.6000717874997	603.6666666666666	505	331.2119160497299
ENSMUST00000027414.16	ENSMUSG00000026213	+	25	23	114	1250	134.52173913043478	104	72.32179953338436	472.875	194.5	651.5119747639866
ENSMUST00000124341.8	ENSMUSG00000006576	+	23	21	117	3360	176.42857142857142	174	47.1068693807723	396.59090909090907	314.0	307.50774811623063
ENSMUST00000027451.13	ENSMUSG00000026235	-	18	16	148	2487	230.8125	156.0	237.9759704255873	8328.0	3190	15251.233708293896
ENSMUST00000035779.15	ENSMUSG00000032883	+	16	14	279	1486	156.07142857142858	140.0	83.1962131957332	3064.6	1734	4518.4418426836355
ENSMUST00000027467.11	ENSMUSG00000026249	-	9	7	186	846	168.28571428571428	198	77.81969392065714	7786.25	3439.5	11989.714231671365
ENSMUST00000163119.8	ENSMUSG00000004364	-	16	14	235	2365	150.64285714285714	146.0	38.405943335849514	4723.266666666666	1922	6298.042796509616
ENSMUST00000069799.3	ENSMUSG00000055980	-	2	0	4640	4504	NA	NA	NA	49172.0	49172	NA
ENSMUST00000027322.14	ENSMUSG00000026142	+	7	5	197	2504	187.0	133	184.9959459015251	20879.833333333332	15420.0	24064.46581511143
ENSMUST00000162003.8	ENSMUSG00000026150	+	11	9	137	810	126.66666666666667	109	55.29240454167281	2536.0	1909.5	1658.5160703338258
ENSMUST00000186302.7	ENSMUSG00000026159	+	13	11	216	677	132.63636363636363	120	43.179330071858985	4470.833333333333	2424.5	5616.270160449149
ENSMUST00000027421.13	ENSMUSG00000026219	-	41	39	76	3626	152.05128205128204	143	114.52371593460887	2712.1	1031.0	4929.594739675453
ENSMUST00000093508.7	ENSMUSG00000070034	-	12	10	189	447	128.5	122.5	60.98679274145255	1818.0	1574	901.4066784753705
ENSMUST00000113360.8	ENSMUSG00000036707	+	9	7	381	2544	125.71428571428571	144	45.9336996322391	6791.375	2491.5	8906.69438339981
ENSMUST00000027425.16	ENSMUSG00000026223	+	6	4	509	1129	148.0	146.0	32.18695387886216	2433.0	1019	3303.0839377769375
ENSMUST00000027432.9	ENSMUSG00000026229	+	25	23	187	72	124.04347826086956	115	49.85294580597617	2975.875	1863.0	4443.704313652509
ENSMUST00000027438.8	ENSMUSG00000026234	-	14	12	195	5978	169.08333333333334	126.0	108.9432365403139	498.46153846153845	451	356.68371035242023
ENSMUST00000045897.15	ENSMUSG00000026238	+	5	3	225	748	81.0	74	13.892443989449804	692.75	194.5	1019.7187112140289
ENSMUST00000121534.8	ENSMUSG00000026240	+	8	6	193	4318	145.33333333333334	142.0	62.44250688967145	3012.714285714286	2949	1050.9939286671631
ENSMUST00000065694.8	ENSMUSG00000053333	+	21	19	29	470	136.10526315789474	113	56.05046806905571	17158.25	11136.0	18656.6799434722
ENSMUST00000113235.8	ENSMUSG00000026254	+	8	6	106	2643	120.66666666666667	125.0	26.575678103609448	3300.285714285714	3298	2443.7695413906304
ENSMUST00000027472.7	ENSMUSG00000026255	+	4	2	392	1179	141.5	141.5	9.192388155425117	14874.333333333334	11897	8739.043731057382
ENSMUST00000027475.15	ENSMUSG00000048000	+	29	27	90	1719	145.0	155	50.75734126515781	4216.785714285715	2551.5	5573.064529383923
ENSMUST00000027477.15	ENSMUSG00000026259	-	13	11	270	911	142.27272727272728	143	64.24031586019936	2565.25	1420.0	3715.3980852417662
ENSMUST00000027512.13	ENSMUSG00000026289	+	18	16	302	1213	100.9375	98.0	47.86574105418892	1958.0	1097	1653.2117604832117
ENSMUST00000065420.12	ENSMUSG00000044783	-	5	3	184	1831	67.33333333333333	67	11.50362261782493	2628.25	1705.0	3041.2354260508455
ENSMUST00000187810.2	ENSMUSG00000049866	-	3	1	1247	1342	151.0	151	NA	13005.0	13005.0	18254.668663111912
ENSMUST00000066279.11	ENSMUSG00000036206	+	6	4	183	1942	717.5	217.0	1095.1728935043393	15931.8	6293	16289.387932024947
ENSMUST00000190096.7	ENSMUSG00000055013	+	17	15	719	1311	136.53333333333333	135	53.558868368855414	26940.625	11825.5	37635.621859925915
ENSMUST00000036153.12	ENSMUSG00000034432	+	8	6	647	1168	78.66666666666667	67.0	34.459638225998056	1153.4285714285713	774	1019.9290591576876
ENSMUST00000059743.12	ENSMUSG00000034343	+	11	9	127	436	65.66666666666667	66	29.82029510249689	3427.6	2362.5	3170.9332380231535
ENSMUST00000069620.10	ENSMUSG00000055866	-	23	21	152	2039	173.42857142857142	151	152.01564769081222	1705.0	1162.5	1778.154447199466
ENSMUST00000047242.9	ENSMUSG00000034292	+	15	13	195	1690	122.23076923076923	84	104.38562628235256	2224.285714285714	1497.5	2697.495973578557
ENSMUST00000086843.11	ENSMUSG00000026311	+	5	3	321	1338	277.0	303	124.06046912695437	3263.75	2960.5	1116.747472200706
ENSMUST00000097644.9	ENSMUSG00000026313	-	27	25	84	4608	136.32	121	57.205564997355516	9363.961538461539	2993.0	18763.61284503764
ENSMUST00000045970.8	ENSMUSG00000034220	+	9	7	453	2448	182.14285714285714	159	93.4691189135545	3119.875	480.5	7338.063766368191
ENSMUST00000027487.15	ENSMUSG00000026269	+	11	9	701	1280	150.66666666666666	141	49.39888662712956	672.2	322.0	1039.136692965207
ENSMUST00000027488.11	ENSMUSG00000026270	+	12	10	639	433	183.0	198.5	65.02819901140325	969.4545454545455	753	879.9649269870207
ENSMUST00000190723.7	ENSMUSG00000014602	-	49	47	189	560	114.72340425531915	109	50.232806761275384	1622.3125	739.0	3136.3696804755627
ENSMUST00000027492.14	ENSMUSG00000026273	-	4	2	91	591	342.0	342.0	222.03152929257593	1115.0	922	521.0364670538905
ENSMUST00000027494.11	ENSMUSG00000026275	+	10	8	858	8600	107.125	111.0	36.100801336575024	2257.8888888888887	2444	1424.4471247158003
