transcript_id	gene_id	strand	n_exons	n_5UTR_junctions	n_CDS_junctions	n_3UTR_junctions	stop_dist_closest_upstream	stop_dist_closest_downstream	stop_dist_last_downstream	start_dist_closest_upstream	start_dist_closest_downstream
ENSMUST00000070968.14	ENSMUSG00000026104	+	25	2	22	0	14	NA	NA	3	128
ENSMUST00000114513.9	ENSMUSG00000026103	-	18	0	17	0	156	NA	NA	NA	401
ENSMUST00000069792.14	ENSMUSG00000002881	-	8	1	6	0	88	NA	NA	19	816
ENSMUST00000165859.8	ENSMUSG00000043015	+	9	0	8	0	138	NA	NA	NA	94
ENSMUST00000156876.8	ENSMUSG00000041439	-	7	1	5	0	203	NA	NA	51	1541
ENSMUST00000027271.9	ENSMUSG00000026102	-	6	1	4	0	549	NA	NA	48	204
ENSMUST00000027266.4	ENSMUSG00000026097	+	4	1	2	0	135	NA	NA	7	174
ENSMUST00000027263.14	ENSMUSG00000026094	-	8	1	6	0	282	NA	NA	41	122
ENSMUST00000120904.8	ENSMUSG00000042807	-	29	1	27	0	111	NA	NA	35	292
ENSMUST00000041638.8	ENSMUSG00000041303	-	18	0	17	0	122	NA	NA	NA	102
ENSMUST00000097739.5	ENSMUSG00000073678	-	27	0	26	0	138	NA	NA	NA	147
ENSMUST00000179030.8	ENSMUSG00000052331	-	28	0	27	0	58	NA	NA	NA	27
ENSMUST00000027127.14	ENSMUSG00000025982	-	25	0	24	0	158	NA	NA	NA	28
ENSMUST00000027125.7	ENSMUSG00000025981	+	5	0	4	0	167	NA	NA	NA	116
ENSMUST00000027123.15	ENSMUSG00000025980	-	12	1	10	0	152	NA	NA	2	174
ENSMUST00000075242.7	ENSMUSG00000073676	+	4	0	3	0	50	NA	NA	NA	3
ENSMUST00000162364.8	ENSMUSG00000025979	+	8	0	7	0	131	NA	NA	NA	60
ENSMUST00000061334.10	ENSMUSG00000046994	+	1	0	0	0	NA	NA	NA	NA	NA
ENSMUST00000114415.10	ENSMUSG00000038331	-	11	1	9	0	461	NA	NA	59	169
ENSMUST00000162686.8	ENSMUSG00000048495	-	8	0	7	0	256	NA	NA	NA	78
ENSMUST00000027114.6	ENSMUSG00000025971	+	5	0	4	0	78	NA	NA	NA	450
ENSMUST00000170139.8	ENSMUSG00000038305	+	13	2	10	0	392	NA	NA	22	39
ENSMUST00000114410.10	ENSMUSG00000054770	-	7	1	5	0	492	NA	NA	34	193
ENSMUST00000050552.15	ENSMUSG00000051223	+	12	1	10	0	31	NA	NA	10	64
ENSMUST00000034868.14	ENSMUSG00000026034	-	13	0	11	0	143	NA	NA	0	161
ENSMUST00000117069.8	ENSMUSG00000026035	-	7	1	5	0	126	NA	NA	48	3
ENSMUST00000027198.12	ENSMUSG00000026037	-	18	2	15	0	86	NA	NA	10	94
ENSMUST00000097724.10	ENSMUSG00000038174	-	13	2	10	0	601	NA	NA	30	51
ENSMUST00000027186.12	ENSMUSG00000026028	-	16	1	14	0	678	NA	NA	198	91
ENSMUST00000027185.11	ENSMUSG00000026027	+	12	1	10	0	143	NA	NA	95	12
ENSMUST00000027178.13	ENSMUSG00000026024	-	34	1	32	0	38	NA	NA	58	20
ENSMUST00000114246.4	ENSMUSG00000041075	+	1	0	0	0	NA	NA	NA	NA	NA
ENSMUST00000091374.9	ENSMUSG00000026021	-	5	0	4	0	68	NA	NA	NA	12
ENSMUST00000191142.7	ENSMUSG00000026020	+	15	0	14	0	50	NA	NA	NA	45
ENSMUST00000036540.12	ENSMUSG00000041040	+	8	0	7	0	318	NA	NA	NA	589
ENSMUST00000060608.13	ENSMUSG00000049439	+	13	0	12	0	150	NA	NA	NA	72
ENSMUST00000075374.10	ENSMUSG00000052062	+	23	0	22	0	357	NA	NA	NA	120
ENSMUST00000114157.3	ENSMUSG00000025969	+	17	0	16	0	304	NA	NA	NA	73
ENSMUST00000087374.10	ENSMUSG00000025964	+	26	0	25	0	48	NA	NA	NA	202
ENSMUST00000027103.7	ENSMUSG00000025962	+	12	1	10	0	107	NA	NA	87	735
ENSMUST00000114086.8	ENSMUSG00000025959	-	4	0	3	0	51	NA	NA	NA	102
ENSMUST00000185594.7	ENSMUSG00000025958	+	8	1	6	0	144	NA	NA	8	114
ENSMUST00000114079.9	ENSMUSG00000025956	-	4	1	2	0	397	NA	NA	25	147
ENSMUST00000187170.7	ENSMUSG00000070871	+	11	1	9	0	116	NA	NA	178	10
ENSMUST00000063982.7	ENSMUSG00000045005	-	2	1	0	0	2010	NA	NA	253	NA
ENSMUST00000097713.2	ENSMUSG00000051344	-	8	1	6	0	177	NA	NA	230	613
ENSMUST00000097709.11	ENSMUSG00000025950	-	9	1	7	0	90	NA	NA	16	122
ENSMUST00000081154.14	ENSMUSG00000025949	+	42	1	40	0	115	NA	NA	9	172
ENSMUST00000114017.8	ENSMUSG00000015222	+	15	5	9	0	215	NA	NA	23	262
ENSMUST00000027157.10	ENSMUSG00000026005	+	6	0	5	0	122	NA	NA	NA	122
ENSMUST00000068168.10	ENSMUSG00000026004	-	14	1	12	0	230	NA	NA	29	1091
ENSMUST00000027149.12	ENSMUSG00000026000	-	10	1	8	0	76	NA	NA	16	81
ENSMUST00000190771.7	ENSMUSG00000025997	-	8	0	7	0	724	NA	NA	NA	3
ENSMUST00000027393.8	ENSMUSG00000026196	-	11	0	10	0	332	NA	NA	NA	140
ENSMUST00000027384.6	ENSMUSG00000026192	+	16	0	15	0	119	NA	NA	NA	19
ENSMUST00000055226.13	ENSMUSG00000026193	-	46	0	45	0	71	NA	NA	NA	151
ENSMUST00000027381.13	ENSMUSG00000026189	-	8	0	7	0	85	NA	NA	NA	124
ENSMUST00000027379.10	ENSMUSG00000026187	+	21	0	20	0	14	NA	NA	NA	21
ENSMUST00000047615.15	ENSMUSG00000039354	+	17	1	15	0	233	NA	NA	58	709
ENSMUST00000059980.11	ENSMUSG00000046330	+	4	0	3	0	63	NA	NA	NA	3
ENSMUST00000027377.9	ENSMUSG00000026185	-	4	0	3	0	131	NA	NA	NA	334
ENSMUST00000113820.9	ENSMUSG00000006304	+	11	1	9	0	24	NA	NA	8	74
ENSMUST00000178235.8	ENSMUSG00000006299	-	11	0	10	0	75	NA	NA	NA	121
ENSMUST00000087226.11	ENSMUSG00000026179	+	11	0	10	0	173	NA	NA	NA	67
ENSMUST00000016309.16	ENSMUSG00000006301	-	12	1	10	0	146	NA	NA	40	202
ENSMUST00000027367.14	ENSMUSG00000026176	+	7	0	6	0	128	NA	NA	NA	67
ENSMUST00000189257.7	ENSMUSG00000033364	-	26	3	22	0	87	NA	NA	68	156
ENSMUST00000087215.7	ENSMUSG00000026174	+	8	0	7	0	168	NA	NA	NA	24
ENSMUST00000027315.14	ENSMUSG00000026135	-	9	1	7	0	469	NA	NA	34	280
ENSMUST00000113733.10	ENSMUSG00000026172	+	8	1	6	0	249	NA	NA	73	320
ENSMUST00000113721.8	ENSMUSG00000026171	-	10	0	9	0	578	NA	NA	NA	41
ENSMUST00000042125.15	ENSMUSG00000033257	+	20	2	17	0	258	NA	NA	94	1472
ENSMUST00000168720.8	ENSMUSG00000033159	-	9	1	7	0	533	NA	NA	19	69
ENSMUST00000097694.11	ENSMUSG00000049339	+	9	0	8	0	625	NA	NA	NA	266
ENSMUST00000160439.8	ENSMUSG00000026197	+	10	1	8	0	44	NA	NA	21	55
ENSMUST00000027396.15	ENSMUSG00000026198	-	19	0	18	0	108	NA	NA	NA	549
ENSMUST00000189702.7	ENSMUSG00000033124	-	16	2	13	0	5	NA	NA	29	103
ENSMUST00000152233.9	ENSMUSG00000026199	+	13	0	12	0	123	NA	NA	NA	226
ENSMUST00000113623.8	ENSMUSG00000026200	-	17	1	15	0	263	NA	NA	63	60
ENSMUST00000027401.11	ENSMUSG00000026201	+	8	1	6	0	138	NA	NA	89	86
ENSMUST00000186213.7	ENSMUSG00000026202	-	4	0	3	0	971	NA	NA	NA	3
ENSMUST00000082158.13	ENSMUSG00000026203	+	9	0	8	0	10	NA	NA	NA	65
ENSMUST00000066668.14	ENSMUSG00000026209	-	15	0	13	0	50	NA	NA	0	94
ENSMUST00000037796.14	ENSMUSG00000033021	+	13	1	11	0	100	NA	NA	21	40
ENSMUST00000079205.14	ENSMUSG00000032997	-	4	0	3	0	1256	NA	NA	NA	314
ENSMUST00000027414.16	ENSMUSG00000026213	+	25	1	23	0	149	NA	NA	25	61
ENSMUST00000124341.8	ENSMUSG00000006576	+	23	1	21	0	77	NA	NA	99	51
ENSMUST00000027451.13	ENSMUSG00000026235	-	18	0	16	1	114	824	824	NA	91
ENSMUST00000035779.15	ENSMUSG00000032883	+	16	2	13	0	157	NA	NA	40	378
ENSMUST00000027467.11	ENSMUSG00000026249	-	9	1	7	0	37	NA	NA	22	259
ENSMUST00000163119.8	ENSMUSG00000004364	-	16	0	15	0	131	NA	NA	NA	66
ENSMUST00000069799.3	ENSMUSG00000055980	-	2	0	0	1	NA	22	22	NA	3717
ENSMUST00000027322.14	ENSMUSG00000026142	+	7	1	5	0	91	NA	NA	79	433
ENSMUST00000162003.8	ENSMUSG00000026150	+	11	2	8	0	131	NA	NA	134	38
ENSMUST00000186302.7	ENSMUSG00000026159	+	13	0	12	0	59	NA	NA	NA	167
ENSMUST00000027421.13	ENSMUSG00000026219	-	41	1	39	0	196	NA	NA	49	98
ENSMUST00000093508.7	ENSMUSG00000070034	-	12	1	10	0	53	NA	NA	1	147
ENSMUST00000113360.8	ENSMUSG00000036707	+	9	1	7	0	188	NA	NA	43	114
ENSMUST00000027425.16	ENSMUSG00000026223	+	6	0	5	0	91	NA	NA	NA	126
ENSMUST00000027432.9	ENSMUSG00000026229	+	25	0	23	1	146	8	8	NA	16
ENSMUST00000027438.8	ENSMUSG00000026234	-	14	0	13	0	76	NA	NA	NA	18
ENSMUST00000045897.15	ENSMUSG00000026238	+	5	0	4	0	47	NA	NA	NA	45
ENSMUST00000121534.8	ENSMUSG00000026240	+	8	2	5	0	158	NA	NA	16	162
ENSMUST00000065694.8	ENSMUSG00000053333	+	21	1	19	0	122	NA	NA	96	52
ENSMUST00000113235.8	ENSMUSG00000026254	+	8	0	6	1	45	34	34	NA	20
ENSMUST00000027472.7	ENSMUSG00000026255	+	4	0	3	0	134	NA	NA	NA	305
ENSMUST00000027475.15	ENSMUSG00000048000	+	29	2	26	0	67	NA	NA	42	41
ENSMUST00000027477.15	ENSMUSG00000026259	-	13	0	12	0	190	NA	NA	NA	107
ENSMUST00000027512.13	ENSMUSG00000026289	+	18	0	17	0	93	NA	NA	NA	115
ENSMUST00000065420.12	ENSMUSG00000044783	-	5	0	4	0	1477	NA	NA	NA	96
ENSMUST00000187810.2	ENSMUSG00000049866	-	3	0	0	2	NA	457	608	NA	1035
ENSMUST00000066279.11	ENSMUSG00000036206	+	6	2	3	0	224	NA	NA	127	118
ENSMUST00000190096.7	ENSMUSG00000055013	+	17	0	16	0	203	NA	NA	NA	163
ENSMUST00000036153.12	ENSMUSG00000034432	+	8	0	7	0	79	NA	NA	NA	78
ENSMUST00000059743.12	ENSMUSG00000034343	+	11	2	8	0	50	NA	NA	16	118
ENSMUST00000069620.10	ENSMUSG00000055866	-	23	1	21	0	149	NA	NA	18	221
ENSMUST00000047242.9	ENSMUSG00000034292	+	15	0	14	0	165	NA	NA	NA	123
ENSMUST00000086843.11	ENSMUSG00000026311	+	5	0	4	0	127	NA	NA	NA	52
ENSMUST00000097644.9	ENSMUSG00000026313	-	27	1	25	0	39	NA	NA	217	22
ENSMUST00000045970.8	ENSMUSG00000034220	+	9	0	8	0	232	NA	NA	NA	166
ENSMUST00000027487.15	ENSMUSG00000026269	+	11	0	10	0	293	NA	NA	NA	513
ENSMUST00000027488.11	ENSMUSG00000026270	+	12	0	11	0	29	NA	NA	NA	141
ENSMUST00000190723.7	ENSMUSG00000014602	-	49	1	47	0	42	NA	NA	59	106
ENSMUST00000027492.14	ENSMUSG00000026273	-	4	0	3	0	335	NA	NA	NA	21
ENSMUST00000027494.11	ENSMUSG00000026275	+	10	0	9	0	176	NA	NA	NA	52
ENSMUST00000170883.8	ENSMUSG00000034088	-	28	2	25	0	86	NA	NA	37	76
ENSMUST00000027498.14	ENSMUSG00000026277	-	12	1	10	0	39	NA	NA	56	30
ENSMUST00000027499.13	ENSMUSG00000026278	+	5	1	3	0	125	NA	NA	29	223
ENSMUST00000027502.16	ENSMUSG00000026280	+	13	0	12	0	73	NA	NA	NA	10
ENSMUST00000027505.13	ENSMUSG00000026283	+	8	0	7	0	42	NA	NA	NA	37
ENSMUST00000059975.8	ENSMUSG00000051185	+	3	0	2	0	3	NA	NA	NA	434
ENSMUST00000043336.11	ENSMUSG00000040710	-	5	0	4	0	282	NA	NA	NA	113
ENSMUST00000112844.10	ENSMUSG00000026333	+	8	1	6	0	274	NA	NA	7	139
ENSMUST00000161567.8	ENSMUSG00000026335	-	24	0	23	0	178	NA	NA	NA	101
ENSMUST00000058688.7	ENSMUSG00000047496	-	3	2	0	0	735	NA	NA	124	NA
ENSMUST00000070699.15	ENSMUSG00000056536	-	29	1	27	0	123	NA	NA	28	221
ENSMUST00000039173.13	ENSMUSG00000026319	+	29	0	28	0	120	NA	NA	NA	526
ENSMUST00000119166.8	ENSMUSG00000038866	+	13	0	12	0	1516	NA	NA	NA	918
ENSMUST00000061047.7	ENSMUSG00000044340	+	17	0	16	0	1211	NA	NA	NA	1444
ENSMUST00000112751.2	ENSMUSG00000057329	-	2	0	1	0	134	NA	NA	NA	576
ENSMUST00000010049.6	ENSMUSG00000009905	-	10	0	9	0	119	NA	NA	NA	108
ENSMUST00000112736.8	ENSMUSG00000009907	-	12	0	10	1	101	46	46	NA	27
ENSMUST00000000514.11	ENSMUSG00000026315	+	7	1	5	0	404	NA	NA	10	168
ENSMUST00000035462.7	ENSMUSG00000038702	-	2	1	0	0	4460	NA	NA	837	NA
ENSMUST00000027623.9	ENSMUSG00000026374	-	6	0	5	0	233	NA	NA	NA	66
ENSMUST00000027626.13	ENSMUSG00000026377	+	7	0	6	0	191	NA	NA	NA	105
ENSMUST00000190571.7	ENSMUSG00000064302	+	42	1	40	0	86	NA	NA	284	195
ENSMUST00000062483.15	ENSMUSG00000048402	-	14	1	12	0	2392	NA	NA	31	136
ENSMUST00000004565.15	ENSMUSG00000004451	-	5	1	3	0	119	NA	NA	49	114
ENSMUST00000183952.2	ENSMUSG00000098923	+	1	0	0	0	NA	NA	NA	NA	NA
ENSMUST00000191046.7	ENSMUSG00000026383	-	17	1	15	0	180	NA	NA	2	180
ENSMUST00000064091.12	ENSMUSG00000026384	-	27	1	25	0	86	NA	NA	17	138
ENSMUST00000056089.8	ENSMUSG00000050777	-	2	0	1	0	614	NA	NA	NA	21
ENSMUST00000027634.13	ENSMUSG00000026385	-	4	0	3	0	73	NA	NA	NA	9
ENSMUST00000112641.8	ENSMUSG00000026389	-	6	2	3	0	281	NA	NA	8	492
ENSMUST00000003818.14	ENSMUSG00000003721	-	6	1	4	0	41	NA	NA	132	244
ENSMUST00000036025.16	ENSMUSG00000026339	+	24	0	23	0	53	NA	NA	NA	42
ENSMUST00000027579.17	ENSMUSG00000026341	-	13	1	11	0	95	NA	NA	129	44
ENSMUST00000027580.11	ENSMUSG00000026342	+	16	0	14	1	75	22	22	NA	40
ENSMUST00000038361.11	ENSMUSG00000036155	+	18	2	15	0	198	NA	NA	142	241
ENSMUST00000112570.2	ENSMUSG00000026349	+	10	0	9	0	67	NA	NA	NA	158
ENSMUST00000086614.12	ENSMUSG00000036086	-	21	1	19	0	98	NA	NA	7	161
ENSMUST00000036288.11	ENSMUSG00000056211	+	27	2	24	0	361	NA	NA	40	171
ENSMUST00000027592.6	ENSMUSG00000026353	+	13	0	12	0	138	NA	NA	NA	82
ENSMUST00000027601.11	ENSMUSG00000026355	-	17	0	16	0	116	NA	NA	NA	107
ENSMUST00000027602.15	ENSMUSG00000026356	-	16	0	15	0	91	NA	NA	NA	66
ENSMUST00000052172.7	ENSMUSG00000045382	-	2	0	1	0	1058	NA	NA	NA	21
ENSMUST00000027650.13	ENSMUSG00000026399	-	10	0	9	0	67	NA	NA	NA	100
ENSMUST00000066863.13	ENSMUSG00000026409	-	16	1	13	1	200	869	869	20	91
ENSMUST00000049813.6	ENSMUSG00000046404	+	2	0	1	0	703	NA	NA	NA	328
ENSMUST00000016672.11	ENSMUSG00000016528	-	10	0	9	0	143	NA	NA	NA	237
ENSMUST00000016670.9	ENSMUSG00000016526	-	3	0	2	0	1571	NA	NA	NA	77
ENSMUST00000068805.14	ENSMUSG00000026427	+	15	0	14	0	67	NA	NA	NA	56
ENSMUST00000027688.15	ENSMUSG00000026430	-	6	0	5	0	152	NA	NA	NA	442
ENSMUST00000062108.10	ENSMUSG00000042349	-	22	2	19	0	33	NA	NA	24	87
ENSMUST00000097588.9	ENSMUSG00000026425	-	23	1	21	0	383	NA	NA	589	67
ENSMUST00000086559.7	ENSMUSG00000013275	+	11	1	9	0	185	NA	NA	611	369
ENSMUST00000112386.8	ENSMUSG00000026433	+	5	0	4	0	114	NA	NA	NA	124
ENSMUST00000062264.8	ENSMUSG00000026434	+	7	0	6	0	172	NA	NA	NA	17
ENSMUST00000177943.8	ENSMUSG00000026435	+	5	1	3	0	437	NA	NA	223	172
ENSMUST00000086556.12	ENSMUSG00000026436	+	5	1	3	0	98	NA	NA	9	207
ENSMUST00000027697.12	ENSMUSG00000026437	-	16	1	14	0	34	NA	NA	25	124
ENSMUST00000072177.14	ENSMUSG00000009772	+	8	0	7	0	1060	NA	NA	NA	243
ENSMUST00000045110.14	ENSMUSG00000042046	+	13	0	12	0	187	NA	NA	NA	265
ENSMUST00000190997.7	ENSMUSG00000026439	+	14	0	13	0	28	NA	NA	NA	19
ENSMUST00000067398.13	ENSMUSG00000054387	-	11	1	9	0	569	NA	NA	30	78
ENSMUST00000077730.7	ENSMUSG00000026447	+	33	1	31	0	185	NA	NA	88	930
ENSMUST00000052529.4	ENSMUSG00000046062	+	2	0	1	0	224	NA	NA	NA	1869
ENSMUST00000187285.7	ENSMUSG00000041757	+	23	2	19	1	115	9	9	13	102
ENSMUST00000135222.9	ENSMUSG00000070644	+	8	0	7	0	72	NA	NA	NA	255
ENSMUST00000153799.8	ENSMUSG00000070643	-	14	1	12	0	273	NA	NA	1	198
ENSMUST00000143567.8	ENSMUSG00000026463	-	21	1	19	0	305	NA	NA	468	193
ENSMUST00000020692.7	ENSMUSG00000020423	-	2	0	1	0	334	NA	NA	NA	142
ENSMUST00000049470.11	ENSMUSG00000042305	-	8	0	7	0	185	NA	NA	NA	109
ENSMUST00000027726.14	ENSMUSG00000026456	+	9	0	8	0	172	NA	NA	NA	15
ENSMUST00000027727.15	ENSMUSG00000026457	+	8	1	6	0	128	NA	NA	94	141
ENSMUST00000027725.11	ENSMUSG00000026455	+	12	1	10	0	126	NA	NA	6	195
ENSMUST00000047978.9	ENSMUSG00000042229	+	2	0	1	0	245	NA	NA	NA	126
ENSMUST00000047714.14	ENSMUSG00000042207	+	27	0	26	0	137	NA	NA	NA	204
ENSMUST00000027687.8	ENSMUSG00000026429	+	7	1	5	0	146	NA	NA	63	109
ENSMUST00000027684.11	ENSMUSG00000026426	+	7	0	6	0	49	NA	NA	NA	123
ENSMUST00000081104.10	ENSMUSG00000062580	-	6	0	5	0	85	NA	NA	NA	26
ENSMUST00000041240.4	ENSMUSG00000041889	-	5	0	4	0	46	NA	NA	NA	73
ENSMUST00000041023.14	ENSMUSG00000041879	-	24	0	23	0	110	NA	NA	NA	163
ENSMUST00000097561.9	ENSMUSG00000026421	+	6	1	4	0	76	NA	NA	1	112
ENSMUST00000038945.6	ENSMUSG00000041801	+	2	0	0	1	NA	69	69	NA	446
ENSMUST00000165125.8	ENSMUSG00000026411	+	6	1	4	0	152	NA	NA	36	66
ENSMUST00000075164.11	ENSMUSG00000041642	+	35	0	34	0	54	NA	NA	NA	41
ENSMUST00000048309.12	ENSMUSG00000041570	-	19	0	18	0	305	NA	NA	NA	139
ENSMUST00000189413.7	ENSMUSG00000041498	+	29	0	28	0	370	NA	NA	NA	1217
ENSMUST00000047734.15	ENSMUSG00000041483	+	2	1	0	0	2695	NA	NA	14	NA
ENSMUST00000186017.7	ENSMUSG00000026393	-	10	1	8	0	110	NA	NA	26	57
ENSMUST00000168527.8	ENSMUSG00000056268	+	22	0	21	0	542	NA	NA	NA	17
ENSMUST00000039867.10	ENSMUSG00000033964	+	11	1	9	0	655	NA	NA	117	1117
ENSMUST00000018337.9	ENSMUSG00000026361	-	17	0	16	0	36	NA	NA	NA	131
ENSMUST00000145969.8	ENSMUSG00000018196	+	4	1	2	0	131	NA	NA	1	63
ENSMUST00000159879.2	ENSMUSG00000018199	-	9	1	7	0	152	NA	NA	21	580
ENSMUST00000189936.7	ENSMUSG00000018189	+	11	0	10	0	44	NA	NA	NA	76
ENSMUST00000127206.8	ENSMUSG00000026360	-	5	0	4	0	194	NA	NA	NA	110
ENSMUST00000070200.15	ENSMUSG00000056220	-	18	1	16	0	131	NA	NA	66	33
