transcript_id	gene_id	region	length	source_file	seqid	strand
ind_0038_00010	ind_0038_00010	3UTR	197	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00010	+
ind_0038_00011	ind_0038_00011	mRNA	965	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00011	+
ind_0038_00011	ind_0038_00011	5UTR	51	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00011	+
ind_0038_00011	ind_0038_00011	CDS	717	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00011	+
ind_0038_00011	ind_0038_00011	3UTR	197	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00011	+
ind_0038_00012	ind_0038_00012	mRNA	965	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00012	+
ind_0038_00012	ind_0038_00012	5UTR	51	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00012	+
ind_0038_00012	ind_0038_00012	CDS	717	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00012	+
ind_0038_00012	ind_0038_00012	3UTR	197	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00012	+
ind_0038_00013	ind_0038_00013	mRNA	965	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00013	+
ind_0038_00013	ind_0038_00013	5UTR	51	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00013	+
ind_0038_00013	ind_0038_00013	CDS	717	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00013	+
ind_0038_00013	ind_0038_00013	3UTR	197	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00013	+
ind_0038_00014	ind_0038_00014	mRNA	965	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00014	+
ind_0038_00014	ind_0038_00014	5UTR	51	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00014	+
ind_0038_00014	ind_0038_00014	CDS	717	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00014	+
ind_0038_00014	ind_0038_00014	3UTR	197	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00014	+
ind_0038_00015	ind_0038_00015	mRNA	965	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00015	+
ind_0038_00015	ind_0038_00015	5UTR	51	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00015	+
ind_0038_00015	ind_0038_00015	CDS	717	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00015	+
ind_0038_00015	ind_0038_00015	3UTR	197	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00015	+
ind_0038_00016	ind_0038_00016	mRNA	965	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00016	+
ind_0038_00016	ind_0038_00016	5UTR	51	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00016	+
ind_0038_00016	ind_0038_00016	CDS	717	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00016	+
ind_0038_00016	ind_0038_00016	3UTR	197	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00016	+
ind_0038_00017	ind_0038_00017	mRNA	965	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00017	+
ind_0038_00017	ind_0038_00017	5UTR	51	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00017	+
ind_0038_00017	ind_0038_00017	CDS	717	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00017	+
ind_0038_00017	ind_0038_00017	3UTR	197	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00017	+
ind_0038_00018	ind_0038_00018	mRNA	965	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00018	+
ind_0038_00018	ind_0038_00018	5UTR	51	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00018	+
ind_0038_00018	ind_0038_00018	CDS	717	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00018	+
ind_0038_00018	ind_0038_00018	3UTR	197	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00018	+
ind_0038_00019	ind_0038_00019	mRNA	965	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00019	+
ind_0038_00019	ind_0038_00019	5UTR	51	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00019	+
ind_0038_00019	ind_0038_00019	CDS	717	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00019	+
ind_0038_00019	ind_0038_00019	3UTR	197	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00019	+
ind_0038_00020	ind_0038_00020	mRNA	965	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00020	+
ind_0038_00020	ind_0038_00020	5UTR	51	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00020	+
ind_0038_00020	ind_0038_00020	CDS	717	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00020	+
ind_0038_00020	ind_0038_00020	3UTR	197	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00020	+
ind_0038_00021	ind_0038_00021	mRNA	965	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00021	+
ind_0038_00021	ind_0038_00021	5UTR	51	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00021	+
ind_0038_00021	ind_0038_00021	CDS	717	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00021	+
ind_0038_00021	ind_0038_00021	3UTR	197	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00021	+
ind_0038_00022	ind_0038_00022	mRNA	965	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00022	+
ind_0038_00022	ind_0038_00022	5UTR	51	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00022	+
ind_0038_00022	ind_0038_00022	CDS	717	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00022	+
ind_0038_00022	ind_0038_00022	3UTR	197	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00022	+
ind_0038_00023	ind_0038_00023	mRNA	965	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00023	+
ind_0038_00023	ind_0038_00023	5UTR	51	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00023	+
ind_0038_00023	ind_0038_00023	CDS	717	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00023	+
ind_0038_00023	ind_0038_00023	3UTR	197	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00023	+
ind_0038_00024	ind_0038_00024	mRNA	965	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00024	+
ind_0038_00024	ind_0038_00024	5UTR	51	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00024	+
ind_0038_00024	ind_0038_00024	CDS	717	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00024	+
ind_0038_00024	ind_0038_00024	3UTR	197	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00024	+
ind_0038_00025	ind_0038_00025	mRNA	965	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00025	+
ind_0038_00025	ind_0038_00025	5UTR	51	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00025	+
ind_0038_00025	ind_0038_00025	CDS	717	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00025	+
ind_0038_00025	ind_0038_00025	3UTR	197	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00025	+
ind_0038_00026	ind_0038_00026	mRNA	965	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00026	+
ind_0038_00026	ind_0038_00026	5UTR	51	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00026	+
ind_0038_00026	ind_0038_00026	CDS	717	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00026	+
ind_0038_00026	ind_0038_00026	3UTR	197	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00026	+
ind_0038_00027	ind_0038_00027	mRNA	965	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00027	+
ind_0038_00027	ind_0038_00027	5UTR	51	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00027	+
ind_0038_00027	ind_0038_00027	CDS	717	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00027	+
ind_0038_00027	ind_0038_00027	3UTR	197	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00027	+
ind_0038_00028	ind_0038_00028	mRNA	965	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00028	+
ind_0038_00028	ind_0038_00028	5UTR	51	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00028	+
ind_0038_00028	ind_0038_00028	CDS	717	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00028	+
ind_0038_00028	ind_0038_00028	3UTR	197	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00028	+
ind_0038_00029	ind_0038_00029	mRNA	965	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00029	+
ind_0038_00029	ind_0038_00029	5UTR	51	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00029	+
ind_0038_00029	ind_0038_00029	CDS	717	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00029	+
ind_0038_00029	ind_0038_00029	3UTR	197	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00029	+
ind_0038_00030	ind_0038_00030	mRNA	965	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00030	+
ind_0038_00030	ind_0038_00030	5UTR	51	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00030	+
ind_0038_00030	ind_0038_00030	CDS	717	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00030	+
ind_0038_00030	ind_0038_00030	3UTR	197	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00030	+
ind_0038_00031	ind_0038_00031	mRNA	965	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00031	+
ind_0038_00031	ind_0038_00031	5UTR	51	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00031	+
ind_0038_00031	ind_0038_00031	CDS	717	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00031	+
ind_0038_00031	ind_0038_00031	3UTR	197	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00031	+
ind_0038_00032	ind_0038_00032	mRNA	965	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00032	+
ind_0038_00032	ind_0038_00032	5UTR	51	/projects/health_sciences/bms/biochemistry/gardner_group/nadia/UTR_optimization/optimization_a7/38gen/_workspace/metrics_run/assembled_transcripts.fa	ind_0038_00032	+
