accession,bits_score,start,end,description,species,tax_id
FM865413.1,47.5,3469,3518,"Wheat yellow dwarf virus-GPV, complete genome, genomic RNA",Wheat yellow dwarf virus-GPV,572239
KX856972.1,47.4,3518,3569,"African eggplant yellowing virus isolate eMA4, complete genome.",African eggplant yellowing virus,1963256
KT868949.1,47.2,3644,3695,"Ixeridium yellow mottle virus 1 isolate Bonghwa, complete genome.",Ixeridium yellow mottle virus 1,1809767
KT992824.1,47.1,3323,3372,"Maize yellow dwarf virus-RMV2, complete genome.",Maize yellow dwarf virus-RMV2,1833824
KU248489.1,47.1,3331,3380,"KU248489.1 Maize yellow mosaic virus isolate Yunnan11, complete genome",Maize yellow mosaic virus,1856642
MN814307.1,47.1,3446,3495,"MN814307.1 Zea mays polerovirus strain pt060-phy-3, complete genome",Zea mays polerovirus,2738921
JQ700308.2,46.7,3458,3509,"Suakwa aphid-borne yellows virus isolate SABYV-TW19, complete genome.",Suakwa aphid-borne yellows virus,646010
KU315178.1,41.6,3381,3430,"Pepo aphid-borne yellows virus isolate RSA BB Marrow, complete genome.",Pepo aphid-borne yellows virus,1462681
KF427701.2,41.4,3486,3540,"Luffa aphid-borne yellows virus isolate TH24, complete genome.",Luffa aphid-borne yellows virus,1462682
MT008025.1,38.8,3471,3517,"MT008025.1 Grapevine polerovirus 1 isolate KT, complete genome",Grapevine polerovirus 1,2696999
AF157029.1,37.8,3467,3513,Sugarcane yellow leaf virus complete genome.,Sugarcane yellow leaf virus,94290
KX882817.1,37.5,3027,3077,"Changjiang polero-like virus 1 strain CJLX30310 hypothetical protein 1, hypothetical protein 2, and hypothetical protein 3 genes, complete cds.",Changjiang polero-like virus 1,1922799
AF402620.2,37.1,2614,2661,"Tobacco bushy top virus, complete genome.",Tobacco bushy top virus,184020
AY695933.1,36.4,3307,3358,"Carrot red leaf virus strain UK-1, complete genome.",Carrot red leaf virus,66200
BEZZ01002022.1,36.3,179862,179908,"BEZZ01002022.1 Chiloscyllium punctatum DNA, scf_chipu00002022, whole genome shotgun sequence",Chiloscyllium punctatum (brownbanded bambooshark),137246
CM056501.1,36.3,2418913,2418961,"CM056501.1 Anisodus acutangulus isolate KIB-2019 linkage group LG13, whole genome shotgun sequence",Anisodus acutangulus,402998
MLFT02000225.1,35.5,286502,286455,"MLFT02000225.1 Capsicum baccatum isolate PBC81 CBv1.2.scaffold1755, whole genome shotgun sequence",Capsicum baccatum,33114
KI630716.1,35.1,791663,791714,"KI630716.1 Mimulus guttatus cultivar IM62 unplaced genomic scaffold scaffold_23, whole genome shotgun sequence",Mimulus guttatus (spotted monkey flower),4155
MN600000.1,35,3394,3440,"MN600000.1 Groundnut rosette assistor virus isolate SC7.1, complete genome",Groundnut rosette assistor virus,33761
MLFT02000225.1,35,250548,250501,"MLFT02000225.1 Capsicum baccatum isolate PBC81 CBv1.2.scaffold1755, whole genome shotgun sequence",Capsicum baccatum,33114
AY956384.1,34.9,3489,3535,"Chickpea chlorotic stunt virus isolate Et-fb-am1, complete genome.",Chickpea chlorotic stunt virus,328430
EU151723.4,34.9,3584,3631,"Opium poppy mosaic virus isolate PHEL5235, complete genome.",Opium poppy mosaic virus,473784
CM025505.1,34.8,150850741,150850796,"CM025505.1 Camellia sinensis isolate G240 chromosome 10, whole genome shotgun sequence",Camellia sinensis,4442
CM056492.1,34.8,44960971,44960924,"CM056492.1 Anisodus acutangulus isolate KIB-2019 linkage group LG04, whole genome shotgun sequence",Anisodus acutangulus,402998
CM056489.1,34.3,20328220,20328267,"CM056489.1 Anisodus acutangulus isolate KIB-2019 linkage group LG01, whole genome shotgun sequence",Anisodus acutangulus,402998
CM008445.1,34.3,26208552,26208598,"CM008445.1 Capsicum baccatum isolate PBC81 chromosome 3, whole genome shotgun sequence",Capsicum baccatum,33114
LC488188.1,34.2,3438,3484,"LC488188.1 Persimmon polerovirus LuVa2 RNA, complete genome",Persimmon polerovirus,2590571
CM017766.1,34,11006494,11006444,"CM017766.1 Acer yangbiense isolate Malutang-1-2009seedling ecotype Malutang chromosome 6, whole genome shotgun sequence",Acer yangbiense,1000413
KV878589.1,33.9,1012656,1012601,"KV878589.1 Aspergillus sydowii CBS 593.65 unplaced genomic scaffold ASPSYscaffold_8, whole genome shotgun sequence",Aspergillus sydowii CBS 593.65,1036612
KY364847.1,33.7,3467,3518,"Cowpea polerovirus 2 isolate BE179, complete genome.",Cowpea polerovirus 2,1913125
NW_004444109.1,33.6,4031287,4031333,"NW_004444109.1 Trichechus manatus latirostris isolate Lorelei unplaced genomic scaffold, TriManLat1.0 scaffold00173, whole genome shotgun sequence",Trichechus manatus latirostris,127582
AP024110.1,33.5,1905247,1905297,"AP024110.1 Methyloradius palustris Zm11 DNA, complete genome",Methyloradius palustris,2778876
CM028150.1,33.5,20210148,20210201,"CM028150.1 Vanilla planifolia cultivar Daphna chromosome 1, whole genome shotgun sequence",Vanilla planifolia,51239
QVOM02000097.1,33.3,540955,541002,"QVOM02000097.1 Salvator merianae strain LG2117 Scaffold_97, whole genome shotgun sequence",Tupinambis merianae,96440
CM027025.1,33.3,17868638,17868587,"CM027025.1 Kryptolebias marmoratus isolate JLee-2015 linkage group LG17, whole genome shotgun sequence",Kryptolebias marmoratus (mangrove rivulus),37003
CM056502.1,33.2,30015166,30015214,"CM056502.1 Anisodus acutangulus isolate KIB-2019 linkage group LG14, whole genome shotgun sequence",Anisodus acutangulus,402998
JAOPHQ010004072.1,33,35826,35877,"JAOPHQ010004072.1 Merluccius polli isolate C29 contig4072, whole genome shotgun sequence",Merluccius polli (Benguela hake),89951
VWZR01014507.1,32.8,204575,204621,"VWZR01014507.1 Oceanodroma tethys voucher USNM:608101 isolate B10K-DU-001-32 scaffold4388, whole genome shotgun sequence",Oceanodroma tethys,79633
CM056506.1,32.6,39367708,39367661,"CM056506.1 Anisodus acutangulus isolate KIB-2019 linkage group LG18, whole genome shotgun sequence",Anisodus acutangulus,402998
EU151723.4,32.4,2668,2715,"Opium poppy mosaic virus isolate PHEL5235, complete genome.",Opium poppy mosaic virus,473784
PKMU01000990.1,32.4,591230,591281,"PKMU01000990.1 Chelonoidis abingdonii isolate Lonesome George Contig132, whole genome shotgun sequence",Geochelone nigra abingdoni,106734
VZTL01044663.1,32.4,15148,15194,"VZTL01044663.1 Scopus umbretta voucher LSUMZ:Ornithology:B29000 isolate B10K-DU-002-70 scaffold16225, whole genome shotgun sequence",Scopus umbretta (hamerkop),33581
VZUJ01051161.1,32.3,29314,29263,"VZUJ01051161.1 Atlantisia rogersi isolate OUT-0055 NODE_8599_length_35231_cov_13.3205_ID_17197, whole genome shotgun sequence",Atlantisia rogersi (inaccessible island rail),2478892
JACWEP010000004.1,32.2,36707,36753,"JACWEP010000004.1 Pelagibacterales bacterium SAG-MED48 SAR11-SAG-MED48-C4, whole genome shotgun sequence",Pelagibacterales bacterium SAG-MED48,2760047
CM056491.1,32.2,39107853,39107899,"CM056491.1 Anisodus acutangulus isolate KIB-2019 linkage group LG03, whole genome shotgun sequence",Anisodus acutangulus,402998
CM008448.1,32.2,212745715,212745761,"CM008448.1 Capsicum baccatum isolate PBC81 chromosome 6, whole genome shotgun sequence",Capsicum baccatum,33114
VULL01000185.1,32,181957,181911,"VULL01000185.1 Eudyptes chrysocome isolate RH 110-1 scaffold_190, whole genome shotgun sequence",Eudyptes chrysocome (Rockhopper penguin),79626
KY364846.1,32,3380,3429,"Cowpea polerovirus 1 isolate BE167, complete genome.",Cowpea polerovirus 1,1913124
CM056511.1,31.8,28589317,28589269,"CM056511.1 Anisodus acutangulus isolate KIB-2019 linkage group LG23, whole genome shotgun sequence",Anisodus acutangulus,402998
VZTA01010772.1,31.8,78567,78616,"VZTA01010772.1 Mohoua ochrocephala voucher OTA:MR-006 isolate B10K-DU-030-22 scaffold3930, whole genome shotgun sequence",Mohoua ochrocephala,874463
CM043951.1,31.6,158864299,158864348,"CM043951.1 Adiantum capillus-veneris isolate H3 chromosome 10, whole genome shotgun sequence",Adiantum capillus-veneris,13818
CM056498.1,31.6,24027663,24027711,"CM056498.1 Anisodus acutangulus isolate KIB-2019 linkage group LG10, whole genome shotgun sequence",Anisodus acutangulus,402998
CAJVPQ010005251.1,31.6,1522,1468,"CAJVPQ010005251.1 Funneliformis caledonium strain UK204 genome assembly, contig: contig005251, whole genome shotgun sequence",Funneliformis caledonium,1117310
CM008447.1,31.6,200303841,200303888,"CM008447.1 Capsicum baccatum isolate PBC81 chromosome 5, whole genome shotgun sequence",Capsicum baccatum,33114
CM008466.1,31.5,238408675,238408722,"CM008466.1 Capsicum annuum cultivar CM334 chromosome 12, whole genome shotgun sequence",Capsicum annuum,4072
CM043951.1,31.5,158523175,158523126,"CM043951.1 Adiantum capillus-veneris isolate H3 chromosome 10, whole genome shotgun sequence",Adiantum capillus-veneris,13818
CM012095.2,31.4,10692652,10692599,"CM012095.2 Taeniopygia guttata isolate Black17 chromosome 13, whole genome shotgun sequence",Taeniopygia guttata,59729
CM008454.1,31.3,218879478,218879432,"CM008454.1 Capsicum baccatum isolate PBC81 chromosome 12, whole genome shotgun sequence",Capsicum baccatum,33114
KJ885302.1,31.3,3487,3534,"Sauropus yellowing virus isolate THSP1-B P0, P1-P2 fusion protein, P1, P3-P5 readthrough protein, P3, and P4 genes, complete cds.",Sauropus yellowing virus,1577997
KQ021626.1,31.3,5787303,5787350,"KQ021626.1 Propithecus coquereli isolate 6110/MARCELLA unplaced genomic scaffold Scaffold210, whole genome shotgun sequence",Propithecus coquereli (Coquerel's sifaka),379532
VZTM01037587.1,31.2,116927,116979,"VZTM01037587.1 Jacana jacana voucher LSUMZ:Ornithology:B51411 isolate B10K-DU-002-59 scaffold3198, whole genome shotgun sequence",Jacana jacana (wattled jacana),54508
ULFR01000022.1,31.2,3295662,3295707,"ULFR01000022.1 Pseudonaja textilis genome assembly, contig: phap_PSETE__EBS10XV2PHAP279, whole genome shotgun sequence",Pseudonaja textilis,8673
LR738615.1,31,334381,334432,"LR738615.1 Sciurus vulgaris genome assembly, chromosome: 5",Sciurus vulgaris (Eurasian red squirrel),55149
VYXB01010332.1,31,72125,72072,"VYXB01010332.1 Pachyramphus minor voucher USNM:627125 isolate B10K-DU-001-72 scaffold2612, whole genome shotgun sequence",Pachyramphus minor,369605
VZSC01007030.1,31,187095,187148,"VZSC01007030.1 Steatornis caripensis voucher MPEG:T17221 isolate OUT-0004 scaffold2633, whole genome shotgun sequence",Steatornis caripensis (oilbird),48435
