transcript_id	codon_AAA	codon_AAC	codon_AAG	codon_AAT	codon_ACA	codon_ACC	codon_ACG	codon_ACT	codon_AGA	codon_AGC	codon_AGG	codon_AGT	codon_ATA	codon_ATC	codon_ATG	codon_ATT	codon_CAA	codon_CAC	codon_CAG	codon_CAT	codon_CCA	codon_CCC	codon_CCG	codon_CCT	codon_CGA	codon_CGC	codon_CGG	codon_CGT	codon_CTA	codon_CTC	codon_CTG	codon_CTT	codon_GAA	codon_GAC	codon_GAG	codon_GAT	codon_GCA	codon_GCC	codon_GCG	codon_GCT	codon_GGA	codon_GGC	codon_GGG	codon_GGT	codon_GTA	codon_GTC	codon_GTG	codon_GTT	codon_TAA	codon_TAC	codon_TAG	codon_TAT	codon_TCA	codon_TCC	codon_TCG	codon_TCT	codon_TGA	codon_TGC	codon_TGG	codon_TGT	codon_TTA	codon_TTC	codon_TTG	codon_TTT	codon_other	aa_A	aa_C	aa_D	aa_E	aa_F	aa_G	aa_H	aa_I	aa_K	aa_L	aa_M	aa_N	aa_P	aa_Q	aa_R	aa_S	aa_T	aa_V	aa_W	aa_Y	cds_length_codons	n_codons_scored	n_stops	aa_total
ENSBTAT00000109948	43	16	22	34	27	9	5	14	34	10	15	15	20	11	26	29	29	9	36	20	23	8	4	24	10	2	4	4	19	8	14	20	77	17	44	44	21	17	6	21	17	5	7	15	10	3	17	24	1	19	0	19	25	10	2	18	0	3	11	10	26	15	26	31	0	65	13	61	121	46	44	29	60	65	113	26	50	59	65	69	80	55	54	11	38	1125	1125	1	1124
ENSBTAT00000114020	53	33	36	37	21	17	7	18	22	39	15	40	15	10	25	8	15	22	44	16	16	26	6	29	3	2	4	2	11	10	37	26	46	22	34	28	23	26	5	23	20	18	13	13	7	14	14	14	1	9	0	9	20	13	5	35	0	6	6	9	21	13	16	9	0	77	15	50	80	22	64	38	33	89	121	25	70	77	59	48	152	63	49	6	18	1157	1157	1	1156
ENSBTAT00000139161	16	9	13	15	9	6	3	10	8	4	1	4	7	9	12	11	11	4	12	4	7	7	2	8	4	1	0	1	5	5	9	10	23	13	12	10	9	6	0	13	20	9	5	4	8	7	13	12	0	3	0	11	7	4	1	7	1	0	1	1	14	7	11	13	0	28	1	23	35	20	38	8	27	29	54	12	24	24	23	15	27	28	40	1	14	472	472	1	471
ENSBTAT00000101606	45	36	30	45	29	29	13	32	29	26	14	41	11	32	27	28	32	15	55	17	53	40	9	47	25	10	7	11	6	19	27	19	64	37	39	58	47	36	6	25	47	19	28	25	21	24	47	31	0	20	0	28	39	21	3	28	1	9	20	11	10	13	16	22	0	114	20	95	103	35	119	32	71	75	97	27	81	149	87	96	158	103	123	20	48	1654	1654	1	1653
ENSBTAT00000083071	21	12	16	21	12	4	1	11	11	9	5	7	8	11	16	16	3	8	10	21	20	5	4	5	7	5	2	5	11	9	12	16	33	15	15	29	11	12	7	18	25	3	8	17	5	2	12	10	0	19	0	27	11	8	1	9	1	6	15	5	8	10	13	27	0	48	11	44	48	37	53	29	35	37	69	16	33	34	13	35	45	28	29	15	46	706	706	1	705
ENSBTAT00000154212	15	2	10	7	11	1	0	4	3	2	1	2	3	5	14	7	9	0	8	1	3	0	0	0	3	0	3	0	1	1	1	3	15	2	4	10	4	6	0	7	4	1	0	2	5	1	2	2	1	0	0	1	3	3	0	8	0	1	0	0	8	1	1	3	0	17	1	12	19	4	7	1	15	25	15	14	9	3	17	10	18	16	10	0	1	215	215	1	214
ENSBTAT00000109204	2	3	12	7	2	2	0	6	2	0	3	3	1	2	2	1	3	2	5	4	3	2	0	3	3	2	0	2	1	3	7	3	5	3	7	5	5	2	1	4	5	1	0	1	2	3	5	3	0	2	0	1	3	1	1	4	1	4	0	1	0	2	1	4	0	12	5	8	12	6	7	6	4	14	15	2	10	8	8	12	12	10	13	0	3	168	168	1	167
ENSBTAT00000006796	22	3	19	13	11	3	1	4	12	3	6	10	6	7	9	8	11	4	8	5	8	5	0	17	4	2	2	4	4	2	8	10	30	9	20	12	7	2	2	12	16	3	3	4	6	6	8	7	0	2	0	6	7	4	1	4	0	5	8	7	3	4	8	7	0	23	12	21	50	11	26	9	21	41	35	9	16	30	19	30	29	19	27	8	8	444	444	0	444
ENSBTAT00000020876	15	4	11	8	5	3	1	5	7	3	9	3	2	3	8	5	6	3	8	3	8	2	0	10	1	1	0	1	4	5	11	10	17	4	1	13	6	6	1	9	6	5	3	2	5	0	7	6	0	8	0	7	5	5	0	11	1	3	6	8	7	4	14	4	0	22	11	17	18	8	16	6	10	26	51	8	12	20	14	19	27	14	18	6	15	339	339	1	338
ENSBTAT00000013306	16	1	3	6	6	0	0	1	5	1	0	5	6	3	5	6	6	2	3	3	5	0	0	1	1	0	0	2	1	2	3	8	8	5	2	10	2	3	0	2	6	3	1	2	3	2	2	4	0	1	1	2	4	0	1	5	0	1	3	3	2	3	8	4	0	7	4	15	10	7	12	5	15	19	24	5	7	6	9	8	16	7	11	3	3	194	194	1	193
ENSBTAT00000151826	1	3	1	4	2	1	0	1	0	1	0	1	0	1	6	2	2	1	9	1	0	3	1	2	1	0	0	1	0	1	5	0	7	14	16	7	1	2	0	0	1	2	0	0	1	1	3	0	0	1	1	1	4	1	0	0	0	0	3	1	0	2	1	1	0	3	1	21	23	3	3	2	3	2	7	6	7	6	11	2	7	4	5	3	2	122	122	1	121
ENSBTAT00000113470	5	6	23	4	11	8	4	3	13	9	10	8	2	11	10	5	7	10	18	3	5	9	11	14	2	9	5	2	4	12	21	7	9	17	18	14	14	12	7	6	11	12	12	3	3	8	16	5	0	11	1	7	4	10	2	5	0	5	11	5	6	10	8	13	0	39	10	31	27	23	38	13	18	28	58	10	10	39	25	41	38	26	32	11	18	536	536	1	535
ENSBTAT00000080474	5	6	2	6	10	5	1	3	2	7	9	11	1	6	9	7	2	2	5	2	2	6	3	5	2	3	6	4	3	8	8	8	7	2	12	7	7	6	2	13	10	9	7	3	2	2	7	4	0	5	0	8	4	4	0	5	1	7	10	6	3	9	5	9	0	28	13	9	19	18	29	4	14	7	35	9	12	16	7	26	31	19	15	10	13	335	335	1	334
ENSBTAT00000005398	7	5	14	4	3	7	0	7	5	10	8	0	2	6	11	4	3	5	12	8	3	9	8	6	2	16	9	1	2	9	21	3	10	15	23	7	6	15	8	6	10	9	13	12	2	5	15	4	0	9	0	2	2	6	0	10	1	8	10	6	1	7	5	13	0	35	14	22	33	20	44	13	12	21	41	11	9	26	15	41	28	17	26	10	11	450	450	1	449
ENSBTAT00000005868	11	3	14	18	7	6	1	5	7	3	1	2	7	7	8	6	2	7	4	6	6	4	2	8	3	0	1	0	0	5	11	6	10	7	6	8	4	6	1	8	5	2	5	5	3	1	7	5	1	7	0	10	3	2	0	5	0	0	5	7	6	5	9	18	0	19	7	15	16	23	17	13	20	25	37	8	21	20	6	12	15	19	16	5	17	332	332	1	331
ENSBTAT00000134326	27	14	14	10	14	16	5	20	10	15	5	10	8	9	14	16	14	10	20	7	19	10	9	22	4	2	4	5	6	14	16	8	26	16	18	15	12	18	5	15	23	13	8	15	7	10	28	7	0	19	0	11	13	12	1	8	1	6	14	8	4	4	12	18	0	50	14	31	44	22	59	17	33	41	60	14	24	60	34	30	59	55	52	14	30	744	744	1	743
ENSBTAT00000018161	78	20	49	28	31	21	2	29	21	16	21	22	15	18	27	22	43	17	36	10	19	8	2	25	7	3	8	5	15	23	31	17	77	24	69	32	22	15	2	24	13	11	8	6	6	10	18	11	1	9	0	7	17	18	3	17	0	5	5	6	26	12	11	10	0	63	11	56	146	22	38	27	55	127	123	27	48	54	79	65	93	83	45	5	16	1184	1184	1	1183
ENSBTAT00000134465	31	11	17	21	9	7	3	11	9	15	10	15	10	15	17	22	11	9	19	17	17	2	4	11	4	1	2	3	5	6	19	23	36	16	17	31	23	5	2	16	19	7	8	11	3	10	15	14	1	8	0	16	19	9	4	16	0	5	11	10	12	12	16	18	0	46	15	47	53	30	45	26	47	48	81	17	32	34	30	29	78	30	42	11	24	766	766	1	765
ENSBTAT00000087123	7	2	11	4	6	4	1	6	2	3	1	2	2	9	2	6	4	3	11	1	3	2	0	9	3	3	3	0	1	5	8	4	9	5	8	9	10	11	1	8	5	6	6	4	2	4	8	7	0	2	0	11	3	7	2	6	1	6	3	2	3	2	7	10	0	30	8	14	17	12	21	4	17	18	28	2	6	14	15	12	23	17	21	3	13	296	296	1	295
ENSBTAT00000019001	39	13	19	13	9	5	1	6	8	7	2	7	6	8	19	10	21	5	18	3	8	5	5	6	4	3	5	2	6	2	16	14	33	7	15	27	18	21	9	24	14	16	6	6	4	5	4	7	1	7	0	17	5	3	2	10	0	2	4	10	12	5	9	12	0	72	12	34	48	17	42	8	24	58	59	19	26	24	39	24	34	21	20	4	24	610	610	1	609
ENSBTAT00000074340	9	2	5	4	3	6	1	5	0	7	1	2	4	7	9	9	4	4	6	9	3	2	0	7	1	0	3	0	1	6	10	9	6	5	4	3	7	7	0	3	9	5	5	3	2	7	5	5	1	5	0	7	3	6	1	5	0	1	9	3	8	12	4	15	0	17	4	8	10	27	22	13	20	14	38	9	6	12	10	5	24	15	19	9	12	295	295	1	294
ENSBTAT00000068901	11	3	1	10	6	5	0	12	3	5	3	13	5	2	8	9	16	2	26	1	21	9	2	18	6	1	3	3	2	1	7	8	14	3	3	18	18	8	2	12	12	8	6	7	5	3	5	6	1	5	0	10	9	8	0	7	0	0	1	1	6	4	3	7	0	40	1	21	17	11	33	3	16	12	27	8	13	50	42	19	42	23	19	1	15	414	414	1	413
ENSBTAT00000022522	45	16	39	34	25	7	5	30	21	16	8	28	19	6	15	27	18	10	29	20	19	6	0	26	9	0	1	4	15	7	15	21	63	12	29	46	8	6	0	16	12	3	8	10	15	9	14	22	0	8	1	18	31	12	5	47	0	5	12	15	24	13	21	22	0	30	20	58	92	35	33	30	52	84	103	15	50	51	47	43	139	67	60	12	26	1048	1048	1	1047
ENSBTAT00000143378	9	1	14	9	5	1	1	4	0	1	2	5	3	2	5	1	1	0	3	3	7	0	2	6	3	1	1	1	1	1	0	5	13	5	7	5	7	6	4	7	10	3	6	1	1	2	2	3	1	0	0	0	5	5	0	3	0	0	1	0	0	1	0	4	0	24	0	10	20	5	20	3	6	23	7	5	10	15	4	8	19	11	8	1	0	200	200	1	199
ENSBTAT00000017903	49	16	38	14	22	12	6	24	20	12	7	18	9	11	20	11	24	18	41	30	12	5	6	17	11	7	10	6	11	6	20	20	61	14	35	28	19	11	5	28	28	10	8	9	13	8	27	21	0	14	0	16	17	15	7	24	1	9	6	30	15	11	11	19	0	63	39	42	96	30	55	48	31	87	83	20	30	40	65	61	93	64	69	6	30	1053	1053	1	1052
ENSBTAT00000130779	11	2	11	2	0	2	0	4	5	3	10	2	2	3	3	1	8	2	7	2	5	0	1	3	2	2	1	3	4	4	4	3	4	1	2	1	4	4	1	5	3	0	4	1	0	4	2	2	0	5	0	0	0	2	3	1	1	1	3	1	0	4	1	2	0	14	2	2	6	6	8	4	6	22	16	3	4	9	15	23	11	6	8	3	5	174	174	1	173
ENSBTAT00000101506	22	14	18	31	12	13	3	11	10	12	13	20	8	11	14	14	26	11	35	14	18	7	0	22	3	3	6	4	16	8	24	14	50	14	23	33	13	12	7	24	10	11	12	8	10	16	12	17	0	3	1	12	19	12	3	29	0	7	10	8	24	5	15	13	0	56	15	47	73	18	41	25	33	40	101	14	45	47	61	39	95	39	55	10	15	870	870	1	869
ENSBTAT00000150377	11	18	18	8	8	8	2	9	8	14	8	7	5	14	7	9	6	4	21	6	13	13	0	12	2	5	9	3	8	10	19	8	12	19	16	8	4	9	2	7	10	8	8	9	2	14	33	9	0	12	1	11	2	9	2	10	0	7	10	4	5	20	12	17	0	22	11	27	28	37	35	10	28	29	62	7	26	38	27	35	44	27	58	10	23	585	585	1	584
ENSBTAT00000014591	11	18	18	14	10	11	3	6	11	18	5	11	0	7	14	11	16	13	46	13	17	19	10	11	3	3	5	5	6	10	25	10	18	17	17	19	17	20	10	16	14	17	11	3	3	9	22	12	0	6	1	9	7	22	6	7	0	9	3	6	5	10	13	11	0	63	15	36	35	21	45	26	18	29	69	14	32	57	62	32	71	30	46	3	15	720	720	1	719
ENSBTAT00000000097	30	15	23	15	22	4	0	15	6	3	5	14	9	12	12	16	9	3	11	3	14	3	2	13	2	1	0	1	5	8	10	9	24	14	15	15	11	8	2	12	15	7	2	7	12	10	15	11	1	9	0	17	12	9	3	11	0	11	6	1	5	4	9	11	0	33	12	29	39	15	31	6	37	53	46	12	30	32	20	15	52	41	48	6	26	584	584	1	583
ENSBTAT00000062945	37	14	19	26	12	7	5	12	22	12	17	14	10	20	20	19	13	13	26	15	36	28	13	47	6	5	13	5	11	19	13	21	32	25	20	42	23	17	2	10	24	18	7	14	9	8	14	10	0	7	1	18	21	16	2	19	0	11	9	14	16	11	17	22	0	52	25	67	52	33	63	28	49	56	97	20	40	124	39	68	84	36	41	9	25	1009	1009	1	1008
ENSBTAT00000009058	59	12	63	14	20	16	3	15	15	19	12	14	14	8	22	12	10	14	21	7	30	12	3	23	9	4	5	3	9	8	11	16	52	17	41	38	18	23	2	17	21	13	9	12	4	8	12	9	0	4	0	5	25	15	3	19	1	9	9	9	7	10	11	17	0	60	18	55	93	27	55	21	34	122	62	22	26	68	31	48	95	54	33	9	9	943	943	1	942
ENSBTAT00000131152	12	5	6	12	2	4	4	4	2	4	1	5	10	10	9	11	3	2	3	2	6	1	0	6	0	1	1	3	5	5	9	12	15	0	4	3	5	5	0	9	9	3	3	9	7	7	7	12	0	2	0	8	7	5	3	5	1	3	4	5	9	7	6	11	0	19	8	3	19	18	24	4	31	18	46	9	17	13	6	8	29	14	33	4	10	334	334	1	333
ENSBTAT00000007606	12	10	17	7	9	8	1	6	8	3	4	5	4	6	12	10	7	6	12	4	4	4	2	6	2	4	3	3	3	5	13	4	38	9	19	13	11	9	4	7	7	5	4	6	4	3	12	8	1	5	0	9	2	3	3	9	0	2	4	1	9	2	8	9	0	31	3	22	57	11	22	10	20	29	42	12	17	16	19	24	25	24	27	4	14	430	430	1	429
ENSBTAT00000129215	63	14	55	46	24	11	3	27	19	14	8	23	25	20	32	35	33	8	38	23	28	16	1	27	4	1	5	6	17	16	25	31	69	15	32	43	22	10	2	20	23	6	6	16	9	6	17	18	0	11	0	21	16	8	2	21	1	9	13	17	28	18	24	26	0	54	26	58	101	44	51	31	80	118	141	32	60	72	71	43	84	65	50	13	32	1227	1227	1	1226
ENSBTAT00000132201	22	7	10	18	13	5	5	16	8	3	6	6	11	5	6	17	11	0	8	12	19	7	7	9	1	1	2	1	4	5	11	11	21	9	7	24	11	7	1	12	20	6	5	7	15	7	6	15	0	5	1	14	11	9	2	9	0	2	10	7	9	14	8	9	0	31	9	33	28	23	38	12	33	32	48	6	25	42	19	19	40	39	43	10	19	550	550	1	549
ENSBTAT00000068946	52	20	42	32	11	36	4	18	26	47	27	30	10	18	32	18	21	18	45	15	13	16	7	39	12	7	16	7	9	27	43	16	63	39	49	31	22	30	5	26	23	21	13	7	5	11	19	7	0	18	1	17	18	35	10	31	0	5	5	10	10	11	22	27	0	83	15	70	112	38	64	33	46	94	127	32	52	75	66	95	171	69	42	5	35	1325	1325	1	1324
ENSBTAT00000006038	11	2	11	5	7	3	2	2	3	3	4	8	5	5	8	12	3	9	6	4	7	3	1	5	5	4	4	0	2	7	6	7	8	5	6	12	8	2	7	11	7	9	5	6	6	3	8	12	0	4	1	4	5	1	0	6	0	3	7	3	4	4	6	4	0	28	6	17	14	8	27	13	22	22	32	8	7	16	9	20	23	14	29	7	8	331	331	1	330
ENSBTAT00000011976	12	1	11	4	12	6	2	6	2	1	2	3	4	5	8	9	7	7	4	5	9	0	1	4	1	0	2	0	4	3	3	3	27	4	14	16	6	0	0	14	10	3	3	3	3	4	8	7	1	6	0	10	5	0	0	0	0	3	4	5	3	3	8	4	0	20	8	20	41	7	19	12	18	23	24	8	5	14	11	7	9	26	22	4	16	315	315	1	314
ENSBTAT00000011977	9	9	14	16	6	6	4	9	6	10	11	7	7	6	9	17	4	2	11	10	3	6	0	5	1	3	0	2	5	11	18	18	18	4	9	11	6	11	3	6	6	8	7	6	7	12	8	10	1	2	0	11	12	10	2	5	0	2	7	10	5	21	6	18	0	26	12	15	27	39	27	12	30	23	63	9	25	14	15	23	46	25	37	7	13	489	489	1	488
ENSBTAT00000118693	39	10	25	16	12	5	5	16	12	10	8	6	6	7	13	16	19	2	18	10	8	13	5	11	2	4	2	2	7	10	17	17	22	5	11	14	9	7	1	13	9	6	5	7	7	5	13	9	0	5	1	4	14	6	2	13	0	9	5	7	15	5	14	17	0	30	16	19	33	22	27	12	29	64	80	13	26	37	37	30	51	38	34	5	9	613	613	1	612
ENSBTAT00000120788	7	7	13	6	4	0	0	2	4	3	5	0	1	7	2	5	1	3	8	3	4	1	0	2	2	1	1	1	4	1	4	2	4	5	9	8	7	2	0	1	5	7	1	1	0	5	8	1	0	7	0	3	1	1	0	3	1	1	0	3	3	3	3	5	0	10	4	13	13	8	14	6	13	20	17	2	13	7	9	14	8	6	14	0	10	202	202	1	201
