transcript_id	gene_id	strand	n_exons	n_internal_exons	first_exon_length	last_exon_length	internal_exon_mean	internal_exon_median	internal_exon_sd	intron_mean	intron_median	intron_sd
ENSBTAT00000011287	ENSBTAG00000008562	+	12	10	139	1284	291.9	111.0	595.0927938845616	1886.0	1294	1823.6272097114586
ENSBTAT00000084422	ENSBTAG00000048057	-	13	11	518	171	108.72727272727273	99	48.16241461781357	17721.75	10323.5	20857.805389328256
ENSBTAT00000047119	ENSBTAG00000033170	-	4	2	699	649	203.5	203.5	105.35891039679558	5491.666666666667	3307	5562.637623765666
ENSBTAT00000029891	ENSBTAG00000022155	-	11	9	82	2622	97.33333333333333	111	34.16869912653978	5620.7	1562.5	12699.351611182536
ENSBTAT00000070754	ENSBTAG00000016848	+	6	4	209	213	335.75	331.5	134.38842956147676	7708.8	5982	4621.275494925616
ENSBTAT00000017379	ENSBTAG00000013069	-	15	13	92	579	127.76923076923077	130	29.3148251633704	3084.9285714285716	2536.0	2617.048439170936
ENSBTAT00000111961	ENSBTAG00000013070	+	8	6	180	18	110.83333333333333	116.0	92.41518634221687	4938.428571428572	2038	5565.995833545658
ENSBTAT00000113503	ENSBTAG00000054326	-	2	0	150	2875	NA	NA	NA	409.0	409	NA
ENSBTAT00000080763	ENSBTAG00000011143	-	15	13	183	1035	118.76923076923077	110	29.08078932374958	4700.357142857143	2395.5	6339.977330791101
ENSBTAT00000029045	ENSBTAG00000021791	-	11	9	311	825	251.0	175	242.34324830702423	2646.1	2795.0	1510.1808169884823
ENSBTAT00000013108	ENSBTAG00000009933	+	5	3	262	2157	653.3333333333334	218	764.4353035629198	1372.5	940.0	1250.630907448983
ENSBTAT00000022152	ENSBTAG00000016656	+	17	15	241	493	327.8	175	545.702195079226	2536.1875	2287.5	1962.8420285816856
ENSBTAT00000095463	ENSBTAG00000005066	-	9	7	284	883	134.0	137	48.50085909892044	6759.875	5387.0	5514.348982103742
ENSBTAT00000006685	ENSBTAG00000005071	+	9	7	439	1025	139.71428571428572	128	66.11786013303386	10771.625	10242.0	5472.202114518694
ENSBTAT00000106951	ENSBTAG00000018877	+	18	16	225	231	93.5625	86.0	34.04109036639886	5346.470588235294	3703	5541.623364566189
ENSBTAT00000019691	ENSBTAG00000014797	+	8	6	44	1202	150.66666666666666	148.5	43.10297746869312	11431.42857142857	8846	9732.206153747855
ENSBTAT00000032276	ENSBTAG00000023607	-	7	5	564	226	105.4	118	58.27778307382668	14262.666666666666	7660.5	16364.34198697481
ENSBTAT00000090379	ENSBTAG00000014567	-	33	31	229	309	200.29032258064515	138	279.62119537550404	8470.28125	2850.0	12848.410237380505
ENSBTAT00000109092	ENSBTAG00000000566	-	13	11	321	2095	159.72727272727272	123	126.4761565743448	3241.8333333333335	620.0	4494.902725883121
ENSBTAT00000125275	ENSBTAG00000013727	+	6	4	233	1315	279.25	165.0	263.04546501824865	6436.0	1835	7191.272383938742
ENSBTAT00000018278	ENSBTAG00000013755	-	15	13	115	490	172.07692307692307	162	93.5703492374067	8027.785714285715	7241.5	7196.386071425782
ENSBTAT00000146576	ENSBTAG00000021396	-	18	16	473	1151	249.5	148.0	315.75496829028674	4370.705882352941	3391	5114.294364385788
ENSBTAT00000018208	ENSBTAG00000000496	-	15	13	383	465	169.53846153846155	118	151.06213698597418	10414.785714285714	6231.0	13150.387284022483
ENSBTAT00000070820	ENSBTAG00000050482	-	8	6	136	2600	142.0	121.5	105.62764789580424	12503.285714285714	7599	15573.694634589076
ENSBTAT00000103845	ENSBTAG00000006471	-	14	12	358	989	184.33333333333334	176.5	107.91438806533237	6692.615384615385	6061	6418.583196968802
ENSBTAT00000018888	ENSBTAG00000014208	-	4	2	45	74	149.0	149.0	5.656854249492381	787.6666666666666	935	509.243883942982
ENSBTAT00000023995	ENSBTAG00000018025	+	11	9	116	504	137.88888888888889	129	69.30989187057726	4383.6	3960.5	2728.764115859046
ENSBTAT00000046614	ENSBTAG00000014874	-	10	8	165	14	116.375	120.0	38.38503242522682	19807.666666666668	4040	48787.885125305445
ENSBTAT00000025116	ENSBTAG00000032839	-	21	19	461	287	101.47368421052632	108	34.852655599526145	4969.4	2450.0	9810.908935841186
ENSBTAT00000002461	ENSBTAG00000001890	+	21	19	245	2787	144.57894736842104	116	106.08922648699154	2263.2	905.0	3257.1634672873847
ENSBTAT00000028482	ENSBTAG00000021364	-	16	14	375	753	226.85714285714286	137.5	328.1502604091507	1230.6	917	1353.7323960074236
ENSBTAT00000118037	ENSBTAG00000032719	-	19	17	396	450	122.94117647058823	114	53.588094046433596	2204.6111111111113	846.5	4894.428250438738
ENSBTAT00000022580	ENSBTAG00000016979	-	10	8	270	258	136.75	135.0	39.09238142802617	5651.111111111111	2374	6188.324135912009
ENSBTAT00000009970	ENSBTAG00000007577	-	11	9	104	630	137.66666666666666	113	100.95667387547986	5039.6	2887.0	6332.450292825923
ENSBTAT00000017712	ENSBTAG00000013317	-	7	5	289	2716	159.6	122	106.4814537842154	3312.1666666666665	2883.5	2314.827804970959
ENSBTAT00000050590	ENSBTAG00000006388	+	3	1	360	754	357.0	357	NA	4873.5	4873.5	545.1793282948281
ENSBTAT00000017558	ENSBTAG00000013192	-	3	1	176	1345	197.0	197	NA	1960.0	1960.0	1774.8380207782343
ENSBTAT00000108301	ENSBTAG00000048195	+	7	5	345	1001	115.0	101	65.28399497579785	3735.0	2236.0	3744.097114125113
ENSBTAT00000082239	ENSBTAG00000047856	+	15	13	134	1747	116.07692307692308	113	51.33949346987745	2845.714285714286	1489.5	3978.7891553658815
ENSBTAT00000080821	ENSBTAG00000032674	+	10	8	180	3367	273.125	95.0	513.4684403989346	4659.666666666667	2885	4897.034561854755
ENSBTAT00000099835	ENSBTAG00000008873	-	8	6	305	585	124.0	137.5	58.31980795578806	1035.7142857142858	545	936.2194746756259
ENSBTAT00000067511	ENSBTAG00000020378	-	26	24	166	1108	112.91666666666667	112.5	43.48404671647499	10617.56	5631	14794.949617127235
ENSBTAT00000082799	ENSBTAG00000000448	-	7	5	368	829	121.2	127	31.24419946166008	5733.666666666667	6250.5	4392.198841886222
ENSBTAT00000101017	ENSBTAG00000006724	+	6	4	330	1077	113.75	104.5	38.36991008589934	7349.2	4314	8413.592972089868
ENSBTAT00000098057	ENSBTAG00000054986	+	25	23	232	774	100.3913043478261	96	49.99248955450916	6871.75	2620.0	13484.064847231632
ENSBTAT00000117439	ENSBTAG00000008462	-	6	4	3190	50	161.25	153.0	71.2852252106517	20643.4	2322	26567.75416364733
ENSBTAT00000072998	ENSBTAG00000008461	+	14	12	181	456	140.0	118.0	88.56841218156525	1560.0	1166	1493.9462283942262
ENSBTAT00000032260	ENSBTAG00000002394	+	11	9	299	924	120.44444444444444	127	45.2468537887197	4080.1	2129.0	4568.489184985922
ENSBTAT00000017579	ENSBTAG00000013204	+	32	30	101	1377	117.4	119.0	47.81040140762908	1636.8387096774193	922	1677.0583789634793
ENSBTAT00000000742	ENSBTAG00000000569	-	4	2	330	1552	191.0	191.0	134.35028842544403	282.0	237	169.05324604987624
ENSBTAT00000082852	ENSBTAG00000019514	-	31	29	154	1038	105.89655172413794	100	49.07599415162614	2674.8333333333335	1488.0	4354.2668893486725
ENSBTAT00000075658	ENSBTAG00000006945	-	12	10	264	422	137.7	106.0	138.51197300835284	7008.727272727273	4177	9596.09999000541
ENSBTAT00000070445	ENSBTAG00000013205	-	11	9	117	1369	148.88888888888889	144	65.21204728507695	13420.2	4693.5	18440.53398118154
ENSBTAT00000071778	ENSBTAG00000001511	+	10	8	35	1218	253.25	169.5	295.29634026081084	1277.6666666666667	1112	932.8733836914847
ENSBTAT00000012565	ENSBTAG00000010357	-	6	4	121	556	255.25	137.0	264.9658783063711	8137.0	5413	8198.017107813328
ENSBTAT00000019596	ENSBTAG00000014724	-	11	9	391	778	117.0	133	37.79880950506246	441.9	296.0	376.0908430448982
ENSBTAT00000004094	ENSBTAG00000003151	-	11	9	187	445	118.0	118	34.27097897638759	2023.1	1323.5	1777.3536164133961
ENSBTAT00000004087	ENSBTAG00000003143	+	8	6	341	909	289.6666666666667	277.0	144.91330741745793	3439.8571428571427	3341	2166.3595753068807
ENSBTAT00000105660	ENSBTAG00000014915	+	13	11	150	2473	125.81818181818181	102	83.02748723382899	4569.666666666667	2485.5	7007.415686689395
ENSBTAT00000149595	ENSBTAG00000001697	+	9	7	185	3807	117.14285714285714	116	47.918084865141026	2286.125	1131.0	3669.201292515852
ENSBTAT00000123291	ENSBTAG00000007666	+	17	15	249	266	108.93333333333334	114	55.71927938548824	10482.6875	2648.0	20889.18425954366
ENSBTAT00000002296	ENSBTAG00000001749	-	17	15	522	792	107.06666666666666	95	46.54102133244034	1988.625	1736.0	1425.0562035699973
ENSBTAT00000148663	ENSBTAG00000017115	+	4	2	577	1843	150.5	150.5	16.263455967290593	2274.6666666666665	1723	2045.087854673567
ENSBTAT00000089657	ENSBTAG00000019625	+	7	5	115	3245	167.2	112	101.85627128459004	8433.666666666666	8611.0	2479.5025038637623
ENSBTAT00000025309	ENSBTAG00000019014	+	2	0	2114	427	NA	NA	NA	335.0	335	NA
ENSBTAT00000120222	ENSBTAG00000005313	-	15	13	314	874	219.30769230769232	156	163.78409803528172	1195.357142857143	267.0	2436.5350747177167
ENSBTAT00000032213	ENSBTAG00000012881	-	34	32	272	1186	147.8125	116.0	132.61889066528315	408.8484848484849	207	529.8715127988648
ENSBTAT00000007436	ENSBTAG00000005660	-	21	19	186	340	126.78947368421052	127	41.48705145700874	320.65	207.5	292.4884658094725
ENSBTAT00000009087	ENSBTAG00000006920	-	20	18	83	448	105.44444444444444	88.5	56.315521026593835	285.0	140	439.15588222052645
ENSBTAT00000016526	ENSBTAG00000020106	-	12	10	74	608	110.5	116.0	74.02589636967143	463.6363636363636	503	333.97313446661326
ENSBTAT00000112547	ENSBTAG00000019336	-	15	13	360	1438	121.76923076923077	124	43.63896165537139	807.7142857142857	189.5	1536.7346214305503
ENSBTAT00000015168	ENSBTAG00000011414	-	16	14	415	1061	136.5	124.5	60.17250841730606	437.73333333333335	297	389.8907295029993
ENSBTAT00000023496	ENSBTAG00000017666	+	30	28	105	1451	152.14285714285714	148.5	56.462189436638354	2639.551724137931	1603	3521.270160307488
ENSBTAT00000019219	ENSBTAG00000014451	-	31	29	143	1731	143.0344827586207	129	57.58625999230613	3219.4	1636.0	3986.7704897486933
ENSBTAT00000023192	ENSBTAG00000017450	-	8	6	133	464	284.1666666666667	187.0	346.251016845679	4302.0	3565	3399.8044061386827
ENSBTAT00000008604	ENSBTAG00000006548	+	20	18	89	360	112.88888888888889	111.0	43.60098337920817	2948.4210526315787	2497	3170.7514061389556
ENSBTAT00000083735	ENSBTAG00000012797	+	7	5	247	2776	139.4	131	54.65162394659467	4182.0	1745.5	4611.588663356696
ENSBTAT00000084243	ENSBTAG00000000290	-	31	29	184	398	123.3103448275862	117	48.557847275385924	3816.3	1981.5	4946.050225981438
ENSBTAT00000032097	ENSBTAG00000023513	+	6	4	125	753	69.25	72.5	12.093386622447824	946.6	764	697.3372928504541
ENSBTAT00000002554	ENSBTAG00000001968	-	12	10	272	1521	123.9	121.5	35.45090501900715	605.3636363636364	410	591.5219814558496
ENSBTAT00000061390	ENSBTAG00000005946	-	21	19	247	146	122.63157894736842	126	44.331090828391396	6177.25	3409.5	6723.465341426876
ENSBTAT00000105321	ENSBTAG00000002460	-	14	12	183	467	98.66666666666667	95.5	27.841542973612565	2292.846153846154	1235	3353.530424447094
ENSBTAT00000146290	ENSBTAG00000002767	+	11	9	166	1313	128.44444444444446	107	67.95607241282988	6582.1	2184.0	10902.56478948366
ENSBTAT00000013860	ENSBTAG00000010485	-	18	16	64	1001	134.4375	126.0	39.02643334971824	2400.705882352941	1911	2725.3642592483366
ENSBTAT00000111881	ENSBTAG00000037393	-	7	5	85	2155	94.0	83	28.284271247461902	1686.1666666666667	1513.0	1281.5232212748494
ENSBTAT00000072391	ENSBTAG00000009232	-	23	21	383	1272	148.14285714285714	125	84.83883881471134	3670.5	854.5	8646.778330684787
ENSBTAT00000146066	ENSBTAG00000073599	+	6	4	201	7432	199.0	184.0	94.89643477672558	6079.2	3044	8443.088338990656
ENSBTAT00000087441	ENSBTAG00000021910	+	16	14	90	5022	118.0	119.5	44.332658564365566	8115.266666666666	2216	13434.750779051992
ENSBTAT00000032677	ENSBTAG00000023814	-	26	24	269	1260	115.125	109.5	38.530972860352456	2246.4	1311	2687.950241354925
ENSBTAT00000144004	ENSBTAG00000020073	+	5	3	344	3947	157.0	172	80.55432949258531	14823.25	9874.0	16633.326333498862
ENSBTAT00000152633	ENSBTAG00000057675	+	8	6	161	6813	92.16666666666667	104.0	37.57880608357145	2225.1428571428573	1900	2275.9554351650086
ENSBTAT00000025816	ENSBTAG00000019376	-	26	24	171	3510	139.16666666666666	133.5	66.13468909316256	11389.08	4963	18443.785491143983
ENSBTAT00000076794	ENSBTAG00000017490	+	27	25	133	2231	121.24	114	41.02771421043748	5969.576923076923	3947.5	6610.962321314965
ENSBTAT00000136631	ENSBTAG00000010550	+	6	4	200	4799	140.0	130.5	37.97367509209505	3174.6	541	6006.126105902206
ENSBTAT00000005438	ENSBTAG00000004154	-	7	5	346	1149	372.0	233	390.19418242716023	3234.0	1940.5	4018.8570514513203
ENSBTAT00000061563	ENSBTAG00000001403	-	18	16	235	857	100.125	90.0	34.19722210940532	3897.3529411764707	1672	5172.604928142789
ENSBTAT00000092038	ENSBTAG00000013142	-	9	7	67	1799	259.7142857142857	179	245.76256447074704	1566.0	927.0	1392.072042470709
ENSBTAT00000024928	ENSBTAG00000018727	+	16	14	551	1721	125.07142857142857	83.5	81.34396510707269	5317.133333333333	2041	11218.544856407987
ENSBTAT00000016890	ENSBTAG00000012708	-	9	7	82	328	167.71428571428572	195	74.84587337926361	10188.875	2094.5	17596.2582908778
ENSBTAT00000076471	ENSBTAG00000031709	+	9	7	65	476	117.42857142857143	118	52.58915332669891	5795.875	4254.5	5556.198866067135
ENSBTAT00000116795	ENSBTAG00000016228	-	16	14	256	1400	99.5	97.0	26.497459965351105	2294.266666666667	1287	2275.4161461357435
ENSBTAT00000092025	ENSBTAG00000001274	-	4	2	598	1348	168.5	168.5	9.192388155425117	106958.33333333333	87282	114489.70076095637
ENSBTAT00000095452	ENSBTAG00000017416	+	18	16	373	2038	89.625	88.5	42.88103698994852	3440.529411764706	1553	7094.664774653266
ENSBTAT00000132628	ENSBTAG00000058033	+	3	1	321	15252	74.0	74	NA	5997.0	5997.0	7146.021130671249
ENSBTAT00000108062	ENSBTAG00000031572	+	19	17	254	1508	128.23529411764707	124	43.39142975831274	6116.444444444444	3965.5	7048.47352036739
ENSBTAT00000135413	ENSBTAG00000027795	-	18	16	344	1219	127.5	138.0	41.49216793564781	2775.5882352941176	1562	3142.9682041587603
ENSBTAT00000104232	ENSBTAG00000009336	+	6	4	487	1043	110.25	100.0	57.0694021930024	1289.2	1214	1251.7794134750739
ENSBTAT00000074635	ENSBTAG00000004126	-	8	6	189	121	117.0	134.0	45.05996005324461	4212.714285714285	2012	4044.397718420124
ENSBTAT00000044707	ENSBTAG00000031561	-	10	8	129	564	116.125	116.5	59.99389849928789	49509.666666666664	48325	45410.083736985114
ENSBTAT00000044731	ENSBTAG00000005230	+	6	4	331	739	109.25	85.0	67.78581464190474	1450.4	1758	928.5059504386603
ENSBTAT00000005025	ENSBTAG00000003851	+	11	9	1564	934	103.22222222222223	105	22.998792238820812	1045.9	450.5	1681.6371289113872
ENSBTAT00000016071	ENSBTAG00000012120	-	6	4	190	2069	390.5	224.0	378.8451750605604	4773.8	2844	5535.173140923416
ENSBTAT00000140019	ENSBTAG00000076513	+	9	7	229	150	521.4285714285714	127	785.9573476855804	1330.5	598.5	1751.3183605501315
ENSBTAT00000084984	ENSBTAG00000013013	-	17	15	226	120	134.4	126	37.29572936103313	4261.0	2584.5	5561.521842086031
ENSBTAT00000002681	ENSBTAG00000002075	-	23	21	335	1224	103.0	99	34.158454297582026	5127.136363636364	1547.0	7743.591576544375
ENSBTAT00000100836	ENSBTAG00000006142	+	25	23	315	3262	112.82608695652173	100	45.40389668290702	1724.4166666666667	1398.5	1459.2781990829715
ENSBTAT00000100582	ENSBTAG00000001465	-	2	0	7144	125	NA	NA	NA	798.0	798	NA
ENSBTAT00000069762	ENSBTAG00000004564	-	11	9	180	398	128.33333333333334	111	73.2120208708925	15378.1	2680.5	35857.609105553405
ENSBTAT00000044404	ENSBTAG00000023445	+	2	0	947	1566	NA	NA	NA	16359.0	16359	NA
ENSBTAT00000148942	ENSBTAG00000031435	-	6	4	251	2546	120.0	119.0	27.748873851023216	5409.0	2176	9039.26529094041
ENSBTAT00000105381	ENSBTAG00000009104	+	3	1	660	36	114.0	114	NA	140.5	140.5	195.86857838867365
ENSBTAT00000024485	ENSBTAG00000018402	-	4	2	2585	1714	62.0	62.0	14.142135623730951	13743.333333333334	10404	14759.1019148637
ENSBTAT00000014805	ENSBTAG00000011150	+	4	2	746	157	139.0	139.0	76.36753236814714	1937.3333333333333	2121	1024.9177202748197
ENSBTAT00000014803	ENSBTAG00000011147	-	10	8	85	1370	99.625	92.5	19.249768087656832	13864.0	13293	11160.145014738831
ENSBTAT00000123126	ENSBTAG00000005068	+	6	4	128	66	132.25	128.5	60.345532836601365	3767.6	2700	4048.5956577559086
ENSBTAT00000010277	ENSBTAG00000007814	+	7	5	101	3442	204.2	137	132.82582580206306	28625.0	23157.0	29323.370324708583
ENSBTAT00000113254	ENSBTAG00000015163	+	6	4	103	853	169.0	163.5	70.743668739094	3094.6	2229	3243.6317300211504
