transcript_id	codon_AAA	codon_AAC	codon_AAG	codon_AAT	codon_ACA	codon_ACC	codon_ACG	codon_ACT	codon_AGA	codon_AGC	codon_AGG	codon_AGT	codon_ATA	codon_ATC	codon_ATG	codon_ATT	codon_CAA	codon_CAC	codon_CAG	codon_CAT	codon_CCA	codon_CCC	codon_CCG	codon_CCT	codon_CGA	codon_CGC	codon_CGG	codon_CGT	codon_CTA	codon_CTC	codon_CTG	codon_CTT	codon_GAA	codon_GAC	codon_GAG	codon_GAT	codon_GCA	codon_GCC	codon_GCG	codon_GCT	codon_GGA	codon_GGC	codon_GGG	codon_GGT	codon_GTA	codon_GTC	codon_GTG	codon_GTT	codon_TAA	codon_TAC	codon_TAG	codon_TAT	codon_TCA	codon_TCC	codon_TCG	codon_TCT	codon_TGA	codon_TGC	codon_TGG	codon_TGT	codon_TTA	codon_TTC	codon_TTG	codon_TTT	codon_other	aa_A	aa_C	aa_D	aa_E	aa_F	aa_G	aa_H	aa_I	aa_K	aa_L	aa_M	aa_N	aa_P	aa_Q	aa_R	aa_S	aa_T	aa_V	aa_W	aa_Y	cds_length_codons	n_codons_scored	n_stops	aa_total
ENSBTAT00000025606	8	6	8	1	4	6	0	6	1	4	1	5	2	7	3	6	4	1	9	3	3	6	3	6	3	5	7	4	6	5	6	8	11	5	8	4	3	14	3	6	7	2	2	1	2	3	6	4	1	5	0	4	5	5	2	5	0	4	6	1	4	7	8	7	0	26	5	9	19	14	12	4	15	16	37	3	7	18	13	21	26	16	15	6	9	292	292	1	291
ENSBTAT00000109481	12	7	17	12	14	18	3	12	3	16	6	5	7	13	17	14	8	8	29	5	11	8	0	14	0	1	3	2	3	9	13	5	26	12	26	14	10	14	1	14	11	9	7	3	7	14	24	12	1	2	0	3	8	9	4	5	0	3	4	3	2	5	9	7	0	39	6	26	52	12	30	13	34	29	41	17	19	33	37	15	47	47	57	4	5	564	564	1	563
ENSBTAT00000029279	9	5	11	4	4	2	0	0	5	3	4	1	2	3	4	5	4	3	2	0	4	4	1	6	0	1	0	0	6	4	7	1	11	2	6	3	10	1	0	3	5	1	1	1	5	4	4	6	0	2	0	2	2	1	1	4	1	3	3	1	1	7	3	11	0	14	4	5	17	18	8	3	10	20	22	4	9	15	6	10	12	6	19	3	4	210	210	1	209
ENSBTAT00000107270	5	3	13	2	2	17	12	7	5	9	14	2	3	12	12	2	2	9	18	0	9	23	18	7	3	9	24	3	2	23	32	5	10	15	19	3	7	27	13	10	11	20	13	3	0	18	23	2	0	7	0	0	2	11	7	7	1	5	9	4	1	13	5	5	0	57	9	18	29	18	47	9	17	18	68	12	5	57	20	58	38	38	43	9	7	578	578	1	577
ENSBTAT00000080945	37	20	25	34	14	7	0	10	8	12	5	14	10	15	18	14	14	10	35	11	11	7	4	11	3	4	6	1	6	10	31	16	28	10	20	21	17	20	6	23	18	12	7	11	7	11	10	11	0	8	0	20	13	12	2	16	1	12	4	11	13	12	14	11	0	66	23	31	48	23	48	21	39	62	90	18	54	33	49	27	69	31	39	4	28	804	804	1	803
ENSBTAT00000080248	5	0	15	0	0	1	0	0	0	0	0	0	0	0	2	1	1	0	4	0	0	3	0	0	0	1	0	0	1	0	2	1	2	1	6	1	2	3	1	0	1	4	1	2	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	6	0	2	8	1	8	0	1	20	4	2	0	3	5	1	2	1	0	0	0	65	65	1	64
ENSBTAT00000057413	14	10	7	11	10	4	2	9	6	1	3	10	9	7	13	19	10	11	11	11	8	7	4	13	3	1	2	0	2	14	13	7	13	18	10	13	10	10	2	7	8	5	3	7	0	6	7	14	1	10	0	11	11	4	1	6	0	1	9	1	12	8	6	12	0	29	2	31	23	20	23	22	35	21	54	13	21	32	21	15	33	25	27	9	21	478	478	1	477
ENSBTAT00000012047	29	7	21	17	7	3	0	10	15	6	2	7	5	4	11	11	5	2	11	4	6	2	0	9	2	1	1	5	4	5	5	6	39	9	19	17	7	5	3	10	8	4	4	10	2	7	6	8	0	8	0	10	11	2	0	6	1	4	3	9	7	6	10	20	0	25	13	26	58	26	26	6	20	50	37	11	24	17	16	26	32	20	23	3	18	478	478	1	477
ENSBTAT00000023981	2	3	4	0	0	3	1	0	2	4	2	0	0	1	1	0	0	1	2	2	3	2	2	1	1	2	3	0	1	1	2	1	2	2	4	2	2	5	0	1	2	2	2	2	0	1	2	0	0	3	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	8	0	4	6	1	8	3	1	6	5	1	3	8	2	10	6	4	3	0	3	83	83	1	82
ENSBTAT00000032984	132	27	69	71	37	19	6	31	36	16	13	44	34	19	34	65	70	9	62	26	24	2	0	12	17	3	7	8	16	14	22	43	179	21	59	78	21	13	1	36	15	11	8	13	23	9	22	32	1	7	0	23	33	15	3	54	0	4	8	22	53	16	35	34	0	71	26	99	238	50	47	35	118	201	183	34	98	38	132	84	165	93	86	8	30	1837	1837	1	1836
ENSBTAT00000083851	22	19	79	5	10	42	13	12	4	36	12	6	2	35	30	9	4	30	41	11	6	30	6	21	9	23	29	7	10	35	87	8	31	36	82	16	15	68	13	33	8	39	21	10	4	26	59	8	0	17	0	3	7	23	11	13	1	14	10	13	3	39	13	13	0	129	27	52	113	52	78	41	46	101	156	30	24	63	45	84	96	77	97	10	20	1342	1342	1	1341
ENSBTAT00000021222	1	2	11	5	0	6	3	2	1	3	2	2	5	6	6	8	2	2	7	2	2	1	1	2	1	1	2	1	3	8	7	2	8	2	6	4	5	3	0	7	12	5	6	2	2	4	3	5	1	5	0	4	2	4	2	2	0	6	3	4	1	8	1	9	0	15	10	6	14	17	25	4	19	12	22	6	7	6	9	8	15	11	14	3	9	233	233	1	232
ENSBTAT00000102574	53	19	25	61	21	15	3	33	40	9	19	23	22	15	34	45	29	19	34	27	35	12	1	42	11	4	6	6	8	16	32	45	73	34	28	46	40	17	3	44	49	18	10	22	19	16	26	45	0	27	0	36	23	20	6	21	1	15	32	26	28	24	27	40	0	104	41	80	101	64	99	46	82	78	156	34	80	90	63	86	102	72	106	32	63	1580	1580	1	1579
ENSBTAT00000045218	34	7	16	22	15	11	1	26	20	9	9	19	16	6	27	21	15	8	31	18	12	6	0	14	10	6	5	3	8	14	29	24	56	19	29	40	32	11	1	22	16	5	7	6	9	9	15	17	0	4	0	20	12	7	2	15	1	6	19	8	18	11	20	27	0	66	14	59	85	38	34	26	43	50	113	27	29	32	46	53	64	53	50	19	24	926	926	1	925
ENSBTAT00000000024	7	4	6	9	8	3	0	9	8	1	1	7	2	3	10	12	6	5	8	10	4	2	1	7	3	0	1	0	2	1	4	7	17	1	4	19	8	3	0	9	10	8	2	3	3	3	8	11	0	3	1	5	7	4	0	4	0	4	9	4	10	7	5	14	0	20	8	20	21	21	23	15	17	13	29	10	13	14	14	13	23	20	25	9	8	337	337	1	336
ENSBTAT00000000851	1	15	12	0	4	11	8	4	3	15	7	2	0	9	13	2	0	12	26	1	3	29	15	3	2	26	23	1	2	18	52	0	2	21	54	5	5	54	34	8	1	34	13	1	0	8	24	0	0	15	0	1	2	16	5	0	1	15	8	1	0	27	3	1	0	101	16	26	56	28	49	13	11	13	75	13	15	50	26	62	40	27	32	8	16	678	678	1	677
ENSBTAT00000124922	6	3	2	4	3	0	1	1	6	1	2	3	2	2	6	5	0	0	4	3	4	3	2	1	0	1	0	1	3	4	5	6	5	2	0	3	2	2	2	2	5	6	4	3	3	4	3	2	0	2	1	2	2	8	1	4	0	1	0	1	2	8	4	6	0	8	2	5	5	14	18	3	9	8	24	6	7	10	4	10	19	5	12	0	4	174	174	1	173
ENSBTAT00000109376	11	6	11	9	5	7	3	6	1	4	3	4	7	11	9	11	3	2	8	0	4	2	1	7	1	0	1	1	3	7	13	11	5	6	3	4	5	10	6	5	10	7	6	5	5	4	9	8	0	11	1	4	2	10	1	3	0	4	1	2	9	12	8	13	0	26	6	10	8	25	28	2	29	22	51	9	15	14	11	7	24	21	26	1	15	351	351	1	350
ENSBTAT00000075870	17	7	21	11	14	9	2	10	14	12	8	8	14	10	14	11	5	11	18	11	5	6	4	12	4	5	4	3	7	8	24	15	27	20	10	21	10	12	3	19	14	7	1	5	3	8	15	8	0	10	0	9	5	6	6	14	1	3	10	12	12	6	10	14	0	44	15	41	37	20	27	22	35	38	76	14	18	27	23	38	51	35	34	10	19	625	625	1	624
ENSBTAT00000078707	9	22	28	16	19	26	7	14	7	12	10	15	8	32	27	5	16	35	43	24	26	22	6	24	5	19	13	5	17	30	55	17	29	29	55	27	19	54	4	35	21	24	19	26	7	20	35	9	1	17	0	16	20	26	3	14	0	16	16	13	6	17	12	16	0	112	29	56	84	33	90	59	45	37	137	27	38	78	59	59	90	66	71	16	33	1220	1220	1	1219
