transcript_id	gene_id	strand	model	cds_length	zone_length	n_transition_fragile_codons	n_transversion_fragile_codons	n_snv_fragile_codons	n_alt_stop_codons	transition_fragile_codon_density	transversion_fragile_codon_density	snv_fragile_codon_density	alt_stop_codon_density	transition_fraction_of_snv_fragile
ENST00000303635.12	ENSG00000171735	+	full	5022	4939	125	361	486	129	0.02530876695687386	0.07309171897145171	0.09840048592832557	0.026118647499493823	0.257201646090535
ENST00000054666.11	ENSG00000049245	+	full	303	233	11	17	28	9	0.04721030042918455	0.07296137339055794	0.12017167381974249	0.03862660944206009	0.39285714285714285
ENST00000377482.10	ENSG00000116285	-	full	1389	152	3	12	15	9	0.019736842105263157	0.07894736842105263	0.09868421052631579	0.05921052631578947	0.2
ENST00000400908.7	ENSG00000142599	-	full	4701	4617	97	310	407	109	0.021009313406974227	0.06714316655837124	0.08815247996534546	0.02360840372536279	0.23832923832923833
ENST00000234590.10	ENSG00000074800	-	full	1305	1185	13	85	98	40	0.010970464135021098	0.07172995780590717	0.08270042194092828	0.03375527426160337	0.1326530612244898
ENST00000377403.7	ENSG00000049239	+	full	2376	965	32	64	96	19	0.03316062176165803	0.06632124352331606	0.09948186528497409	0.019689119170984457	0.3333333333333333
ENST00000328089.11	ENSG00000171621	+	full	822	644	15	35	50	12	0.023291925465838508	0.05434782608695652	0.07763975155279502	0.018633540372670808	0.3
ENST00000302692.7	ENSG00000171612	+	full	966	713	13	68	81	25	0.0182328190743338	0.09537166900420757	0.11360448807854137	0.03506311360448808	0.16049382716049382
ENST00000340381.11	ENSG00000188807	+	full	2001	1853	40	103	143	19	0.021586616297895305	0.05558553696708041	0.07717215326497572	0.01025364274150027	0.27972027972027974
ENST00000377346.9	ENSG00000171608	+	full	3135	2947	69	203	272	67	0.02341364099083814	0.0688836104513064	0.09229725144214455	0.022734984730234137	0.2536764705882353
ENST00000377298.9	ENSG00000171603	-	full	2946	2698	46	213	259	86	0.01704966641957005	0.07894736842105263	0.09599703484062268	0.03187546330615271	0.1776061776061776
ENST00000377263.6	ENSG00000178585	-	full	246	137	3	14	17	2	0.021897810218978103	0.10218978102189781	0.12408759124087591	0.014598540145985401	0.17647058823529413
ENST00000377223.6	ENSG00000162441	-	full	573	464	13	58	71	25	0.028017241379310345	0.125	0.15301724137931033	0.05387931034482758	0.18309859154929578
ENST00000377205.6	ENSG00000173614	+	full	840	389	8	41	49	12	0.02056555269922879	0.10539845758354756	0.12596401028277635	0.030848329048843187	0.16326530612244897
ENST00000343090.11	ENSG00000130939	+	full	3909	3797	86	287	373	142	0.02264946010007901	0.07558598893863576	0.09823544903871477	0.03739794574664208	0.23056300268096513
ENST00000676179.1	ENSG00000054523	+	full	5451	5358	105	479	584	205	0.01959686450167973	0.08939902948861515	0.10899589399029488	0.03826054497946995	0.1797945205479452
ENST00000377038.8	ENSG00000160049	-	full	996	733	19	56	75	23	0.02592087312414734	0.07639836289222374	0.10231923601637108	0.03137789904502047	0.25333333333333335
ENST00000377022.8	ENSG00000130940	-	full	5280	4112	57	304	361	63	0.013861867704280155	0.07392996108949416	0.08779182879377431	0.01532101167315175	0.15789473684210525
ENST00000240185.8	ENSG00000120948	+	full	1245	664	15	63	78	30	0.022590361445783132	0.09487951807228916	0.11746987951807229	0.045180722891566265	0.19230769230769232
ENST00000376957.7	ENSG00000116649	-	full	909	838	27	60	87	15	0.032219570405727926	0.07159904534606205	0.10381861575178998	0.017899761336515514	0.3103448275862069
ENST00000361445.9	ENSG00000198793	-	full	7650	7584	203	531	734	249	0.0267668776371308	0.07001582278481013	0.09678270042194093	0.03283227848101266	0.276566757493188
ENST00000376810.6	ENSG00000120942	+	full	1017	479	8	35	43	9	0.016701461377870562	0.07306889352818371	0.08977035490605428	0.018789144050104383	0.18604651162790697
ENST00000354287.5	ENSG00000116661	-	full	891	706	20	64	84	12	0.028328611898016998	0.0906515580736544	0.11898016997167139	0.0169971671388102	0.23809523809523808
ENST00000251547.10	ENSG00000132879	+	full	768	574	17	43	60	8	0.029616724738675958	0.07491289198606271	0.10452961672473868	0.013937282229965157	0.2833333333333333
ENST00000376753.9	ENSG00000116663	+	full	882	595	15	40	55	11	0.025210084033613446	0.06722689075630252	0.09243697478991597	0.018487394957983194	0.2727272727272727
ENST00000376692.9	ENSG00000116670	-	full	636	544	12	38	50	8	0.022058823529411766	0.06985294117647059	0.09191176470588236	0.014705882352941176	0.24
ENST00000314340.10	ENSG00000177674	+	full	480	314	5	12	17	6	0.01592356687898089	0.03821656050955414	0.054140127388535034	0.01910828025477707	0.29411764705882354
ENST00000376590.9	ENSG00000177000	-	full	1971	1702	31	133	164	54	0.018213866039952998	0.0781433607520564	0.0963572267920094	0.03172737955346651	0.18902439024390244
ENST00000346436.11	ENSG00000011021	+	full	2610	2479	45	183	228	61	0.018152480839048003	0.07382008874546188	0.09197256958450989	0.024606696248487294	0.19736842105263158
ENST00000196061.5	ENSG00000083444	+	full	2184	1978	43	134	177	37	0.021739130434782608	0.06774519716885744	0.08948432760364004	0.01870576339737108	0.24293785310734464
ENST00000235329.10	ENSG00000116688	+	full	2274	2154	56	142	198	65	0.025998142989786442	0.06592386258124419	0.09192200557103064	0.030176415970287838	0.2828282828282828
ENST00000616661.5	ENSG00000162496	-	full	909	774	13	46	59	16	0.016795865633074936	0.059431524547803614	0.07622739018087855	0.020671834625323	0.22033898305084745
ENST00000621990.5	ENSG00000162493	+	full	489	432	6	31	37	11	0.013888888888888888	0.07175925925925926	0.08564814814814815	0.02546296296296296	0.16216216216216217
ENST00000311066.10	ENSG00000116731	+	full	5157	5130	95	481	576	194	0.018518518518518517	0.09376218323586745	0.11228070175438597	0.03781676413255361	0.16493055555555555
ENST00000376008.3	ENSG00000171729	+	full	762	294	5	14	19	6	0.017006802721088437	0.047619047619047616	0.06462585034013606	0.02040816326530612	0.2631578947368421
ENST00000375980.9	ENSG00000142634	+	full	723	541	8	38	46	14	0.014787430683918669	0.07024029574861368	0.08502772643253234	0.025878003696857672	0.17391304347826086
ENST00000375847.8	ENSG00000116138	+	full	2349	1899	44	167	211	73	0.02317008952080042	0.08794102159031068	0.1111111111111111	0.038441284886782515	0.20853080568720378
ENST00000375799.8	ENSG00000116786	+	full	3060	2872	55	220	275	58	0.01915041782729805	0.0766016713091922	0.09575208913649025	0.0201949860724234	0.2
ENST00000375766.8	ENSG00000162458	+	full	1122	958	17	68	85	13	0.017745302713987474	0.0709812108559499	0.08872651356993737	0.013569937369519834	0.2
ENST00000375743.9	ENSG00000116809	-	full	2412	2078	36	185	221	35	0.017324350336862367	0.08902791145332051	0.10635226179018287	0.016843118383060636	0.16289592760180996
ENST00000358432.8	ENSG00000142627	-	full	2931	2775	55	195	250	56	0.01981981981981982	0.07027027027027027	0.09009009009009009	0.02018018018018018	0.22
ENST00000270747.8	ENSG00000142632	-	full	2409	2201	58	148	206	40	0.026351658337119492	0.06724216265333939	0.09359382099045888	0.01817355747387551	0.2815533980582524
ENST00000375592.8	ENSG00000037637	-	full	2154	988	32	76	108	33	0.032388663967611336	0.07692307692307693	0.10931174089068826	0.03340080971659919	0.2962962962962963
ENST00000337132.10	ENSG00000157191	+	full	792	693	22	45	67	12	0.031746031746031744	0.06493506493506493	0.09668109668109669	0.017316017316017316	0.3283582089552239
ENST00000375535.4	ENSG00000117122	-	full	552	398	15	31	46	9	0.03768844221105527	0.07788944723618091	0.11557788944723618	0.022613065326633167	0.32608695652173914
ENST00000326735.13	ENSG00000159363	-	full	3543	3355	72	169	241	70	0.021460506706408346	0.0503725782414307	0.07183308494783905	0.020864381520119227	0.2987551867219917
ENST00000375486.9	ENSG00000117115	-	full	1998	1714	33	123	156	43	0.019253208868144692	0.07176196032672112	0.09101516919486581	0.025087514585764293	0.21153846153846154
ENST00000375436.9	ENSG00000179051	-	full	1569	1414	30	100	130	28	0.021216407355021217	0.07072135785007072	0.09193776520509193	0.019801980198019802	0.23076923076923078
ENST00000361221.8	ENSG00000074964	+	full	3840	3257	73	204	277	72	0.022413263739637704	0.06263432606693276	0.08504758980657047	0.02210623272950568	0.26353790613718414
ENST00000375341.8	ENSG00000159423	-	full	1692	1529	27	99	126	30	0.01765860039241334	0.06474820143884892	0.08240680183126227	0.01962066710268149	0.21428571428571427
ENST00000235835.8	ENSG00000053371	-	full	1080	868	15	58	73	13	0.01728110599078341	0.06682027649769585	0.08410138248847926	0.014976958525345621	0.2054794520547945
ENST00000375153.8	ENSG00000040487	+	full	876	754	16	40	56	9	0.021220159151193633	0.05305039787798409	0.07427055702917772	0.011936339522546418	0.2857142857142857
ENST00000264202.8	ENSG00000077549	-	full	819	681	14	59	73	27	0.020558002936857563	0.08663729809104258	0.10719530102790015	0.039647577092511016	0.1917808219178082
ENST00000375136.8	ENSG00000158747	+	full	546	232	5	13	18	4	0.021551724137931036	0.05603448275862069	0.07758620689655173	0.017241379310344827	0.2777777777777778
ENST00000294543.11	ENSG00000162542	-	full	1905	1450	33	107	140	34	0.022758620689655173	0.07379310344827586	0.09655172413793103	0.023448275862068966	0.2357142857142857
ENST00000375120.4	ENSG00000169914	+	full	1197	970	22	88	110	37	0.02268041237113402	0.09072164948453608	0.1134020618556701	0.03814432989690722	0.2
ENST00000375078.4	ENSG00000162545	-	full	237	116	2	7	9	1	0.017241379310344827	0.0603448275862069	0.07758620689655173	0.008620689655172414	0.2222222222222222
ENST00000264198.5	ENSG00000090432	-	full	1059	279	5	29	34	7	0.017921146953405017	0.1039426523297491	0.12186379928315412	0.025089605734767026	0.14705882352941177
ENST00000375071.4	ENSG00000158825	+	full	441	274	6	27	33	5	0.021897810218978103	0.09854014598540146	0.12043795620437957	0.01824817518248175	0.18181818181818182
ENST00000321556.5	ENSG00000158828	+	full	1746	1438	33	87	120	27	0.02294853963838665	0.06050069541029207	0.08344923504867872	0.018776077885952713	0.275
ENST00000438032.6	ENSG00000127483	-	full	1662	1317	28	147	175	56	0.02126044039483675	0.11161731207289294	0.13287775246772968	0.0425208807896735	0.16
ENST00000374893.11	ENSG00000117298	-	full	2313	2086	44	161	205	54	0.02109300095877277	0.07718120805369127	0.09827420901246404	0.02588686481303931	0.2146341463414634
ENST00000308271.14	ENSG00000090686	-	full	3108	3035	81	347	428	144	0.026688632619439868	0.11433278418451401	0.14102141680395386	0.04744645799011532	0.18925233644859812
ENST00000656825.1	ENSG00000070831	+	full	576	436	7	39	46	17	0.016055045871559634	0.08944954128440367	0.10550458715596331	0.0389908256880734	0.15217391304347827
ENST00000375647.5	ENSG00000184677	+	full	3720	3475	66	348	414	122	0.018992805755395685	0.10014388489208634	0.11913669064748202	0.035107913669064746	0.15942028985507245
ENST00000400181.9	ENSG00000004487	+	full	2631	2395	55	208	263	92	0.022964509394572025	0.08684759916492693	0.10981210855949895	0.038413361169102295	0.20912547528517111
ENST00000302291.9	ENSG00000169641	-	full	3231	3022	52	305	357	143	0.017207147584381206	0.10092653871608206	0.11813368630046327	0.04731965585704831	0.14565826330532214
ENST00000314011.9	ENSG00000125945	-	full	1413	110	3	5	8	2	0.02727272727272727	0.045454545454545456	0.07272727272727272	0.01818181818181818	0.375
ENST00000336689.8	ENSG00000088280	-	full	2712	2587	63	198	261	64	0.02435253189022033	0.07653652879783533	0.10088906068805566	0.024739080015461924	0.2413793103448276
ENST00000361729.3	ENSG00000007968	-	full	1314	995	25	72	97	20	0.02512562814070352	0.07236180904522613	0.09748743718592964	0.020100502512562814	0.25773195876288657
ENST00000374561.6	ENSG00000117318	-	full	360	335	6	23	29	8	0.01791044776119403	0.06865671641791045	0.08656716417910448	0.023880597014925373	0.20689655172413793
ENST00000643754.2	ENSG00000142676	+	full	537	457	7	44	51	9	0.015317286652078774	0.0962800875273523	0.11159737417943107	0.019693654266958426	0.13725490196078433
ENST00000613537.5	ENSG00000011007	+	full	2319	2207	48	241	289	71	0.02174898051653829	0.10919800634345266	0.13094698685999093	0.032170367014046214	0.16608996539792387
ENST00000246151.9	ENSG00000057757	+	full	636	484	5	43	48	15	0.010330578512396695	0.08884297520661157	0.09917355371900827	0.030991735537190084	0.10416666666666667
ENST00000374514.8	ENSG00000011009	+	full	696	595	7	32	39	18	0.011764705882352941	0.05378151260504202	0.06554621848739496	0.030252100840336135	0.1794871794871795
ENST00000617979.5	ENSG00000117308	-	full	1047	938	14	67	81	20	0.014925373134328358	0.07142857142857142	0.08635394456289978	0.021321961620469083	0.1728395061728395
ENST00000334351.8	ENSG00000189266	+	full	420	0	0	0	0	0	NA	NA	NA	NA	NA
ENST00000492112.3	ENSG00000188529	-	full	789	441	8	43	51	20	0.018140589569160998	0.09750566893424037	0.11564625850340136	0.045351473922902494	0.1568627450980392
ENST00000374399.9	ENSG00000001461	+	full	1221	971	12	60	72	23	0.012358393408856848	0.061791967044284246	0.07415036045314109	0.02368692070030896	0.16666666666666666
ENST00000374395.9	ENSG00000117602	+	full	726	491	15	41	56	25	0.03054989816700611	0.0835030549898167	0.11405295315682282	0.05091649694501019	0.26785714285714285
ENST00000323848.14	ENSG00000133226	+	full	2715	2560	55	260	315	68	0.021484375	0.1015625	0.123046875	0.0265625	0.1746031746031746
ENST00000374379.9	ENSG00000169504	+	full	762	547	4	51	55	29	0.007312614259597806	0.09323583180987204	0.10054844606946983	0.05301645338208409	0.07272727272727272
ENST00000236273.9	ENSG00000117614	-	full	732	516	9	70	79	16	0.01744186046511628	0.13565891472868216	0.15310077519379844	0.031007751937984496	0.11392405063291139
ENST00000243189.12	ENSG00000117616	-	full	873	706	10	70	80	14	0.014164305949008499	0.09915014164305949	0.11331444759206799	0.019830028328611898	0.125
ENST00000374358.5	ENSG00000183726	+	full	474	378	8	27	35	15	0.021164021164021163	0.07142857142857142	0.09259259259259259	0.03968253968253968	0.22857142857142856
ENST00000374343.5	ENSG00000204178	+	full	1995	1742	45	183	228	61	0.025832376578645237	0.10505166475315729	0.13088404133180254	0.03501722158438576	0.19736842105263158
ENST00000374338.5	ENSG00000157978	+	full	927	732	16	56	72	16	0.02185792349726776	0.07650273224043716	0.09836065573770492	0.02185792349726776	0.2222222222222222
ENST00000374332.9	ENSG00000117643	+	full	1893	1716	35	131	166	34	0.020396270396270396	0.07634032634032634	0.09673659673659674	0.019813519813519812	0.21084337349397592
ENST00000374315.1	ENSG00000162430	+	full	1671	1450	30	83	113	29	0.020689655172413793	0.05724137931034483	0.07793103448275862	0.02	0.26548672566371684
ENST00000374303.7	ENSG00000117640	+	full	879	723	8	56	64	25	0.011065006915629323	0.07745504840940526	0.08852005532503458	0.034578146611341634	0.125
ENST00000675840.1	ENSG00000182749	-	full	1041	0	0	0	0	0	NA	NA	NA	NA	NA
ENST00000455785.7	ENSG00000117632	-	full	450	328	6	43	49	14	0.018292682926829267	0.13109756097560976	0.14939024390243902	0.042682926829268296	0.12244897959183673
ENST00000374282.8	ENSG00000158006	-	full	1179	1034	25	82	107	32	0.024177949709864602	0.07930367504835589	0.10348162475822051	0.030947775628626693	0.2336448598130841
ENST00000374269.2	ENSG00000175087	+	full	1026	235	6	20	26	13	0.02553191489361702	0.0851063829787234	0.11063829787234042	0.05531914893617021	0.23076923076923078
ENST00000374266.7	ENSG00000142684	+	full	405	213	5	10	15	3	0.023474178403755867	0.046948356807511735	0.07042253521126761	0.014084507042253521	0.3333333333333333
ENST00000451429.8	ENSG00000130695	+	full	2286	2078	78	196	274	63	0.03753609239653513	0.09432146294513956	0.13185755534167468	0.030317613089509143	0.2846715328467153
ENST00000270792.10	ENSG00000142669	+	full	282	166	7	9	16	5	0.04216867469879518	0.05421686746987952	0.0963855421686747	0.030120481927710843	0.4375
ENST00000236342.12	ENSG00000117682	+	full	1002	715	18	62	80	23	0.025174825174825177	0.08671328671328671	0.11188811188811189	0.032167832167832165	0.225
ENST00000374168.7	ENSG00000117676	+	full	2208	2035	30	148	178	61	0.014742014742014743	0.07272727272727272	0.08746928746928746	0.029975429975429974	0.16853932584269662
ENST00000674202.1	ENSG00000060642	+	full	1482	1150	25	68	93	29	0.021739130434782608	0.059130434782608696	0.0808695652173913	0.025217391304347827	0.26881720430107525
ENST00000374142.9	ENSG00000204160	+	full	1167	999	13	52	65	18	0.013013013013013013	0.05205205205205205	0.06506506506506507	0.018018018018018018	0.2
ENST00000339276.6	ENSG00000175793	+	full	747	0	0	0	0	0	NA	NA	NA	NA	NA
ENST00000374135.9	ENSG00000142751	-	full	933	810	15	48	63	13	0.018518518518518517	0.05925925925925926	0.07777777777777778	0.016049382716049384	0.23809523809523808
ENST00000321265.10	ENSG00000090273	+	full	996	894	24	86	110	28	0.026845637583892617	0.09619686800894854	0.12304250559284116	0.03131991051454139	0.21818181818181817
ENST00000263980.8	ENSG00000090020	-	full	2448	2060	29	111	140	35	0.01407766990291262	0.053883495145631066	0.06796116504854369	0.01699029126213592	0.20714285714285716
ENST00000319394.8	ENSG00000142784	+	full	2034	1786	35	127	162	53	0.01959686450167973	0.07110862262038074	0.09070548712206047	0.02967525195968645	0.21604938271604937
ENST00000374076.9	ENSG00000186501	+	full	627	489	8	34	42	6	0.016359918200409	0.06952965235173825	0.08588957055214724	0.012269938650306749	0.19047619047619047
ENST00000357582.3	ENSG00000142733	-	full	3867	3738	91	224	315	66	0.024344569288389514	0.0599250936329588	0.08426966292134831	0.01765650080256822	0.28888888888888886
ENST00000618852.5	ENSG00000158195	-	full	1497	1289	21	90	111	31	0.016291698991466253	0.06982156710628394	0.08611326609775019	0.02404965089216447	0.1891891891891892
ENST00000673934.1	ENSG00000126705	-	full	4812	4805	81	285	366	83	0.016857440166493237	0.05931321540062435	0.07617065556711759	0.017273673257023933	0.22131147540983606
ENST00000361157.11	ENSG00000126709	-	full	393	248	3	20	23	5	0.012096774193548387	0.08064516129032258	0.09274193548387097	0.020161290322580645	0.13043478260869565
ENST00000373954.11	ENSG00000009780	+	full	924	787	26	94	120	26	0.03303684879288437	0.11944091486658195	0.15247776365946633	0.03303684879288437	0.21666666666666667
ENST00000373943.9	ENSG00000117758	+	full	831	682	28	63	91	28	0.04105571847507331	0.09237536656891496	0.13343108504398826	0.04105571847507331	0.3076923076923077
ENST00000311772.10	ENSG00000117751	+	full	1056	652	6	58	64	27	0.009202453987730062	0.08895705521472393	0.09815950920245399	0.04141104294478527	0.09375
ENST00000373912.8	ENSG00000117748	-	full	813	678	13	48	61	25	0.019174041297935103	0.07079646017699115	0.08997050147492626	0.03687315634218289	0.21311475409836064
ENST00000373884.6	ENSG00000158156	+	full	1188	440	15	17	32	3	0.03409090909090909	0.038636363636363635	0.07272727272727272	0.006818181818181818	0.46875
ENST00000373871.8	ENSG00000158161	-	full	1722	1591	41	137	178	57	0.025769956002514142	0.08610936517913262	0.11187932118164676	0.035826524198617225	0.2303370786516854
ENST00000253063.4	ENSG00000130766	+	full	1443	1306	28	88	116	29	0.021439509954058193	0.06738131699846861	0.0888208269525268	0.0222052067381317	0.2413793103448276
ENST00000373842.9	ENSG00000130772	+	full	627	23	0	1	1	0	0.0	0.043478260869565216	0.043478260869565216	0.0	0.0
ENST00000373839.8	ENSG00000204138	+	full	2109	2043	38	177	215	79	0.01860009789525208	0.08663729809104258	0.10523739598629467	0.03866862457170827	0.17674418604651163
ENST00000683442.1	ENSG00000180198	+	full	1266	1040	18	77	95	29	0.01730769230769231	0.07403846153846154	0.09134615384615384	0.027884615384615386	0.18947368421052632
ENST00000373824.9	ENSG00000120656	-	full	486	400	11	28	39	19	0.0275	0.07	0.0975	0.0475	0.28205128205128205
ENST00000373816.6	ENSG00000162419	+	full	1692	941	21	78	99	37	0.022316684378320937	0.08289054197662062	0.10520722635494155	0.039319872476089264	0.21212121212121213
ENST00000373812.8	ENSG00000198492	+	full	1740	1666	49	108	157	71	0.029411764705882353	0.06482593037214886	0.09423769507803122	0.042617046818727494	0.31210191082802546
ENST00000343067.9	ENSG00000159023	+	full	2595	2551	57	275	332	116	0.022344178753430026	0.10780086240689926	0.1301450411603293	0.04547236377891023	0.1716867469879518
ENST00000373795.7	ENSG00000116350	-	full	1485	618	9	66	75	25	0.014563106796116505	0.10679611650485436	0.12135922330097088	0.040453074433656956	0.12
ENST00000263702.11	ENSG00000116353	-	full	1122	914	21	54	75	29	0.022975929978118162	0.05908096280087528	0.08205689277899343	0.03172866520787746	0.28
ENST00000339394.7	ENSG00000162512	-	full	1329	1112	8	46	54	21	0.007194244604316547	0.04136690647482014	0.048561151079136694	0.018884892086330936	0.14814814814814814
ENST00000426105.7	ENSG00000134644	-	full	3567	3385	112	224	336	98	0.03308714918759232	0.06617429837518464	0.09926144756277695	0.02895125553914328	0.3333333333333333
ENST00000263694.9	ENSG00000060688	-	full	1074	974	23	81	104	40	0.023613963039014373	0.08316221765913757	0.10677618069815195	0.04106776180698152	0.22115384615384615
ENST00000344147.10	ENSG00000121766	+	full	726	514	11	51	62	23	0.021400778210116732	0.09922178988326848	0.12062256809338522	0.04474708171206226	0.1774193548387097
ENST00000373713.7	ENSG00000121769	-	full	402	298	4	20	24	9	0.013422818791946308	0.06711409395973154	0.08053691275167785	0.030201342281879196	0.16666666666666666
ENST00000373709.8	ENSG00000168528	+	full	1368	1182	28	64	92	16	0.023688663282571912	0.05414551607445008	0.077834179357022	0.01353637901861252	0.30434782608695654
ENST00000373672.8	ENSG00000084636	-	full	4815	4562	93	374	467	69	0.020385795703638757	0.08198158702323542	0.10236738272687418	0.015124945199473916	0.19914346895074947
ENST00000647444.2	ENSG00000184007	-	full	504	345	4	31	35	20	0.011594202898550725	0.08985507246376812	0.10144927536231885	0.057971014492753624	0.11428571428571428
ENST00000327300.12	ENSG00000121774	+	full	1332	1184	17	101	118	27	0.014358108108108109	0.08530405405405406	0.09966216216216216	0.022804054054054054	0.1440677966101695
ENST00000336294.10	ENSG00000121775	+	full	1479	1186	26	69	95	24	0.021922428330522766	0.0581787521079258	0.08010118043844856	0.02023608768971332	0.2736842105263158
ENST00000373625.8	ENSG00000025800	+	full	1611	1373	32	113	145	51	0.023306627822286964	0.08230152949745084	0.1056081573197378	0.037144938091769844	0.2206896551724138
ENST00000373610.8	ENSG00000084652	+	full	1641	1297	44	134	178	39	0.03392444101773323	0.10331534309946029	0.13723978411719354	0.030069390902081727	0.24719101123595505
ENST00000373602.10	ENSG00000160050	+	full	603	498	8	44	52	14	0.01606425702811245	0.08835341365461848	0.10441767068273092	0.028112449799196786	0.15384615384615385
