transcript_id	gene_id	strand	n_exons	n_5UTR_junctions	n_CDS_junctions	n_3UTR_junctions	stop_dist_closest_upstream	stop_dist_closest_downstream	stop_dist_last_downstream	start_dist_closest_upstream	start_dist_closest_downstream
ENST00000314340.10	ENSG00000177674	+	5	0	4	0	115	NA	NA	NA	27
ENST00000376590.9	ENSG00000177000	-	12	1	10	0	218	NA	NA	13	236
ENST00000346436.11	ENSG00000011021	+	23	0	22	0	80	NA	NA	NA	87
ENST00000196061.5	ENSG00000083444	+	19	0	18	0	155	NA	NA	NA	76
ENST00000235329.10	ENSG00000116688	+	19	2	16	0	69	NA	NA	4	175
ENST00000616661.5	ENSG00000162496	-	6	0	5	0	84	NA	NA	NA	195
ENST00000621990.5	ENSG00000162493	+	6	0	5	0	6	NA	NA	NA	67
ENST00000311066.10	ENSG00000116731	+	10	1	7	1	120	24	24	65	9
ENST00000376008.3	ENSG00000171729	+	4	2	1	0	417	NA	NA	193	344
ENST00000375980.9	ENSG00000142634	+	4	0	3	0	131	NA	NA	NA	308
ENST00000375847.8	ENSG00000116138	+	15	1	13	0	399	NA	NA	18	167
ENST00000375799.8	ENSG00000116786	+	20	0	19	0	137	NA	NA	NA	60
ENST00000375766.8	ENSG00000162458	+	9	2	6	0	113	NA	NA	20	250
ENST00000375743.9	ENSG00000116809	-	16	2	13	0	283	NA	NA	2	205
ENST00000358432.8	ENSG00000142627	-	17	0	16	0	105	NA	NA	NA	85
ENST00000270747.8	ENSG00000142632	-	16	1	14	0	157	NA	NA	29	412
ENST00000375592.8	ENSG00000037637	-	10	1	8	0	1115	NA	NA	17	250
ENST00000337132.10	ENSG00000157191	+	8	0	7	0	48	NA	NA	NA	92
ENST00000375535.4	ENSG00000117122	-	9	1	7	0	103	NA	NA	41	37
ENST00000326735.13	ENSG00000159363	-	29	0	28	0	137	NA	NA	NA	10
ENST00000375486.9	ENSG00000117115	-	16	0	15	0	233	NA	NA	NA	92
ENST00000375436.9	ENSG00000179051	-	13	1	11	0	104	NA	NA	8	285
ENST00000361221.8	ENSG00000074964	+	29	1	27	0	532	NA	NA	43	37
ENST00000375341.8	ENSG00000159423	-	15	0	14	0	112	NA	NA	NA	62
ENST00000235835.8	ENSG00000053371	-	7	0	6	0	161	NA	NA	NA	298
ENST00000375153.8	ENSG00000040487	+	8	1	6	0	71	NA	NA	78	164
ENST00000264202.8	ENSG00000077549	-	9	0	8	0	87	NA	NA	NA	3
ENST00000375136.8	ENSG00000158747	+	4	1	2	0	263	NA	NA	19	170
ENST00000294543.11	ENSG00000162542	-	16	3	12	0	404	NA	NA	8	179
ENST00000375120.4	ENSG00000169914	+	8	0	7	0	176	NA	NA	NA	221
ENST00000375078.4	ENSG00000162545	-	2	0	1	0	70	NA	NA	NA	166
ENST00000264198.5	ENSG00000090432	-	4	0	3	0	729	NA	NA	NA	120
ENST00000375071.4	ENSG00000158825	+	4	0	3	0	116	NA	NA	NA	154
ENST00000321556.5	ENSG00000158828	+	8	0	7	0	257	NA	NA	NA	387
ENST00000438032.6	ENSG00000127483	-	13	1	11	0	294	NA	NA	100	96
ENST00000374893.11	ENSG00000117298	-	19	0	18	0	176	NA	NA	NA	51
ENST00000308271.14	ENSG00000090686	-	27	0	26	0	22	NA	NA	NA	134
ENST00000656825.1	ENSG00000070831	+	6	1	4	0	89	NA	NA	50	105
ENST00000375647.5	ENSG00000184677	+	18	1	16	0	194	NA	NA	69	697
ENST00000400181.9	ENSG00000004487	+	21	0	20	0	185	NA	NA	NA	351
ENST00000302291.9	ENSG00000169641	-	4	2	1	0	158	NA	NA	119	3072
ENST00000314011.9	ENSG00000125945	-	4	1	2	0	1252	NA	NA	60	33
ENST00000336689.8	ENSG00000088280	-	25	0	24	0	74	NA	NA	NA	129
ENST00000361729.3	ENSG00000007968	-	7	0	6	0	268	NA	NA	NA	252
ENST00000374561.6	ENSG00000117318	-	3	0	1	1	59	26	26	NA	300
ENST00000643754.2	ENSG00000142676	+	6	0	5	0	29	NA	NA	NA	6
ENST00000613537.5	ENSG00000011007	+	11	0	10	0	61	NA	NA	NA	75
ENST00000246151.9	ENSG00000057757	+	6	0	5	0	101	NA	NA	NA	198
ENST00000374514.8	ENSG00000011009	+	10	1	8	0	50	NA	NA	26	78
ENST00000617979.5	ENSG00000117308	-	12	2	9	0	58	NA	NA	5	121
ENST00000334351.8	ENSG00000189266	+	3	2	0	0	437	NA	NA	18	NA
ENST00000492112.3	ENSG00000188529	-	6	0	5	0	297	NA	NA	NA	65
ENST00000374399.9	ENSG00000001461	+	12	1	10	0	199	NA	NA	257	93
ENST00000374395.9	ENSG00000117602	+	5	1	3	0	184	NA	NA	59	195
ENST00000323848.14	ENSG00000133226	+	17	0	16	0	104	NA	NA	NA	21
ENST00000374379.9	ENSG00000169504	+	6	0	5	0	164	NA	NA	NA	72
ENST00000236273.9	ENSG00000117614	-	7	0	6	0	165	NA	NA	NA	24
ENST00000243189.12	ENSG00000117616	-	5	1	3	0	116	NA	NA	66	520
ENST00000374358.5	ENSG00000183726	+	7	1	5	0	45	NA	NA	13	93
ENST00000374343.5	ENSG00000204178	+	11	0	10	0	202	NA	NA	NA	80
ENST00000374338.5	ENSG00000157978	+	9	0	8	0	144	NA	NA	NA	88
ENST00000374332.9	ENSG00000117643	+	12	0	11	0	126	NA	NA	NA	540
ENST00000374315.1	ENSG00000162430	+	12	0	11	0	170	NA	NA	NA	183
ENST00000374303.7	ENSG00000117640	+	7	1	5	0	105	NA	NA	86	24
ENST00000675840.1	ENSG00000182749	-	3	2	0	0	1062	NA	NA	22	NA
ENST00000455785.7	ENSG00000117632	-	5	1	3	0	71	NA	NA	62	13
ENST00000374282.8	ENSG00000158006	-	11	1	9	0	94	NA	NA	47	90
ENST00000374269.2	ENSG00000175087	+	3	1	1	0	740	NA	NA	17	285
ENST00000374266.7	ENSG00000142684	+	3	0	2	0	141	NA	NA	NA	200
ENST00000451429.8	ENSG00000130695	+	14	1	12	0	157	NA	NA	22	55
ENST00000270792.10	ENSG00000142669	+	3	0	2	0	65	NA	NA	NA	48
ENST00000236342.12	ENSG00000117682	+	9	1	7	0	236	NA	NA	55	63
ENST00000374168.7	ENSG00000117676	+	22	0	21	0	122	NA	NA	NA	63
ENST00000674202.1	ENSG00000060642	+	4	1	2	0	281	NA	NA	57	78
ENST00000374142.9	ENSG00000204160	+	8	0	7	0	117	NA	NA	NA	335
ENST00000339276.6	ENSG00000175793	+	1	0	0	0	NA	NA	NA	NA	NA
ENST00000374135.9	ENSG00000142751	-	5	0	4	0	72	NA	NA	NA	411
ENST00000321265.10	ENSG00000090273	+	9	0	8	0	51	NA	NA	NA	81
ENST00000263980.8	ENSG00000090020	-	12	0	11	0	337	NA	NA	NA	352
ENST00000319394.8	ENSG00000142784	+	16	1	14	0	197	NA	NA	99	48
ENST00000374076.9	ENSG00000186501	+	6	0	5	0	87	NA	NA	NA	194
ENST00000357582.3	ENSG00000142733	-	29	0	28	0	78	NA	NA	NA	340
ENST00000618852.5	ENSG00000158195	-	9	1	7	0	157	NA	NA	43	130
ENST00000673934.1	ENSG00000126705	-	9	7	0	1	4885	44	44	74	4855
ENST00000361157.11	ENSG00000126709	-	5	1	3	0	94	NA	NA	32	70
ENST00000373954.11	ENSG00000009780	+	9	0	8	0	86	NA	NA	NA	81
ENST00000373943.9	ENSG00000117758	+	9	0	8	0	98	NA	NA	NA	118
ENST00000311772.10	ENSG00000117751	+	7	0	6	0	353	NA	NA	NA	56
ENST00000373912.8	ENSG00000117748	-	9	0	8	0	84	NA	NA	NA	10
ENST00000373884.6	ENSG00000158156	+	3	0	2	0	697	NA	NA	NA	293
ENST00000373871.8	ENSG00000158161	-	18	1	16	0	80	NA	NA	68	33
ENST00000253063.4	ENSG00000130766	+	10	0	9	0	86	NA	NA	NA	90
ENST00000373842.9	ENSG00000130772	+	3	1	1	0	553	NA	NA	66	73
ENST00000373839.8	ENSG00000204138	+	14	1	12	0	15	NA	NA	38	16
ENST00000683442.1	ENSG00000180198	+	13	4	8	0	175	NA	NA	9	73
ENST00000373824.9	ENSG00000120656	-	6	1	4	0	35	NA	NA	84	168
ENST00000373816.6	ENSG00000162419	+	10	1	8	0	700	NA	NA	30	128
ENST00000373812.8	ENSG00000198492	+	5	0	4	0	23	NA	NA	NA	27
ENST00000343067.9	ENSG00000159023	+	21	1	18	1	98	7	7	7	468
ENST00000373795.7	ENSG00000116350	-	6	0	5	0	816	NA	NA	NA	107
ENST00000263702.11	ENSG00000116353	-	10	0	9	0	157	NA	NA	NA	176
ENST00000339394.7	ENSG00000162512	-	5	0	4	0	166	NA	NA	NA	138
ENST00000426105.7	ENSG00000134644	-	22	1	20	0	131	NA	NA	11	363
ENST00000263694.9	ENSG00000060688	-	10	0	9	0	49	NA	NA	NA	141
ENST00000344147.10	ENSG00000121766	+	8	1	6	0	161	NA	NA	55	66
ENST00000373713.7	ENSG00000121769	-	4	0	3	0	53	NA	NA	NA	73
ENST00000373709.8	ENSG00000168528	+	10	0	9	0	135	NA	NA	NA	39
ENST00000373672.8	ENSG00000084636	-	71	1	69	0	202	NA	NA	34	73
ENST00000647444.2	ENSG00000184007	-	6	1	4	0	108	NA	NA	593	96
ENST00000327300.12	ENSG00000121774	+	9	0	8	0	97	NA	NA	NA	382
ENST00000336294.10	ENSG00000121775	+	9	0	8	0	242	NA	NA	NA	4
ENST00000373625.8	ENSG00000025800	+	14	0	13	0	187	NA	NA	NA	4
ENST00000373610.8	ENSG00000084652	+	11	1	9	0	293	NA	NA	32	169
ENST00000373602.10	ENSG00000160050	+	6	1	4	0	54	NA	NA	23	164
ENST00000677711.2	ENSG00000084623	+	11	0	10	0	81	NA	NA	NA	3
ENST00000373548.8	ENSG00000116478	+	14	0	13	0	27	NA	NA	NA	49
ENST00000329421.8	ENSG00000175130	-	2	0	1	0	500	NA	NA	NA	87
ENST00000455895.7	ENSG00000160058	-	11	0	10	0	32	NA	NA	NA	11
ENST00000373493.10	ENSG00000162521	+	12	0	11	0	65	NA	NA	NA	16
ENST00000401073.7	ENSG00000162522	+	7	0	6	0	22	NA	NA	NA	235
ENST00000373477.9	ENSG00000134684	-	13	0	12	0	110	NA	NA	NA	57
ENST00000373475.10	ENSG00000116497	+	7	2	4	0	114	NA	NA	2	831
ENST00000672715.1	ENSG00000004455	-	6	0	5	0	221	NA	NA	NA	93
ENST00000294517.11	ENSG00000142920	+	12	3	8	0	138	NA	NA	72	105
ENST00000291416.10	ENSG00000116525	-	5	0	4	0	550	NA	NA	NA	408
ENST00000539719.6	ENSG00000160094	+	9	1	7	0	116	NA	NA	88	38
ENST00000683057.1	ENSG00000134686	-	15	1	13	0	154	NA	NA	54	174
ENST00000684572.1	ENSG00000121903	+	8	1	6	0	1258	NA	NA	110	417
ENST00000521580.3	ENSG00000163866	-	2	1	0	0	283	NA	NA	5	NA
ENST00000357182.9	ENSG00000163867	-	16	1	14	0	1831	NA	NA	74	93
ENST00000359858.9	ENSG00000197056	+	10	1	8	0	2282	NA	NA	74	96
ENST00000357214.6	ENSG00000116560	-	10	0	9	0	137	NA	NA	NA	828
ENST00000314607.11	ENSG00000146463	+	30	0	29	0	207	NA	NA	NA	39
ENST00000325722.8	ENSG00000142687	-	21	1	19	0	187	NA	NA	28	142
ENST00000373243.7	ENSG00000020129	+	7	0	6	0	436	NA	NA	NA	33
ENST00000373237.4	ENSG00000126067	-	6	0	5	0	107	NA	NA	NA	91
ENST00000318121.8	ENSG00000092853	-	25	0	24	0	110	NA	NA	NA	24
ENST00000373166.8	ENSG00000054116	-	5	0	4	0	119	NA	NA	NA	42
ENST00000474796.2	ENSG00000116871	+	17	0	16	0	10	NA	NA	NA	46
ENST00000354618.10	ENSG00000054118	+	12	2	9	0	221	NA	NA	31	137
ENST00000490466.2	ENSG00000142694	-	3	1	1	0	430	NA	NA	30	67
ENST00000373132.4	ENSG00000196182	-	11	1	9	0	218	NA	NA	8	112
ENST00000315732.3	ENSG00000181817	-	2	1	0	0	395	NA	NA	24	NA
ENST00000235532.9	ENSG00000116885	-	10	0	9	0	116	NA	NA	NA	112
ENST00000373087.7	ENSG00000163874	+	6	1	4	0	874	NA	NA	38	443
ENST00000296215.8	ENSG00000163877	-	4	0	3	0	264	NA	NA	NA	224
ENST00000373062.8	ENSG00000134697	-	16	0	15	0	152	NA	NA	NA	64
ENST00000373055.6	ENSG00000134690	+	10	0	9	0	44	NA	NA	NA	94
ENST00000373044.3	ENSG00000196449	-	5	0	4	0	72	NA	NA	NA	389
ENST00000373036.5	ENSG00000188786	-	11	1	9	0	430	NA	NA	51	408
ENST00000373024.8	ENSG00000204084	-	24	1	22	0	115	NA	NA	26	57
ENST00000373016.4	ENSG00000183386	-	6	1	4	0	154	NA	NA	20	156
ENST00000373014.5	ENSG00000183520	+	8	0	7	0	83	NA	NA	NA	63
ENST00000373001.4	ENSG00000116954	-	7	0	6	0	151	NA	NA	NA	237
ENST00000432648.8	ENSG00000174574	+	5	0	4	0	10	NA	NA	NA	220
ENST00000372858.8	ENSG00000090621	-	16	0	14	1	89	14	14	NA	193
ENST00000372811.10	ENSG00000168389	+	14	0	13	0	63	NA	NA	NA	93
ENST00000372805.8	ENSG00000131236	+	13	1	11	0	83	NA	NA	10	112
ENST00000372759.4	ENSG00000084073	+	10	0	9	0	224	NA	NA	NA	123
ENST00000372718.8	ENSG00000084070	+	10	0	9	0	125	NA	NA	NA	103
ENST00000415550.6	ENSG00000164002	+	4	3	0	0	1151	NA	NA	30	NA
ENST00000372699.8	ENSG00000117010	+	5	1	3	0	898	NA	NA	24	15
ENST00000447388.8	ENSG00000066136	+	10	1	8	0	119	NA	NA	8	105
ENST00000372638.4	ENSG00000179862	-	1	0	0	0	NA	NA	NA	NA	NA
ENST00000650070.2	ENSG00000171793	+	19	1	16	1	84	10	10	13	166
ENST00000695335.1	ENSG00000010803	-	16	1	14	0	125	NA	NA	117	13
ENST00000361346.6	ENSG00000198815	-	13	1	11	0	115	NA	NA	17	44
ENST00000372561.4	ENSG00000127125	+	3	0	2	0	323	NA	NA	NA	508
ENST00000304979.8	ENSG00000171960	+	10	0	8	1	68	22	22	NA	66
ENST00000321358.12	ENSG00000065978	+	8	0	6	1	234	32	32	NA	166
ENST00000372521.9	ENSG00000177868	-	3	1	1	0	86	NA	NA	36	114
ENST00000651192.1	ENSG00000164011	+	4	2	1	0	863	NA	NA	94	84
ENST00000426263.10	ENSG00000117394	-	10	0	9	0	200	NA	NA	NA	18
ENST00000310955.11	ENSG00000117399	+	11	1	9	0	178	NA	NA	49	181
ENST00000372458.8	ENSG00000066322	-	8	1	6	0	221	NA	NA	14	46
ENST00000359947.9	ENSG00000142949	+	34	2	31	0	68	NA	NA	45	91
ENST00000372396.4	ENSG00000066135	+	22	1	20	0	140	NA	NA	39	138
ENST00000372343.8	ENSG00000117408	+	20	0	19	0	96	NA	NA	NA	84
ENST00000255108.8	ENSG00000132768	+	6	0	5	0	124	NA	NA	NA	147
ENST00000472174.7	ENSG00000117410	+	8	0	7	0	26	NA	NA	NA	67
ENST00000372324.6	ENSG00000117411	+	7	1	5	0	150	NA	NA	52	313
ENST00000372310.8	ENSG00000196517	-	14	1	12	0	194	NA	NA	85	30
ENST00000372289.7	ENSG00000178028	+	10	0	9	0	59	NA	NA	NA	105
ENST00000372257.7	ENSG00000117419	-	9	0	8	0	82	NA	NA	NA	135
ENST00000361799.7	ENSG00000187147	+	15	1	13	0	71	NA	NA	117	625
ENST00000372237.8	ENSG00000126106	-	3	0	2	0	650	NA	NA	NA	61
ENST00000372224.9	ENSG00000142945	+	21	0	20	0	82	NA	NA	NA	70
ENST00000372201.5	ENSG00000173846	+	15	0	14	0	191	NA	NA	NA	210
ENST00000360403.7	ENSG00000070785	-	12	1	10	0	52	NA	NA	9	148
ENST00000372172.5	ENSG00000126107	-	21	0	20	0	84	NA	NA	NA	369
ENST00000359600.6	ENSG00000162415	-	14	0	13	0	862	NA	NA	NA	595
ENST00000372090.6	ENSG00000132773	+	8	0	7	0	620	NA	NA	NA	52
ENST00000319248.13	ENSG00000117450	-	6	1	4	0	85	NA	NA	11	106
ENST00000351829.9	ENSG00000117448	+	9	1	7	0	65	NA	NA	6	84
ENST00000350030.8	ENSG00000132780	+	15	0	14	0	80	NA	NA	NA	59
ENST00000355105.8	ENSG00000159592	-	13	3	9	0	152	NA	NA	55	60
ENST00000372025.5	ENSG00000159596	+	3	1	1	0	701	NA	NA	95	42
ENST00000396478.4	ENSG00000197429	-	9	1	7	0	224	NA	NA	50	292
ENST00000361297.7	ENSG00000086015	+	29	0	28	0	1528	NA	NA	NA	177
ENST00000371984.8	ENSG00000085998	-	22	1	20	0	87	NA	NA	50	120
ENST00000371975.9	ENSG00000085999	+	18	0	17	0	210	NA	NA	NA	3
ENST00000617190.5	ENSG00000132128	-	10	0	9	0	219	NA	NA	NA	199
ENST00000474844.6	ENSG00000117481	+	6	0	5	0	276	NA	NA	NA	93
ENST00000243167.9	ENSG00000117480	+	15	0	14	0	128	NA	NA	NA	195
ENST00000371945.10	ENSG00000079277	-	13	2	10	0	225	NA	NA	2	100
ENST00000319928.9	ENSG00000142961	-	4	1	2	0	29	NA	NA	50	418
ENST00000574428.6	ENSG00000123472	-	9	0	8	0	194	NA	NA	NA	266
ENST00000371933.8	ENSG00000159658	-	11	0	10	0	175	NA	NA	NA	185
ENST00000371877.8	ENSG00000123473	-	17	1	15	0	786	NA	NA	43	44
ENST00000371873.10	ENSG00000162368	+	6	0	5	0	41	NA	NA	NA	171
ENST00000371847.8	ENSG00000132122	-	13	0	12	0	180	NA	NA	NA	51
ENST00000396153.7	ENSG00000185104	-	19	0	18	0	83	NA	NA	NA	45
ENST00000371761.4	ENSG00000123080	+	2	0	1	0	377	NA	NA	NA	129
ENST00000242719.4	ENSG00000123091	+	3	0	2	0	171	NA	NA	NA	123
ENST00000680483.1	ENSG00000085831	-	18	0	17	0	123	NA	NA	NA	41
ENST00000371733.8	ENSG00000085832	-	25	0	24	0	146	NA	NA	NA	33
ENST00000352171.12	ENSG00000078618	-	31	0	30	0	197	NA	NA	NA	341
ENST00000371626.9	ENSG00000117862	-	7	0	6	0	79	NA	NA	NA	97
ENST00000371614.2	ENSG00000198841	-	1	0	0	0	NA	NA	NA	NA	NA
ENST00000287727.8	ENSG00000157077	+	19	2	16	0	161	NA	NA	36	70
ENST00000284376.8	ENSG00000154222	-	25	1	22	1	128	2	2	14	69
ENST00000371568.8	ENSG00000085840	-	17	1	15	0	194	NA	NA	5	95
ENST00000257181.10	ENSG00000134748	+	10	0	9	0	42	NA	NA	NA	130
ENST00000257177.9	ENSG00000134744	-	30	1	28	0	67	NA	NA	93	718
ENST00000361314.5	ENSG00000116157	+	3	0	2	0	163	NA	NA	NA	138
ENST00000371538.5	ENSG00000162377	-	3	0	2	0	448	NA	NA	NA	106
ENST00000294353.7	ENSG00000162378	+	14	0	13	0	190	NA	NA	NA	30
ENST00000371528.2	ENSG00000203995	+	14	0	13	0	175	NA	NA	NA	90
ENST00000371522.9	ENSG00000121310	-	10	0	9	0	77	NA	NA	NA	121
ENST00000371514.8	ENSG00000116171	+	16	0	15	0	95	NA	NA	NA	69
ENST00000371486.4	ENSG00000157184	+	5	0	4	0	331	NA	NA	NA	152
ENST00000294360.5	ENSG00000162384	-	8	0	7	0	77	NA	NA	NA	6
ENST00000371470.8	ENSG00000162385	-	5	0	4	0	99	NA	NA	NA	88
ENST00000371429.4	ENSG00000058804	-	18	0	17	0	63	NA	NA	NA	57
ENST00000072644.7	ENSG00000058799	-	11	2	7	1	89	9	9	49	31
ENST00000194214.10	ENSG00000081870	-	6	1	4	0	116	NA	NA	15	98
ENST00000371370.8	ENSG00000116212	+	9	2	6	0	274	NA	NA	14	473
ENST00000234827.6	ENSG00000116205	+	5	1	3	0	188	NA	NA	42	102
ENST00000610401.6	ENSG00000157216	-	18	0	17	0	29	NA	NA	NA	56
ENST00000343744.7	ENSG00000162390	+	16	0	15	0	155	NA	NA	NA	33
ENST00000371281.4	ENSG00000243725	+	10	0	9	0	102	NA	NA	NA	111
ENST00000371269.9	ENSG00000116133	-	9	0	8	0	153	NA	NA	NA	231
ENST00000294383.7	ENSG00000162402	-	68	0	67	0	62	NA	NA	NA	324
ENST00000371250.4	ENSG00000162407	-	6	0	5	0	125	NA	NA	NA	139
ENST00000371244.9	ENSG00000162409	+	9	0	8	0	238	NA	NA	NA	94
ENST00000371226.8	ENSG00000162600	-	9	1	7	0	209	NA	NA	16	500
ENST00000371222.4	ENSG00000177606	-	1	0	0	0	NA	NA	NA	NA	NA
ENST00000371208.5	ENSG00000134709	+	22	0	21	0	170	NA	NA	NA	63
ENST00000403491.8	ENSG00000162599	+	11	0	10	0	17	NA	NA	NA	27
ENST00000606498.5	ENSG00000162604	-	7	0	5	1	110	20	20	NA	164
ENST00000642238.2	ENSG00000132849	+	44	1	42	0	146	NA	NA	35	22
ENST00000339950.5	ENSG00000162607	+	9	1	7	0	735	NA	NA	69	170
ENST00000317868.9	ENSG00000125703	+	11	1	9	0	167	NA	NA	68	76
ENST00000263440.6	ENSG00000088035	+	15	1	13	0	197	NA	NA	207	82
ENST00000271002.15	ENSG00000142856	-	9	0	7	1	49	2	2	NA	5
ENST00000371084.8	ENSG00000079739	+	11	0	10	0	89	NA	NA	NA	246
ENST00000371079.6	ENSG00000185483	+	9	0	8	0	1427	NA	NA	NA	91
ENST00000651257.2	ENSG00000158966	+	27	0	26	0	238	NA	NA	NA	198
ENST00000294428.8	ENSG00000162437	+	12	0	11	0	146	NA	NA	NA	249
ENST00000342505.5	ENSG00000162434	-	25	1	23	0	95	NA	NA	77	6
ENST00000327299.8	ENSG00000162433	+	5	0	4	0	114	NA	NA	NA	145
ENST00000371069.5	ENSG00000116675	+	19	0	18	0	101	NA	NA	NA	193
ENST00000371065.9	ENSG00000213625	+	4	0	3	0	116	NA	NA	NA	16
ENST00000401041.6	ENSG00000198160	+	14	0	13	0	328	NA	NA	NA	67
ENST00000235345.6	ENSG00000116704	-	12	0	11	0	108	NA	NA	NA	203
ENST00000370986.9	ENSG00000116717	+	4	0	3	0	113	NA	NA	NA	44
ENST00000370982.4	ENSG00000172380	-	4	2	1	0	125	NA	NA	26	93
ENST00000262348.9	ENSG00000116729	-	12	0	11	0	109	NA	NA	NA	106
ENST00000456315.7	ENSG00000024526	-	12	0	11	0	137	NA	NA	NA	48
ENST00000370952.4	ENSG00000066557	-	15	0	14	0	105	NA	NA	NA	151
ENST00000370949.2	ENSG00000116754	+	12	0	11	0	197	NA	NA	NA	203
ENST00000370944.9	ENSG00000118454	-	13	0	12	0	130	NA	NA	NA	430
