transcript_id	gene_id	utr5_length	n_uorfs	n_overlapping_uorfs	has_uorf	total_classical_uorf_codons	max_classical_uorf_codons	dist_cap_to_first_uatg	dist_last_uorf_stop_to_main_atg
ENST00000054666.11	ENSG00000049245	88	0	0	0	0	NA	NA	NA
ENST00000377482.10	ENSG00000116285	225	3	1	1	34	20	64	52
ENST00000400908.7	ENSG00000142599	625	2	0	1	9	7	229	158
ENST00000234590.10	ENSG00000074800	116	0	0	0	0	NA	NA	NA
ENST00000377403.7	ENSG00000049239	303	0	0	0	0	NA	NA	NA
ENST00000328089.11	ENSG00000171621	327	1	0	1	10	10	280	14
ENST00000302692.7	ENSG00000171612	227	1	0	1	8	8	102	98
ENST00000340381.11	ENSG00000188807	20	0	0	0	0	NA	NA	NA
ENST00000377346.9	ENSG00000171608	209	1	0	1	34	34	95	9
ENST00000377298.9	ENSG00000171603	232	0	0	0	0	NA	NA	NA
ENST00000377263.6	ENSG00000178585	318	0	0	0	0	NA	NA	NA
ENST00000377223.6	ENSG00000162441	310	2	0	1	59	34	190	15
ENST00000377205.6	ENSG00000173614	97	0	0	0	0	NA	NA	NA
ENST00000343090.11	ENSG00000130939	713	3	0	1	25	16	11	121
ENST00000676179.1	ENSG00000054523	388	2	0	1	41	34	147	113
ENST00000377038.8	ENSG00000160049	71	0	0	0	0	NA	NA	NA
ENST00000377022.8	ENSG00000130940	316	3	0	1	21	14	205	66
ENST00000240185.8	ENSG00000120948	102	0	0	0	0	NA	NA	NA
ENST00000376957.7	ENSG00000116649	75	0	0	0	0	NA	NA	NA
ENST00000361445.9	ENSG00000198793	121	0	0	0	0	NA	NA	NA
ENST00000376810.6	ENSG00000120942	334	1	0	1	6	6	35	278
ENST00000354287.5	ENSG00000116661	89	0	0	0	0	NA	NA	NA
ENST00000251547.10	ENSG00000132879	106	0	0	0	0	NA	NA	NA
ENST00000376753.9	ENSG00000116663	59	0	0	0	0	NA	NA	NA
ENST00000376692.9	ENSG00000116670	122	0	0	0	0	NA	NA	NA
ENST00000314340.10	ENSG00000177674	73	0	0	0	0	NA	NA	NA
ENST00000376590.9	ENSG00000177000	90	0	0	0	0	NA	NA	NA
ENST00000346436.11	ENSG00000011021	72	0	0	0	0	NA	NA	NA
ENST00000196061.5	ENSG00000083444	63	0	0	0	0	NA	NA	NA
ENST00000235329.10	ENSG00000116688	190	4	0	1	24	8	12	26
ENST00000616661.5	ENSG00000162496	862	2	0	1	68	60	64	562
ENST00000621990.5	ENSG00000162493	202	0	0	0	0	NA	NA	NA
ENST00000311066.10	ENSG00000116731	178	2	0	1	24	23	19	54
ENST00000376008.3	ENSG00000171729	474	1	0	1	59	59	232	62
ENST00000375980.9	ENSG00000142634	84	0	0	0	0	NA	NA	NA
ENST00000375847.8	ENSG00000116138	129	0	0	0	0	NA	NA	NA
ENST00000375799.8	ENSG00000116786	239	0	0	0	0	NA	NA	NA
ENST00000375766.8	ENSG00000162458	264	0	0	0	0	NA	NA	NA
ENST00000375743.9	ENSG00000116809	208	3	1	1	61	30	25	3
ENST00000358432.8	ENSG00000142627	137	0	0	0	0	NA	NA	NA
ENST00000270747.8	ENSG00000142632	180	2	0	1	37	33	40	30
ENST00000375592.8	ENSG00000037637	243	1	1	1	12	12	66	138
ENST00000337132.10	ENSG00000157191	38	0	0	0	0	NA	NA	NA
ENST00000375535.4	ENSG00000117122	75	0	0	0	0	NA	NA	NA
ENST00000326735.13	ENSG00000159363	190	0	1	1	0	NA	171	NA
ENST00000375486.9	ENSG00000117115	80	0	0	0	0	NA	NA	NA
ENST00000375436.9	ENSG00000179051	141	0	0	0	0	NA	NA	NA
ENST00000361221.8	ENSG00000074964	296	1	0	1	20	20	151	82
ENST00000375341.8	ENSG00000159423	32	0	0	0	0	NA	NA	NA
ENST00000235835.8	ENSG00000053371	20	0	0	0	0	NA	NA	NA
ENST00000375153.8	ENSG00000040487	642	1	0	1	52	52	316	167
ENST00000264202.8	ENSG00000077549	101	0	1	1	0	NA	0	NA
ENST00000375136.8	ENSG00000158747	155	0	0	0	0	NA	NA	NA
ENST00000294543.11	ENSG00000162542	241	1	0	1	11	11	90	115
ENST00000375120.4	ENSG00000169914	119	0	0	0	0	NA	NA	NA
ENST00000375078.4	ENSG00000162545	831	1	0	1	1	1	557	268
ENST00000264198.5	ENSG00000090432	127	0	0	0	0	NA	NA	NA
ENST00000375071.4	ENSG00000158825	33	0	0	0	0	NA	NA	NA
ENST00000321556.5	ENSG00000158828	91	0	0	0	0	NA	NA	NA
ENST00000438032.6	ENSG00000127483	213	0	0	0	0	NA	NA	NA
ENST00000374893.11	ENSG00000117298	49	0	0	0	0	NA	NA	NA
ENST00000308271.14	ENSG00000090686	192	0	0	0	0	NA	NA	NA
ENST00000656825.1	ENSG00000070831	84	0	0	0	0	NA	NA	NA
ENST00000375647.5	ENSG00000184677	223	2	1	1	23	13	26	73
ENST00000400181.9	ENSG00000004487	129	0	0	0	0	NA	NA	NA
ENST00000302291.9	ENSG00000169641	316	4	0	1	80	39	194	2
ENST00000314011.9	ENSG00000125945	531	3	0	1	118	70	48	167
ENST00000336689.8	ENSG00000088280	46	0	0	0	0	NA	NA	NA
ENST00000361729.3	ENSG00000007968	440	1	0	1	5	5	347	75
ENST00000374561.6	ENSG00000117318	75	0	0	0	0	NA	NA	NA
ENST00000643754.2	ENSG00000142676	18	0	0	0	0	NA	NA	NA
ENST00000613537.5	ENSG00000011007	33	0	0	0	0	NA	NA	NA
ENST00000246151.9	ENSG00000057757	98	0	0	0	0	NA	NA	NA
ENST00000374514.8	ENSG00000011009	132	0	0	0	0	NA	NA	NA
ENST00000617979.5	ENSG00000117308	119	0	0	0	0	NA	NA	NA
ENST00000334351.8	ENSG00000189266	395	2	0	1	98	56	210	14
ENST00000492112.3	ENSG00000188529	72	0	0	0	0	NA	NA	NA
ENST00000374399.9	ENSG00000001461	360	4	0	1	82	68	13	6
ENST00000374395.9	ENSG00000117602	374	0	0	0	0	NA	NA	NA
ENST00000323848.14	ENSG00000133226	25	0	0	0	0	NA	NA	NA
ENST00000374379.9	ENSG00000169504	107	0	0	0	0	NA	NA	NA
ENST00000236273.9	ENSG00000117614	35	0	0	0	0	NA	NA	NA
ENST00000243189.12	ENSG00000117616	212	0	0	0	0	NA	NA	NA
ENST00000374358.5	ENSG00000183726	136	0	0	0	0	NA	NA	NA
ENST00000374343.5	ENSG00000204178	202	1	0	1	3	3	81	109
ENST00000374338.5	ENSG00000157978	93	0	0	0	0	NA	NA	NA
ENST00000374332.9	ENSG00000117643	1007	1	0	1	1	1	647	354
ENST00000374315.1	ENSG00000162430	38	0	0	0	0	NA	NA	NA
ENST00000374303.7	ENSG00000117640	162	1	1	1	2	2	76	77
ENST00000675840.1	ENSG00000182749	329	0	0	0	0	NA	NA	NA
ENST00000455785.7	ENSG00000117632	93	0	0	0	0	NA	NA	NA
ENST00000374282.8	ENSG00000158006	86	0	1	1	0	NA	81	NA
ENST00000374269.2	ENSG00000175087	109	2	0	1	31	16	40	2
ENST00000374266.7	ENSG00000142684	76	0	0	0	0	NA	NA	NA
ENST00000451429.8	ENSG00000130695	133	0	0	0	0	NA	NA	NA
ENST00000270792.10	ENSG00000142669	70	0	0	0	0	NA	NA	NA
ENST00000236342.12	ENSG00000117682	111	1	0	1	29	29	0	21
ENST00000374168.7	ENSG00000117676	160	0	0	0	0	NA	NA	NA
ENST00000674202.1	ENSG00000060642	376	3	0	1	118	63	26	49
ENST00000374142.9	ENSG00000204160	117	0	0	0	0	NA	NA	NA
ENST00000339276.6	ENSG00000175793	64	0	0	0	0	NA	NA	NA
ENST00000374135.9	ENSG00000142751	187	0	0	0	0	NA	NA	NA
ENST00000321265.10	ENSG00000090273	106	0	0	0	0	NA	NA	NA
ENST00000263980.8	ENSG00000090020	791	4	0	1	21	9	652	28
ENST00000319394.8	ENSG00000142784	419	4	0	1	41	20	176	14
ENST00000374076.9	ENSG00000186501	35	0	0	0	0	NA	NA	NA
ENST00000357582.3	ENSG00000142733	364	1	0	1	21	21	113	185
ENST00000618852.5	ENSG00000158195	225	1	0	1	15	15	22	155
ENST00000673934.1	ENSG00000126705	901	7	1	1	150	66	273	97
ENST00000361157.11	ENSG00000126709	102	0	0	0	0	NA	NA	NA
ENST00000373954.11	ENSG00000009780	120	0	0	0	0	NA	NA	NA
ENST00000373943.9	ENSG00000117758	89	0	0	0	0	NA	NA	NA
ENST00000311772.10	ENSG00000117751	54	0	1	1	0	NA	34	NA
ENST00000373912.8	ENSG00000117748	132	0	0	0	0	NA	NA	NA
ENST00000373884.6	ENSG00000158156	97	0	0	0	0	NA	NA	NA
ENST00000373871.8	ENSG00000158161	155	1	0	1	12	12	55	61
ENST00000253063.4	ENSG00000130766	330	1	0	1	19	19	21	249
ENST00000373842.9	ENSG00000130772	207	0	0	0	0	NA	NA	NA
ENST00000373839.8	ENSG00000204138	124	0	0	0	0	NA	NA	NA
ENST00000683442.1	ENSG00000180198	303	2	2	1	23	20	155	81
ENST00000373824.9	ENSG00000120656	160	2	0	1	5	3	52	20
ENST00000373816.6	ENSG00000162419	86	1	1	1	1	1	0	3
ENST00000373812.8	ENSG00000198492	181	0	0	0	0	NA	NA	NA
ENST00000343067.9	ENSG00000159023	207	0	0	0	0	NA	NA	NA
ENST00000373795.7	ENSG00000116350	148	0	0	0	0	NA	NA	NA
ENST00000263702.11	ENSG00000116353	28	0	0	0	0	NA	NA	NA
ENST00000339394.7	ENSG00000162512	172	0	0	0	0	NA	NA	NA
ENST00000426105.7	ENSG00000134644	113	1	0	1	4	4	11	87
ENST00000263694.9	ENSG00000060688	37	0	0	0	0	NA	NA	NA
ENST00000344147.10	ENSG00000121766	99	1	0	1	4	4	74	10
ENST00000373713.7	ENSG00000121769	62	0	0	0	0	NA	NA	NA
ENST00000373709.8	ENSG00000168528	53	0	0	0	0	NA	NA	NA
ENST00000373672.8	ENSG00000084636	215	0	0	0	0	NA	NA	NA
ENST00000647444.2	ENSG00000184007	975	7	0	1	86	39	358	61
ENST00000327300.12	ENSG00000121774	128	0	0	0	0	NA	NA	NA
ENST00000336294.10	ENSG00000121775	109	0	0	0	0	NA	NA	NA
ENST00000373625.8	ENSG00000025800	75	0	0	0	0	NA	NA	NA
ENST00000373610.8	ENSG00000084652	134	0	0	0	0	NA	NA	NA
ENST00000373602.10	ENSG00000160050	138	0	2	1	0	NA	2	NA
ENST00000677711.2	ENSG00000084623	35	0	0	0	0	NA	NA	NA
ENST00000373548.8	ENSG00000116478	87	0	0	0	0	NA	NA	NA
ENST00000329421.8	ENSG00000175130	200	0	0	0	0	NA	NA	NA
ENST00000455895.7	ENSG00000160058	27	0	2	1	0	NA	11	NA
ENST00000373493.10	ENSG00000162521	99	0	0	0	0	NA	NA	NA
ENST00000401073.7	ENSG00000162522	125	1	0	1	8	8	70	28
ENST00000373477.9	ENSG00000134684	114	1	0	1	17	17	5	55
ENST00000373475.10	ENSG00000116497	156	0	0	0	0	NA	NA	NA
ENST00000672715.1	ENSG00000004455	55	0	0	0	0	NA	NA	NA
ENST00000294517.11	ENSG00000142920	547	3	0	1	45	29	111	72
ENST00000291416.10	ENSG00000116525	611	1	0	1	115	115	139	124
ENST00000539719.6	ENSG00000160094	251	0	0	0	0	NA	NA	NA
ENST00000683057.1	ENSG00000134686	174	0	0	0	0	NA	NA	NA
ENST00000684572.1	ENSG00000121903	157	2	0	1	10	6	99	26
ENST00000521580.3	ENSG00000163866	78	0	1	1	0	NA	73	NA
ENST00000357182.9	ENSG00000163867	205	2	0	1	50	40	29	9
ENST00000359858.9	ENSG00000197056	132	0	0	0	0	NA	NA	NA
ENST00000357214.6	ENSG00000116560	96	0	0	0	0	NA	NA	NA
ENST00000314607.11	ENSG00000146463	338	0	0	0	0	NA	NA	NA
ENST00000325722.8	ENSG00000142687	225	2	0	1	21	18	134	34
ENST00000373243.7	ENSG00000020129	392	2	0	1	62	60	153	56
ENST00000373237.4	ENSG00000126067	94	0	0	0	0	NA	NA	NA
ENST00000318121.8	ENSG00000092853	108	0	0	0	0	NA	NA	NA
ENST00000373166.8	ENSG00000054116	108	0	0	0	0	NA	NA	NA
ENST00000474796.2	ENSG00000116871	258	1	0	1	17	17	174	30
ENST00000354618.10	ENSG00000054118	197	1	0	1	31	31	69	32
ENST00000490466.2	ENSG00000142694	217	1	0	1	16	16	134	32
ENST00000373132.4	ENSG00000196182	210	2	0	1	23	20	31	27
ENST00000315732.3	ENSG00000181817	166	1	1	1	18	18	40	69
ENST00000235532.9	ENSG00000116885	82	0	0	0	0	NA	NA	NA
ENST00000373087.7	ENSG00000163874	88	1	1	1	23	23	13	3
ENST00000296215.8	ENSG00000163877	64	0	0	0	0	NA	NA	NA
ENST00000373062.8	ENSG00000134697	115	0	0	0	0	NA	NA	NA
ENST00000373055.6	ENSG00000134690	175	0	0	0	0	NA	NA	NA
ENST00000373044.3	ENSG00000196449	28	0	0	0	0	NA	NA	NA
ENST00000373036.5	ENSG00000188786	113	1	0	1	31	31	4	13
ENST00000373024.8	ENSG00000204084	90	0	0	0	0	NA	NA	NA
ENST00000373016.4	ENSG00000183386	178	0	0	0	0	NA	NA	NA
ENST00000373014.5	ENSG00000183520	69	0	0	0	0	NA	NA	NA
ENST00000373001.4	ENSG00000116954	126	0	0	0	0	NA	NA	NA
ENST00000432648.8	ENSG00000174574	105	0	0	0	0	NA	NA	NA
ENST00000372858.8	ENSG00000090621	839	0	0	0	0	NA	NA	NA
ENST00000372811.10	ENSG00000168389	148	0	0	0	0	NA	NA	NA
ENST00000372805.8	ENSG00000131236	83	0	0	0	0	NA	NA	NA
ENST00000372759.4	ENSG00000084073	36	0	0	0	0	NA	NA	NA
ENST00000372718.8	ENSG00000084070	394	0	0	0	0	NA	NA	NA
ENST00000415550.6	ENSG00000164002	405	5	0	1	40	13	197	19
ENST00000372699.8	ENSG00000117010	175	0	0	0	0	NA	NA	NA
ENST00000447388.8	ENSG00000066136	172	0	0	0	0	NA	NA	NA
ENST00000372638.4	ENSG00000179862	236	0	0	0	0	NA	NA	NA
ENST00000650070.2	ENSG00000171793	147	1	0	1	26	26	41	25
ENST00000695335.1	ENSG00000010803	365	2	0	1	29	23	198	45
ENST00000361346.6	ENSG00000198815	194	1	0	1	21	21	25	103
ENST00000372561.4	ENSG00000127125	23	0	0	0	0	NA	NA	NA
ENST00000304979.8	ENSG00000171960	24	0	0	0	0	NA	NA	NA
ENST00000321358.12	ENSG00000065978	148	0	0	0	0	NA	NA	NA
ENST00000372521.9	ENSG00000177868	244	0	0	0	0	NA	NA	NA
ENST00000651192.1	ENSG00000164011	262	2	1	1	35	29	96	76
ENST00000426263.10	ENSG00000117394	217	0	0	0	0	NA	NA	NA
ENST00000310955.11	ENSG00000117399	75	0	0	0	0	NA	NA	NA
ENST00000372458.8	ENSG00000066322	111	0	1	1	0	NA	2	NA
ENST00000359947.9	ENSG00000142949	333	1	0	1	27	27	180	69
ENST00000372396.4	ENSG00000066135	143	0	0	0	0	NA	NA	NA
ENST00000372343.8	ENSG00000117408	651	2	0	1	23	19	217	74
ENST00000255108.8	ENSG00000132768	166	1	0	1	25	25	10	78
ENST00000472174.7	ENSG00000117410	81	0	0	0	0	NA	NA	NA
ENST00000372324.6	ENSG00000117411	354	2	1	1	44	23	120	66
ENST00000372310.8	ENSG00000196517	242	2	0	1	12	7	77	64
ENST00000372289.7	ENSG00000178028	283	0	0	0	0	NA	NA	NA
ENST00000372257.7	ENSG00000117419	231	0	0	0	0	NA	NA	NA
ENST00000361799.7	ENSG00000187147	393	3	0	1	113	97	75	24
ENST00000372237.8	ENSG00000126106	90	0	0	0	0	NA	NA	NA
ENST00000372224.9	ENSG00000142945	96	0	0	0	0	NA	NA	NA
ENST00000372201.5	ENSG00000173846	87	0	0	0	0	NA	NA	NA
ENST00000360403.7	ENSG00000070785	112	0	0	0	0	NA	NA	NA
ENST00000372172.5	ENSG00000126107	67	0	0	0	0	NA	NA	NA
ENST00000359600.6	ENSG00000162415	255	0	0	0	0	NA	NA	NA
ENST00000372090.6	ENSG00000132773	83	0	0	0	0	NA	NA	NA
ENST00000319248.13	ENSG00000117450	67	0	0	0	0	NA	NA	NA
ENST00000351829.9	ENSG00000117448	336	1	0	1	18	18	190	89
ENST00000350030.8	ENSG00000132780	106	0	0	0	0	NA	NA	NA
ENST00000355105.8	ENSG00000159592	1264	20	0	1	165	26	26	0
ENST00000372025.5	ENSG00000159596	190	2	0	1	28	15	99	8
ENST00000396478.4	ENSG00000197429	107	1	0	1	7	7	71	12
ENST00000361297.7	ENSG00000086015	284	2	0	1	30	25	74	24
ENST00000371984.8	ENSG00000085998	149	2	0	1	20	13	15	14
ENST00000371975.9	ENSG00000085999	643	4	0	1	19	11	483	23
ENST00000617190.5	ENSG00000132128	294	3	1	1	45	29	8	63
ENST00000474844.6	ENSG00000117481	20	0	0	0	0	NA	NA	NA
ENST00000243167.9	ENSG00000117480	32	0	0	0	0	NA	NA	NA
ENST00000371945.10	ENSG00000079277	254	2	1	1	25	22	90	95
ENST00000319928.9	ENSG00000142961	151	1	0	1	1	1	73	72
ENST00000574428.6	ENSG00000123472	42	0	0	0	0	NA	NA	NA
ENST00000371933.8	ENSG00000159658	1027	2	0	1	46	45	22	214
ENST00000371877.8	ENSG00000123473	155	0	0	0	0	NA	NA	NA
ENST00000371873.10	ENSG00000162368	156	0	0	0	0	NA	NA	NA
ENST00000371847.8	ENSG00000132122	196	0	1	1	0	NA	0	NA
ENST00000396153.7	ENSG00000185104	456	1	0	1	3	3	274	170
ENST00000371761.4	ENSG00000123080	124	2	0	1	22	18	34	33
ENST00000242719.4	ENSG00000123091	484	2	0	1	50	34	54	112
ENST00000680483.1	ENSG00000085831	85	0	0	0	0	NA	NA	NA
ENST00000371733.8	ENSG00000085832	35	0	2	1	0	NA	21	NA
ENST00000352171.12	ENSG00000078618	112	1	0	1	8	8	85	0
ENST00000371626.9	ENSG00000117862	95	0	0	0	0	NA	NA	NA
ENST00000371614.2	ENSG00000198841	49	1	0	1	4	4	30	4
ENST00000287727.8	ENSG00000157077	457	3	0	1	121	67	131	46
ENST00000284376.8	ENSG00000154222	151	0	0	0	0	NA	NA	NA
ENST00000371568.8	ENSG00000085840	183	0	0	0	0	NA	NA	NA
ENST00000257181.10	ENSG00000134748	148	2	0	1	4	3	25	44
ENST00000257177.9	ENSG00000134744	255	2	0	1	13	8	19	109
ENST00000361314.5	ENSG00000116157	39	0	0	0	0	NA	NA	NA
ENST00000371538.5	ENSG00000162377	21	0	0	0	0	NA	NA	NA
ENST00000294353.7	ENSG00000162378	201	0	0	0	0	NA	NA	NA
ENST00000371528.2	ENSG00000203995	124	0	0	0	0	NA	NA	NA
ENST00000371522.9	ENSG00000121310	67	0	0	0	0	NA	NA	NA
ENST00000371514.8	ENSG00000116171	121	0	0	0	0	NA	NA	NA
ENST00000371486.4	ENSG00000157184	120	0	0	0	0	NA	NA	NA
ENST00000294360.5	ENSG00000162384	59	0	0	0	0	NA	NA	NA
ENST00000371470.8	ENSG00000162385	70	0	0	0	0	NA	NA	NA
ENST00000371429.4	ENSG00000058804	35	0	0	0	0	NA	NA	NA
ENST00000072644.7	ENSG00000058799	354	1	0	1	36	36	85	158
ENST00000194214.10	ENSG00000081870	160	0	0	0	0	NA	NA	NA
ENST00000371370.8	ENSG00000116212	248	0	0	0	0	NA	NA	NA
ENST00000234827.6	ENSG00000116205	193	0	0	0	0	NA	NA	NA
ENST00000610401.6	ENSG00000157216	386	1	0	1	9	9	165	191
ENST00000343744.7	ENSG00000162390	82	0	0	0	0	NA	NA	NA
ENST00000371281.4	ENSG00000243725	48	0	0	0	0	NA	NA	NA
ENST00000371269.9	ENSG00000116133	76	0	0	0	0	NA	NA	NA
ENST00000294383.7	ENSG00000162402	251	1	0	1	13	13	11	198
ENST00000371250.4	ENSG00000162407	547	0	0	0	0	NA	NA	NA
ENST00000371244.9	ENSG00000162409	74	0	0	0	0	NA	NA	NA
ENST00000371226.8	ENSG00000162600	40	0	0	0	0	NA	NA	NA
ENST00000371222.4	ENSG00000177606	977	0	0	0	0	NA	NA	NA
ENST00000371208.5	ENSG00000134709	169	0	0	0	0	NA	NA	NA
ENST00000403491.8	ENSG00000162599	231	2	0	1	5	4	18	156
ENST00000606498.5	ENSG00000162604	21	0	0	0	0	NA	NA	NA
ENST00000642238.2	ENSG00000132849	111	0	0	0	0	NA	NA	NA
ENST00000339950.5	ENSG00000162607	421	4	0	1	67	53	114	56
ENST00000317868.9	ENSG00000125703	210	1	1	1	11	11	172	2
ENST00000263440.6	ENSG00000088035	268	1	0	1	23	23	4	192
ENST00000271002.15	ENSG00000142856	92	0	1	1	0	NA	0	NA
ENST00000371084.8	ENSG00000079739	78	0	0	0	0	NA	NA	NA
ENST00000371079.6	ENSG00000185483	401	0	1	1	0	NA	346	NA
ENST00000651257.2	ENSG00000158966	616	1	0	1	9	9	421	165
ENST00000294428.8	ENSG00000162437	98	0	0	0	0	NA	NA	NA
ENST00000342505.5	ENSG00000162434	294	0	0	0	0	NA	NA	NA
ENST00000327299.8	ENSG00000162433	205	0	0	0	0	NA	NA	NA
ENST00000371069.5	ENSG00000116675	203	1	0	1	4	4	90	98
ENST00000371065.9	ENSG00000213625	57	0	0	0	0	NA	NA	NA
ENST00000401041.6	ENSG00000198160	39	0	0	0	0	NA	NA	NA
ENST00000235345.6	ENSG00000116704	135	0	0	0	0	NA	NA	NA
ENST00000370986.9	ENSG00000116717	294	0	0	0	0	NA	NA	NA
ENST00000370982.4	ENSG00000172380	200	0	0	0	0	NA	NA	NA
ENST00000262348.9	ENSG00000116729	224	0	0	0	0	NA	NA	NA
ENST00000456315.7	ENSG00000024526	83	1	0	1	6	6	55	7
ENST00000370952.4	ENSG00000066557	39	0	0	0	0	NA	NA	NA
ENST00000370949.2	ENSG00000116754	257	1	0	1	2	2	221	27
ENST00000370944.9	ENSG00000118454	314	2	1	1	31	23	13	79
ENST00000370938.8	ENSG00000116761	148	0	0	0	0	NA	NA	NA
ENST00000370898.9	ENSG00000254685	37	0	0	0	0	NA	NA	NA
ENST00000340866.10	ENSG00000116791	108	0	0	0	0	NA	NA	NA
ENST00000370867.8	ENSG00000162623	93	1	1	1	18	18	25	11
ENST00000370841.9	ENSG00000117054	79	1	0	1	4	4	24	40
ENST00000328299.4	ENSG00000184005	121	1	0	1	20	20	12	46
ENST00000370812.8	ENSG00000142892	28	0	0	0	0	NA	NA	NA
ENST00000354567.7	ENSG00000154027	295	0	0	0	0	NA	NA	NA
ENST00000370801.8	ENSG00000036549	476	11	0	1	95	22	22	14
ENST00000370794.7	ENSG00000077254	261	0	0	0	0	NA	NA	NA
ENST00000334785.12	ENSG00000162614	188	0	0	0	0	NA	NA	NA
ENST00000370768.7	ENSG00000162613	68	0	0	0	0	NA	NA	NA
ENST00000370763.6	ENSG00000162616	172	0	0	0	0	NA	NA	NA
ENST00000370751.10	ENSG00000137959	134	0	0	0	0	NA	NA	NA
ENST00000370747.9	ENSG00000137965	85	0	0	0	0	NA	NA	NA
ENST00000686636.1	ENSG00000117114	235	5	0	1	49	13	137	42
ENST00000260505.13	ENSG00000137941	378	2	0	1	20	13	260	48
ENST00000370685.7	ENSG00000142875	91	1	2	1	4	4	2	74
ENST00000370645.9	ENSG00000174021	356	0	1	1	0	NA	199	NA
ENST00000370630.6	ENSG00000117151	25	0	0	0	0	NA	NA	NA
ENST00000342203.8	ENSG00000117155	180	2	0	1	7	4	94	36
ENST00000341460.6	ENSG00000097096	20	0	0	0	0	NA	NA	NA
ENST00000284031.13	ENSG00000153904	114	0	0	0	0	NA	NA	NA
ENST00000370574.4	ENSG00000117174	149	0	0	0	0	NA	NA	NA
ENST00000370558.8	ENSG00000097033	324	0	0	0	0	NA	NA	NA
ENST00000370550.10	ENSG00000153936	402	1	0	1	2	2	375	18
ENST00000370544.10	ENSG00000143013	368	0	0	0	0	NA	NA	NA
ENST00000370521.8	ENSG00000065243	308	2	0	1	8	5	133	116
ENST00000370500.10	ENSG00000137947	68	0	0	0	0	NA	NA	NA
ENST00000330947.7	ENSG00000197147	434	4	0	1	54	20	28	60
ENST00000370454.9	ENSG00000171488	207	1	0	1	15	15	90	69
ENST00000337338.9	ENSG00000171492	407	3	0	1	79	68	21	95
ENST00000340281.9	ENSG00000162664	148	0	0	0	0	NA	NA	NA
ENST00000337393.10	ENSG00000122482	63	0	0	0	0	NA	NA	NA
ENST00000234626.11	ENSG00000097046	161	1	0	1	1	1	118	37
ENST00000212355.9	ENSG00000069702	387	1	0	1	2	2	145	233
ENST00000370383.5	ENSG00000172031	95	0	0	0	0	NA	NA	NA
ENST00000636805.2	ENSG00000189195	227	0	0	0	0	NA	NA	NA
ENST00000370321.8	ENSG00000122406	75	0	0	0	0	NA	NA	NA
ENST00000370310.5	ENSG00000154511	33	0	1	1	0	NA	20	NA
ENST00000370298.9	ENSG00000143033	244	3	0	1	30	11	18	4
ENST00000370282.8	ENSG00000117500	171	0	0	0	0	NA	NA	NA
