transcript_id	codon_AAA	codon_AAC	codon_AAG	codon_AAT	codon_ACA	codon_ACC	codon_ACG	codon_ACT	codon_AGA	codon_AGC	codon_AGG	codon_AGT	codon_ATA	codon_ATC	codon_ATG	codon_ATT	codon_CAA	codon_CAC	codon_CAG	codon_CAT	codon_CCA	codon_CCC	codon_CCG	codon_CCT	codon_CGA	codon_CGC	codon_CGG	codon_CGT	codon_CTA	codon_CTC	codon_CTG	codon_CTT	codon_GAA	codon_GAC	codon_GAG	codon_GAT	codon_GCA	codon_GCC	codon_GCG	codon_GCT	codon_GGA	codon_GGC	codon_GGG	codon_GGT	codon_GTA	codon_GTC	codon_GTG	codon_GTT	codon_TAA	codon_TAC	codon_TAG	codon_TAT	codon_TCA	codon_TCC	codon_TCG	codon_TCT	codon_TGA	codon_TGC	codon_TGG	codon_TGT	codon_TTA	codon_TTC	codon_TTG	codon_TTT	codon_other	aa_A	aa_C	aa_D	aa_E	aa_F	aa_G	aa_H	aa_I	aa_K	aa_L	aa_M	aa_N	aa_P	aa_Q	aa_R	aa_S	aa_T	aa_V	aa_W	aa_Y	cds_length_codons	n_codons_scored	n_stops	aa_total
ENST00000400809.8	11	6	30	5	5	9	2	1	6	15	11	6	4	11	7	4	4	9	17	7	7	11	5	9	7	10	18	6	2	9	16	6	12	15	19	6	6	15	13	9	3	12	13	7	0	5	18	4	0	9	0	6	5	16	8	9	1	6	2	3	3	8	8	4	0	43	9	21	31	12	35	16	19	41	44	7	11	32	21	58	59	17	27	2	15	521	521	1	520
ENST00000476993.2	1	4	4	0	1	12	9	1	1	12	2	3	0	6	5	3	1	9	16	1	11	17	14	3	2	16	12	3	1	11	36	0	2	15	21	3	5	33	15	8	0	25	14	5	0	6	26	1	1	6	0	2	6	7	5	2	0	2	6	0	0	9	1	3	0	61	2	18	23	12	44	10	9	5	49	5	4	45	17	36	35	23	33	6	8	446	446	1	445
ENST00000378756.8	4	8	32	9	6	13	11	0	1	10	9	2	2	14	17	1	6	10	33	0	5	10	7	2	4	17	21	4	1	12	35	5	9	25	46	2	4	41	13	8	3	16	18	2	0	9	17	3	0	7	0	6	2	9	4	0	1	2	7	0	1	9	5	7	0	66	2	27	55	16	39	10	17	36	59	17	17	24	39	56	27	30	29	7	13	587	587	1	586
ENST00000341832.11	25	15	42	2	3	17	8	2	14	22	16	6	2	20	19	3	2	13	25	9	6	17	9	6	5	13	23	6	1	13	35	4	49	29	84	15	9	17	3	6	6	18	14	7	2	5	21	3	0	12	0	5	10	12	4	10	1	3	8	0	4	19	4	0	0	35	3	44	133	19	45	22	25	67	61	19	17	38	27	77	64	30	31	8	17	783	783	1	782
ENST00000617444.5	9	8	9	3	5	11	11	4	0	18	6	2	0	14	12	2	2	4	10	2	6	5	5	3	1	0	5	0	1	13	31	5	2	10	13	1	4	17	7	3	2	10	10	5	2	12	17	11	0	9	0	1	2	10	8	2	1	3	4	3	0	16	7	7	0	31	6	11	15	23	27	6	16	18	57	12	11	19	12	12	42	31	42	4	10	406	406	1	405
ENST00000341426.9	3	10	21	5	2	10	8	3	3	14	4	3	2	19	14	3	4	10	15	3	5	12	6	3	1	3	10	0	2	7	21	3	9	13	22	8	6	17	5	5	6	11	11	1	0	11	21	3	0	7	1	3	2	13	5	3	0	9	5	3	0	10	1	7	0	33	12	21	31	17	29	13	24	24	34	14	15	26	19	21	40	23	35	5	10	447	447	1	446
ENST00000378609.9	5	12	5	5	5	12	4	7	2	6	5	3	0	14	8	4	2	6	10	2	2	0	0	3	3	5	4	3	0	8	12	8	1	20	8	10	8	14	1	7	5	9	8	5	0	10	7	0	1	6	0	2	2	9	1	7	0	10	8	4	1	7	1	4	0	30	14	30	9	11	27	8	18	10	30	8	17	5	12	22	28	28	17	8	8	341	341	1	340
ENST00000378567.8	9	12	25	3	8	11	4	2	5	13	15	1	3	26	15	7	5	11	20	7	8	8	7	9	0	9	8	3	1	16	27	4	9	40	34	10	1	16	8	2	10	15	13	4	2	11	13	4	0	16	0	1	2	13	2	4	1	13	7	3	4	21	4	8	0	27	16	50	43	29	42	18	36	34	56	15	15	32	25	40	35	25	30	7	17	593	593	1	592
ENST00000378536.5	6	10	44	1	2	13	6	2	1	21	1	2	1	12	7	1	0	15	29	1	4	21	27	8	2	24	21	3	1	19	56	0	8	23	66	3	6	49	27	6	2	26	5	1	1	6	28	3	0	13	1	1	3	22	14	5	0	17	6	5	0	17	2	2	0	88	22	26	74	19	34	16	14	50	78	7	11	60	29	52	67	23	38	6	14	729	729	1	728
ENST00000378531.8	5	6	10	2	3	9	4	0	6	11	10	2	0	8	7	1	5	17	18	6	7	14	12	12	2	5	11	2	1	6	20	1	14	19	19	3	9	18	8	5	16	26	23	7	2	12	16	2	0	12	0	7	5	7	1	3	1	4	7	4	1	12	4	8	0	40	8	22	33	20	72	23	9	15	33	7	8	45	23	36	29	16	32	7	19	498	498	1	497
ENST00000605895.6	4	2	8	1	4	3	2	1	4	2	3	1	1	6	8	6	1	1	4	4	1	4	3	3	3	1	1	0	3	2	5	4	4	5	3	3	0	4	1	5	2	4	4	2	0	5	10	1	0	10	1	2	1	4	2	2	0	0	5	2	1	12	1	5	0	10	2	8	7	17	12	5	13	12	16	8	3	11	5	12	12	10	16	5	12	197	197	1	196
ENST00000447513.7	0	1	9	0	3	5	4	1	3	9	12	1	1	8	3	0	0	11	14	3	3	11	2	1	2	9	8	5	1	10	36	2	0	6	19	1	1	17	11	1	1	9	10	5	0	7	7	4	0	13	0	0	3	4	2	1	1	9	7	1	0	5	2	2	0	30	10	7	19	7	25	14	9	9	51	3	1	17	14	39	20	13	18	7	13	327	327	1	326
ENST00000378378.9	5	13	33	1	4	15	8	2	3	29	11	4	2	19	16	3	4	20	45	1	10	19	7	6	2	9	23	7	1	27	47	4	5	26	54	10	5	32	9	6	8	15	13	3	1	14	23	3	0	12	1	1	1	22	3	3	0	5	7	0	1	23	2	2	0	52	5	36	59	25	39	21	24	38	82	16	14	42	49	55	62	29	41	7	13	710	710	1	709
ENST00000270708.12	9	7	12	3	6	8	7	1	2	13	4	4	4	13	7	6	0	6	20	4	5	5	9	5	1	5	8	0	1	14	27	3	4	16	15	9	10	14	4	3	6	15	8	0	1	10	19	2	0	14	1	3	3	12	5	5	0	16	16	3	5	13	5	5	0	31	19	25	19	18	29	10	23	21	55	7	10	24	20	20	42	22	32	16	17	461	461	1	460
ENST00000378230.8	37	14	37	9	14	8	7	5	17	15	9	14	9	11	22	27	16	21	26	7	15	12	7	18	7	9	10	4	7	15	34	11	43	19	40	27	24	29	3	26	17	13	11	3	4	10	17	15	0	17	0	16	12	9	1	16	1	7	4	13	9	8	19	19	0	82	20	46	83	27	44	28	47	74	95	22	23	52	42	56	67	34	46	4	33	926	926	1	925
ENST00000378083.8	6	9	17	4	4	12	5	0	2	9	6	5	5	14	16	6	1	8	18	0	2	6	5	1	1	8	10	1	0	7	29	3	7	8	24	5	4	20	3	4	8	19	4	1	1	8	12	1	1	11	0	2	4	16	0	4	0	6	9	1	0	8	3	2	0	31	7	13	31	10	32	8	25	23	42	16	13	14	19	28	38	21	22	9	13	416	416	1	415
ENST00000343813.10	2	3	6	6	8	4	3	2	0	4	2	6	2	4	5	3	0	5	6	2	1	3	4	3	3	4	3	1	2	9	26	2	9	1	6	3	1	7	8	6	4	11	6	0	2	6	12	0	0	8	0	5	3	4	1	7	1	4	9	3	1	10	3	10	0	22	7	4	15	20	21	7	9	8	43	5	9	11	6	13	25	17	20	9	13	285	285	1	284
ENST00000361521.9	3	9	18	5	2	16	2	1	1	10	2	1	0	18	12	2	0	7	15	4	5	8	4	6	1	7	9	1	0	5	16	1	4	12	24	3	4	20	6	3	2	10	8	3	0	12	21	2	0	5	1	3	1	9	5	3	0	7	2	1	0	4	2	3	0	33	8	15	28	7	23	11	20	21	24	12	14	23	15	21	29	21	35	2	8	371	371	1	370
ENST00000377728.8	11	12	38	4	5	25	12	6	1	42	20	8	0	19	19	7	4	16	36	5	18	33	10	18	4	22	24	5	4	23	79	4	11	38	82	13	8	41	13	7	3	36	26	4	4	11	32	3	0	18	0	1	7	28	6	12	1	19	8	3	1	23	7	7	0	69	22	51	93	30	69	21	26	49	118	19	16	79	40	76	103	48	50	8	19	1007	1007	1	1006
ENST00000377674.9	13	12	33	7	8	12	2	6	4	11	16	10	1	9	12	1	4	27	35	9	6	25	4	7	5	8	13	2	3	17	30	3	11	12	52	7	10	21	4	12	2	25	15	8	4	13	26	3	0	8	1	2	4	12	4	4	0	18	2	17	1	21	6	9	0	47	35	19	63	30	50	36	11	46	60	12	19	42	39	48	45	28	46	2	10	689	689	1	688
ENST00000377658.8	0	8	8	4	1	10	4	6	0	16	3	2	0	6	14	1	0	11	22	2	6	19	16	2	3	33	9	4	1	10	57	2	3	42	31	4	0	30	26	5	6	21	12	4	3	8	30	0	0	19	1	4	1	10	5	2	0	12	11	3	0	21	2	2	0	61	15	46	34	23	43	13	7	8	72	14	12	43	22	52	36	21	41	11	23	598	598	1	597
ENST00000377648.5	8	4	17	3	0	7	3	7	1	8	6	5	1	8	4	2	1	4	7	0	3	12	2	6	2	6	6	1	0	3	9	0	7	22	8	8	0	8	4	5	2	8	3	2	0	5	9	1	0	4	0	2	4	9	3	4	1	10	4	3	1	8	5	5	0	17	13	30	15	13	15	4	11	25	18	4	7	23	8	22	33	17	15	4	6	301	301	1	300
ENST00000054650.9	5	8	13	4	3	2	2	3	4	8	6	2	0	2	4	0	1	7	16	0	5	5	5	4	1	6	7	1	1	7	7	4	6	5	10	2	3	11	2	2	4	6	4	0	1	3	5	1	0	1	0	1	0	3	2	3	1	6	1	0	1	7	3	3	0	18	6	7	16	10	14	7	2	18	23	4	12	19	17	25	18	10	10	1	2	240	240	1	239
ENST00000303635.12	45	39	47	19	17	57	15	14	12	88	19	25	6	42	43	14	12	43	83	10	16	45	14	23	10	9	20	8	10	38	56	12	41	42	72	16	19	52	16	28	23	44	34	9	10	25	58	7	0	32	0	13	13	49	16	22	1	23	21	14	4	32	14	13	0	115	37	58	113	45	110	53	62	92	134	43	58	98	95	78	213	103	100	21	45	1674	1674	1	1673
ENST00000054666.11	1	1	6	3	2	0	1	3	2	1	1	1	1	7	3	1	3	0	4	0	1	0	0	0	2	0	0	1	0	1	3	1	2	6	2	1	5	2	0	2	0	2	1	1	1	1	4	5	0	0	0	1	1	0	0	4	1	1	4	0	1	1	1	1	0	9	1	7	4	2	4	0	9	7	7	3	4	1	7	6	7	6	11	4	1	101	101	1	100
ENST00000377482.10	15	11	11	11	11	6	0	3	10	11	7	9	9	4	7	5	6	4	6	6	21	12	8	20	4	3	1	2	5	4	7	9	19	11	6	13	8	9	0	10	8	6	6	6	3	4	5	11	0	5	1	10	7	9	3	17	0	3	2	8	6	5	4	10	0	27	11	24	25	15	26	10	18	26	35	7	22	61	12	27	56	20	23	2	15	463	463	1	462
ENST00000400908.7	26	29	53	14	21	39	8	14	15	30	21	28	4	26	28	10	10	53	71	21	52	101	29	43	13	21	32	6	3	22	64	12	21	57	87	23	23	63	17	26	16	27	24	17	1	16	20	10	1	26	0	9	16	34	17	23	0	9	6	11	2	24	10	12	0	129	20	80	108	36	84	74	40	79	113	28	43	225	81	108	148	82	47	6	35	1567	1567	1	1566
ENST00000234590.10	11	14	27	10	4	5	0	9	3	3	6	2	0	19	9	8	1	3	10	3	4	8	1	3	1	5	1	1	1	10	20	2	9	14	20	12	4	19	5	15	4	11	13	10	2	12	12	7	1	7	0	4	3	5	2	11	0	6	3	0	0	12	3	5	0	43	6	26	29	17	38	6	27	38	36	9	24	16	11	17	26	18	33	3	11	435	435	1	434
ENST00000377403.7	3	15	24	5	4	10	7	2	2	24	8	8	2	21	17	3	3	24	49	11	11	18	7	10	3	14	18	2	1	20	63	6	7	25	41	5	8	42	8	12	8	33	8	5	0	20	29	2	0	19	0	5	5	16	3	3	1	8	14	2	3	32	7	6	0	70	10	30	48	38	54	35	26	27	100	17	20	46	52	47	59	23	51	14	24	792	792	1	791
ENST00000328089.11	4	7	9	2	4	3	5	3	1	3	4	1	0	6	8	2	0	8	10	2	3	6	5	3	2	5	5	2	1	11	20	0	1	13	8	8	1	9	1	3	5	6	10	2	2	7	13	0	0	9	0	3	1	4	2	1	1	2	6	1	0	3	3	4	0	14	3	21	9	7	23	10	8	13	35	8	9	17	10	19	12	15	22	6	12	274	274	1	273
ENST00000302692.7	7	2	10	9	8	4	4	7	5	1	4	3	3	5	7	12	1	2	14	2	8	0	0	4	1	1	5	3	2	5	7	6	11	1	7	0	5	8	2	14	10	13	3	2	1	4	8	7	1	8	0	8	4	6	2	8	0	2	1	5	7	6	5	11	0	29	7	1	18	17	28	4	20	17	32	7	11	12	15	19	24	23	20	1	16	322	322	1	321
ENST00000340381.11	1	16	18	2	3	22	10	2	3	27	10	2	1	11	7	0	2	20	28	2	10	24	9	15	4	14	15	2	4	17	55	2	1	14	24	4	5	43	11	5	7	29	8	3	0	9	20	3	0	10	0	4	6	16	7	14	1	19	8	3	0	24	8	3	0	64	22	18	25	27	47	22	12	19	86	7	18	58	30	48	72	37	32	8	14	667	667	1	666
ENST00000377346.9	14	32	53	6	7	28	5	2	0	26	5	6	0	30	28	7	5	25	47	6	5	27	13	9	4	17	23	7	3	36	94	5	11	35	70	11	6	49	8	5	1	28	19	1	2	15	42	3	0	21	1	8	2	25	5	3	0	24	18	6	0	34	4	13	0	68	30	46	81	47	49	31	37	67	142	28	38	54	52	56	67	42	62	18	29	1045	1045	1	1044
ENST00000377298.9	21	23	28	12	12	32	6	13	6	25	5	7	4	28	16	13	5	29	32	8	8	24	10	9	5	9	13	2	1	18	41	4	30	38	73	23	11	30	10	6	9	28	21	5	7	22	42	10	0	16	0	11	8	16	5	8	1	12	12	10	3	20	10	16	0	57	22	61	103	36	63	37	45	49	77	16	35	51	37	40	69	63	81	12	27	982	982	1	981
ENST00000377263.6	0	3	3	0	1	1	1	0	0	3	2	1	0	1	5	1	0	1	6	0	0	1	2	1	1	2	2	0	0	2	5	0	1	3	8	0	2	1	1	1	2	0	2	1	0	2	4	0	0	1	1	1	1	2	1	0	0	0	0	0	0	1	0	1	0	5	0	3	9	2	5	1	2	3	7	5	3	4	6	7	8	3	6	0	2	82	82	1	81
ENST00000377223.6	12	0	7	4	7	2	0	4	6	3	2	3	2	2	7	3	6	0	8	0	2	0	0	0	0	0	1	0	4	2	8	6	12	3	11	10	7	2	0	6	6	1	0	2	2	2	1	1	0	1	0	1	2	1	0	3	1	1	0	0	4	1	4	5	0	15	1	13	23	6	9	0	7	19	28	7	4	2	14	9	12	13	6	0	2	191	191	1	190
ENST00000377205.6	10	5	16	10	7	3	0	6	4	3	7	5	1	11	4	4	5	6	6	2	3	2	0	5	0	1	4	0	3	5	6	4	14	5	9	8	3	6	0	10	5	2	3	2	1	5	8	6	0	6	1	3	3	4	1	4	0	0	7	4	1	1	7	3	0	19	4	13	23	4	12	8	16	26	26	4	15	10	11	16	20	16	20	7	9	280	280	1	279
ENST00000343090.11	28	25	34	21	16	25	13	16	19	34	7	26	12	19	37	26	11	13	60	11	25	36	9	24	9	14	17	10	9	32	45	22	45	27	41	37	26	26	8	28	15	17	7	8	11	15	27	15	1	16	0	16	17	33	3	29	0	11	11	13	12	24	25	34	0	88	24	64	86	58	47	24	57	62	145	37	46	94	71	76	142	70	68	11	32	1303	1303	1	1302
ENST00000676179.1	50	35	57	37	33	32	7	32	15	44	18	34	3	47	36	41	15	19	54	23	31	27	6	25	20	14	17	20	11	24	50	33	76	41	89	58	30	41	2	35	36	28	17	14	13	19	52	24	1	30	0	26	24	37	7	41	0	14	18	11	17	31	36	39	0	108	25	99	165	70	95	42	91	107	171	36	72	89	69	104	187	104	108	18	56	1817	1817	1	1816
ENST00000377038.8	5	3	14	5	5	6	3	4	3	11	3	3	2	6	2	3	3	3	21	1	4	3	1	3	1	4	4	2	4	9	21	3	9	14	21	12	8	13	2	8	1	4	4	4	3	3	8	5	0	4	1	0	6	9	1	3	0	2	4	5	1	0	8	4	0	31	7	26	30	4	13	4	11	19	46	2	8	11	24	17	33	18	19	4	4	332	332	1	331
ENST00000377022.8	14	43	102	8	13	62	23	9	1	54	11	7	2	32	36	4	3	66	53	3	13	85	22	21	4	36	27	3	4	27	79	6	11	86	104	11	25	100	36	20	11	84	31	8	2	18	41	3	0	41	1	5	11	50	31	17	0	45	6	13	1	62	5	8	0	181	58	97	115	70	134	69	38	116	122	36	51	141	56	82	170	107	64	6	46	1760	1760	1	1759
ENST00000240185.8	13	11	7	17	7	3	3	2	9	9	3	6	4	3	18	7	6	1	18	4	11	2	0	3	2	2	3	1	1	2	6	5	11	5	11	17	9	10	3	4	14	11	10	20	3	5	11	6	0	2	1	6	7	4	3	12	0	1	6	5	3	6	4	16	0	26	6	22	22	22	55	5	14	20	21	18	28	16	24	20	41	15	25	6	8	415	415	1	414
ENST00000376957.7	1	6	13	2	2	5	2	1	1	7	0	2	0	13	9	1	1	6	22	1	1	13	4	1	1	7	3	0	1	8	18	0	2	11	17	5	0	16	1	0	2	13	1	5	0	7	17	0	0	8	0	3	2	9	2	1	1	9	3	1	0	11	1	3	0	17	10	16	19	14	21	7	14	14	28	9	8	19	23	12	23	10	24	3	11	303	303	1	302
ENST00000361445.9	49	48	81	36	41	61	14	23	25	50	22	22	8	75	94	50	29	45	107	38	34	35	7	34	31	29	27	19	17	60	140	37	58	69	109	60	36	110	11	48	30	49	29	16	8	44	75	31	1	35	0	29	15	40	5	29	0	25	40	11	17	41	48	43	0	205	36	129	167	84	124	83	133	130	319	94	84	110	136	153	161	139	158	40	64	2550	2550	1	2549
ENST00000376810.6	5	8	6	1	5	4	3	4	2	5	8	4	0	15	4	8	1	5	8	1	2	11	4	1	2	1	2	0	0	17	27	6	0	10	9	4	3	21	1	8	8	9	5	4	0	13	9	0	1	13	0	3	1	11	1	2	0	3	2	4	0	12	6	6	0	33	7	14	9	18	26	6	23	11	56	4	9	18	9	15	24	16	22	2	16	339	339	1	338
ENST00000354287.5	1	4	8	0	0	5	1	1	0	9	1	3	0	2	2	1	1	5	14	1	2	5	8	1	0	10	3	1	1	3	22	1	3	19	39	1	4	11	4	4	2	12	10	3	1	5	17	1	0	8	0	0	0	5	1	0	1	4	12	3	0	9	1	1	0	23	7	20	42	10	27	6	3	9	28	2	4	16	15	15	18	7	24	12	8	297	297	1	296
ENST00000251547.10	2	8	11	2	2	7	1	3	0	6	5	0	0	10	2	0	0	6	11	1	2	7	6	1	2	4	3	0	0	9	17	0	3	12	13	6	1	6	3	2	1	7	6	0	0	6	9	2	0	8	0	2	1	5	1	1	1	7	12	0	1	11	0	1	0	12	7	18	16	12	14	7	10	13	27	2	10	16	11	14	14	13	17	12	10	256	256	1	255
ENST00000376753.9	5	8	9	2	5	8	1	0	1	7	3	0	0	7	5	4	4	3	12	3	1	10	2	4	3	6	4	0	3	9	14	1	2	16	14	4	3	12	0	7	2	5	5	2	1	9	8	2	0	10	0	2	1	7	2	0	1	5	12	2	0	11	1	4	0	22	7	20	16	15	14	6	11	14	28	5	10	17	16	17	17	14	20	12	12	294	294	1	293
ENST00000376692.9	6	4	8	2	2	4	4	1	1	3	0	0	1	10	6	2	2	6	9	4	5	4	2	1	1	5	2	0	1	7	13	1	2	6	13	7	0	5	1	2	0	4	0	0	0	8	18	0	0	4	0	1	1	2	2	1	1	4	1	1	1	6	2	2	0	8	5	13	15	8	4	10	13	14	25	6	6	12	11	9	9	11	26	1	5	212	212	1	211
ENST00000314340.10	0	2	2	0	1	3	3	1	0	4	1	2	1	7	4	3	1	4	3	0	1	2	2	1	1	2	3	1	1	6	10	1	0	6	5	2	3	8	1	3	0	8	3	4	1	4	6	0	0	5	0	1	2	3	0	2	1	3	4	0	0	6	3	3	0	15	3	8	5	9	15	4	11	2	21	4	2	6	4	8	13	8	11	4	6	160	160	1	159
ENST00000376590.9	5	21	29	9	4	17	3	6	5	12	4	9	2	30	12	2	1	12	17	2	9	22	4	7	5	10	10	4	1	13	37	8	15	26	48	6	8	15	5	11	7	22	8	8	2	9	23	2	0	18	0	3	3	16	2	3	1	8	16	3	1	20	5	11	0	39	11	32	63	31	45	14	34	34	65	12	30	42	18	38	45	30	36	16	21	657	657	1	656
ENST00000346436.11	12	23	21	10	12	29	5	5	7	18	6	8	1	31	25	9	4	14	27	2	8	13	9	9	7	11	10	5	4	34	39	13	12	19	41	12	8	18	5	13	18	18	15	14	4	24	38	7	0	17	0	10	3	14	10	14	1	16	10	9	4	35	9	21	0	44	25	31	53	56	65	16	41	33	103	25	33	39	31	46	67	51	73	10	27	870	870	1	869
ENST00000196061.5	5	28	31	4	1	23	8	2	1	13	10	2	0	24	13	7	1	19	29	8	4	17	9	3	4	12	16	4	3	18	53	4	7	26	40	17	10	23	5	7	5	29	13	5	0	16	28	1	1	25	0	7	4	8	3	4	0	5	13	5	1	31	5	8	0	45	10	43	47	39	52	27	31	36	84	13	32	33	30	47	34	34	45	13	32	728	728	1	727
ENST00000235329.10	12	18	32	12	6	21	7	4	4	14	12	6	3	14	28	14	5	15	40	6	8	10	0	5	6	7	13	6	3	24	38	9	15	27	45	10	9	27	2	10	5	21	7	4	3	13	30	13	0	10	1	5	4	17	2	13	0	8	9	5	0	17	6	18	0	48	13	37	60	35	37	21	31	44	80	28	30	23	45	48	56	38	59	9	15	758	758	1	757
ENST00000616661.5	7	8	9	2	5	11	4	3	3	5	2	1	1	13	11	1	1	4	10	3	3	5	3	1	0	2	9	2	2	14	21	1	1	5	17	4	3	18	3	2	3	11	5	2	0	6	16	2	0	4	1	1	2	3	1	1	0	5	4	2	0	11	1	2	0	26	7	9	18	13	21	7	15	16	39	11	10	12	11	18	13	23	24	4	5	303	303	1	302
ENST00000621990.5	3	2	2	0	11	3	1	5	0	5	1	4	1	5	4	2	2	2	2	0	5	1	0	0	1	2	0	0	1	2	5	0	7	3	4	6	3	7	2	1	6	6	1	4	1	4	8	7	1	1	0	1	4	1	3	1	0	0	2	0	1	2	4	0	0	13	0	9	11	2	17	2	8	5	13	4	2	6	4	4	18	20	20	2	2	163	163	1	162
ENST00000311066.10	100	30	51	46	33	26	5	33	15	37	15	30	17	14	27	24	17	17	54	27	55	40	14	52	13	6	18	4	6	17	26	30	76	25	74	50	31	41	10	35	16	15	24	18	16	15	32	28	0	15	1	11	33	38	6	63	0	16	12	25	24	21	22	27	0	117	41	75	150	48	73	44	55	151	125	27	76	161	71	71	207	97	91	12	26	1719	1719	1	1718
ENST00000376008.3	6	9	10	1	4	7	1	1	0	7	9	1	1	7	7	1	0	4	11	1	3	7	6	7	2	0	2	0	0	5	13	3	7	9	17	3	1	13	2	4	1	8	7	1	1	5	7	2	0	4	0	4	3	3	2	5	1	1	1	0	0	2	3	1	0	20	1	12	24	3	17	5	9	16	24	7	10	23	11	13	21	13	15	1	8	254	254	1	253
