transcript_id	gene_id	strand	n_exons	n_internal_exons	first_exon_length	last_exon_length	internal_exon_mean	internal_exon_median	internal_exon_sd	intron_mean	intron_median	intron_sd
ENST00000270708.12	ENSG00000116213	-	12	10	173	348	117.1	111.5	36.47358252519517	1603.8181818181818	964	2169.9952911553432
ENST00000378230.8	ENSG00000116198	-	22	20	323	3432	133.8	139.0	54.273769956242745	1842.6190476190477	1048	1802.3487031146462
ENST00000378083.8	ENSG00000069424	+	16	14	296	2696	84.57142857142857	83.0	54.340400448277165	3407.8	1337	5331.730424007361
ENST00000343813.10	ENSG00000116237	-	5	3	248	4070	159.0	170	65.19969325081216	2494.25	1298.0	2775.9462500800214
ENST00000361521.9	ENSG00000097021	-	9	7	511	424	124.42857142857143	117	35.0421514886341	15961.25	11868.0	12542.778910022862
ENST00000377728.8	ENSG00000171680	-	21	19	31	451	163.05263157894737	133	150.69559961289534	1048.3	343.0	3060.4942514499016
ENST00000377674.9	ENSG00000204859	+	11	9	143	365	204.33333333333334	137	213.7691511888467	694.0	410.5	1051.9749680165082
ENST00000377658.8	ENSG00000162413	-	4	2	1073	2935	239.5	239.5	235.46655813512032	2553.0	2344	850.9717974175172
ENST00000377648.5	ENSG00000116273	+	4	2	375	2620	318.5	318.5	306.1772362537751	2222.6666666666665	2651	1006.3609359138168
ENST00000054650.9	ENSG00000041988	+	6	4	87	767	126.75	124.0	54.21177608847239	1466.8	1596	1259.5172487901864
ENST00000303635.12	ENSG00000171735	+	23	21	122	3248	235.42857142857142	136	384.77988141644977	44360.86363636364	5276.0	80124.6930396292
ENST00000054666.11	ENSG00000049245	+	5	3	90	1807	93.66666666666667	70	57.29165151514951	1989.75	1756.0	1218.8733527319398
ENST00000377482.10	ENSG00000116285	-	4	2	152	2670	137.5	137.5	85.55992052357225	3828.6666666666665	911	5761.170916865193
ENST00000400908.7	ENSG00000142599	-	23	21	481	2717	229.0952380952381	125	304.53224866373426	20783.090909090908	2095.5	36528.02445860554
ENST00000234590.10	ENSG00000074800	-	12	10	107	430	124.4	102.5	62.12389055570954	1446.0	1192	1075.9101263581451
ENST00000377403.7	ENSG00000049239	+	5	3	293	7829	341.6666666666667	270	266.81891487174096	6854.25	5631.0	6754.540022582342
ENST00000328089.11	ENSG00000171621	+	3	1	178	2085	843.0	843	NA	36766.5	36766.5	36634.49522649384
ENST00000302692.7	ENSG00000171612	+	7	5	283	2875	141.4	101	89.673295913555	6974.0	4764.0	5418.285226896051
ENST00000340381.11	ENSG00000188807	+	11	9	133	1892	198.88888888888889	195	87.04660309920837	2215.2	1245.0	2148.7980516248304
ENST00000377346.9	ENSG00000171608	+	24	22	72	2206	142.45454545454547	138.5	48.20465031185593	3129.217391304348	361	8881.929100229409
ENST00000377298.9	ENSG00000171603	-	19	17	323	1780	156.2941176470588	158	55.12685904561672	5015.555555555556	1313.0	11924.06114307499
ENST00000377263.6	ENSG00000178585	-	6	4	175	2501	82.5	88.0	35.76310948449533	11797.6	5816	10980.147644726823
ENST00000377223.6	ENSG00000162441	-	8	6	143	4165	113.5	104.0	28.654842522687154	1730.0	891	1941.8235415883357
ENST00000377205.6	ENSG00000173614	+	5	3	41	3198	165.0	171	22.60530911091463	9572.5	4329.0	12731.919376119218
ENST00000343090.11	ENSG00000130939	+	28	26	737	1345	147.03846153846155	135.5	65.71969614612092	5273.222222222223	2423	8091.443093375454
ENST00000676179.1	ENSG00000054523	+	49	47	309	5059	116.74468085106383	109	51.815503842796765	3337.0625	1670.5	5424.349100696175
ENST00000377038.8	ENSG00000160049	-	6	4	207	5181	161.75	157.0	20.36950334855189	1994.6	1844	1326.185620492094
ENST00000377022.8	ENSG00000130940	-	21	19	83	3456	231.31578947368422	155	237.69402662329918	7605.45	1364.0	14767.847583873769
ENST00000240185.8	ENSG00000120948	+	6	4	90	3369	181.5	167.5	47.43065113053653	1730.8	1555	700.9905134878788
ENST00000376957.7	ENSG00000116649	-	8	6	242	297	120.16666666666667	122.0	27.80947080882099	595.7142857142857	431	675.5182490221155
ENST00000361445.9	ENSG00000198793	-	58	56	107	966	136.57142857142858	127.5	50.57985842133287	2584.1403508771928	1319	4618.087929306567
ENST00000376810.6	ENSG00000120942	+	2	0	863	2791	NA	NA	NA	11583.0	11583	NA
ENST00000354287.5	ENSG00000116661	-	6	4	111	442	183.5	134.5	125.04532511586882	951.2	391	1426.9287648652962
ENST00000251547.10	ENSG00000132879	+	6	4	76	2198	163.5	131.5	89.32524839036273	1104.6	853	1054.4895921724406
ENST00000376753.9	ENSG00000116663	+	6	4	56	740	162.0	131.5	86.38286867197685	1742.2	1253	1693.2051559099386
ENST00000376692.9	ENSG00000116670	-	9	7	110	337	86.57142857142857	93	22.12733711089176	702.0	454.0	844.9625520019891
ENST00000314340.10	ENSG00000177674	+	5	3	100	693	112.33333333333333	106	80.68663664655587	3376.0	1534.0	4139.593619346389
ENST00000376590.9	ENSG00000177000	-	12	10	77	5176	176.5	182.0	57.57748402515229	1202.1818181818182	857	1156.0269735764662
ENST00000346436.11	ENSG00000011021	+	23	21	159	2988	116.28571428571429	124	39.67384888959333	1425.0454545454545	840.0	1927.708742999185
ENST00000196061.5	ENSG00000083444	+	19	17	139	885	114.82352941176471	114	26.561803624089723	2102.5	1680.0	2897.7354901005433
ENST00000235329.10	ENSG00000116688	+	19	17	41	2013	138.41176470588235	135	37.7625125348033	1592.111111111111	1163.0	1719.2296800632712
ENST00000616661.5	ENSG00000162496	-	6	4	1057	515	157.25	135.0	55.44591959738787	9620.0	4303	15189.029511459908
ENST00000621990.5	ENSG00000162493	+	6	4	269	2053	103.75	121.0	44.214439572007095	6277.8	3080	9451.94615938961
ENST00000311066.10	ENSG00000116731	+	10	8	113	1921	655.625	122.5	1518.8084556651638	13068.111111111111	9122	10159.265456277393
ENST00000376008.3	ENSG00000171729	+	4	2	208	1153	305.0	305.0	328.09754647055803	21587.0	4332	30266.64812958316
ENST00000375980.9	ENSG00000142634	+	4	2	392	1747	141.5	141.5	9.192388155425117	6010.0	1308	8297.86135097472
ENST00000375847.8	ENSG00000116138	+	15	13	111	3956	151.30769230769232	159	72.60668543068724	2775.1428571428573	1866.0	3110.277673904889
ENST00000375799.8	ENSG00000116786	+	20	18	299	973	159.0	108.5	172.10598649737693	2437.684210526316	602	7118.314969559015
ENST00000375766.8	ENSG00000162458	+	9	7	54	2042	174.0	179	54.59853477887479	3060.125	2257.5	2401.843544178989
ENST00000375743.9	ENSG00000116809	-	16	14	119	384	158.35714285714286	136.0	66.82883663953314	2100.866666666667	313	6249.066534481846
ENST00000358432.8	ENSG00000142627	-	17	15	222	984	182.66666666666666	154	151.79011198111058	1736.6875	594.0	2616.902946073214
ENST00000270747.8	ENSG00000142632	-	16	14	151	891	162.85714285714286	141.5	102.64940866318275	765.1333333333333	311	1047.0809674428012
ENST00000375592.8	ENSG00000037637	-	10	8	226	4946	131.875	117.0	61.4803975728385	11046.0	1979	15462.779415422054
ENST00000337132.10	ENSG00000157191	+	8	6	130	1237	108.5	103.0	36.489724581037876	2476.714285714286	2778	1466.2473318288555
ENST00000375535.4	ENSG00000117122	-	9	7	34	522	69.85714285714286	78	24.38188242273739	634.25	272.5	740.1777296221303
ENST00000326735.13	ENSG00000159363	-	29	27	200	401	125.74074074074075	125	46.843924647207736	784.8214285714286	182.0	1261.4686929240509
ENST00000375486.9	ENSG00000117115	-	16	14	172	2517	119.42857142857143	115.0	36.386206781636965	3222.0	1818	3567.049060498047
ENST00000375436.9	ENSG00000179051	-	13	11	133	2435	133.8181818181818	115	63.48987034451745	2406.5	1722.0	2414.4207097430976
ENST00000361221.8	ENSG00000074964	+	29	27	253	1022	124.07407407407408	117	48.21101527972621	5483.821428571428	2644.5	8398.585419045596
ENST00000375341.8	ENSG00000159423	-	15	13	94	1528	116.6923076923077	119	49.677937113948644	1999.0714285714287	1035.5	3087.9034576450513
ENST00000235835.8	ENSG00000053371	-	7	5	318	422	124.0	105	38.072299641602946	1136.6666666666667	800.5	1132.703256226743
ENST00000375153.8	ENSG00000040487	+	8	6	564	729	147.0	136.5	58.73329549752849	2114.285714285714	732	2572.669153122603
ENST00000264202.8	ENSG00000077549	-	9	7	104	843	104.0	114	27.098585448936873	18136.25	9116.5	22301.199754721718
ENST00000375136.8	ENSG00000158747	+	4	2	136	1587	150.5	150.5	54.44722215136416	4039.3333333333335	1430	5689.051444075131
ENST00000294543.11	ENSG00000162542	-	16	14	62	1205	119.92857142857143	119.0	42.261938296432035	7648.733333333334	6216	9166.576510552319
ENST00000375120.4	ENSG00000169914	+	8	6	340	5376	133.16666666666666	127.5	30.844232307948054	3433.714285714286	3059	2795.6813548927994
ENST00000375078.4	ENSG00000162545	-	2	0	997	1329	NA	NA	NA	1494.0	1494	NA
ENST00000264198.5	ENSG00000090432	-	4	2	247	1972	104.5	104.5	23.33452377915607	2092.0	1032	2176.1040875840476
ENST00000375071.4	ENSG00000158825	+	4	2	187	452	85.0	85.0	38.18376618407357	9666.0	8802	5596.247671431278
ENST00000321556.5	ENSG00000158828	+	8	6	478	1078	183.5	173.5	69.35344259660079	2199.5714285714284	1762	1571.319281913859
ENST00000438032.6	ENSG00000127483	-	13	11	113	4826	133.36363636363637	144	35.81975077320535	3386.3333333333335	2681.5	2570.3959133789394
ENST00000374893.11	ENSG00000117298	-	19	17	100	2882	122.6470588235294	111	43.61327374846818	3785.9444444444443	1917.5	3695.866315258364
ENST00000308271.14	ENSG00000090686	-	27	25	326	1142	118.04	125	38.44745331834954	3862.8076923076924	2021.0	5161.894536072823
ENST00000656825.1	ENSG00000070831	+	6	4	34	9933	134.0	132.5	54.264782932088345	7629.8	4561	10258.316830747624
ENST00000375647.5	ENSG00000184677	+	18	16	154	4953	224.625	181.0	165.54833131143303	4153.117647058823	1754	8995.117945880094
ENST00000400181.9	ENSG00000004487	+	21	19	480	511	110.21052631578948	112	40.68111621347513	3056.85	1568.0	3607.4230673490606
ENST00000302291.9	ENSG00000169641	-	4	2	91	5024	1648.5	1648.5	2181.424419960499	25471.666666666668	14641	30242.313177621407
ENST00000314011.9	ENSG00000125945	-	4	2	471	3774	110.0	110.0	24.041630560342615	1974.6666666666667	1300	1617.233852395297
ENST00000336689.8	ENSG00000088280	-	25	23	175	1368	109.04347826086956	91	47.87813911936842	2148.5833333333335	493.0	5759.453249387832
ENST00000361729.3	ENSG00000007968	-	7	5	692	3711	158.6	159	49.043857923291476	3266.6666666666665	2407.0	2290.847325045182
ENST00000374561.6	ENSG00000117318	-	3	1	375	490	85.0	85	NA	313.0	313.0	291.3279938488576
ENST00000643754.2	ENSG00000142676	+	6	4	24	492	125.25	121.5	20.36950334855189	802.6	779	244.94550414326858
ENST00000613537.5	ENSG00000011007	+	11	9	108	2548	242.44444444444446	112	356.0193502855958	1375.1	830.0	1589.275547747044
ENST00000246151.9	ENSG00000057757	+	6	4	296	958	84.0	91.5	30.01110905425967	1645.0	724	2292.25271294419
ENST00000374514.8	ENSG00000011009	+	10	8	106	858	83.875	72.5	43.78009169213135	306.6666666666667	111	432.3068933061327
ENST00000617979.5	ENSG00000117308	-	12	10	43	409	106.4	114.0	32.792953172560985	330.90909090909093	243	344.2787982276732
ENST00000334351.8	ENSG00000189266	+	3	1	171	2023	206.0	206	NA	617.5	617.5	441.9417382415922
ENST00000492112.3	ENSG00000188529	-	6	4	137	7093	106.5	104.5	44.56081986079999	1665.0	1373	1586.8339547665346
ENST00000374399.9	ENSG00000001461	+	12	10	103	3991	127.8	96.0	86.52526926986256	4709.363636363636	3386	5339.673178626708
ENST00000374395.9	ENSG00000117602	+	5	3	315	5948	200.0	174	46.776062254106	7835.5	6500.5	7359.632078666252
ENST00000323848.14	ENSG00000133226	+	17	15	46	1100	172.6	145	98.17899106078798	1640.3125	1166.5	1437.796217306194
ENST00000374379.9	ENSG00000169504	+	6	4	179	3549	131.25	118.0	34.84609016805185	18924.4	12790	19466.111278321616
ENST00000236273.9	ENSG00000117614	-	7	5	59	1156	108.4	108	14.08190328045183	1411.6666666666667	1166.0	1081.245331396472
ENST00000243189.12	ENSG00000117616	-	5	3	146	457	274.0	152	272.3306813416366	945.25	993.0	522.3685640107631
ENST00000374358.5	ENSG00000183726	+	7	5	123	1702	88.2	93	22.928148638736623	3627.0	3093.5	2623.641896296063
ENST00000374343.5	ENSG00000204178	+	11	9	282	1946	190.22222222222223	159	119.42024302623255	6537.3	2823.5	7842.201704028446
ENST00000374338.5	ENSG00000157978	+	9	7	181	2039	99.14285714285714	113	37.43629509548442	2795.875	1510.5	3368.9148077894247
ENST00000374332.9	ENSG00000117643	+	12	10	1547	788	122.6	116.0	42.3535384852579	14918.09090909091	5013	24474.129142645896
ENST00000374315.1	ENSG00000162430	+	12	10	221	2674	131.7	121.5	39.5166631519751	1256.090909090909	807	1286.4869571469005
ENST00000374303.7	ENSG00000117640	+	7	5	76	1018	171.8	110	95.23234744560274	1838.6666666666667	2321.5	1186.2054909106882
ENST00000675840.1	ENSG00000182749	-	3	1	221	2378	86.0	86	NA	5770.0	5770.0	1381.6866504385139
ENST00000455785.7	ENSG00000117632	-	5	3	31	972	146.66666666666666	173	62.78800310038004	1215.25	1250.0	715.0391014949229
ENST00000374282.8	ENSG00000158006	-	11	9	39	2317	125.66666666666667	137	34.307433596816885	3481.0	1899.0	3279.9826219051834
ENST00000374269.2	ENSG00000175087	+	3	1	92	3719	302.0	302	NA	4809.5	4809.5	3441.4887040349267
ENST00000374266.7	ENSG00000142684	+	3	1	276	299	63.0	63	NA	164.0	164.0	98.99494936611666
ENST00000451429.8	ENSG00000130695	+	14	12	111	1673	179.16666666666666	143.5	169.28772351630622	3128.846153846154	1463	3334.1423396468304
ENST00000270792.10	ENSG00000142669	+	3	1	118	465	168.0	168	NA	343.0	343.0	308.2985565973347
ENST00000236342.12	ENSG00000117682	+	9	7	56	2412	117.14285714285714	117	12.8248271129162	4462.25	3944.0	3467.9922866119527
ENST00000374168.7	ENSG00000117676	+	22	20	223	947	101.1	96.5	35.29708501457756	2003.4761904761904	716	3059.9726733918333
ENST00000674202.1	ENSG00000060642	+	4	2	319	3097	628.5	628.5	697.9143930311224	2679.0	2490	474.61668744366756
ENST00000374142.9	ENSG00000204160	+	8	6	452	3879	119.0	125.5	40.689064870060605	3696.0	1521	5690.077210958272
ENST00000339276.6	ENSG00000175793	+	1	0	1308	1308	NA	NA	NA	NA	NA	NA
ENST00000374135.9	ENSG00000142751	-	5	3	598	3618	149.66666666666666	157	16.289055630494154	2371.75	2258.5	1645.9300055996712
ENST00000321265.10	ENSG00000090273	+	9	7	187	742	123.28571428571429	117	55.664813199825154	2917.125	642.0	5878.035105069429
ENST00000263980.8	ENSG00000090020	-	12	10	1143	1836	175.8	144.5	119.05815572418567	4689.090909090909	558	11674.582454670877
ENST00000319394.8	ENSG00000142784	+	16	14	320	2451	138.21428571428572	131.5	54.624844405944316	4619.933333333333	1696	7477.366796508234
ENST00000374076.9	ENSG00000186501	+	6	4	229	1022	86.25	91.0	41.08020610139795	2528.4	1265	3303.3746835622505
ENST00000357582.3	ENSG00000142733	-	29	27	704	286	127.70370370370371	134	42.707245660529686	262.14285714285717	234.5	245.9942357478403
ENST00000618852.5	ENSG00000158195	-	9	7	182	4117	197.42857142857142	154	141.2265994101408	10032.125	2135.5	20817.558745563805
ENST00000673934.1	ENSG00000126705	-	9	7	39	672	816.7142857142857	136	1814.3287752670144	7934.0	472.0	15385.781172423916
ENST00000361157.11	ENSG00000126709	-	5	3	70	412	110.0	102	36.66060555964672	1329.25	1229.5	1184.6882501316538
ENST00000373954.11	ENSG00000009780	+	9	7	201	2622	108.0	102	41.721297518973046	4197.125	4225.5	3182.641959015452
ENST00000373943.9	ENSG00000117758	+	9	7	207	2213	87.71428571428571	83	30.214313857917773	6023.875	4741.5	4854.520645380816
ENST00000311772.10	ENSG00000117751	+	7	5	110	1584	129.2	145	67.20267851804718	3092.5	2580.5	1538.5196456334252
ENST00000373912.8	ENSG00000117748	-	9	7	142	724	102.57142857142857	107	14.175767384955954	2683.5	1137.5	3457.067171544607
ENST00000373884.6	ENSG00000158156	+	3	1	390	1591	197.0	197	NA	2971.5	2971.5	229.80970388562795
ENST00000373871.8	ENSG00000158161	-	18	16	87	4203	106.8125	101.0	38.31138864619762	6604.0	3859	6764.573425205761
ENST00000253063.4	ENSG00000130766	+	10	8	420	1776	158.25	167.0	48.61143310550953	2168.0	666	2939.0096971599123
ENST00000373842.9	ENSG00000130772	+	3	1	141	1549	139.0	139	NA	2548.5	2548.5	1601.5968593875302
ENST00000373839.8	ENSG00000204138	+	14	12	86	3831	177.58333333333334	146.0	161.1929720627554	9582.846153846154	3442	15997.386275295901
ENST00000683442.1	ENSG00000180198	+	13	11	42	1158	122.81818181818181	123	47.473820536835206	2533.0	800.5	3926.627838466256
ENST00000373824.9	ENSG00000120656	-	6	4	76	725	133.5	102.0	80.50879869099195	7776.6	4591	7605.108697448051
ENST00000373816.6	ENSG00000162419	+	10	8	56	5281	127.625	128.5	25.494747358174447	4912.444444444444	3881	4191.594359879994
ENST00000373812.8	ENSG00000198492	+	5	3	208	847	563.0	80	884.6394745883772	7523.0	2320.0	11730.717795599721
ENST00000343067.9	ENSG00000159023	+	21	19	200	3223	137.26315789473685	105	99.70280398668343	9972.1	3728.0	16522.49002484349
ENST00000373795.7	ENSG00000116350	-	6	4	255	1484	140.25	128.0	54.35301279598032	6371.6	4463	8443.29984662395
ENST00000263702.11	ENSG00000116353	-	10	8	204	1523	98.5	100.5	29.00738822142682	3973.6666666666665	1761	4675.182215700261
ENST00000339394.7	ENSG00000162512	-	5	3	310	3912	341.3333333333333	292	251.65320052272995	8511.75	1710.0	14137.261530555814
ENST00000426105.7	ENSG00000134644	-	22	20	102	1837	172.3	141.5	78.44683080378643	6134.619047619048	3300	7514.841092639222
ENST00000263694.9	ENSG00000060688	-	10	8	178	554	110.375	112.5	31.95951680307001	3956.222222222222	2493	3203.323968075106
ENST00000344147.10	ENSG00000121766	+	8	6	44	905	103.16666666666667	101.0	29.417115199602197	9476.714285714286	8944	6262.553571674675
ENST00000373713.7	ENSG00000121769	-	4	2	135	687	137.5	137.5	50.204581464244875	2242.3333333333335	1890	1012.5681870043782
ENST00000373709.8	ENSG00000168528	+	10	8	92	615	149.125	152.0	47.160629766787466	2174.0	828	3244.582099439002
ENST00000373672.8	ENSG00000084636	-	71	69	181	591	67.33333333333333	54	42.43183691891886	661.9571428571429	360.0	741.9489696057033
ENST00000647444.2	ENSG00000184007	-	6	4	382	2540	247.0	112.0	295.5898058684253	5607.6	2982	7207.573468234646
ENST00000327300.12	ENSG00000121774	+	9	7	510	1351	121.71428571428571	125	48.45518302415916	3412.125	1324.0	5170.020708372453
ENST00000336294.10	ENSG00000121775	+	9	7	113	433	176.0	155	83.99603165229495	3518.375	1883.5	4675.517662325134
ENST00000373625.8	ENSG00000025800	+	14	12	79	5857	118.25	113.0	31.06627812216385	4704.076923076923	1038	12568.993392879815
ENST00000373610.8	ENSG00000084652	+	11	9	102	3384	153.22222222222223	120	83.38431773687691	1374.6	752.5	1111.8090563481562
ENST00000373602.10	ENSG00000160050	+	6	4	115	194	142.75	177.0	80.64893055707559	782.6	573	697.3501989674916
ENST00000677711.2	ENSG00000084623	+	11	9	38	490	99.22222222222223	93	26.39497005954817	777.7	303.0	805.5339223148831
ENST00000373548.8	ENSG00000116478	+	14	12	136	610	114.33333333333333	115.5	30.45214825481666	3032.769230769231	565	4586.814220382998
ENST00000329421.8	ENSG00000175130	-	2	0	287	1259	NA	NA	NA	849.0	849	NA
ENST00000455895.7	ENSG00000160058	-	11	9	38	2022	138.77777777777777	104	132.75897123902567	2650.0	2083.0	2703.547217186257
ENST00000373493.10	ENSG00000162521	+	12	10	115	6572	119.6	121.5	38.95638586932828	2465.5454545454545	340	3600.4996143212225
ENST00000401073.7	ENSG00000162522	+	7	5	360	2106	605.4	124	1094.537253820079	4608.0	478.5	10286.812761978319
ENST00000373477.9	ENSG00000134684	-	13	11	171	853	129.0	136	36.65514970641915	3306.4166666666665	3556.0	2764.5216735148474
ENST00000373475.10	ENSG00000116497	+	7	5	37	2952	246.2	104	328.2479245935913	6167.166666666667	2319.5	8627.046108991575
ENST00000672715.1	ENSG00000004455	-	6	4	148	5417	101.25	103.0	22.691775308835286	4585.6	2738	4938.307837711213
ENST00000294517.11	ENSG00000142920	+	12	10	142	3449	164.9	169.5	34.226208281568866	3372.7272727272725	1197	5837.920470354304
ENST00000291416.10	ENSG00000116525	-	5	3	1019	2329	156.33333333333334	116	87.751543196307	8207.0	8025.5	6125.967406595196
ENST00000539719.6	ENSG00000160094	+	9	7	163	1790	176.28571428571428	159	97.59391081707624	5130.125	3576.5	5478.065780586116
ENST00000683057.1	ENSG00000134686	-	15	13	120	1394	190.69230769230768	165	96.7060706603474	7391.214285714285	1439.5	14890.639383795504
ENST00000684572.1	ENSG00000121903	+	8	6	47	7426	330.5	308.0	250.67728257662282	2791.8571428571427	1422	3394.7845993804194
ENST00000521580.3	ENSG00000163866	-	2	0	73	5621	NA	NA	NA	3694.0	3694	NA
ENST00000357182.9	ENSG00000163867	-	16	14	131	2771	158.57142857142858	152.5	60.03039523148546	2710.6	1522	3487.479376283106
ENST00000359858.9	ENSG00000197056	+	10	8	58	2883	152.5	162.0	67.82961847789757	3590.4444444444443	1425	4699.94901863603
ENST00000357214.6	ENSG00000116560	-	10	8	924	1658	144.75	120.0	80.85569155688952	718.8888888888889	692	738.3377351260812
ENST00000314607.11	ENSG00000146463	+	30	28	377	2589	157.14285714285714	151.0	93.43990514237412	5033.931034482759	910	11728.282543648294
ENST00000325722.8	ENSG00000142687	-	21	19	197	1590	157.3684210526316	133	98.91029073880577	5956.75	2435.0	11298.676382074234
ENST00000373243.7	ENSG00000020129	+	7	5	425	1553	344.0	225	352.4202037341219	880.5	980.5	365.0242457700584
ENST00000373237.4	ENSG00000126067	-	6	4	185	3834	101.75	97.0	51.0775554100494	7512.0	4909	8121.492227417323
ENST00000318121.8	ENSG00000092853	-	25	23	132	4495	168.91304347826087	128	121.26863982065836	1223.125	624.0	1558.4175450004461
ENST00000373166.8	ENSG00000054116	-	5	3	150	751	127.0	100	48.507731342539614	2908.25	1107.0	4225.874219219813
ENST00000474796.2	ENSG00000116871	+	17	15	304	602	164.4	139	106.82950368293797	1332.375	208.0	3541.4590754847545
ENST00000354618.10	ENSG00000054118	+	12	10	63	1562	278.0	170.5	283.5892961465381	6955.454545454545	2099	11249.850153345478
ENST00000490466.2	ENSG00000142694	-	3	1	187	696	97.0	97	NA	318.0	318.0	103.23759005323593
ENST00000373132.4	ENSG00000196182	-	11	9	202	2346	121.88888888888889	120	49.64736761512247	4265.2	1894.0	7299.155427551571
ENST00000315732.3	ENSG00000181817	-	2	0	142	718	NA	NA	NA	3613.0	3613	NA
ENST00000235532.9	ENSG00000116885	-	10	8	194	350	113.875	116.5	39.862038869796194	3454.5555555555557	1421	4101.23771290787
ENST00000373087.7	ENSG00000163874	+	6	4	50	1641	240.75	187.5	169.1082000771498	1428.8	829	1671.0516748443179
ENST00000296215.8	ENSG00000163877	-	4	2	288	3564	351.0	351.0	350.72496346852756	5097.0	2144	5898.702993031604
ENST00000373062.8	ENSG00000134697	-	16	14	179	192	141.35714285714286	114.0	95.55313233432538	1784.8	930	1745.4612243513993
ENST00000373055.6	ENSG00000134690	+	10	8	269	1398	88.0	86.5	29.8424434081968	1648.111111111111	1433	881.1451986540646
ENST00000373044.3	ENSG00000196449	-	5	3	417	1053	126.0	120	14.933184523068078	854.0	440.0	1055.153701284004
ENST00000373036.5	ENSG00000188786	-	11	9	62	5993	209.11111111111111	132	191.0264670434731	4208.2	2304.0	5086.345376484857
ENST00000373024.8	ENSG00000204084	-	24	22	64	1734	120.54545454545455	112.0	41.46338289638366	3561.1739130434785	1633	8235.594026442746
ENST00000373016.4	ENSG00000183386	-	6	4	158	790	177.0	175.5	7.164728420068226	1417.8	124	2538.9848758903627
ENST00000373014.5	ENSG00000183520	+	8	6	132	1276	102.5	107.0	23.364502990648013	1437.7142857142858	735	1386.7204373732188
ENST00000373001.4	ENSG00000116954	-	7	5	363	1507	162.2	149	38.55774889694677	3149.0	2773.0	2324.326397044959
ENST00000432648.8	ENSG00000174574	+	5	3	325	2015	116.0	135	38.22302970723278	3024.0	2450.0	2521.353604713151
ENST00000372858.8	ENSG00000090621	-	16	14	1032	307	128.78571428571428	118.0	50.38952664596479	855.5333333333333	562	883.0404348181398
ENST00000372811.10	ENSG00000168389	+	14	12	241	452	119.66666666666667	123.0	31.18954758870155	975.6153846153846	417	1706.4956069120883
