gene_id,transcript_id,mean_te
ENSG00000162591.16,ENST00000356575.9,-0.5390148131875
ENSG00000158109.15,ENST00000378344.7,0.923704705269231
ENSG00000116213.16,ENST00000270708.12,0.199197126626667
ENSG00000078900.15,ENST00000378295.9,-0.0974054103409091
ENSG00000130764.10,ENST00000378251.3,0.552255729923077
ENSG00000116198.13,ENST00000378230.8,-0.647522431611111
ENSG00000169598.16,ENST00000378209.8,-0.0539943591176471
ENSG00000198912.11,ENST00000361605.4,0.446430678337662
ENSG00000131697.18,ENST00000378156.9,-0.792577046043478
ENSG00000069424.15,ENST00000378097.6,0.360863069422535
ENSG00000116251.11,ENST00000234875.9,1.58103759498718
ENSG00000116237.16,ENST00000343813.10,0.314231631636364
ENSG00000097021.19,ENST00000377842.7,0.808245263311688
ENSG00000171680.22,ENST00000535355.5,-1.17739130556604
ENSG00000204859.13,ENST00000377674.9,-0.658971871013699
ENSG00000162413.16,ENST00000377658.8,0.495417634805195
ENSG00000116273.6,ENST00000377648.5,0.812912451947368
ENSG00000041988.15,ENST00000054650.8,0.0655161692894737
ENSG00000171735.19,ENST00000303635.12,0.437060275279412
ENSG00000049245.13,ENST00000054666.11,1.34453611044737
ENSG00000049246.14,ENST00000613533.4,-0.702100765596491
ENSG00000116288.13,ENST00000338639.10,1.58737261614103
ENSG00000116285.13,ENST00000377482.10,-0.0903314056470588
ENSG00000142599.19,ENST00000337907.7,-0.0271199909733333
ENSG00000074800.16,ENST00000234590.10,2.03101005223077
ENSG00000180758.12,ENST00000377411.5,-0.146981233949153
ENSG00000049239.13,ENST00000377403.7,0.0378990532432432
ENSG00000171621.14,ENST00000328089.11,0.228080427643836
ENSG00000171612.7,ENST00000302692.7,-0.396968132105263
ENSG00000188807.13,ENST00000340381.11,0.526414715890411
ENSG00000171608.16,ENST00000377346.9,-0.424609411703125
ENSG00000171603.18,ENST00000361311.4,0.822267775376623
ENSG00000178585.15,ENST00000377263.6,0.652782480513158
ENSG00000162441.12,ENST00000377223.6,0.442524580746667
ENSG00000173614.14,ENST00000377205.6,0.667699095133333
ENSG00000130939.20,ENST00000253251.12,0.0239720670533333
ENSG00000054523.17,ENST00000377086.5,0.0754733936986301
ENSG00000142657.21,ENST00000270776.13,1.12312801111538
ENSG00000175279.22,ENST00000309048.8,-0.466915532278688
ENSG00000160049.12,ENST00000377038.8,0.569026514415584
ENSG00000130940.15,ENST00000377022.8,-0.519129681488889
ENSG00000120948.18,ENST00000240185.8,1.10129362560526
ENSG00000116649.10,ENST00000376957.7,0.538192558358974
ENSG00000171824.14,ENST00000376936.9,0.231558473701299
ENSG00000198793.13,ENST00000361445.9,-0.33426850390411
ENSG00000120942.13,ENST00000376810.5,0.27562090572
ENSG00000116661.11,ENST00000354287.5,0.429771574508772
ENSG00000132879.14,ENST00000376770.5,0.181388770757143
ENSG00000116663.11,ENST00000376753.9,0.115615206271429
ENSG00000116670.15,ENST00000235310.7,0.204845045324675
ENSG00000177674.16,ENST00000314340.10,0.762114012038961
ENSG00000177000.13,ENST00000376592.6,-0.229048171452055
ENSG00000011021.23,ENST00000346436.11,-0.231903108785714
ENSG00000116685.16,ENST00000376572.8,-0.248443994246753
ENSG00000083444.17,ENST00000196061.5,0.655461799
ENSG00000116688.17,ENST00000444836.5,0.324503647538462
ENSG00000116691.11,ENST00000235332.6,-0.355941134421053
ENSG00000162496.9,ENST00000616661.5,0.387294933555555
ENSG00000162493.16,ENST00000294489.10,1.16791481666667
ENSG00000116731.22,ENST00000235372.11,-0.49301183795946
ENSG00000189337.17,ENST00000636203.1,-0.5234366746
ENSG00000171729.14,ENST00000376008.3,0.230834611771429
ENSG00000142634.13,ENST00000375980.9,0.903517847805195
ENSG00000116138.13,ENST00000375847.8,0.361703479054794
ENSG00000116771.6,ENST00000375826.4,0.440255289433962
ENSG00000197312.12,ENST00000480945.6,0.91558987768421
ENSG00000116786.13,ENST00000375799.8,-0.980221127534247
ENSG00000162458.13,ENST00000375771.5,0.169285103508475
ENSG00000116809.11,ENST00000375743.8,-0.953026843591549
ENSG00000142627.13,ENST00000358432.8,0.2168257304375
ENSG00000142632.17,ENST00000270747.8,-0.48180371185
ENSG00000132881.12,ENST00000375599.8,-0.409258455507692
ENSG00000037637.11,ENST00000375592.8,-0.3207083312
ENSG00000157191.20,ENST00000337132.10,0.759641150155844
ENSG00000058453.17,ENST00000375541.10,-0.812782045704918
ENSG00000117122.14,ENST00000375535.4,0.719938583642857
ENSG00000159363.18,ENST00000452699.5,-0.837876342450704
ENSG00000117115.13,ENST00000375486.9,0.639650471840909
ENSG00000179051.14,ENST00000375436.9,0.951104603753247
ENSG00000074964.17,ENST00000375415.5,-1.0564416280625
ENSG00000159423.17,ENST00000375341.8,0.513836092459459
ENSG00000169991.11,ENST00000455833.7,0.499541728208333
ENSG00000053372.5,ENST00000330263.5,1.06762828385897
ENSG00000053371.12,ENST00000235835.7,0.648968909688312
ENSG00000040487.13,ENST00000375153.8,0.151223407986487
ENSG00000077549.19,ENST00000264202.8,1.65016203255128
ENSG00000173436.15,ENST00000322753.7,2.50587221192857
ENSG00000158747.15,ENST00000621723.4,0.134987984909091
ENSG00000162542.13,ENST00000294543.10,-0.249433464954545
ENSG00000169914.6,ENST00000375120.4,0.00909021257971015
ENSG00000162545.6,ENST00000375078.4,0.5549636590625
ENSG00000090432.7,ENST00000264198.5,0.611559323153846
ENSG00000158825.6,ENST00000375071.4,1.10218459771739
ENSG00000158828.8,ENST00000321556.5,-0.0173574171486486
ENSG00000189410.12,ENST00000444387.7,-0.449682935975
ENSG00000127483.19,ENST00000438032.6,0.725412652551282
ENSG00000117298.16,ENST00000415912.6,0.804482768844156
ENSG00000162551.14,ENST00000374840.8,0.223973094548387
ENSG00000090686.16,ENST00000308271.14,0.210972052346667
ENSG00000070831.17,ENST00000648594.1,1.85546928389744
ENSG00000184677.18,ENST00000404138.5,-0.240368488944444
ENSG00000004487.17,ENST00000400181.9,0.523246659025641
ENSG00000169641.13,ENST00000302291.8,0.0761942750547945
ENSG00000125944.20,ENST00000302271.11,1.10760332724359
ENSG00000125945.15,ENST00000314011.9,0.0869451171666667
ENSG00000204219.11,ENST00000450454.7,-0.0382728803269231
ENSG00000088280.19,ENST00000336689.8,-0.375665823
ENSG00000007968.7,ENST00000361729.3,0.12349260084375
ENSG00000117318.9,ENST00000374561.6,1.47356062163636
ENSG00000142676.14,ENST00000374550.8,1.39098014342308
ENSG00000011007.12,ENST00000418390.6,-0.228178485441558
ENSG00000057757.10,ENST00000246151.9,0.763702738551282
ENSG00000011009.11,ENST00000374514.8,0.861374797701299
ENSG00000117308.15,ENST00000617979.5,0.574837069736842
ENSG00000189266.13,ENST00000647887.1,-0.521207015648649
ENSG00000188529.15,ENST00000492112.3,1.13570030911539
ENSG00000185436.12,ENST00000327535.6,-0.759487271195122
ENSG00000001460.18,ENST00000374409.5,-0.201048023460317
ENSG00000001461.17,ENST00000374399.9,-0.252100177541667
ENSG00000117602.12,ENST00000374395.9,0.454662081132353
ENSG00000133226.17,ENST00000323848.14,0.715133950166667
ENSG00000169504.15,ENST00000374379.9,1.61151099607692
ENSG00000117614.10,ENST00000236273.9,1.01209587116883
ENSG00000117616.18,ENST00000243189.12,-0.60571851122973
ENSG00000183726.11,ENST00000374358.5,1.48051537533333
ENSG00000204178.11,ENST00000374343.5,0.240458436
ENSG00000157978.12,ENST00000374338.5,0.217707216175676
ENSG00000117643.14,ENST00000374332.8,-0.508900628941176
ENSG00000162430.17,ENST00000361547.7,-0.0600872595694444
ENSG00000117640.18,ENST00000374301.7,-0.471122775013699
ENSG00000127423.11,ENST00000538789.5,-0.122742843430769
ENSG00000182749.5,ENST00000374296.3,0.165275801
ENSG00000117632.23,ENST00000399728.5,2.03608015438961
ENSG00000158006.14,ENST00000374282.8,0.264613154083333
ENSG00000175087.10,ENST00000374271.8,-0.0307185974794521
ENSG00000142684.9,ENST00000374266.7,0.62209506318421
ENSG00000130695.15,ENST00000252992.8,-0.010720555472973
ENSG00000142669.15,ENST00000270792.10,2.06197681010256
ENSG00000158062.20,ENST00000374222.5,-0.719233114986111
ENSG00000117682.17,ENST00000236342.12,0.60770960825
ENSG00000198830.11,ENST00000361427.6,2.01541536791026
ENSG00000117676.14,ENST00000531382.5,-0.139962133053333
ENSG00000117713.20,ENST00000324856.13,-0.115926981
ENSG00000060642.11,ENST00000674273.1,-0.223674190541667
ENSG00000204160.12,ENST00000374142.9,-0.469588449315068
ENSG00000175793.12,ENST00000339276.6,0.936733250921569
ENSG00000142751.15,ENST00000374135.9,0.426908719519481
ENSG00000198746.13,ENST00000361720.10,-0.276535511315068
ENSG00000090273.14,ENST00000321265.10,1.34063451455128
ENSG00000253368.4,ENST00000522111.3,0.55234523645
ENSG00000158246.8,ENST00000289166.6,0.245362581821429
ENSG00000090020.11,ENST00000263980.8,0.349691670121622
ENSG00000142784.16,ENST00000319394.8,-0.69143453790411
ENSG00000186501.14,ENST00000611517.4,0.786256273064102
ENSG00000142733.17,ENST00000357582.3,-0.302338678507936
ENSG00000181773.7,ENST00000374024.4,0.0759576990714286
ENSG00000158195.11,ENST00000618852.5,0.724882809298701
ENSG00000126705.15,ENST00000374011.6,-0.440576100271429
ENSG00000126709.15,ENST00000362020.4,1.42912691770513
ENSG00000009780.15,ENST00000373954.10,0.40626789368
ENSG00000117758.14,ENST00000373943.9,0.946350921493506
ENSG00000117751.18,ENST00000311772.10,0.438991980025641
ENSG00000130775.16,ENST00000373921.8,-0.00619108617857143
ENSG00000117748.10,ENST00000373912.8,0.880483883102564
ENSG00000130768.15,ENST00000373894.8,0.491483886581818
ENSG00000158156.8,ENST00000373884.6,-0.566787537940298
ENSG00000158161.16,ENST00000373871.8,0.402027860973333
ENSG00000126698.11,ENST00000263697.6,1.15891950919231
ENSG00000130770.18,ENST00000335514.10,1.87300208966667
ENSG00000130766.5,ENST00000253063.4,0.149277517797297
ENSG00000130772.14,ENST00000373842.9,0.828155143844156
ENSG00000204138.13,ENST00000373839.8,-0.0218213736216216
ENSG00000180198.16,ENST00000373833.10,0.339663054236842
ENSG00000180098.9,ENST00000373830.4,0.255448628526316
ENSG00000120656.11,ENST00000263974.4,0.443500168855263
ENSG00000162419.12,ENST00000373816.5,0.120631740780822
ENSG00000198492.16,ENST00000542507.5,0.849745848269231
ENSG00000159023.21,ENST00000343067.8,0.304257209013513
ENSG00000116350.17,ENST00000373795.7,0.613037677089744
ENSG00000116353.16,ENST00000263702.11,0.107934527381579
ENSG00000162512.16,ENST00000339394.7,0.448566687558824
ENSG00000134644.15,ENST00000257075.9,0.392238785311688
ENSG00000060688.13,ENST00000263694.9,0.889196554038461
ENSG00000121766.15,ENST00000373714.5,-0.0561249702368421
ENSG00000121769.8,ENST00000373713.7,0.846775716
ENSG00000168528.12,ENST00000373709.8,0.00539311952857142
ENSG00000142910.16,ENST00000271064.12,0.04873046212
ENSG00000084636.18,ENST00000373672.8,-0.377795332410256
ENSG00000184007.21,ENST00000647444.2,-0.665781092820513
ENSG00000121774.18,ENST00000327300.12,1.52815704452564
ENSG00000121775.18,ENST00000336294.10,0.175304313226667
ENSG00000025800.14,ENST00000373625.8,1.17606752432051
ENSG00000084652.16,ENST00000373609.1,0.914490592474359
ENSG00000160050.14,ENST00000373602.9,0.527266960459459
ENSG00000084623.11,ENST00000373586.1,1.37238597182051
ENSG00000116478.12,ENST00000373548.8,0.891292820282051
ENSG00000175130.7,ENST00000329421.8,1.13244793002597
ENSG00000160058.18,ENST00000455895.6,0.0666365734545455
ENSG00000162521.19,ENST00000373493.10,1.43958355319231
ENSG00000162520.15,ENST00000409190.8,-0.187845885
ENSG00000162522.11,ENST00000401073.7,-0.636506125367647
ENSG00000134684.10,ENST00000373477.8,0.776659041769231
ENSG00000116497.18,ENST00000373475.10,-0.0375831708783784
ENSG00000121900.19,ENST00000373463.8,-0.957280776825397
ENSG00000004455.17,ENST00000373449.7,1.1186986250641
ENSG00000142920.17,ENST00000294517.11,-0.480149576627451
ENSG00000116525.14,ENST00000291416.10,0.230791743088235
ENSG00000160094.15,ENST00000539719.6,-0.338074508253521
ENSG00000134686.18,ENST00000257118.5,-0.19808945608
ENSG00000121903.14,ENST00000361328.7,-0.628822929183333
ENSG00000163866.9,ENST00000521580.3,0.945849109282051
ENSG00000163867.17,ENST00000357182.9,-0.686470666196078
ENSG00000197056.11,ENST00000650449.1,0.0922452434366197
ENSG00000116560.11,ENST00000357214.6,1.06032739984615
ENSG00000146463.12,ENST00000314607.11,-0.638125668438356
ENSG00000142687.18,ENST00000325722.8,-0.431808943378378
ENSG00000020129.16,ENST00000373243.7,0.2840491488
ENSG00000126067.12,ENST00000373237.4,1.64526282070513
ENSG00000142686.8,ENST00000270815.5,0.219787851583333
ENSG00000092853.14,ENST00000318121.8,0.330433195685714
ENSG00000134698.11,ENST00000373210.4,-1.2965460289
ENSG00000054116.12,ENST00000373166.8,0.994569186128205
ENSG00000116871.15,ENST00000373151.6,0.00188879393589744
ENSG00000054118.15,ENST00000354618.10,0.750543048025641
ENSG00000142694.6,ENST00000270824.1,-0.0863488991764706
ENSG00000196182.11,ENST00000373129.7,-0.9916320946
ENSG00000181817.6,ENST00000315732.3,-0.715473730666667
ENSG00000116885.18,ENST00000235532.9,-0.04052715115625
ENSG00000116898.12,ENST00000373116.6,0.394544552551282
ENSG00000163874.11,ENST00000373087.7,-0.87672740715625
ENSG00000163877.11,ENST00000296215.8,0.577321708233766
ENSG00000134697.13,ENST00000373062.8,0.464910657649351
ENSG00000116922.14,ENST00000358011.8,0.516068838972603
ENSG00000134690.11,ENST00000373055.6,0.873051513569444
ENSG00000185090.14,ENST00000373045.10,-0.418668423181818
ENSG00000196449.4,ENST00000373044.3,0.605742977697368
ENSG00000197982.14,ENST00000373042.5,1.17723216233766
ENSG00000188786.10,ENST00000373036.5,-0.322235443366197
ENSG00000204084.13,ENST00000373024.8,-0.191799387638889
ENSG00000183431.12,ENST00000373019.5,0.942602598205128
ENSG00000183386.10,ENST00000373016.4,0.639340138594595
ENSG00000183520.12,ENST00000373014.5,1.15498842987013
ENSG00000116954.8,ENST00000373001.4,0.705407147586667
ENSG00000174574.16,ENST00000432648.8,0.797545548435897
ENSG00000168653.11,ENST00000372967.3,1.92116221682051
ENSG00000090621.14,ENST00000372858.8,-0.0639840786538461
ENSG00000116990.11,ENST00000397332.2,-0.112264506981132
ENSG00000168389.18,ENST00000372811.10,0.23424470371831
ENSG00000131236.17,ENST00000372797.7,1.36940646524359
ENSG00000131238.17,ENST00000642050.1,1.40706549264103
ENSG00000084073.9,ENST00000372759.4,1.07521702998718
ENSG00000049089.15,ENST00000372748.8,-0.25888248035
ENSG00000084070.12,ENST00000372718.8,0.507437480727273
ENSG00000187801.15,ENST00000361584.5,-0.387997990240741
ENSG00000187815.10,ENST00000372706.6,-0.9001373293125
ENSG00000164002.11,ENST00000372703.1,-0.143241977955882
ENSG00000117010.17,ENST00000648542.1,0.191068690676471
ENSG00000066136.20,ENST00000447388.7,0.648936302294872
ENSG00000179862.7,ENST00000372638.4,1.27907057553968
ENSG00000171793.16,ENST00000649124.1,0.598288933454545
ENSG00000010803.16,ENST00000326197.11,-1.80304818065152
ENSG00000198815.9,ENST00000372572.5,0.390746378153846
ENSG00000177181.15,ENST00000431473.4,-0.30497392028
ENSG00000127125.9,ENST00000372561.4,0.433117662194805
ENSG00000171960.11,ENST00000304979.8,1.0734921920641
ENSG00000065978.19,ENST00000321358.12,0.851612590038462
ENSG00000117385.16,ENST00000296388.10,0.399592005890411
ENSG00000177868.12,ENST00000372521.9,0.28177538192
ENSG00000164010.15,ENST00000372517.8,-0.977148446967213
ENSG00000164011.18,ENST00000372506.5,-0.146821071577465
ENSG00000117394.23,ENST00000426263.9,1.24904052403947
ENSG00000117395.12,ENST00000431635.6,0.87653577974359
ENSG00000117399.14,ENST00000372462.1,0.74126401972973
ENSG00000066322.15,ENST00000621943.4,0.862116739363636
ENSG00000159479.17,ENST00000372457.9,0.501205278171053
ENSG00000178922.16,ENST00000372425.8,-0.156213778672131
ENSG00000142949.17,ENST00000438120.5,-0.218562557536232
ENSG00000066135.13,ENST00000372396.4,-0.0424414174305556
ENSG00000117408.11,ENST00000372343.8,-0.788728662931507
ENSG00000132768.14,ENST00000255108.8,-0.658104571589041
ENSG00000117410.14,ENST00000472174.7,1.16641895138462
ENSG00000117411.16,ENST00000356836.10,-2.2847806528209
ENSG00000159214.13,ENST00000372318.8,-0.479658482136364
ENSG00000196517.13,ENST00000357730.6,-0.0721061499850746
ENSG00000178028.14,ENST00000372289.7,0.354664037298701
ENSG00000117419.16,ENST00000372257.7,0.575915190974026
ENSG00000187147.18,ENST00000355387.6,-0.264312112293333
ENSG00000126106.14,ENST00000372237.8,0.302883252236111
ENSG00000142945.13,ENST00000372224.9,0.473840740647887
ENSG00000142937.12,ENST00000396651.8,1.29581485794872
ENSG00000173846.13,ENST00000372201.5,-0.656101666434783
ENSG00000070785.17,ENST00000360403.7,0.528719299230769
ENSG00000126107.15,ENST00000372172.5,0.09246353108
ENSG00000162415.7,ENST00000359600.6,-0.327997216651163
ENSG00000132773.12,ENST00000372090.6,-0.180270135493151
ENSG00000280670.3,ENST00000629482.3,0.713678339015873
ENSG00000132763.15,ENST00000401061.9,0.482365555171053
ENSG00000117450.14,ENST00000262746.5,2.13146517602564
ENSG00000117448.13,ENST00000372070.7,0.604582515025641
ENSG00000132780.17,ENST00000351223.7,1.08980822580769
ENSG00000159592.11,ENST00000355105.8,-1.61928830977778
ENSG00000159596.7,ENST00000372025.5,0.48935539674026
ENSG00000197429.11,ENST00000396478.4,0.535998025040541
ENSG00000086015.22,ENST00000361297.7,-1.3858067597971
ENSG00000085998.14,ENST00000371984.8,-1.13310808564865
ENSG00000085999.13,ENST00000371975.9,-0.685394983968254
ENSG00000132128.16,ENST00000617190.4,0.332171579205128
ENSG00000173660.12,ENST00000311672.10,1.05537475857895
ENSG00000117481.10,ENST00000474844.5,0.250114900306667
ENSG00000117480.16,ENST00000243167.9,-0.0803342002745098
ENSG00000079277.21,ENST00000371945.9,0.0731443032666667
ENSG00000142961.14,ENST00000371940.1,-0.104233637958333
ENSG00000123472.12,ENST00000576409.5,0.590544667539474
ENSG00000159658.13,ENST00000371933.8,-0.862533777797297
ENSG00000123473.15,ENST00000371877.7,-0.377378586030303
ENSG00000162368.13,ENST00000371873.9,0.981652074602564
ENSG00000132122.12,ENST00000371847.8,-0.183537826732143
ENSG00000185104.20,ENST00000396153.7,0.103773407413333
ENSG00000123080.12,ENST00000262662.5,-0.743858207883333
ENSG00000123091.5,ENST00000242719.4,-0.954180207722222
ENSG00000085831.15,ENST00000371750.9,-0.33061885115
ENSG00000085832.17,ENST00000371733.8,0.0295878498441558
ENSG00000078618.21,ENST00000354831.11,0.263264154858974
ENSG00000117862.13,ENST00000371626.9,1.2054543205
ENSG00000198841.4,ENST00000371614.2,0.350736714081081
ENSG00000134717.18,ENST00000313334.13,1.33441201107692
ENSG00000157077.14,ENST00000287727.7,-0.980194450731343
ENSG00000154222.14,ENST00000284376.7,-0.451368946093333
ENSG00000085840.13,ENST00000371568.8,-0.0993053934153846
ENSG00000134748.13,ENST00000257181.10,0.473302652285714
ENSG00000134744.14,ENST00000257177.9,-0.563883754263889
ENSG00000116157.6,ENST00000361314.5,0.275152048877551
ENSG00000162377.6,ENST00000371538.5,0.706247034423077
ENSG00000162378.13,ENST00000294353.7,0.40337620845946
ENSG00000203995.10,ENST00000371528.2,-0.271965576325
ENSG00000121310.17,ENST00000371522.9,-0.0520000824210526
ENSG00000116171.19,ENST00000371514.8,1.24052244594872
ENSG00000157184.7,ENST00000371486.4,0.426846159025974
ENSG00000162384.14,ENST00000294360.5,1.05904029779221
ENSG00000162385.11,ENST00000371470.8,1.65961527458974
ENSG00000157193.18,ENST00000306052.12,-0.625371299818182
ENSG00000058804.12,ENST00000371429.4,0.205336042210526
ENSG00000058799.15,ENST00000072644.7,0.15438019388
ENSG00000081870.11,ENST00000194214.9,1.08835634711538
ENSG00000116212.15,ENST00000371370.8,0.490138153181818
ENSG00000116205.14,ENST00000234827.6,0.745586941069444
ENSG00000116221.15,ENST00000360840.9,0.287249003397436
ENSG00000157216.15,ENST00000371320.7,0.601387505447368
ENSG00000162390.17,ENST00000343744.6,-0.20538802445
ENSG00000243725.7,ENST00000371281.4,0.419580675765625
ENSG00000162396.6,ENST00000371279.4,-0.00939527616666667
ENSG00000116133.13,ENST00000371269.9,1.00037697816667
ENSG00000169174.11,ENST00000302118.5,0.620940403916667
ENSG00000162402.14,ENST00000294383.7,-0.336768765438356
ENSG00000162407.9,ENST00000371250.4,0.885892542802817
ENSG00000162409.11,ENST00000371244.9,0.424173902333333
ENSG00000162600.12,ENST00000371226.8,-0.185618690184211
ENSG00000177606.7,ENST00000371222.4,0.70280098048
ENSG00000172456.18,ENST00000303721.12,-0.222516556333333
ENSG00000134709.12,ENST00000371208.5,0.683198638372549
ENSG00000134716.11,ENST00000371204.4,0.333166349490196
ENSG00000162599.17,ENST00000403491.8,0.557884707126984
ENSG00000162604.12,ENST00000294613.9,0.404421364578947
ENSG00000132849.20,ENST00000642238.1,-0.383522028696428
ENSG00000162607.13,ENST00000339950.5,-0.012113988012987
ENSG00000125703.15,ENST00000317868.9,-0.0301977072676056
ENSG00000088035.18,ENST00000263440.6,0.445887313306667
ENSG00000142856.16,ENST00000271002.14,0.757554113013158
ENSG00000203965.13,ENST00000371088.5,-0.0334399222714286
ENSG00000079739.17,ENST00000371084.8,0.558530915649351
ENSG00000185483.12,ENST00000371079.6,0.110796406388889
ENSG00000158966.16,ENST00000290039.6,-0.288034331295082
ENSG00000162437.14,ENST00000371072.8,-0.260134873691176
ENSG00000162434.13,ENST00000672434.1,0.414454506384615
ENSG00000162433.15,ENST00000395334.6,0.80207552425
ENSG00000116675.16,ENST00000395325.7,-0.0545915276349206
ENSG00000213625.9,ENST00000371065.9,1.13664858839744
ENSG00000116678.20,ENST00000349533.11,-0.526336894428571
ENSG00000184588.18,ENST00000423207.6,0.32939131187931
ENSG00000198160.14,ENST00000357692.6,0.131306933824324
ENSG00000116704.8,ENST00000235345.6,0.50892995904
ENSG00000142864.14,ENST00000370995.6,1.49373851938462
ENSG00000116717.13,ENST00000370986.9,1.12602875090909
ENSG00000172380.6,ENST00000370982.4,1.76876620765672
ENSG00000116729.14,ENST00000262348.9,1.08190494621212
ENSG00000024526.17,ENST00000370966.9,-0.187075288794118
ENSG00000066557.6,ENST00000370952.4,0.638605968142857
ENSG00000116754.13,ENST00000370950.7,0.710935146217949
ENSG00000118454.13,ENST00000370944.9,-0.766391668452055
ENSG00000197568.14,ENST00000370940.6,1.0105494897973
ENSG00000116761.12,ENST00000370938.8,0.653226424625
ENSG00000254685.6,ENST00000370898.7,-0.0356846944166667
ENSG00000116791.14,ENST00000417775.5,0.896058614716216
ENSG00000162623.16,ENST00000370867.8,-0.142818149661972
ENSG00000137968.16,ENST00000370855.5,-0.318135151475
ENSG00000117054.14,ENST00000370841.9,0.786499220181818
ENSG00000184005.11,ENST00000328299.4,0.180193244205128
ENSG00000142892.15,ENST00000370812.8,1.01312862134211
ENSG00000154027.19,ENST00000354567.7,-0.0819725167948718
ENSG00000036549.13,ENST00000370801.8,-0.835550642338028
ENSG00000077254.14,ENST00000370794.7,0.279649363986842
ENSG00000180488.15,ENST00000645526.1,0.362650278554054
ENSG00000162614.18,ENST00000334785.11,0.548380462235294
ENSG00000162613.16,ENST00000370768.6,0.913417699115385
ENSG00000162616.9,ENST00000370763.6,0.675619208756757
ENSG00000137959.16,ENST00000370751.10,0.272703098955556
ENSG00000137965.11,ENST00000370747.9,0.39896644995
ENSG00000117114.20,ENST00000370728.5,-0.538878963033898
ENSG00000137941.17,ENST00000260505.13,-0.382596993770492
ENSG00000142875.19,ENST00000370685.7,0.930249255276316
ENSG00000174021.11,ENST00000370641.3,2.24675215752564
ENSG00000117151.13,ENST00000370630.6,0.561888625162162
ENSG00000117155.16,ENST00000342203.7,0.0112429290136986
ENSG00000055732.13,ENST00000370589.7,0.1133219186
ENSG00000097096.9,ENST00000341460.6,-0.533377417816667
ENSG00000162642.14,ENST00000471115.6,0.340648341565789
ENSG00000142867.14,ENST00000648566.1,0.942412899179487
ENSG00000153904.20,ENST00000284031.13,1.05360533342029
ENSG00000142871.17,ENST00000451137.7,1.43161057718571
ENSG00000117174.11,ENST00000370574.4,0.879956224363636
ENSG00000122417.15,ENST00000370566.7,-0.247388928264706
ENSG00000097033.14,ENST00000370558.8,0.778157597666667
ENSG00000153936.17,ENST00000370550.10,0.553115910135135
ENSG00000143013.13,ENST00000370544.10,0.6887384015
ENSG00000065243.20,ENST00000370521.8,0.0876283260945946
ENSG00000137947.12,ENST00000370500.10,0.971566581730769
ENSG00000137944.18,ENST00000260508.9,0.483765781545455
ENSG00000213516.10,ENST00000399794.6,0.145842175571429
ENSG00000117226.12,ENST00000370481.9,-0.4188352604
ENSG00000117228.10,ENST00000370473.5,0.504381444428571
ENSG00000162645.13,ENST00000370466.4,0.385256095323077
ENSG00000197147.13,ENST00000640258.1,-0.914336516870968
ENSG00000171488.15,ENST00000370454.9,0.0741877726619718
ENSG00000171492.14,ENST00000337338.9,-0.655092408430556
ENSG00000162664.17,ENST00000340281.9,0.68588008793421
ENSG00000122482.21,ENST00000370440.5,-0.264306565219178
ENSG00000097046.13,ENST00000428239.5,0.158765698295775
ENSG00000069702.11,ENST00000212355.9,0.214461139888889
ENSG00000172031.7,ENST00000370383.5,0.0328564386666667
ENSG00000189195.14,ENST00000636805.1,-0.191658490232143
